SourceGENES,TargetGENES,Interaction,Edges
WT1mKTS,PGD2,2.86617949914553,repression
WT1mKTS,DMRT1,2.17563420161689,repression
WT1mKTS,SOX9,1.73868316078676,repression
WT1mKTS,FGF9,1.73682615223743,repression
WT1mKTS,AMH,1.64841796743655,repression
WT1mKTS,DHH,1.40142794351121,repression
WT1mKTS,DKK1,1.2478102491343,repression
FOXL2,NR5A1,1.22105271024761,repression
WT1mKTS,GATA4,1.02985053992109,repression
FOXL2,CTNNB1,1,activation
NR5A1,CBX2,0.991441931477528,repression
WT1mKTS,WNT4,0.943325240118552,repression
FOXL2,RSPO1,0.914421018924921,repression
NR5A1,RSPO1,0.859810349688739,repression
WT1mKTS,NR0B1,0.721043677695522,repression
NR5A1,CTNNB1,0.634266544288169,repression
WT1mKTS,WT1pKTS,0.587546316305986,activation
WT1mKTS,WT1mKTS,0.585852919856105,activation
AMH,DMRT1,0.479434915245211,activation
WT1mKTS,CTNNB1,0.467853320903525,repression
AMH,PGD2,0.440663312613503,activation
WT1mKTS,FOXL2,0.429665248101182,repression
AMH,AMH,0.350158819455309,activation
WT1mKTS,NR5A1,0.327543153631107,repression
DHH,DHH,0.31604367777689,activation
NR5A1,UGR,0.302704095313629,repression
DHH,WT1pKTS,0.302487409564179,repression
AMH,DKK1,0.300179388885661,activation
DHH,FOXL2,0.285995360564706,activation
AMH,GATA4,0.269318644800228,repression
DHH,AMH,0.235287298568745,activation
FOXL2,CBX2,0.209138812345219,repression
AMH,WT1mKTS,0.2080485187804,repression
AMH,FGF9,0.207351452907,repression
AMH,DHH,0.203058723464086,activation
AMH,WNT4,0.176458809968608,repression
FOXL2,FOXL2,0.173596177025396,activation
FOXL2,DMRT1,0.168194999952899,activation
FOXL2,GATA4,0.153270047400495,repression
AMH,WT1pKTS,0.153171565066192,repression
AMH,SOX9,0.15269613928584,repression
DHH,DMRT1,0.138924909020445,repression
AMH,FOXL2,0.122707664901919,repression
AMH,NR0B1,0.111406643552704,repression
DHH,GATA4,0.110347334054177,repression
DHH,WT1mKTS,0.0905917628711848,repression
NR0B1,DHH,0.0898364083256326,repression
NR0B1,SOX9,0.0862525429517041,repression
WNT4,DHH,0.0860070463710265,repression
AMH,CTNNB1,0.0696570800702635,activation
SRY,SOX9,0.0670969157028523,activation
DHH,PGD2,0.06057577163175,activation
FOXL2,WT1mKTS,0.0604063910973374,repression
NR0B1,FGF9,0.0518963951954993,repression
WNT4,SOX9,0.0455528078402779,repression
NR0B1,PGD2,0.0432071759360376,repression
SRY,FGF9,0.0410833994421393,repression
SRY,DHH,0.0374903940577988,repression
FOXL2,WNT4,0.0337761770497155,repression
NR5A1,WNT4,0.0329989401950661,repression
PGD2,DHH,0.0314007152647911,activation
NR0B1,AMH,0.0262170380454345,repression
WNT4,FGF9,0.0223746442379721,repression
AMH,NR5A1,0.0223729365114489,repression
RSPO1,UGR,0.0221922360533289,repression
WNT4,PGD2,0.0217190679659941,repression
SRY,DKK1,0.0213711252226973,activation
WNT4,AMH,0.0192048576883914,repression
SRY,CBX2,0.01907577995158,repression
RSPO1,DKK1,0.019040720251023,repression
PGD2,SOX9,0.0186557690203143,activation
WT1pKTS,NR5A1,0.0183061120294373,activation
SRY,UGR,0.0178420676915476,repression
FOXL2,SRY,0.0165324903214706,repression
RSPO1,WT1mKTS,0.0165296800142712,repression
RSPO1,NR0B1,0.0152966795473577,repression
RSPO1,CBX2,0.0140249602754294,repression
RSPO1,DMRT1,0.0133177835839101,repression
WNT4,WT1pKTS,0.0118894598258731,repression
PGD2,PGD2,0.0118749498642884,activation
WT1pKTS,RSPO1,0.011206264633483,repression
RSPO1,GATA4,0.0107768359350814,repression
PGD2,FGF9,0.0103144799893325,activation
SRY,AMH,0.0100766612229076,repression
SRY,PGD2,0.00985385578490268,repression
