DMRT1,FGF9,RSPO1,DHH,CTNNB1,PGD2,WT1mKTS,SRY,DKK1,WNT4,CBX2,AMH,NR0B1,NR5A1,WT1pKTS,FOXL2,UGR,SOX9,GATA4,PseudoTime
1.3153049633,3.6700745934,10.4224650117,0.5561610827,10.7552006545,2.5989992134,10.4159753356,1.669019193,5.0067772884,10.4987458739,0.2312258435,0.5323436702,10.540069817,1.6245025464,7.4128245988,9.8211734269,4.9035663255,3.5082948693,10.4879078268,114.759480005907
4.2577291802,4.9363372643,10.3956286881,3.9915981763,10.6740284865,3.3948272157,10.0294757118,6.2799504823,1.4002697358,10.6200793234,5.0806527052,4.514938649,10.3218095265,3.7459937021,3.318825561,10.3352182946,0.5517329631,2.5006352756,10.6471263452,104.854883198069
3.0236037308,5.2022594036,10.5350301153,4.94032473,10.5735039399,2.0169621553,10.803746334,3.861476795,4.740635191,10.010948901,0.7321328003,2.3921907721,10.1089049931,3.6881657509,6.9690319617,10.5759316829,2.7336050302,1.8605409332,10.3275973548,100.75112061606
4.0440122223,5.0865576986,9.789962044,3.4527543601,10.3676775722,3.6057905801,10.7726859615,2.9098394026,0.2072393101,10.648931899,5.3456893678,3.51008582,10.290193845,3.4881455356,5.1395736563,10.5340006988,5.9667612377,4.0382817682,10.5145133006,123.65555677608
0.9582001099,1.1729417255,10.6516623909,2.6544133525,10.3793079379,5.2351290697,10.1472272359,1.8445821536,3.4290548198,10.7331715518,1.9823894058,3.9072803565,10.7768476433,0.2172962606,1.566295083,10.3118276282,4.1286405332,1.0770985089,10.1181710462,137.542934421479
0.5901120692,4.88615517,10.5941800843,6.095315806,10.7306082826,0.6358309548,10.4002959339,5.0894146347,4.3179071243,10.4335002985,0.5463469749,4.6693693347,10.1652933244,2.6938033264,3.5688269767,10.0249836806,1.111587309,6.0277537112,10.6273385995,111.629046651016
5.3305126345,4.74288311,4.4877420466,1.8169831741,1.4270755622,0.5743427111,10.9526673833,0.0977007792,4.2315161306,5.1149731399,10.6415557512,3.0337625946,4.2330928733,10.4888123872,10.4973486162,0.3651770659,10.8847712343,5.5932700038,10.4900258,21.4657960303209
3.7316747013,5.5928961723,3.7267578517,1.355430531,4.4810267002,3.8355164411,10.2284640732,5.7123495874,4.7837574581,9.8680685898,9.797452523,1.7077574917,9.7359414461,10.8908418716,10.3033845686,2.7578555725,9.3163342128,6.1399799546,11.0138566131,48.0706345194856
3.5976266157,2.5054320128,10.3774761884,3.8139847263,10.7597453018,2.5953119998,10.4716849123,0.3114160379,4.9988403837,10.6073159336,3.5295241172,5.0827232316,10.3799053446,5.2334448052,4.6940361869,10.2121651076,3.9129850005,4.8786875072,10.2664206275,104.766602036295
2.250549686,0.0709946021,10.2366298591,2.5147230941,10.5014329863,0.2404926601,10.6285041755,4.4284767982,5.6000345262,10.455144398,4.3071822287,3.5524301909,10.4990576493,5.786807214,5.0968549869,10.2381855119,1.9559653748,1.2345825044,10.5613308588,119.287501718603
2.6519496741,3.8363323636,4.0000998756,1.4735784495,2.9568843831,2.8178791034,10.1439476267,0.6520625929,5.9682066441,10.3571292825,9.7851390606,3.0880508303,10.008803119,10.9881051169,10.3816971593,3.2824343717,8.4989185243,3.8075509831,10.8022718954,45.9929209005877
8.188088733,0.62831494,9.6270268569,4.5109084358,9.0329683072,3.0945712483,10.1077186844,10.1983712421,8.0154803125,10.0969519875,7.0692456246,2.6906590402,10.3217061129,10.0189783163,10.3751321286,5.0963762459,5.3147577321,6.9561357936,9.5760415323,57.0769985717216
3.8762660226,3.0195288576,1.0398194487,5.0235399752,0.2244247129,0.0307334229,10.5063745491,8.0804858433,5.9494417787,8.7572025666,10.7473677901,4.3457976193,8.4108915738,10.4543402504,10.7544164549,4.8693785552,9.58591919,5.560790427,10.7181620515,31.0327423725104
4.3873883526,5.1062699673,2.5506719267,1.2728758465,2.11212088,3.6254346365,10.85400985,5.6220358554,5.6513077723,6.2811548954,10.4005199855,3.1240298104,0.3955035991,10.6604887953,10.5051943774,0.4510725733,10.9930013414,5.7073171109,10.4358532591,21.5165248537177
4.3331423815,6.4726076953,6.2833755151,6.2105750517,4.5021017241,4.6388836838,10.5609780298,2.0003648839,0.5260110313,5.1866864294,10.3526526312,1.5477368504,3.6247814439,10.705836691,10.4869433772,5.4791938647,11.0976896022,4.9087990724,10.5153992631,13.9208754185252
2.967306598,2.0581579499,10.5892941,2.8167331455,10.2989404227,4.3751966838,10.4781305079,0.7344298158,3.6806425507,10.5969312255,3.1138325882,0.9989555008,10.3552641033,3.0149164643,4.7809977639,10.3314360835,3.6671508635,4.905379838,10.55256649,104.857423394151
4.9318255462,0.8866945064,10.5255154122,0.4548967471,10.1744049655,1.2115196224,10.4195359361,4.3555045879,2.8815334024,10.5834245372,5.4752533258,1.3456809655,10.1485058191,3.4200672654,2.5720515463,10.692682916,2.1109801475,2.2860175949,10.6060247418,124.466550152148
5.7891981938,1.7125128137,10.31234599,3.2192375154,10.7149319028,2.3013212043,10.0996771518,2.3460884428,4.5040811444,10.4567489887,3.0147545399,3.4273842526,10.5068668511,2.4792825225,2.2724622448,10.643475005,4.5645323835,2.7828664473,10.3976852483,133.950616256879
4.2633201779,5.2204388793,0.6697813881,5.5017574514,3.1714571026,2.4952980685,10.4062060349,7.6057661185,2.9695187913,7.6435111163,10.3795336472,4.0492995145,10.1601450316,10.4725292996,10.7010822838,1.7492225319,9.5647832513,3.5291082982,10.8062696443,34.2852457554874
3.5718918272,4.3382571549,2.8578766749,1.731624056,4.5229682357,2.9031986073,10.220409878,4.0217231866,3.3547914399,4.1170677848,11.0258900838,2.8941210582,6.6417093129,10.4287218805,10.5561597668,2.2296243014,10.8673689885,2.74331802,10.7757174602,12.8117210135366
2.5158029031,5.2523559385,5.9482734666,3.1182956921,4.5691528452,0.7559262816,10.8053654033,4.9626923415,5.0695743051,7.3824927483,10.5407973274,1.3866460331,8.8392607765,10.8099313299,10.6309392576,2.1229919066,10.0080693346,5.0019067271,10.5124892781,28.8354484392553
3.2603326966,6.4633652665,0.8955789154,4.7700506577,1.9374547012,3.4595364158,10.5102229168,5.039405189,1.2628167309,4.2389129144,10.5213616108,6.8804934765,6.4525303848,10.2835083486,10.6278755854,2.6563453908,11.0622793356,4.2368446266,10.7289219542,9.82376705897208
2.3345168858,2.143855936,10.2400235653,0.8388896712,10.393228944,5.4865701135,10.3968929149,4.3313898449,4.8586547521,10.5854380143,6.9512728902,7.0511306789,10.5752885662,3.8620687086,4.4609525245,10.0235360045,2.3112424319,1.4269552246,10.6507159238,108.310241013379
5.8816071712,3.3655434393,1.6250335984,3.6930404359,5.2156550845,2.5804998726,10.6518737784,7.0723561577,6.2925802805,4.5403612616,10.4630716202,4.7870130975,3.3336216204,10.7377789412,10.0668053877,5.615917819,11.1573014342,6.1282291755,10.4646403058,0.0
5.8064817244,1.5582608513,10.508815703,3.6185473296,10.456286767,4.9511492372,10.4356810636,1.4220024883,2.7520479527,10.3945369099,0.6526986266,5.4973351031,10.4316134566,2.6290529721,2.5060402936,10.6296045465,1.0690209334,4.5156449192,10.3054294469,115.034909471788
4.6153764758,2.9668657163,2.3630078854,3.7136426789,4.2279114714,4.1275347824,10.570785282,5.4213992457,2.9402049144,6.2979141835,10.4360633986,3.56887746,8.7076377958,10.3622652957,10.8248006208,2.7322349923,10.87711796,4.0287500416,10.4846515323,19.2184900643491
0.2617265349,3.3984848737,3.4236029468,3.7812627322,2.934215152,4.0974326783,10.7480673896,2.1380186513,1.3166409945,6.259422321,10.3336868196,4.2943524518,10.0241889519,10.3903008831,10.6991395703,1.0113638683,10.3023340497,4.6691901371,10.5588404565,31.3325891458652
4.5290994814,4.4242124139,5.0941442826,4.1194803812,2.6824435721,5.6963592342,10.525157236,5.7510705331,4.2802982916,4.5667125527,10.4591116988,5.9235466478,3.450398338,10.6546532928,10.7446909807,4.1631279221,11.021557944,3.5280042972,10.4289526981,10.2820236263623
2.3019426841,2.1871943618,10.6219653859,0.6711377319,10.0963402867,3.5897091053,10.441860033,5.6358626661,2.1475906338,10.0080935007,2.2309604486,3.7788046159,10.5429156307,4.051442115,3.1615850443,10.5892264654,4.0834886003,4.0156548847,10.7656077572,128.483206905057
3.1349670375,1.1034867048,2.909336162,4.7205851152,1.5990683177,2.0827775149,10.8565300198,9.0528404258,6.2974127195,8.6699590708,10.6954563922,2.4988717442,9.4607502933,10.3831229177,10.788224483,2.9596324195,8.2578114898,1.1382426825,10.352317209,33.1784834600609
0.5968800859,4.0790822681,10.5319822265,3.3946679155,9.9955265331,5.0952284445,10.6634346982,2.6688387921,2.3056036417,10.2438751231,2.8725189785,1.2859968671,10.3056959586,0.652269086,10.3109056573,9.3461042434,1.395074705,2.4422406936,10.453821324,74.3142518121319
0.3370361419,4.5053375932,10.4317271575,4.7263744498,10.1154233597,3.0907350593,10.4175674311,4.8227852179,1.5790120695,10.2564515989,5.3453273696,3.9260260288,10.891817459,3.7596138991,4.7293622811,10.5189982825,4.3400488315,1.375822679,10.4105892178,113.031754901949
4.4841806833,4.6766733659,4.4085103354,3.6920736774,3.3625117559,5.2880308877,10.2645659515,6.6049676128,4.3240252768,9.5503561106,10.5171497144,0.9292288751,9.3879352041,10.1830157107,10.3092143612,5.7705437228,10.3294050612,3.327213691,10.8691072016,29.610922068914
0.5880598231,2.9896513852,10.6396324728,3.2881753063,10.2396294336,4.0478727461,10.3260313221,2.2445760274,2.9437384128,10.6110781614,2.7472256465,3.9909711243,10.4304517574,5.4353838782,6.7052370147,10.4930497727,4.9320121488,0.2964328413,10.3393797164,107.756838374369
1.6484125589,3.9282698282,10.3410039045,5.5782515592,10.6053658929,1.3524604012,10.1283734876,2.0796217989,4.9673810102,10.5443762146,4.5675424596,3.1093755524,10.5527981141,3.8752945547,1.0364556765,10.7410624123,6.0900541509,4.4772968398,10.095503224,113.204249890922
4.1138153888,5.098123088,0.5479502494,5.5012178426,0.5242765512,3.3681882259,10.5431342781,9.6392994377,4.7103380149,10.3289427942,10.1846179713,0.9906566619,10.0190617331,10.4381568063,10.3229199262,3.2022449649,8.987095642,3.4684443366,9.8258053808,43.4183388006864
4.1427631758,4.9804936754,10.4825831782,0.7166231871,10.3714437252,1.2438000242,10.4273706426,4.0388395002,1.3533591955,10.3334911376,3.1230173215,4.5659387396,10.5568485642,7.9200582695,10.3355579759,3.3496251352,4.4937011777,1.5968099187,10.4666700788,74.0640055565985
1.2780988572,3.8271097208,10.7790744267,5.2574301516,10.4442503402,0.5828398881,10.1784222569,5.050113201,1.8002937531,10.2327151006,3.714188423,3.3405960358,10.3179387149,3.4948998824,5.5188639058,10.3236588128,2.8572426968,3.601433789,10.7778534387,135.469732692461
0.5770297165,3.6234196342,3.5597608618,5.9419168735,3.6942869329,2.3665372382,10.5033748645,4.6826209059,1.5109292986,4.7824131575,10.6114302387,3.6613116261,2.284664034,10.5688624356,10.7854400032,2.1030678653,10.8762365043,4.7795499372,10.6696992874,14.9281705949705
6.9481096876,3.0923102217,10.425396152,4.7113056297,10.4134354397,1.3795418569,10.3061965319,4.2725694306,1.7745906609,10.6949912705,4.7919286968,2.4358178787,10.4112920913,3.6412756105,4.8165765486,10.4508815503,0.8856573285,4.2952294765,10.3618186908,108.608620980216
3.5359887755,4.3107836757,2.0430424983,2.983775409,0.8801123152,3.9729352373,10.3845047993,7.7995214388,3.3215897242,10.2045732613,10.2864594513,4.6725736066,9.7431029832,10.7109867809,10.6246130503,2.3897383681,8.8598444323,4.4666153206,10.3773220937,43.6982138507106
3.4941661286,1.9958285634,1.1872439757,5.1068003685,2.9099096639,6.4405006944,10.518083025,5.8206747559,1.5720975268,2.8664150043,10.893312292,4.5786582689,6.342923436,10.4844997294,11.0236368422,2.8312554621,10.534260029,5.2053921487,10.3341310293,13.6837414924214
1.521248936,5.2506656333,10.6061679617,5.0339843413,10.466134826,3.0919607832,10.3515328209,4.9780633841,5.5512872046,10.3086024074,4.6521668846,3.3417358854,10.4416815432,4.9455454202,5.3730096127,10.4565365056,2.3137829296,2.7474323553,10.4461551548,134.052204771323
0.3498231781,0.3718756617,10.1945251537,7.2255500218,10.7172624025,3.0170426703,10.3986063392,4.1440489538,3.0130710199,10.6048160198,3.2162146952,0.1538345654,10.3223426121,4.0049449106,4.8412950871,10.3814282135,2.8187804321,2.276070758,10.4399877321,105.190976677351
