CBX2	UGR	1.9919114133745395
UGR	CBX2	1.9919114133745395
DMRT1	DKK1	1.97348730453841
DKK1	DMRT1	1.97348730453841
WT1pKTS	FOXL2	1.9460583259039774
FOXL2	WT1pKTS	1.9460583259039774
RSPO1	CTNNB1	1.9152382876481115
CTNNB1	RSPO1	1.9152382876481115
WNT4	NR0B1	1.9029266952704906
NR0B1	WNT4	1.9029266952704906
SRY	DKK1	1.8887656297586408
DKK1	SRY	1.8887656297586408
RSPO1	NR5A1	1.8701837685491671
NR5A1	RSPO1	1.8701837685491671
DMRT1	SRY	1.8626467124021115
SRY	DMRT1	1.8626467124021115
FGF9	DHH	1.8513763898405426
DHH	FGF9	1.8513763898405426
FGF9	PGD2	1.8510153853792168
PGD2	FGF9	1.8510153853792168
FGF9	AMH	1.8435952457137121
AMH	FGF9	1.8435952457137121
RSPO1	WNT4	1.8431430523087053
WNT4	RSPO1	1.8431430523087053
DHH	PGD2	1.842670736423047
PGD2	DHH	1.842670736423047
PGD2	AMH	1.8394860198208969
AMH	PGD2	1.8394860198208969
DHH	AMH	1.835211217716289
AMH	DHH	1.835211217716289
CTNNB1	FOXL2	1.8348798156296067
FOXL2	CTNNB1	1.8348798156296067
CTNNB1	WNT4	1.8346568399781469
WNT4	CTNNB1	1.8346568399781469
NR5A1	FOXL2	1.8279545321496578
FOXL2	NR5A1	1.8279545321496578
RSPO1	FOXL2	1.810791767607455
FOXL2	RSPO1	1.810791767607455
CTNNB1	NR5A1	1.7779150387612241
NR5A1	CTNNB1	1.7779150387612241
DMRT1	SOX9	1.764339228654927
SOX9	DMRT1	1.764339228654927
NR5A1	WT1pKTS	1.746493078350363
WT1pKTS	NR5A1	1.746493078350363
CTNNB1	WT1pKTS	1.7444406374079329
WT1pKTS	CTNNB1	1.7444406374079329
DKK1	SOX9	1.735087821384373
SOX9	DKK1	1.735087821384373
RSPO1	NR0B1	1.7257191931195046
NR0B1	RSPO1	1.7257191931195046
NR0B1	NR5A1	1.716480550539766
NR5A1	NR0B1	1.716480550539766
RSPO1	WT1pKTS	1.6992930039799727
WT1pKTS	RSPO1	1.6992930039799727
FGF9	SOX9	1.6808045125154476
SOX9	FGF9	1.6808045125154476
SRY	FOXL2	1.6767834558770032
FOXL2	SRY	1.6767834558770032
PGD2	SOX9	1.6707661667920197
SOX9	PGD2	1.6707661667920197
SRY	WT1pKTS	1.6641616365477265
WT1pKTS	SRY	1.6641616365477265
FGF9	GATA4	1.6634307352543023
GATA4	FGF9	1.6634307352543023
CTNNB1	NR0B1	1.653597454422827
NR0B1	CTNNB1	1.653597454422827
PGD2	GATA4	1.6401494490558974
GATA4	PGD2	1.6401494490558974
DHH	SOX9	1.639872192845202
SOX9	DHH	1.639872192845202
CBX2	WT1pKTS	1.6323172452128578
WT1pKTS	CBX2	1.6323172452128578
DHH	WT1mKTS	1.6320586635919612
WT1mKTS	DHH	1.6320586635919612
FGF9	WT1mKTS	1.6310296113338247
WT1mKTS	FGF9	1.6310296113338247
AMH	GATA4	1.62897720402314
GATA4	AMH	1.62897720402314
AMH	SOX9	1.6258936324660231
SOX9	AMH	1.6258936324660231
PGD2	WT1mKTS	1.6191967231840274
WT1mKTS	PGD2	1.6191967231840274
DHH	GATA4	1.6173214487675112
GATA4	DHH	1.6173214487675112
CBX2	NR5A1	1.6060532514438894
NR5A1	CBX2	1.6060532514438894
WT1mKTS	AMH	1.5875061257197132
AMH	WT1mKTS	1.5875061257197132
WNT4	FOXL2	1.512371107547169
FOXL2	WNT4	1.512371107547169
SOX9	GATA4	1.4765686449063329
GATA4	SOX9	1.4765686449063329
RSPO1	CBX2	1.4681000280885632
CBX2	RSPO1	1.4681000280885632
DMRT1	WT1mKTS	1.4677533452087228
WT1mKTS	DMRT1	1.4677533452087228
WT1mKTS	DKK1	1.45999732955588
DKK1	WT1mKTS	1.45999732955588
DMRT1	GATA4	1.4546369549468021
GATA4	DMRT1	1.4546369549468021
CTNNB1	CBX2	1.4440699547076585
CBX2	CTNNB1	1.4440699547076585
NR5A1	UGR	1.4375542978272073
UGR	NR5A1	1.4375542978272073
CTNNB1	SRY	1.4085769646052704
SRY	CTNNB1	1.4085769646052704
WNT4	NR5A1	1.4040003530332088
NR5A1	WNT4	1.4040003530332088
WT1pKTS	UGR	1.3901241608799746
UGR	WT1pKTS	1.3901241608799746
DKK1	GATA4	1.3780929417334637
GATA4	DKK1	1.3780929417334637
NR0B1	FOXL2	1.3657454024449538
FOXL2	NR0B1	1.3657454024449538
DMRT1	FGF9	1.362947794731353
FGF9	DMRT1	1.362947794731353
DMRT1	PGD2	1.36220907799302
PGD2	DMRT1	1.36220907799302
WT1mKTS	GATA4	1.3616081251696865
GATA4	WT1mKTS	1.3616081251696865
WT1mKTS	SOX9	1.361315874239807
SOX9	WT1mKTS	1.361315874239807
NR0B1	UGR	1.3538260918178282
