Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
WT1pKTS	NR5A1	0.345722920123676	1.15013591148982e-45
NR5A1	WT1pKTS	0.345722920123676	1.15013591148991e-45
DKK1	DMRT1	0.259766524090564	7.93194710378934e-26
DMRT1	DKK1	0.259766524090564	7.93194710378985e-26
RSPO1	CTNNB1	0.231049539820346	1.25726167807485e-20
CTNNB1	RSPO1	0.231049539820346	1.2572616780749e-20
SRY	DKK1	0.230161511201559	1.77650635973422e-20
DKK1	SRY	0.230161511201559	1.77650635973432e-20
NR0B1	WNT4	0.210702823062722	2.41468038501054e-17
WNT4	NR0B1	0.210702823062722	2.41468038501057e-17
WNT4	CTNNB1	0.190323938778854	2.23508108051532e-14
CTNNB1	WNT4	0.190323938778853	2.23508108051565e-14
CBX2	UGR	0.18928730435567	3.10267240646337e-14
UGR	CBX2	0.18928730435567	3.1026724064634e-14
DMRT1	SRY	0.187590388320916	5.28638303892047e-14
SRY	DMRT1	0.187590388320916	5.28638303892053e-14
CBX2	NR5A1	0.185891393570195	8.96797291955935e-14
NR5A1	CBX2	0.185891393570194	8.96797291955948e-14
WT1pKTS	WT1mKTS	0.147117219299177	4.08426392548593e-09
WT1mKTS	WT1pKTS	0.147117219299177	4.08426392548599e-09
NR0B1	SRY	0.142934735285272	1.11791895182807e-08
SRY	NR0B1	0.142934735285272	1.11791895182808e-08
RSPO1	WNT4	0.140902100906534	1.80480002234307e-08
WNT4	RSPO1	0.140902100906533	1.80480002234322e-08
FGF9	DHH	0.132001565712699	1.35779952916101e-07
DHH	FGF9	0.132001565712699	1.35779952916107e-07
GATA4	WT1mKTS	0.124629182648558	6.5551408839535e-07
WT1mKTS	GATA4	0.124629182648558	6.5551408839535e-07
WT1pKTS	SRY	0.119713425208679	1.78413589532275e-06
SRY	WT1pKTS	0.119713425208679	1.78413589532278e-06
PGD2	AMH	0.11830162652711	2.36166012388382e-06
AMH	PGD2	0.11830162652711	2.36166012388386e-06
DHH	AMH	0.11509343616718	4.41421873826432e-06
AMH	DHH	0.11509343616718	4.41421873826436e-06
DKK1	SOX9	0.113762300327566	5.69480297436999e-06
SOX9	DKK1	0.113762300327566	5.6948029743701e-06
UGR	WT1pKTS	0.110721296080636	1.00840845884291e-05
WT1pKTS	UGR	0.110721296080636	1.00840845884292e-05
CTNNB1	NR0B1	0.101913736289168	4.86097822771505e-05
NR0B1	CTNNB1	0.101913736289168	4.86097822771511e-05
SOX9	DMRT1	0.0998998786739037	6.84720650422113e-05
DMRT1	SOX9	0.0998998786739036	6.84720650422124e-05
PGD2	DHH	0.0900742228268546	0.000332915253996857
DHH	PGD2	0.0900742228268545	0.000332915253996863
GATA4	WT1pKTS	0.0876392735337882	0.000481465022869838
WT1pKTS	GATA4	0.0876392735337881	0.00048146502286984
SOX9	NR5A1	0.081822371831199	0.00112060452473065
NR5A1	SOX9	0.0818223718311989	0.00112060452473065
AMH	FGF9	0.073987866587636	0.00322472138718898
FGF9	AMH	0.073987866587636	0.00322472138718898
PGD2	SOX9	0.0737027511588722	0.00334536790569628
SOX9	PGD2	0.0737027511588722	0.00334536790569628
PGD2	FGF9	0.0693588100701383	0.00576741890704514
FGF9	PGD2	0.0693588100701383	0.00576741890704516
WT1pKTS	DMRT1	0.0629136556635795	0.0122921471693497
DMRT1	WT1pKTS	0.0629136556635795	0.0122921471693497
WT1pKTS	CBX2	0.0606813898666767	0.0157505718022614
CBX2	WT1pKTS	0.0606813898666767	0.0157505718022614
SOX9	DHH	0.0557289534647503	0.0266056155080318
DHH	SOX9	0.0557289534647503	0.0266056155080318
FOXL2	CTNNB1	0.0556257895494197	0.0268876562136145
CTNNB1	FOXL2	0.0556257895494196	0.0268876562136146
SOX9	FGF9	0.0525557889105374	0.0365435857346764
FGF9	SOX9	0.0525557889105374	0.0365435857346764
FOXL2	NR0B1	0.0487644312731546	0.052402955836797
NR0B1	FOXL2	0.0487644312731546	0.0524029558367971
UGR	FOXL2	0.0473787954482436	0.0594803145755229
FOXL2	UGR	0.0473787954482435	0.059480314575523
WT1mKTS	FOXL2	0.0455563302352965	0.0699775977244297
FOXL2	WT1mKTS	0.0455563302352964	0.0699775977244299
