Regulator	Target	SINGE_Score
GATA4	WT1pKTS	6
WT1mKTS	FOXL2	1.5
WT1mKTS	WT1pKTS	0.66666
GATA4	DHH	0.375
WT1mKTS	NR5A1	0.24
GATA4	DKK1	0.16666
WT1mKTS	DHH	0.12244
WT1mKTS	DMRT1	0.09375
GATA4	FOXL2	0.07407
GATA4	WNT4	0.06
WT1mKTS	PGD2	0.04958
GATA4	SRY	0.04166
WT1mKTS	UGR	0.0355
WT1mKTS	RSPO1	0.03061
WT1mKTS	CTNNB1	0.02666
GATA4	FGF9	0.02343
WT1mKTS	FGF9	0.02076
WT1mKTS	AMH	0.01851
WT1mKTS	CBX2	0.01662
GATA4	NR5A1	0.015
AMH	UGR	0.0136
GATA4	NR0B1	0.01239
AMH	RSPO1	0.01134
WNT4	CBX2	0.01041
PGD2	SRY	0.0096
WNT4	NR5A1	0.00887
WNT4	SRY	0.00823
AMH	CTNNB1	0.00765
SRY	UGR	0.00713
WNT4	FOXL2	0.00666
AMH	NR5A1	0.00624
WNT4	RSPO1	0.00585
WT1pKTS	FOXL2	0.0055
GATA4	AMH	0.00519
WNT4	CTNNB1	0.00489
GATA4	CBX2	0.00462
GATA4	CTNNB1	0.00438
WT1pKTS	NR5A1	0.00415
GATA4	SOX9	0.00394
PGD2	RSPO1	0.00375
WT1mKTS	DKK1	0.00356
NR0B1	CBX2	0.0034
GATA4	RSPO1	0.00324
GATA4	UGR	0.00309
NR5A1	WT1pKTS	0.00296
PGD2	NR5A1	0.00283
PGD2	FOXL2	0.00271
SRY	CTNNB1	0.00249
WNT4	UGR	0.0024
WT1mKTS	SRY	0.0023
CTNNB1	UGR	0.00221
WNT4	WT1pKTS	0.00198
FOXL2	UGR	0.00191
AMH	DKK1	0.00184
DKK1	AMH	0.00178
NR0B1	SRY	0.00172
AMH	CBX2	0.00166
CTNNB1	FOXL2	0.00161
DHH	WNT4	0.00156
SOX9	FOXL2	0.00151
FOXL2	CTNNB1	0.00146
SOX9	NR5A1	0.00142
SRY	NR5A1	0.00137
SRY	RSPO1	0.00133
PGD2	CTNNB1	0.00129
SRY	CBX2	0.00126
GATA4	DMRT1	0.00122
WT1pKTS	RSPO1	0.00115
WT1pKTS	CTNNB1	0.00112
DMRT1	FOXL2	0.00109
