SourceGENES,TargetGENES,Interaction,Edges
WT1mKTS,PGD2,3.31626648098476,repression
WT1mKTS,DMRT1,2.21320272404841,repression
WT1mKTS,SOX9,1.13800582273545,repression
WT1mKTS,GATA4,1.12666847691658,repression
WT1pKTS,NR5A1,1,activation
WT1mKTS,AMH,0.885799413548616,repression
WT1mKTS,NR0B1,0.842932791372513,repression
NR5A1,CBX2,0.807326343372762,repression
WT1mKTS,DKK1,0.805452192140708,repression
WT1mKTS,WNT4,0.80215104385521,repression
WT1mKTS,WT1pKTS,0.678871364497742,repression
NR5A1,RSPO1,0.673159188666759,repression
WT1mKTS,DHH,0.616080485599998,repression
WT1mKTS,FGF9,0.597721275106819,repression
WT1pKTS,RSPO1,0.561130005288614,repression
NR5A1,CTNNB1,0.554700829832683,repression
WT1mKTS,FOXL2,0.53388556464199,repression
WT1mKTS,WT1mKTS,0.528647133753741,activation
WT1pKTS,WT1pKTS,0.496820456325445,activation
WT1pKTS,CTNNB1,0.496498545066313,repression
NR5A1,SOX9,0.412847766810762,activation
NR5A1,UGR,0.398344347042974,repression
DHH,WT1pKTS,0.31590527140487,repression
NR5A1,NR5A1,0.300832934830712,activation
NR5A1,SRY,0.297157113291252,repression
WT1pKTS,FOXL2,0.285274226091681,repression
DHH,PGD2,0.230719371080557,activation
DHH,FOXL2,0.210870924376849,activation
DHH,DMRT1,0.146084717613646,activation
DHH,GATA4,0.128017410087242,repression
DHH,WNT4,0.113596044482609,repression
DHH,NR0B1,0.0890194951509005,repression
NR0B1,AMH,0.0831951117324249,repression
NR5A1,DKK1,0.079725019225463,repression
DHH,WT1mKTS,0.0763360426462541,repression
WNT4,AMH,0.0617482704687977,repression
SRY,SOX9,0.0581593453704057,activation
WT1mKTS,CTNNB1,0.0542961428231131,repression
SRY,AMH,0.0529916783817734,repression
NR0B1,DHH,0.051651485612378,repression
GATA4,PGD2,0.0508033059657492,repression
GATA4,AMH,0.047559171925554,repression
WT1pKTS,CBX2,0.0441285712380304,repression
NR0B1,FGF9,0.0414671534466481,repression
SRY,DHH,0.0404484694456311,repression
NR0B1,SOX9,0.0394768069645813,repression
WNT4,DHH,0.0382549818785985,repression
NR0B1,PGD2,0.0335083075401634,repression
SRY,FGF9,0.0319331234768988,activation
WNT4,WT1pKTS,0.0309517615270232,repression
CTNNB1,CBX2,0.0287013526443213,repression
GATA4,DHH,0.0281257283932216,repression
CTNNB1,UGR,0.0259675053059196,repression
RSPO1,DMRT1,0.0244086832889303,repression
GATA4,WT1pKTS,0.023361281434836,repression
WNT4,FGF9,0.0214993778369808,repression
GATA4,FGF9,0.0213659499192741,activation
WNT4,PGD2,0.0179518969629373,repression
RSPO1,WT1mKTS,0.0162816192765391,repression
PGD2,AMH,0.0161616556314731,activation
SRY,DKK1,0.0158776923007761,activation
GATA4,DMRT1,0.0158447430896758,repression
GATA4,SOX9,0.0156601479131292,repression
RSPO1,UGR,0.0153359782474595,repression
SRY,UGR,0.0143303304247738,repression
RSPO1,CBX2,0.0139580274470534,repression
GATA4,WNT4,0.0138409207102904,repression
CTNNB1,SRY,0.0128530580165307,repression
DKK1,PGD2,0.0127273299108153,repression
RSPO1,DKK1,0.0126606207633983,repression
RSPO1,SRY,0.0113037373029821,repression
PGD2,DHH,0.0112184061135414,activation
WNT4,FOXL2,0.0109691826807467,repression
RSPO1,NR0B1,0.0103503578120938,repression
SRY,PGD2,0.00978519391269601,repression
SRY,CBX2,0.00953435825388599,repression
NR0B1,WT1pKTS,0.00942771397481887,repression
CTNNB1,WNT4,0.00916900234350489,repression
RSPO1,GATA4,0.00791832390262778,repression
GATA4,GATA4,0.00757364997791443,activation
RSPO1,SOX9,0.00709250028371942,activation
PGD2,FGF9,0.00694544140500524,activation
CTNNB1,NR0B1,0.00649790433379647,repression
RSPO1,WNT4,0.00622604663232234,repression
CTNNB1,RSPO1,0.00614972657466922,activation
PGD2,WT1pKTS,0.00545081282115333,activation
GATA4,FOXL2,0.00507922660905046,repression
DKK1,GATA4,0.00505491298314084,repression
PGD2,PGD2,0.00502625084778527,activation
NR0B1,WNT4,0.00471356080053603,activation
DKK1,NR0B1,0.00459271771209467,repression
WNT4,WNT4,0.00448468574917715,activation
GATA4,DKK1,0.00446713088257394,repression
DKK1,DMRT1,0.00438606521860561,activation
GATA4,NR0B1,0.00424846867490622,repression
NR0B1,DKK1,0.00424738188186315,repression
