DMRT1,FGF9,RSPO1,DHH,CTNNB1,PGD2,WT1mKTS,SRY,DKK1,WNT4,CBX2,AMH,NR0B1,NR5A1,WT1pKTS,FOXL2,UGR,SOX9,GATA4,Time
9.5252117302,9.7156916366,2.8673148373,9.540795871,1.5690127733,9.818772227,9.7284759846,9.5251772507,9.8592202605,3.9886186225,2.4015049387,9.4127788441,2.8230478206,9.3814365433,10.101605693,0.3855318918,1.9926434884,9.8608267717,9.7457057143,148.48700000000002
9.7832620975,9.8575623272,2.2524568202,9.2323674769,1.5599182092,9.9696879995,9.7119780578,10.1361379503,9.4500201792,1.0652443645,2.4863000572,9.2406982778,7.2887104946,9.9264341028,9.5958263176,0.6394637954,5.4720650175,9.1831227885,9.6286617765,139.635
10.208445132,6.0694674857,3.5843736916,3.4992747986,3.5775780695,3.6215007907,10.1152362138,10.2328763377,10.1274518432,4.8658809048,1.0463061603,3.9582892482,10.2850645549,9.3442814284,10.3903567571,1.0936072522,2.4177619025,9.6834726694,10.1967480637,120.499
9.4749214259,9.6371667141,3.0008111046,9.3579434041,4.6928291715,9.9321979836,9.8113796525,9.5298919645,9.9846325643,2.3938574364,3.5204460392,9.4928893326,1.2873820697,10.0836578437,9.7271874167,0.558228176,4.0723970361,9.6249526402,9.477561875,139.635
5.3305126345,4.74288311,4.4877420466,1.8169831741,1.4270755622,0.5743427111,10.9526673833,0.0977007792,4.2315161306,5.1149731399,10.6415557512,3.0337625946,4.2330928733,10.4888123872,10.4973486162,0.3651770659,10.8847712343,5.5932700038,10.4900258,20.0465
3.7316747013,5.5928961723,3.7267578517,1.355430531,4.4810267002,3.8355164411,10.2284640732,5.7123495874,4.7837574581,9.8680685898,9.797452523,1.7077574917,9.7359414461,10.8908418716,10.3033845686,2.7578555725,9.3163342128,6.1399799546,11.0138566131,36.181
9.6570229992,9.5398229438,4.1894562639,9.6215114753,4.846839296,9.9656865787,9.5436476723,9.4785736245,9.672643427,5.3428881257,4.3816717688,9.3425833912,1.0942511374,9.8248687672,9.7073217005,3.3673719257,4.7310259424,9.5684346687,10.1097951397,148.48700000000002
2.6519496741,3.8363323636,4.0000998756,1.4735784495,2.9568843831,2.8178791034,10.1439476267,0.6520625929,5.9682066441,10.3571292825,9.7851390606,3.0880508303,10.008803119,10.9881051169,10.3816971593,3.2824343717,8.4989185243,3.8075509831,10.8022718954,36.181
8.188088733,0.62831494,9.6270268569,4.5109084358,9.0329683072,3.0945712483,10.1077186844,10.1983712421,8.0154803125,10.0969519875,7.0692456246,2.6906590402,10.3217061129,10.0189783163,10.3751321286,5.0963762459,5.3147577321,6.9561357936,9.5760415323,68.395
9.7398815946,4.2548424222,10.1140657725,2.774773578,6.4811711571,4.0259820706,10.20531442,9.6374851936,10.159737159,10.1507829862,3.1057888395,2.2510422745,10.1203038531,4.6711426871,10.4644916164,2.7873111603,3.1816435736,4.6451279668,10.0505209413,94.3295
3.8762660226,3.0195288576,1.0398194487,5.0235399752,0.2244247129,0.0307334229,10.5063745491,8.0804858433,5.9494417787,8.7572025666,10.7473677901,4.3457976193,8.4108915738,10.4543402504,10.7544164549,4.8693785552,9.58591919,5.560790427,10.7181620515,36.181
10.2902868843,2.6212309913,7.6328691373,1.4410090949,7.253586413,2.9079166363,10.8202309634,10.2744416138,10.0510313105,5.7787542244,6.270874888,3.4478881469,10.2105373295,3.1006589906,10.5671616766,1.2647398729,4.3637954526,3.5764522669,10.4545459979,94.3295
9.9053666488,9.4721025552,0.7961818781,9.5668471716,2.3627225451,9.6268291553,9.7719352235,9.5565131482,9.6689601348,4.9075495609,1.1410599154,9.7406527878,1.4980075437,9.8010353402,9.6288387668,3.284792912,3.6478935455,9.7849038313,9.7711113767,148.48700000000002
10.253410594,3.3603625333,7.7275031788,2.9455001515,6.9067215052,4.2991541002,10.3953546267,10.1343140881,9.7816903256,8.6590714045,2.9547448796,2.0100208727,10.2867720394,9.1597402884,10.4881496764,2.6821959503,0.6146445133,8.6047139585,9.9760368592,94.3295
9.8286223353,9.4468402753,3.9191458082,9.4832339607,2.1841901659,9.5622018853,10.0228242213,9.3404483957,9.6924300896,1.5963610734,4.289115543,9.9866221183,6.9220863431,9.8984201422,9.4831430557,2.7631234335,3.2128478457,9.3729142336,9.8088589076,157.54000000000002
4.3331423815,6.4726076953,6.2833755151,6.2105750517,4.5021017241,4.6388836838,10.5609780298,2.0003648839,0.5260110313,5.1866864294,10.3526526312,1.5477368504,3.6247814439,10.705836691,10.4869433772,5.4791938647,11.0976896022,4.9087990724,10.5153992631,20.0465
9.9158728256,2.2441267737,5.193525796,2.4445761004,5.552965154,4.8578068514,10.3804384876,10.1176123212,10.6127899844,5.5198588269,0.6717097159,1.3393025036,10.3295888439,8.4935968361,10.3265150781,3.2349613022,2.3900971575,9.4006326105,10.2860292562,120.499
10.2840075031,1.5761164876,8.4086695023,1.1620501703,5.0286606331,1.8846270205,10.5256812707,10.2764869601,10.2720777628,8.0175950902,3.1975704344,3.5611459738,10.2172038051,2.904528421,10.6510943404,0.4449917442,3.0736954406,4.3416606109,10.3703947417,94.3295
9.8368377943,9.5950420745,2.6358126088,9.7781583497,2.3434296262,9.6839684213,9.6138636123,9.6698456682,9.8026626244,3.2439263446,2.7895118022,9.6482066538,6.6679183723,9.7628311554,9.7579073383,2.731470252,1.8275301111,9.4613338565,9.5657928963,148.48700000000002
4.2633201779,5.2204388793,0.6697813881,5.5017574514,3.1714571026,2.4952980685,10.4062060349,7.6057661185,2.9695187913,7.6435111163,10.3795336472,4.0492995145,10.1601450316,10.4725292996,10.7010822838,1.7492225319,9.5647832513,3.5291082982,10.8062696443,36.181
9.5784247863,9.6795060091,3.8318209696,9.5722846022,2.6206952472,9.8805682908,9.6742034717,9.4754043222,9.9519946666,4.7695094092,5.1581450269,9.1454747913,5.1730450697,9.672152874,9.878262996,1.3042732067,6.439678194,9.856290578,9.5550901724,148.48700000000002
2.5158029031,5.2523559385,5.9482734666,3.1182956921,4.5691528452,0.7559262816,10.8053654033,4.9626923415,5.0695743051,7.3824927483,10.5407973274,1.3866460331,8.8392607765,10.8099313299,10.6309392576,2.1229919066,10.0080693346,5.0019067271,10.5124892781,36.181
3.5550059474,2.608294279,1.8614739816,6.5406729253,3.6488896784,0.5156370542,10.3019550183,9.7979764299,2.63220186,10.0538839633,10.3716690674,0.8624697931,10.2617910216,10.6481441653,10.2503673243,3.9517139252,6.7312209854,3.8225665716,10.1743432769,50.064
9.7043683519,9.6406820865,0.6929957898,9.9045376607,0.4726014281,10.0827163199,9.6006167891,9.9093955029,9.2435955621,1.6672986091,2.5201821344,9.5724812894,0.3686591887,9.476865394,9.7726726768,3.354933141,3.534104514,9.6511652142,9.664724345,157.54000000000002
10.4178632821,2.2579198874,3.3520983574,3.4279462048,4.2760515841,3.5069891557,10.5555999762,10.3298630087,10.498465535,5.5053428256,1.0521094512,0.3328294817,10.3863672411,5.3538732515,10.4380647172,3.5985967964,4.3637167763,6.0161021336,10.4947763621,94.3295
4.6153764758,2.9668657163,2.3630078854,3.7136426789,4.2279114714,4.1275347824,10.570785282,5.4213992457,2.9402049144,6.2979141835,10.4360633986,3.56887746,8.7076377958,10.3622652957,10.8248006208,2.7322349923,10.87711796,4.0287500416,10.4846515323,20.0465
0.2617265349,3.3984848737,3.4236029468,3.7812627322,2.934215152,4.0974326783,10.7480673896,2.1380186513,1.3166409945,6.259422321,10.3336868196,4.2943524518,10.0241889519,10.3903008831,10.6991395703,1.0113638683,10.3023340497,4.6691901371,10.5588404565,36.181
3.1349670375,1.1034867048,2.909336162,4.7205851152,1.5990683177,2.0827775149,10.8565300198,9.0528404258,6.2974127195,8.6699590708,10.6954563922,2.4988717442,9.4607502933,10.3831229177,10.788224483,2.9596324195,8.2578114898,1.1382426825,10.352317209,36.181
9.7802778633,9.2751469969,3.3590379159,8.9189187014,2.5821990304,9.1462132053,9.5358116092,10.0763066082,10.0234207417,1.1195319556,2.3687934239,8.9761358715,8.5229807416,10.0827485425,9.7551158329,3.4358527863,0.043536755,9.3866447889,10.0794243331,120.499
4.4841806833,4.6766733659,4.4085103354,3.6920736774,3.3625117559,5.2880308877,10.2645659515,6.6049676128,4.3240252768,9.5503561106,10.5171497144,0.9292288751,9.3879352041,10.1830157107,10.3092143612,5.7705437228,10.3294050612,3.327213691,10.8691072016,36.181
9.3490974377,9.824890179,1.6186818364,9.5191126073,2.3476134762,9.4765058234,10.0774880433,10.0464764204,9.7045856863,0.4948542728,0.3715180588,9.3437244965,4.9185877765,9.4790531164,9.8722503541,4.1942441345,4.5126986117,9.5537953796,9.8248047995,139.635
10.3523141894,2.1898801058,9.3255383216,2.5170253088,3.7490414923,2.5539771098,10.3960990252,10.0640705315,10.2073446338,9.2486696755,4.3733126469,3.3945870449,10.4671498911,4.4952731273,9.7377707331,1.965771755,1.2953534471,0.9328123172,10.5512345161,94.3295
0.5770297165,3.6234196342,3.5597608618,5.9419168735,3.6942869329,2.3665372382,10.5033748645,4.6826209059,1.5109292986,4.7824131575,10.6114302387,3.6613116261,2.284664034,10.5688624356,10.7854400032,2.1030678653,10.8762365043,4.7795499372,10.6696992874,20.0465
9.6951661336,9.6169536663,3.2906159694,9.8550338827,3.5372204101,9.9531318457,9.886075899,9.4445729819,9.9122009914,3.257206678,4.6115694131,9.5013193173,5.6180262741,9.5865368451,9.7931401648,2.5662194019,2.051380889,9.4385268144,9.4338277849,148.48700000000002
5.4188315272,3.9246183971,1.5467324977,5.0787243354,4.4112532158,3.945887611,10.2472642056,4.5911233349,3.0093454174,6.28756835,10.7794326164,2.4994785397,6.6423186093,10.8671050319,10.431957864,5.3690462285,10.469584247,1.1916018528,10.9570641659,20.0465
9.712708566,9.5334161279,4.3739561611,9.3467676439,1.2034801845,10.0263240612,9.9974129637,9.851416531,10.1496035995,2.2868061434,4.3422418523,9.3405193318,6.1410411757,9.3411696881,9.7607376701,4.7913138295,2.8992719201,9.4660288715,9.3162466836,148.48700000000002
3.5359887755,4.3107836757,2.0430424983,2.983775409,0.8801123152,3.9729352373,10.3845047993,7.7995214388,3.3215897242,10.2045732613,10.2864594513,4.6725736066,9.7431029832,10.7109867809,10.6246130503,2.3897383681,8.8598444323,4.4666153206,10.3773220937,36.181
4.8502374081,4.2347776417,6.3566985366,0.9877116247,6.2518855403,4.3002359932,11.0626987214,6.0334170583,2.7805430595,10.7320876087,3.7254267729,4.503772559,10.237777028,10.7777832767,10.5148956169,2.9274754313,3.5968210597,4.7829544205,10.4197355244,50.064
10.1498974606,9.7903203477,4.7130309345,9.4745788536,0.9361307083,9.7580707297,9.8228344733,9.3375108935,9.3883398441,2.1766782112,1.2523647843,9.1235539841,7.9898476038,9.6235055278,9.5110705072,5.6700253148,2.4765359055,9.9105104666,9.6669738063,139.635
9.439871629,9.9968444402,2.7971900687,9.6528559196,3.5975362992,9.5250949534,10.0212144267,9.8457584545,10.0064643874,2.6418805586,0.0903248881,9.4237583069,4.3628997296,9.6569973182,9.5689705503,0.8844417721,1.0916812382,9.4542022271,9.5830119503,139.635
10.0931203729,9.8149270959,2.5077092919,9.7017279648,4.6944072041,9.2953911742,9.8395641394,9.9023284066,9.2931135589,4.5975109461,0.1531051975,9.2475963874,4.9903805578,9.5521747818,10.0992379928,0.452452302,1.6631532744,9.9425654055,9.0542287061,139.635
9.9833386153,9.247789532,2.0737497312,8.3961541232,0.2425043045,9.0864197431,9.8874286313,9.993850465,9.5802823927,1.4573696116,2.427705102,8.5716255543,8.6185881537,10.1290314874,9.9785569257,4.8209750159,1.3199311622,9.9571297785,9.7236631238,120.499
4.5395081018,6.5084627154,1.3113307805,4.5657065172,3.9583589193,3.1250224972,10.44865729,8.4329407518,2.558857667,9.0844238309,10.6225135183,0.7727476895,7.257754057,10.8585897372,10.4670803641,5.7202587021,10.2955288727,4.6950348707,10.2567629279,36.181
6.4219934744,6.4219934744,6.4219934744,6.4219934744,6.4219934744,6.4219934744,6.4219934744,6.4219934744,6.4219934744,6.4219934744,6.4219934744,6.4219934744,6.4219934744,6.4219934744,6.4219934744,6.4219934744,13.0490957479,6.4219934744,6.4219934744,6.343500000000001
8.3853743447,0.3755998162,9.9958282045,0.9330367012,9.5715186414,3.3551065436,10.5526001072,9.1708637797,7.4637808352,10.1302417144,6.4796227959,3.9949862596,9.7796216345,10.349199285,9.8769781502,0.8994609373,0.2024749835,3.3664341516,10.3123089841,68.395
9.6928798466,2.4963073895,9.5986950861,3.0029247451,8.1161869497,4.992004896,10.054143558,9.9699880737,9.525444637,10.320284285,4.3633604913,2.4947466525,9.9657687193,8.8237750327,10.008452568,2.3654254565,1.1379936949,6.8393693311,10.4307130888,68.395
4.1895892988,1.8912270167,4.4231140319,5.6178147702,2.3788334169,3.6503441413,10.8351797902,1.9895068904,2.9349853616,10.2803262526,7.9483974404,2.5702794727,10.5841304044,10.3980873436,11.0393249808,4.3429113812,4.0217256951,0.0793342485,10.5952253693,50.064
4.1849295058,2.4911578036,7.8868832377,2.6420697829,7.4110473517,0.7529795654,10.0853415925,10.0041260936,2.3746221244,10.1439458626,10.0609959018,0.1763733893,10.1642917736,10.2707190315,10.3035221798,3.5879443279,0.2557488482,2.9094182099,10.6381459926,50.064
4.1483325077,2.9327263095,3.7679041403,2.9889096832,0.9157266007,0.6950432801,10.3538695779,4.7644727463,1.6939986101,9.9045560318,10.0793566865,4.4395935944,10.3639690491,10.2610745566,10.793030305,3.3923643818,9.5034353667,1.5381429237,10.5593381416,36.181
9.6754107008,9.755077783,0.0848790181,9.9032578699,4.6808210247,9.6546558199,9.398411448,9.5723344252,9.5451102873,2.3628843036,2.5884743444,9.2027177809,5.1492370139,9.9721363846,9.7223236741,0.6785891521,2.9226324508,9.9707800115,9.7582114799,139.635
10.2856129895,5.4280502932,2.0022844828,4.0777088559,2.6997926291,6.6309701897,9.9879195958,9.9421713453,9.9954969286,2.9916110568,0.1614490157,3.6023619699,9.9338629161,9.9904478996,10.0753514179,2.8942426617,1.7753041261,10.3541585594,10.1873174993,120.499
5.0138061565,6.6057166501,0.8962732662,5.5633388505,3.9997671338,1.8136024611,10.379221799,1.6636649648,4.9740085395,5.7345982649,11.026185576,4.0793817037,3.7114784109,10.5477662032,9.90091687,2.7890665669,11.1523578037,6.2697073108,10.5238623304,6.343500000000001
9.6845334044,9.8164977305,1.1864153129,9.6979958251,2.0273165692,9.7013827501,9.7491000983,10.040270572,9.6002218731,6.2896851986,1.733966241,9.0309273866,8.8086836525,9.2738907581,9.2061303528,3.5569587408,2.7050889306,9.7159828554,9.6674634676,120.499
1.7267164049,2.1186677004,1.7494433307,1.4037294936,1.7961042266,3.9172571838,10.3424666153,9.4456120684,2.8543517904,10.3870703208,10.3234266081,0.3573046114,10.3089216643,10.3092452389,10.4306313332,3.1409783605,8.3355707124,3.0769419557,10.1090123313,50.064
4.1215349199,1.485727486,7.9372323349,1.9214925319,6.7805834207,2.727259602,10.5429767383,9.9268386792,4.5722173749,10.3957128121,8.3606231803,4.3484143714,10.4427283441,10.561592008,10.60602301,3.3895887278,2.9452657182,3.5765569424,9.9011629559,50.064
