Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
WT1pKTS	NR5A1	0.355978680123468	1.70075247867052e-48
NR5A1	WT1pKTS	0.355978680123468	1.70075247867071e-48
DMRT1	DKK1	0.270801235257579	5.24110515095251e-28
DKK1	DMRT1	0.270801235257578	5.24110515095342e-28
RSPO1	CTNNB1	0.226092933008677	8.49987246592228e-20
CTNNB1	RSPO1	0.226092933008677	8.49987246592289e-20
WNT4	NR0B1	0.217396051470028	2.18109936456016e-18
NR0B1	WNT4	0.217396051470028	2.18109936456029e-18
SRY	DKK1	0.211425959825704	1.86950832069318e-17
DKK1	SRY	0.211425959825704	1.86950832069334e-17
UGR	CBX2	0.204774285331906	1.89973754873541e-16
CBX2	UGR	0.204774285331906	1.89973754873544e-16
WNT4	CTNNB1	0.19930986926301	1.20344386262424e-15
CTNNB1	WNT4	0.19930986926301	1.20344386262428e-15
NR5A1	CBX2	0.194337424875205	6.16797838426614e-15
CBX2	NR5A1	0.194337424875205	6.16797838426641e-15
SRY	DMRT1	0.181603331007011	3.32957723140903e-13
DMRT1	SRY	0.181603331007011	3.3295772314091e-13
NR0B1	SRY	0.152175086854749	1.16295459484642e-09
SRY	NR0B1	0.152175086854749	1.16295459484642e-09
SOX9	DKK1	0.136627807832739	4.83383211277126e-08
DKK1	SOX9	0.136627807832739	4.83383211277147e-08
FGF9	DHH	0.135422959613897	6.34691617158147e-08
DHH	FGF9	0.135422959613896	6.34691617158159e-08
AMH	DHH	0.13496079803018	7.04138128598237e-08
DHH	AMH	0.13496079803018	7.0413812859826e-08
WT1mKTS	GATA4	0.119143245498221	1.99885262761266e-06
GATA4	WT1mKTS	0.119143245498221	1.99885262761267e-06
SRY	WT1pKTS	0.115885860657845	3.78808484906729e-06
WT1pKTS	SRY	0.115885860657845	3.78808484906733e-06
WT1pKTS	UGR	0.115469022862379	4.10600881751021e-06
UGR	WT1pKTS	0.115469022862379	4.10600881751023e-06
PGD2	DHH	0.114196144756843	5.24273253222934e-06
DHH	PGD2	0.114196144756843	5.24273253222938e-06
PGD2	AMH	0.110725336665008	1.0076529013387e-05
AMH	PGD2	0.110725336665008	1.00765290133871e-05
WNT4	RSPO1	0.11044923662819	1.06054378354402e-05
RSPO1	WNT4	0.11044923662819	1.06054378354403e-05
WT1pKTS	WT1mKTS	0.101147446548243	5.54195022215657e-05
WT1mKTS	WT1pKTS	0.101147446548243	5.54195022215663e-05
GATA4	WT1pKTS	0.100327907354879	6.36969728400105e-05
WT1pKTS	GATA4	0.100327907354879	6.36969728400116e-05
PGD2	FGF9	0.0904431511308943	0.000314566520220185
FGF9	PGD2	0.0904431511308943	0.000314566520220185
FOXL2	CTNNB1	0.0903978302164685	0.000316768484855648
CTNNB1	FOXL2	0.0903978302164684	0.000316768484855651
SOX9	NR5A1	0.085314100055273	0.00067904881418104
NR5A1	SOX9	0.0853141000552729	0.000679048814181045
WT1pKTS	DMRT1	0.0779696787402681	0.00190632695903461
DMRT1	WT1pKTS	0.0779696787402681	0.00190632695903463
CTNNB1	NR0B1	0.0713418086257795	0.00451349537107691
NR0B1	CTNNB1	0.0713418086257793	0.00451349537107703
DMRT1	SOX9	0.0710551821416365	0.00467798426057158
SOX9	DMRT1	0.0710551821416364	0.00467798426057159
CBX2	WT1pKTS	0.070719219721943	0.00487767568266827
WT1pKTS	CBX2	0.0707192197219429	0.0048776756826683
DHH	SOX9	0.0680343197778062	0.00677152098698268
SOX9	DHH	0.0680343197778061	0.00677152098698271
FOXL2	UGR	0.0595347204906672	0.0178394273328169
UGR	FOXL2	0.0595347204906671	0.0178394273328169
FGF9	AMH	0.0556953977532337	0.0266970722999304
AMH	FGF9	0.0556953977532336	0.0266970722999306
SOX9	PGD2	0.0516837348088513	0.0397741198500966
PGD2	SOX9	0.0516837348088512	0.039774119850097
RSPO1	NR0B1	0.0395363245842438	0.115857518376781
NR0B1	RSPO1	0.0395363245842434	0.115857518376784
GATA4	CBX2	0.032973503569287	0.18977845271322
CBX2	GATA4	0.032973503569287	0.18977845271322
SOX9	FGF9	0.0322943137774351	0.199067904506034
FGF9	SOX9	0.032294313777435	0.199067904506036
WT1pKTS	DKK1	0.0322520670835365	0.199656502769108
