gene_symbol,reference_gene_id
E2f4,ENSMUSG00000014859
E2f5,ENSMUSG00000027552
E2f6,ENSMUSG00000057469
E2f7,ENSMUSG00000020185
E2f8,ENSMUSG00000046179
E430018J23Rik,ENSMUSG00000078580
E4f1,ENSMUSG00000024137
Ebf1,ENSMUSG00000057098
Ebf2,ENSMUSG00000022053
Ebf3,ENSMUSG00000010476
Ebf4,ENSMUSG00000053552
Egr1,ENSMUSG00000038418
Egr2,ENSMUSG00000037868
Egr3,ENSMUSG00000033730
Egr4,ENSMUSG00000071341
Ehf,ENSMUSG00000012350
Elf1,ENSMUSG00000036461
Elf2,ENSMUSG00000037174
Elf3,ENSMUSG00000003051
Elf4,ENSMUSG00000031103
Elf5,ENSMUSG00000027186
Elk1,ENSMUSG00000009406
Elk3,ENSMUSG00000008398
Elk4,ENSMUSG00000026436
Emx1,ENSMUSG00000033726
Emx2,ENSMUSG00000043969
En1,ENSMUSG00000058665
En2,ENSMUSG00000039095
Eomes,ENSMUSG00000032446
Epas1,ENSMUSG00000024140
Erf,ENSMUSG00000040857
Erfl,ENSMUSG00000108367
Erg,ENSMUSG00000040732
Esr1,ENSMUSG00000019768
Esr2,ENSMUSG00000021055
Esrra,ENSMUSG00000024955
Esrrb,ENSMUSG00000021255
Esrrg,ENSMUSG00000026610
Esx1,ENSMUSG00000023443
Ets1,ENSMUSG00000032035
Ets2,ENSMUSG00000022895
Etv1,ENSMUSG00000004151
Etv2,ENSMUSG00000006311
Etv3,ENSMUSG00000003382
Etv3l,ENSMUSG00000118505
Etv4,ENSMUSG00000017724
Etv5,ENSMUSG00000013089
Etv6,ENSMUSG00000030199
Evx1,ENSMUSG00000005503
Evx2,ENSMUSG00000001815
Fam170a,ENSMUSG00000035420
Ferd3l,ENSMUSG00000046518
Fev,ENSMUSG00000055197
Fezf1,ENSMUSG00000029697
Fezf2,ENSMUSG00000021743
Figla,ENSMUSG00000030001
Fiz1,ENSMUSG00000061374
Fli1,ENSMUSG00000016087
Fos,ENSMUSG00000021250
Fosb,ENSMUSG00000003545
Fosl1,ENSMUSG00000024912
Fosl2,ENSMUSG00000029135
Foxa1,ENSMUSG00000035451
Foxa2,ENSMUSG00000037025
Foxa3,ENSMUSG00000040891
Foxb1,ENSMUSG00000059246
Foxb2,ENSMUSG00000056829
Foxc1,ENSMUSG00000050295
Foxc2,ENSMUSG00000046714
Foxd1,ENSMUSG00000078302
Foxd2,ENSMUSG00000055210
Foxd3,ENSMUSG00000067261
Foxd4,ENSMUSG00000051490
Foxe1,ENSMUSG00000070990
Foxe3,ENSMUSG00000044518
Foxf1,ENSMUSG00000042812
Foxf2,ENSMUSG00000038402
Foxg1,ENSMUSG00000020950
Foxh1,ENSMUSG00000033837
Foxi1,ENSMUSG00000047861
Foxi2,ENSMUSG00000048377
Foxi3,ENSMUSG00000055874
Foxj1,ENSMUSG00000034227
Foxj2,ENSMUSG00000003154
Foxj3,ENSMUSG00000032998
Foxk1,ENSMUSG00000056493
Foxk2,ENSMUSG00000039275
Foxl1,ENSMUSG00000097084
Foxl2,ENSMUSG00000050397
Foxl3,ENSMUSG00000094504
Foxm1,ENSMUSG00000001517
Foxn1,ENSMUSG00000002057
Foxn2,ENSMUSG00000034998
Foxn3,ENSMUSG00000033713
Foxn4,ENSMUSG00000042002
Foxo1,ENSMUSG00000044167
Foxo3,ENSMUSG00000048756
Foxo4,ENSMUSG00000042903
Foxo6,ENSMUSG00000052135
Foxp1,ENSMUSG00000030067
Foxp2,ENSMUSG00000029563
Foxp3,ENSMUSG00000039521
Foxp4,ENSMUSG00000023991
Foxq1,ENSMUSG00000038415
Foxr1,ENSMUSG00000074397
Foxr2,ENSMUSG00000071665
Foxs1,ENSMUSG00000074676
Gabpa,ENSMUSG00000008976
Gabpb1,ENSMUSG00000027361
Gabpb2,ENSMUSG00000038766
Gata1,ENSMUSG00000031162
Gata2,ENSMUSG00000015053
Gata3,ENSMUSG00000015619
Gata4,ENSMUSG00000021944
Gata5,ENSMUSG00000015627
Gata6,ENSMUSG00000005836
Gatad1,ENSMUSG00000007415
Gatad2a,ENSMUSG00000036180
Gatad2b,ENSMUSG00000042390
Gbx1,ENSMUSG00000067724
Gbx2,ENSMUSG00000034486
Gcfc2,ENSMUSG00000035125
Gcm1,ENSMUSG00000023333
Gcm2,ENSMUSG00000021362
Gfi1,ENSMUSG00000029275
Gfi1b,ENSMUSG00000026815
Gli1,ENSMUSG00000025407
Gli2,ENSMUSG00000048402
Gli3,ENSMUSG00000021318
Glis1,ENSMUSG00000034762
Glis2,ENSMUSG00000014303
Glis3,ENSMUSG00000052942
Glmp,ENSMUSG00000001418
Gm10033,ENSMUSG00000110444
Gm10130,ENSMUSG00000095315
Gm10139,ENSMUSG00000063905
Gm10226,ENSMUSG00000067929
Gm10770,ENSMUSG00000074837
Gm10772,ENSMUSG00000091347
Gm10778,ENSMUSG00000096856
Gm11007,ENSMUSG00000094475
Gm11009,ENSMUSG00000078895
Gm12258,ENSMUSG00000072915
Gm12845,ENSMUSG00000108127
Gm14124,ENSMUSG00000079008
Gm14139,ENSMUSG00000079009
Gm14295,ENSMUSG00000078877
Gm14296,ENSMUSG00000074527
Gm14305,ENSMUSG00000078878
Gm14308,ENSMUSG00000078880
Gm14322,ENSMUSG00000078864
Gm14325,ENSMUSG00000095362
Gm14326,ENSMUSG00000078862
Gm14391,ENSMUSG00000078903
Gm14393,ENSMUSG00000078905
Gm14399,ENSMUSG00000090093
Gm14401,ENSMUSG00000078872
Gm14403,ENSMUSG00000094786
Gm14406,ENSMUSG00000078865
Gm14408,ENSMUSG00000078876
Gm14409,ENSMUSG00000078869
Gm14410,ENSMUSG00000078870
Gm14412,ENSMUSG00000078868
Gm14418,ENSMUSG00000078867
Gm14419,ENSMUSG00000078875
Gm14434,ENSMUSG00000078881
Gm14443,ENSMUSG00000078902
Gm14444,ENSMUSG00000078906
Gm15446,ENSMUSG00000090015
Gm17067,ENSMUSG00000091594
Gm17655,ENSMUSG00000090963
Gm19965,ENSMUSG00000094429
Gm2004,ENSMUSG00000095648
Gm2007,ENSMUSG00000094932
Gm2026,ENSMUSG00000078886
Gm20422,ENSMUSG00000092544
Gm21060,ENSMUSG00000095993
Gm21411,ENSMUSG00000045699
Gm21836,ENSMUSG00000096734
Gm21915,ENSMUSG00000094204
Gm21994,ENSMUSG00000074735
Gm2381,ENSMUSG00000092225
Gm28047,ENSMUSG00000052414
Gm28168,ENSMUSG00000101415
Gm28360,ENSMUSG00000100305
Gm28363,ENSMUSG00000100265
Gm28557,ENSMUSG00000100235
Gm29106,ENSMUSG00000102030
Gm3055,ENSMUSG00000094622
Gm32687,ENSMUSG00000112640
Gm32717,ENSMUSG00000112216
Gm32802,ENSMUSG00000112252
Gm35315,ENSMUSG00000109771
Gm3604,ENSMUSG00000094942
Gm3854,ENSMUSG00000109398
Gm4125,ENSMUSG00000117495
Gm44505,ENSMUSG00000118491
Gm44973,ENSMUSG00000109129
Gm45871,ENSMUSG00000110277
Gm4631,ENSMUSG00000078899
Gm4724,ENSMUSG00000078897
Gm4767,ENSMUSG00000094076
Gm4924,ENSMUSG00000073427
Gm49345,ENSMUSG00000114923
Gm4981,ENSMUSG00000075045
Gm5141,ENSMUSG00000091183
Gm5767,ENSMUSG00000107252
Gm6020,ENSMUSG00000069475
Gm6710,ENSMUSG00000078887
Gm6871,ENSMUSG00000090744
Gm7072,ENSMUSG00000117284
Gm7145,ENSMUSG00000100617
Gm9040,ENSMUSG00000112814
Gm9044,ENSMUSG00000112419
Gm9045,ENSMUSG00000112027
Gm9046,ENSMUSG00000112781
Gm9048,ENSMUSG00000112495
Gm9049,ENSMUSG00000112919
Gm9376,ENSMUSG00000092109
Gmeb1,ENSMUSG00000028901
Gmeb2,ENSMUSG00000038705
Gon4l,ENSMUSG00000054199
Gpbp1,ENSMUSG00000032745
Gpbp1l1,ENSMUSG00000034042
Grhl1,ENSMUSG00000020656
Grhl2,ENSMUSG00000022286
Grhl3,ENSMUSG00000037188
Gsc,ENSMUSG00000021095
Gsc2,ENSMUSG00000022738
Gsx1,ENSMUSG00000053129
Gsx2,ENSMUSG00000035946
Gtf2i,ENSMUSG00000060261
Gtf2ird1,ENSMUSG00000023079
Gtf2ird2,ENSMUSG00000015942
Gtf3a,ENSMUSG00000016503
Gzf1,ENSMUSG00000027439
Hand1,ENSMUSG00000037335
Hand2,ENSMUSG00000038193
Hbp1,ENSMUSG00000002996
Hdx,ENSMUSG00000034551
Helt,ENSMUSG00000047171
Hes1,ENSMUSG00000022528
Hes2,ENSMUSG00000028940
Hes3,ENSMUSG00000028946
Hes5,ENSMUSG00000048001
Hes6,ENSMUSG00000067071
Hes7,ENSMUSG00000023781
Hesx1,ENSMUSG00000040726
Hey1,ENSMUSG00000040289
Hey2,ENSMUSG00000019789
Heyl,ENSMUSG00000032744
Hhex,ENSMUSG00000024986
Hic1,ENSMUSG00000043099
Hic2,ENSMUSG00000050240
Hif1a,ENSMUSG00000021109
Hinfp,ENSMUSG00000032119
Hivep1,ENSMUSG00000021366
Hivep2,ENSMUSG00000015501
Hivep3,ENSMUSG00000028634
Hlf,ENSMUSG00000003949
Hlx,ENSMUSG00000039377
Hmbox1,ENSMUSG00000021972
Hmg20a,ENSMUSG00000032329
Hmg20b,ENSMUSG00000020232
Hmga1,ENSMUSG00000046711
Hmga1b,ENSMUSG00000078249
Hmga2,ENSMUSG00000056758
Hmgb1,ENSMUSG00000066551
Hmgb2,ENSMUSG00000054717
Hmgb3,ENSMUSG00000015217
Hmgb4,ENSMUSG00000048686
Hmgxb3,ENSMUSG00000024622
Hmgxb4,ENSMUSG00000034518
Hmx1,ENSMUSG00000067438
Hmx2,ENSMUSG00000050100
Hmx3,ENSMUSG00000040148
Hnf1a,ENSMUSG00000029556
Hnf1b,ENSMUSG00000020679
Hnf4a,ENSMUSG00000017950
Hnf4g,ENSMUSG00000017688
Homez,ENSMUSG00000057156
Hopx,ENSMUSG00000059325
Hoxa1,ENSMUSG00000029844
Hoxa10,ENSMUSG00000000938
Hoxa11,ENSMUSG00000038210
Hoxa13,ENSMUSG00000038203
Hoxa2,ENSMUSG00000014704
Hoxa3,ENSMUSG00000079560
Hoxa4,ENSMUSG00000000942
Hoxa5,ENSMUSG00000038253
Hoxa6,ENSMUSG00000043219
Hoxa7,ENSMUSG00000038236
Hoxa9,ENSMUSG00000038227
Hoxb1,ENSMUSG00000018973
Hoxb13,ENSMUSG00000049604
Hoxb2,ENSMUSG00000075588
Hoxb3,ENSMUSG00000048763
Hoxb4,ENSMUSG00000038692
Hoxb5,ENSMUSG00000038700
Hoxb6,ENSMUSG00000000690
Hoxb7,ENSMUSG00000038721
Hoxb8,ENSMUSG00000056648
Hoxb9,ENSMUSG00000020875
Hoxc10,ENSMUSG00000022484
Hoxc11,ENSMUSG00000001656
Hoxc12,ENSMUSG00000050328
Hoxc13,ENSMUSG00000001655
Hoxc4,ENSMUSG00000075394
Hoxc5,ENSMUSG00000022485
Hoxc6,ENSMUSG00000001661
Hoxc8,ENSMUSG00000001657
Hoxc9,ENSMUSG00000036139
Hoxd1,ENSMUSG00000042448
Hoxd10,ENSMUSG00000050368
Hoxd11,ENSMUSG00000042499
Hoxd12,ENSMUSG00000001823
Hoxd13,ENSMUSG00000001819
Hoxd3,ENSMUSG00000079277
Hoxd4,ENSMUSG00000101174
Hoxd8,ENSMUSG00000027102
Hoxd9,ENSMUSG00000043342
Hsf1,ENSMUSG00000022556
Hsf2,ENSMUSG00000019878
Hsf3,ENSMUSG00000045802
Hsf4,ENSMUSG00000033249
Hsf5,ENSMUSG00000070345
Hsfy2,ENSMUSG00000045336
Id1,ENSMUSG00000042745
Id2,ENSMUSG00000020644
Id3,ENSMUSG00000007872
Id4,ENSMUSG00000021379
Ikzf1,ENSMUSG00000018654
Ikzf2,ENSMUSG00000025997
Ikzf3,ENSMUSG00000018168
Ikzf4,ENSMUSG00000002578
Ikzf5,ENSMUSG00000040167
Insm1,ENSMUSG00000068154
Insm2,ENSMUSG00000045440
Irf1,ENSMUSG00000018899
Irf2,ENSMUSG00000031627
Irf3,ENSMUSG00000003184
Irf4,ENSMUSG00000021356
Irf5,ENSMUSG00000029771
Irf6,ENSMUSG00000026638
Irf7,ENSMUSG00000025498
Irf8,ENSMUSG00000041515
Irf9,ENSMUSG00000002325
Irx1,ENSMUSG00000060969
Irx2,ENSMUSG00000001504
Irx3,ENSMUSG00000031734
Irx4,ENSMUSG00000021604
Irx5,ENSMUSG00000031737
Irx6,ENSMUSG00000031738
Isl1,ENSMUSG00000042258
Isl2,ENSMUSG00000032318
Isx,ENSMUSG00000031621
Jarid2,ENSMUSG00000038518
Jazf1,ENSMUSG00000063568
Jdp2,ENSMUSG00000034271
Jun,ENSMUSG00000052684
Junb,ENSMUSG00000052837
Jund,ENSMUSG00000071076
Khsrp,ENSMUSG00000007670
Klf1,ENSMUSG00000054191
Klf10,ENSMUSG00000037465
Klf11,ENSMUSG00000020653
Klf12,ENSMUSG00000072294
Klf13,ENSMUSG00000052040
Klf14,ENSMUSG00000073209
Klf15,ENSMUSG00000030087
Klf16,ENSMUSG00000035397
Klf17,ENSMUSG00000048626
Klf2,ENSMUSG00000055148
Klf3,ENSMUSG00000029178
Klf4,ENSMUSG00000003032
Klf5,ENSMUSG00000005148
Klf6,ENSMUSG00000000078
Klf7,ENSMUSG00000025959
Klf8,ENSMUSG00000041649
Klf9,ENSMUSG00000033863
Kmt2c,ENSMUSG00000038056
L3mbtl1,ENSMUSG00000035576
L3mbtl3,ENSMUSG00000039089
L3mbtl4,ENSMUSG00000041565
Lbx1,ENSMUSG00000025216
Lbx2,ENSMUSG00000034968
Lcor,ENSMUSG00000025019
Lcorl,ENSMUSG00000015882
Lef1,ENSMUSG00000027985
Lhx1,ENSMUSG00000018698
Lhx2,ENSMUSG00000000247
Lhx3,ENSMUSG00000026934
Lhx4,ENSMUSG00000026468
Lhx5,ENSMUSG00000029595
Lhx6,ENSMUSG00000026890
Lhx8,ENSMUSG00000096225
Lhx9,ENSMUSG00000019230
Lin28a,ENSMUSG00000050966
Lin28b,ENSMUSG00000063804
Litaf,ENSMUSG00000022500
Lmx1a,ENSMUSG00000026686
Lmx1b,ENSMUSG00000038765
Lrrfip1,ENSMUSG00000026305
Lrrfip2,ENSMUSG00000032497
Ltf,ENSMUSG00000032496
Lyar,ENSMUSG00000067367
Lyl1,ENSMUSG00000034041
Mael,ENSMUSG00000040629
Maf,ENSMUSG00000055435
Maf1,ENSMUSG00000022553
Mafa,ENSMUSG00000047591
Mafb,ENSMUSG00000074622
Maff,ENSMUSG00000042622
Mafg,ENSMUSG00000051510
Mafk,ENSMUSG00000018143
Max,ENSMUSG00000059436
Maz,ENSMUSG00000030678
Mbd1,ENSMUSG00000024561
Mbd2,ENSMUSG00000024513
Mbd3,ENSMUSG00000035478
Mbd4,ENSMUSG00000030322
Mbtps2,ENSMUSG00000046873
Mecom,ENSMUSG00000027684
Mecp2,ENSMUSG00000031393
Mef2a,ENSMUSG00000030557
Mef2b,ENSMUSG00000079033
Mef2c,ENSMUSG00000005583
Mef2d,ENSMUSG00000001419
Meiosin,ENSMUSG00000085601
Meis1,ENSMUSG00000020160
Meis2,ENSMUSG00000027210
Meis3,ENSMUSG00000041420
Meox1,ENSMUSG00000001493
Meox2,ENSMUSG00000036144
Mesp1,ENSMUSG00000030544
Mesp2,ENSMUSG00000030543
Mga,ENSMUSG00000033943
Mideas,ENSMUSG00000042507
Mier1,ENSMUSG00000028522
Mier2,ENSMUSG00000042570
Mier3,ENSMUSG00000032727
Mis18bp1,ENSMUSG00000047534
Mitf,ENSMUSG00000035158
Mixl1,ENSMUSG00000026497
Mkrn2,ENSMUSG00000000439
Mkx,ENSMUSG00000061013
Mllt10,ENSMUSG00000026743
Mlx,ENSMUSG00000017801
Mlxip,ENSMUSG00000038342
Mlxipl,ENSMUSG00000005373
Mnt,ENSMUSG00000000282
Mnx1,ENSMUSG00000001566
Msc,ENSMUSG00000025930
Msgn1,ENSMUSG00000047002
Msx1,ENSMUSG00000048450
Msx2,ENSMUSG00000021469
Msx3,ENSMUSG00000025469
Mta1,ENSMUSG00000021144
Mta2,ENSMUSG00000071646
Mta3,ENSMUSG00000055817
Mtf1,ENSMUSG00000028890
Mxd1,ENSMUSG00000001156
Mxd3,ENSMUSG00000021485
Mxd4,ENSMUSG00000037235
Mxi1,ENSMUSG00000025025
Myb,ENSMUSG00000019982
Mybl1,ENSMUSG00000025912
Mybl2,ENSMUSG00000017861
Myc,ENSMUSG00000022346
Mycl,ENSMUSG00000028654
Mycn,ENSMUSG00000037169
Mycs,ENSMUSG00000044597
Myef2,ENSMUSG00000027201
Myf5,ENSMUSG00000000435
Myf6,ENSMUSG00000035923
Mynn,ENSMUSG00000037730
Myod1,ENSMUSG00000009471
Myog,ENSMUSG00000026459
Myrf,ENSMUSG00000036098
Myrfl,ENSMUSG00000034057
Mysm1,ENSMUSG00000062627
Myt1,ENSMUSG00000010505
Myt1l,ENSMUSG00000061911
Mzf1,ENSMUSG00000030380
Nanog,ENSMUSG00000012396
Ncoa1,ENSMUSG00000020647
Ncor1,ENSMUSG00000018501
Ncor2,ENSMUSG00000029478
Neurod1,ENSMUSG00000034701
Neurod2,ENSMUSG00000038255
Neurod4,ENSMUSG00000048015
Neurod6,ENSMUSG00000037984
Neurog1,ENSMUSG00000048904
Neurog2,ENSMUSG00000027967
Neurog3,ENSMUSG00000044312
Nfat5,ENSMUSG00000003847
Nfatc1,ENSMUSG00000033016
Nfatc2,ENSMUSG00000027544
Nfatc3,ENSMUSG00000031902
Nfatc4,ENSMUSG00000023411
Nfe2,ENSMUSG00000058794
Nfe2l1,ENSMUSG00000038615
Nfe2l2,ENSMUSG00000015839
Nfe2l3,ENSMUSG00000029832
Nfia,ENSMUSG00000028565
Nfib,ENSMUSG00000008575
Nfic,ENSMUSG00000055053
Nfil3,ENSMUSG00000056749
Nfix,ENSMUSG00000001911
Nfkb1,ENSMUSG00000028163
Nfkb2,ENSMUSG00000025225
Nfrkb,ENSMUSG00000042185
Nfx1,ENSMUSG00000028423
Nfxl1,ENSMUSG00000072889
Nfya,ENSMUSG00000023994
Nfyb,ENSMUSG00000020248
Nfyc,ENSMUSG00000032897
Nhlh1,ENSMUSG00000051251
Nhlh2,ENSMUSG00000048540
Nkrf,ENSMUSG00000044149
Nkx1-1,ENSMUSG00000029112
Nkx1-2,ENSMUSG00000048528
Nkx2-1,ENSMUSG00000001496
Nkx2-2,ENSMUSG00000027434
Nkx2-3,ENSMUSG00000044220
Nkx2-4,ENSMUSG00000054160
Nkx2-5,ENSMUSG00000015579
Nkx2-6,ENSMUSG00000044186
Nkx2-9,ENSMUSG00000058669
Nkx3-1,ENSMUSG00000022061
Nkx3-2,ENSMUSG00000049691
Nkx6-1,ENSMUSG00000035187
Nkx6-2,ENSMUSG00000041309
Nkx6-3,ENSMUSG00000063672
Nme2,ENSMUSG00000020857
Nobox,ENSMUSG00000029736
Noto,ENSMUSG00000068302
Npas1,ENSMUSG00000001988
Npas2,ENSMUSG00000026077
Npas3,ENSMUSG00000021010
Npas4,ENSMUSG00000045903
Nr0b1,ENSMUSG00000025056
Nr0b2,ENSMUSG00000037583
Nr1d1,ENSMUSG00000020889
Nr1d2,ENSMUSG00000021775
Nr1h2,ENSMUSG00000060601
Nr1h3,ENSMUSG00000002108
Nr1h4,ENSMUSG00000047638
Nr1h5,ENSMUSG00000048938
Nr1i2,ENSMUSG00000022809
Nr1i3,ENSMUSG00000005677
Nr2c1,ENSMUSG00000005897
Nr2c2,ENSMUSG00000005893
Nr2e1,ENSMUSG00000019803
Nr2e3,ENSMUSG00000032292
Nr2f1,ENSMUSG00000069171
Nr2f2,ENSMUSG00000030551
Nr2f6,ENSMUSG00000002393
Nr3c1,ENSMUSG00000024431
Nr3c2,ENSMUSG00000031618
Nr4a1,ENSMUSG00000023034
Nr4a2,ENSMUSG00000026826
Nr4a3,ENSMUSG00000028341
Nr5a1,ENSMUSG00000026751
Nr5a2,ENSMUSG00000026398
Nr6a1,ENSMUSG00000063972
Nrf1,ENSMUSG00000058440
Nrl,ENSMUSG00000040632
Nsd2,ENSMUSG00000057406
Obox1,ENSMUSG00000054310
Obox3,ENSMUSG00000066772
Obox5,ENSMUSG00000074366
Obox6,ENSMUSG00000041583
Obox7,ENSMUSG00000055942
Obox8,ENSMUSG00000099216
Olig1,ENSMUSG00000046160
Olig2,ENSMUSG00000039830
Olig3,ENSMUSG00000045591
Onecut1,ENSMUSG00000043013
Onecut2,ENSMUSG00000045991
Onecut3,ENSMUSG00000045518
Osr1,ENSMUSG00000048387
Osr2,ENSMUSG00000022330
Otp,ENSMUSG00000021685
Otx1,ENSMUSG00000005917
Otx2,ENSMUSG00000021848
Ovol1,ENSMUSG00000024922
Ovol2,ENSMUSG00000037279
Ovol3,ENSMUSG00000100512
Parp12,ENSMUSG00000038507
Patz1,ENSMUSG00000020453
Pax1,ENSMUSG00000037034
Pax2,ENSMUSG00000004231
Pax3,ENSMUSG00000004872
Pax4,ENSMUSG00000029706
Pax5,ENSMUSG00000014030
Pax6,ENSMUSG00000027168
Pax7,ENSMUSG00000028736
Pax8,ENSMUSG00000026976
Pax9,ENSMUSG00000001497
Paxbp1,ENSMUSG00000022974
Pbrm1,ENSMUSG00000042323
Pbx1,ENSMUSG00000052534
