Regulator	Target	SINGE_Score
WT1mKTS	UGR	6
WT1mKTS	CBX2	1.5
CTNNB1	WNT4	0.66666
GATA4	WT1pKTS	0.24
WNT4	WT1pKTS	0.16666
WT1mKTS	NR0B1	0.12244
WNT4	NR5A1	0.07407
GATA4	NR5A1	0.06
CTNNB1	NR5A1	0.04958
WT1mKTS	RSPO1	0.0355
NR0B1	UGR	0.03061
WT1mKTS	SRY	0.02666
CTNNB1	CBX2	0.02343
WT1mKTS	WNT4	0.02076
GATA4	FOXL2	0.01662
SOX9	SRY	0.015
WNT4	CBX2	0.0136
NR0B1	CBX2	0.01239
WT1mKTS	FOXL2	0.01134
WT1mKTS	WT1pKTS	0.01041
WT1mKTS	FGF9	0.0096
NR5A1	FOXL2	0.00823
GATA4	DHH	0.00765
GATA4	DMRT1	0.00713
NR5A1	SOX9	0.00666
GATA4	UGR	0.00624
WT1mKTS	CTNNB1	0.00585
GATA4	FGF9	0.0055
FGF9	FOXL2	0.00519
GATA4	AMH	0.00489
WNT4	SRY	0.00462
GATA4	CTNNB1	0.00438
NR5A1	WT1pKTS	0.00415
NR0B1	SOX9	0.00394
FGF9	WT1pKTS	0.00375
NR5A1	SRY	0.0034
WNT4	DHH	0.00324
PGD2	UGR	0.00309
FGF9	SRY	0.00296
NR5A1	DHH	0.00283
FGF9	CBX2	0.00271
RSPO1	FGF9	0.0026
WT1pKTS	WNT4	0.00249
WT1pKTS	DMRT1	0.0024
WT1pKTS	SRY	0.0023
SOX9	NR5A1	0.00221
GATA4	NR0B1	0.00213
SRY	WT1pKTS	0.00205
PGD2	DKK1	0.00198
FOXL2	NR5A1	0.00191
AMH	CBX2	0.00184
CTNNB1	RSPO1	0.00178
AMH	FOXL2	0.00172
SOX9	RSPO1	0.00166
WNT4	FGF9	0.00161
WT1mKTS	PGD2	0.00156
SOX9	CTNNB1	0.00151
CTNNB1	WT1pKTS	0.00146
WNT4	SOX9	0.00137
DHH	FOXL2	0.00133
WT1mKTS	DKK1	0.00129
DHH	SRY	0.00126
PGD2	DMRT1	0.00122
DMRT1	WT1pKTS	0.00119
DHH	WT1pKTS	0.00115
PGD2	FGF9	0.00109
