Regulator	Target	SINGE_Score
GATA4	FGF9	6
GATA4	CBX2	1.5
GATA4	UGR	0.66666
GATA4	AMH	0.375
GATA4	WNT4	0.24
GATA4	DHH	0.16666
GATA4	SOX9	0.12244
WT1mKTS	UGR	0.09375
WT1mKTS	RSPO1	0.07407
WT1mKTS	PGD2	0.06
GATA4	NR0B1	0.04958
WT1mKTS	CTNNB1	0.04166
WT1pKTS	UGR	0.0355
GATA4	DMRT1	0.03061
WT1mKTS	DHH	0.02666
WT1mKTS	CBX2	0.02343
WT1pKTS	SRY	0.01851
GATA4	DKK1	0.01662
WT1pKTS	DKK1	0.015
WT1pKTS	DMRT1	0.0136
GATA4	PGD2	0.01239
WT1mKTS	DKK1	0.01134
WT1pKTS	RSPO1	0.01041
WT1pKTS	AMH	0.0096
SRY	UGR	0.00887
SRY	DMRT1	0.00823
SRY	SOX9	0.00765
WT1mKTS	NR0B1	0.00713
WT1pKTS	WNT4	0.00666
WT1mKTS	WNT4	0.00624
SRY	CBX2	0.00585
SRY	DKK1	0.0055
WT1mKTS	FOXL2	0.00519
WT1pKTS	DHH	0.00489
GATA4	CTNNB1	0.00462
SRY	AMH	0.00438
SRY	PGD2	0.00415
NR5A1	PGD2	0.00394
SRY	FGF9	0.00375
NR0B1	WNT4	0.00356
WT1mKTS	AMH	0.0034
FOXL2	WNT4	0.00309
GATA4	NR5A1	0.00296
WT1mKTS	SRY	0.00283
WT1pKTS	CBX2	0.00271
WT1pKTS	NR5A1	0.00249
GATA4	RSPO1	0.0024
PGD2	NR0B1	0.0023
NR5A1	DHH	0.00221
NR0B1	FGF9	0.00213
WT1pKTS	PGD2	0.00205
WT1mKTS	DMRT1	0.00198
DKK1	UGR	0.00191
AMH	FGF9	0.00178
FOXL2	UGR	0.00172
UGR	CBX2	0.00166
NR0B1	UGR	0.00161
SRY	DHH	0.00156
NR5A1	WNT4	0.00151
NR5A1	NR0B1	0.00146
NR5A1	RSPO1	0.00142
AMH	PGD2	0.00137
WT1mKTS	SOX9	0.00133
WT1pKTS	NR0B1	0.00129
DHH	PGD2	0.00126
WT1pKTS	FGF9	0.00122
SRY	NR0B1	0.00119
DHH	FGF9	0.00115
DKK1	DMRT1	0.00106
FOXL2	DMRT1	0.00103
WT1mKTS	FGF9	0.00098
GATA4	FOXL2	0.00096
AMH	DHH	0.00093
FGF9	WNT4	0.00091
UGR	SRY	0.00089
DMRT1	RSPO1	0.00087
PGD2	WNT4	0.00085
NR5A1	FGF9	0.00083
NR0B1	DMRT1	0.00081
FOXL2	DHH	0.00079
NR5A1	AMH	0.00077
GATA4	SRY	0.00075
DMRT1	AMH	0.00074
CTNNB1	WNT4	0.00072
PGD2	AMH	0.00069
AMH	NR0B1	0.00067
NR5A1	SOX9	0.00066
RSPO1	SOX9	0.00065
NR0B1	DKK1	0.00062
DKK1	AMH	0.00061
FOXL2	DKK1	0.0006
FOXL2	SOX9	0.00058
CBX2	AMH	0.00057
PGD2	UGR	0.00056
RSPO1	UGR	0.00055
NR0B1	CTNNB1	0.00054
FOXL2	SRY	0.00053
SRY	RSPO1	0.00052
DMRT1	PGD2	0.00051
NR0B1	PGD2	0.0005
FGF9	NR0B1	0.00048
SRY	WNT4	0.00047
FOXL2	CBX2	0.00046
SOX9	DHH	0.00046
NR0B1	DHH	0.00045
UGR	NR0B1	0.00044
UGR	WNT4	0.00043
FOXL2	PGD2	0.00043
FGF9	AMH	0.00042
RSPO1	SRY	0.00041
FOXL2	FGF9	0.0004
FGF9	DHH	0.0004
DHH	AMH	0.00039
DMRT1	NR0B1	0.00039
AMH	NR5A1	0.00038
WT1pKTS	CTNNB1	0.00037
RSPO1	CBX2	0.00037
CBX2	DHH	0.00036
SRY	FOXL2	0.00036
SOX9	UGR	0.00035
FGF9	PGD2	0.00034
CTNNB1	AMH	0.00034
FGF9	DMRT1	0.00033
WT1pKTS	SOX9	0.00033
RSPO1	DMRT1	0.00032
PGD2	DMRT1	0.00031
FOXL2	RSPO1	0.00031
CBX2	PGD2	0.00031
CBX2	FGF9	0.0003
