SourceGENES,TargetGENES,Interaction,Edges
WT1mKTS,PGD2,2.40639927678088,repression
WT1mKTS,DMRT1,2.21514881523622,repression
WT1mKTS,SOX9,1.5253018958648,repression
WT1mKTS,DKK1,1.38181444240801,repression
WT1mKTS,FGF9,1.25475941742127,repression
WT1mKTS,GATA4,1.20372693895143,repression
WT1pKTS,NR5A1,1,activation
WT1mKTS,DHH,0.989195312432268,repression
NR5A1,CBX2,0.857234736067026,activation
WT1mKTS,WNT4,0.770894553526192,repression
WT1mKTS,NR0B1,0.719719366034508,repression
WT1mKTS,WT1mKTS,0.611699302699102,activation
WT1mKTS,FOXL2,0.564086084856637,repression
NR5A1,UGR,0.51742337495769,repression
NR5A1,RSPO1,0.501418800488092,repression
WT1pKTS,RSPO1,0.490734008811581,repression
AMH,DMRT1,0.468198150622953,repression
SRY,SOX9,0.455755722731923,repression
WT1pKTS,CTNNB1,0.451830789374765,repression
AMH,PGD2,0.425091918922255,activation
NR5A1,CTNNB1,0.421104878861803,repression
WT1pKTS,WT1pKTS,0.410200464399527,activation
SRY,AMH,0.396020747384543,repression
SRY,DHH,0.394287094288824,repression
AMH,GATA4,0.393318174063513,repression
AMH,WT1mKTS,0.384943597023907,repression
WT1mKTS,AMH,0.344724449379815,repression
SRY,FGF9,0.333158270020202,repression
WT1pKTS,FOXL2,0.331623267689395,repression
WT1mKTS,WT1pKTS,0.310780236411339,repression
SRY,DKK1,0.201572689271631,activation
AMH,NR0B1,0.198807743067795,repression
AMH,DHH,0.183902271923938,activation
AMH,WNT4,0.182579866191212,repression
SRY,UGR,0.169764067348619,repression
AMH,DKK1,0.16602737272427,activation
AMH,FGF9,0.154239593503491,repression
SRY,PGD2,0.138935894175118,repression
SRY,CBX2,0.121702226729884,repression
WT1mKTS,CTNNB1,0.0803081096400026,repression
NR0B1,DHH,0.079098549305904,repression
NR0B1,SOX9,0.0783473405329276,repression
SRY,SRY,0.0747654113715456,activation
NR0B1,FGF9,0.0651283590823289,repression
SRY,DMRT1,0.0641135168747457,activation
NR0B1,AMH,0.054090320028794,repression
NR0B1,PGD2,0.048713484835719,repression
NR0B1,DKK1,0.038074485207131,repression
GATA4,DHH,0.0197648087755435,repression
