Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.514650	0.000000	0.000000
FGF9	+	DMRT1	0.119213	0.007412	0.001069
RSPO1	+	DMRT1	1.153343	0.000000	0.000000
DHH	+	DMRT1	0.062594	0.024490	0.001854
CTNNB1	+	DMRT1	0.041452	0.008336	0.000418
PGD2	+	DMRT1	0.164955	0.001296	0.000259
WT1mKTS	+	DMRT1	0.010679	0.038896	0.000503
SRY	+	DMRT1	0.009642	0.035341	0.000412
DKK1	+	DMRT1	0.129317	0.003053	0.000478
WNT4	+	DMRT1	0.028955	0.015623	0.000547
CBX2	+	DMRT1	0.112146	0.000078	0.000011
AMH	+	DMRT1	0.060613	0.024923	0.001828
NR0B1	-	DMRT1	-0.067223	0.760663	-0.061860
NR5A1	+	DMRT1	0.018547	0.041114	0.000923
WT1pKTS	+	DMRT1	0.911954	0.000000	0.000000
FOXL2	-	DMRT1	-0.063546	0.453545	-0.034867
UGR	+	DMRT1	0.049691	0.019688	0.001184
SOX9	+	DMRT1	0.478273	0.000000	0.000000
GATA4	+	DMRT1	0.663943	0.000000	0.000000
DMRT1	+	FGF9	0.152103	0.134699	0.024786
FGF9	+	FGF9	0.166352	0.139756	0.028125
RSPO1	+	FGF9	0.010798	0.082655	0.001080
DHH	+	FGF9	0.091058	0.089496	0.009859
CTNNB1	+	FGF9	0.002722	0.081929	0.000270
PGD2	+	FGF9	0.110456	0.099012	0.013230
WT1mKTS	-	FGF9	-0.426014	0.782980	-0.403527
SRY	+	FGF9	0.096360	0.108400	0.012636
DKK1	+	FGF9	0.069522	0.079682	0.006702
WNT4	+	FGF9	0.049756	0.095804	0.005767
CBX2	-	FGF9	-0.011185	0.062572	-0.000847
AMH	+	FGF9	0.066461	0.074484	0.005989
NR0B1	-	FGF9	-0.043643	0.093376	-0.004930
NR5A1	+	FGF9	0.038188	0.083014	0.003835
WT1pKTS	-	FGF9	-0.031468	0.077475	-0.002949
FOXL2	+	FGF9	0.129893	0.154568	0.024289
UGR	+	FGF9	0.189614	0.304996	0.069962
SOX9	+	FGF9	0.135693	0.117021	0.019210
GATA4	+	FGF9	0.567337	0.995035	0.682933
DMRT1	+	RSPO1	0.075797	0.085395	0.007830
FGF9	-	RSPO1	-0.086560	0.114430	-0.011983
RSPO1	+	RSPO1	0.641254	1.000000	0.775761
DHH	+	RSPO1	0.008902	0.037578	0.000405
CTNNB1	+	RSPO1	0.563695	1.000000	0.681934
PGD2	+	RSPO1	0.097269	0.092258	0.010856
WT1mKTS	+	RSPO1	0.280950	0.008055	0.002738
SRY	-	RSPO1	-0.066595	0.111783	-0.009006
DKK1	+	RSPO1	0.037215	0.060457	0.002722
WNT4	-	RSPO1	-0.025405	0.108845	-0.003345
CBX2	-	RSPO1	-0.298183	0.999993	-0.360726
AMH	+	RSPO1	0.020721	0.044251	0.001109
NR0B1	+	RSPO1	0.153878	0.034485	0.006420
NR5A1	-	RSPO1	-0.093777	0.183229	-0.020787
WT1pKTS	+	RSPO1	0.023443	0.073444	0.002083
FOXL2	+	RSPO1	0.059140	0.079227	0.005668
UGR	-	RSPO1	-0.082366	0.143209	-0.014270
SOX9	+	RSPO1	0.050582	0.068777	0.004209
GATA4	+	RSPO1	0.380466	0.034864	0.016047
DMRT1	+	DHH	0.079598	0.030832	0.002969
FGF9	+	DHH	0.218016	0.000418	0.000110
RSPO1	+	DHH	0.092475	0.000327	0.000037
DHH	+	DHH	0.077410	0.033350	0.003123
CTNNB1	+	DHH	0.128971	0.000002	0.000000
PGD2	+	DHH	0.076477	0.034524	0.003194
WT1mKTS	+	DHH	0.541036	0.000000	0.000000
SRY	+	DHH	0.103850	0.008300	0.001043
DKK1	-	DHH	-0.071404	0.154798	-0.013372
WNT4	+	DHH	0.386380	0.000000	0.000000
CBX2	+	DHH	0.009632	0.056809	0.000662
AMH	+	DHH	0.196369	0.000967	0.000230
NR0B1	+	DHH	0.377987	0.000000	0.000000
NR5A1	+	DHH	0.089023	0.002037	0.000219
WT1pKTS	-	DHH	-0.002847	0.075819	-0.000261
FOXL2	+	DHH	0.170901	0.000000	0.000000
UGR	+	DHH	0.339071	0.000000	0.000000
SOX9	+	DHH	0.094972	0.026619	0.003058
GATA4	+	DHH	0.069327	0.000052	0.000004
DMRT1	+	CTNNB1	0.042069	0.035448	0.001804
FGF9	+	CTNNB1	0.016465	0.034687	0.000691
RSPO1	+	CTNNB1	1.656003	0.000000	0.000000
DHH	-	CTNNB1	-0.023658	0.064608	-0.001849
CTNNB1	+	CTNNB1	1.204568	0.000000	0.000000
PGD2	+	CTNNB1	0.108987	0.010054	0.001326
WT1mKTS	+	CTNNB1	0.022742	0.002441	0.000067
SRY	-	CTNNB1	-0.035590	0.125629	-0.005409
DKK1	+	CTNNB1	0.078437	0.018850	0.001789
WNT4	+	CTNNB1	0.274657	0.000000	0.000000
CBX2	-	CTNNB1	-0.222153	1.000000	-0.268751
AMH	+	CTNNB1	0.052614	0.033408	0.002126
NR0B1	+	CTNNB1	0.699579	0.000000	0.000000
NR5A1	-	CTNNB1	-0.090487	0.904881	-0.099055
WT1pKTS	+	CTNNB1	0.018082	0.042050	0.000920
FOXL2	+	CTNNB1	0.267828	0.000000	0.000000
UGR	-	CTNNB1	-0.109465	0.961033	-0.127266
SOX9	+	CTNNB1	0.127060	0.003176	0.000488
GATA4	+	CTNNB1	1.380058	0.000000	0.000000
DMRT1	+	PGD2	0.062263	0.075578	0.005693
FGF9	+	PGD2	0.148425	0.126818	0.022771
RSPO1	+	PGD2	0.125085	0.155633	0.023551
DHH	+	PGD2	0.159971	0.138110	0.026728
CTNNB1	+	PGD2	0.025832	0.093110	0.002910
PGD2	+	PGD2	0.101350	0.094798	0.011623
WT1mKTS	-	PGD2	-0.105876	0.135319	-0.017332
SRY	-	PGD2	-0.014221	0.042885	-0.000738
DKK1	+	PGD2	0.051700	0.067883	0.004246
WNT4	-	PGD2	-0.056363	0.097433	-0.006643
CBX2	+	PGD2	0.024687	0.071746	0.002143
AMH	+	PGD2	0.092205	0.091669	0.010225
NR0B1	+	PGD2	0.033304	0.090606	0.003651
NR5A1	-	PGD2	-0.007784	0.069216	-0.000652
WT1pKTS	+	PGD2	0.061985	0.100315	0.007522
FOXL2	+	PGD2	0.031417	0.082938	0.003152
UGR	+	PGD2	0.205731	0.394208	0.098112
SOX9	+	PGD2	0.091754	0.091655	0.010174
GATA4	+	PGD2	0.262406	0.485884	0.154243
DMRT1	+	WT1mKTS	0.021043	0.072363	0.001842
FGF9	+	WT1mKTS	0.018749	0.066096	0.001499
RSPO1	+	WT1mKTS	0.015071	0.073095	0.001333
DHH	+	WT1mKTS	0.025106	0.075490	0.002293
CTNNB1	+	WT1mKTS	0.073641	0.003099	0.000276
PGD2	+	WT1mKTS	0.010717	0.050092	0.000649
WT1mKTS	+	WT1mKTS	0.701171	1.000000	0.848247
SRY	-	WT1mKTS	-0.006681	0.055129	-0.000446
DKK1	+	WT1mKTS	0.023825	0.075770	0.002184
WNT4	-	WT1mKTS	-0.003181	0.102663	-0.000395
CBX2	+	WT1mKTS	0.045025	0.052665	0.002869
AMH	+	WT1mKTS	0.022259	0.072031	0.001940
NR0B1	+	WT1mKTS	0.104007	0.000069	0.000009
NR5A1	+	WT1mKTS	0.033595	0.055142	0.002241
WT1pKTS	+	WT1mKTS	0.016331	0.072532	0.001433
FOXL2	+	WT1mKTS	0.040434	0.037200	0.001820
UGR	+	WT1mKTS	0.069517	0.029115	0.002449
SOX9	-	WT1mKTS	-0.005160	0.044250	-0.000276
GATA4	+	WT1mKTS	0.456447	1.000000	0.552190
DMRT1	+	SRY	0.076926	0.043663	0.004063
FGF9	+	SRY	0.117128	0.038565	0.005464
RSPO1	+	SRY	0.032046	0.047002	0.001822
DHH	-	SRY	-0.018425	0.043539	-0.000970
CTNNB1	-	SRY	-0.124300	0.776178	-0.116716
PGD2	+	SRY	0.009887	0.035737	0.000427
WT1mKTS	+	SRY	0.886185	0.000000	0.000000
SRY	+	SRY	0.575721	0.000000	0.000000
DKK1	+	SRY	0.252065	0.001544	0.000471
WNT4	+	SRY	1.244514	0.000000	0.000000
CBX2	+	SRY	0.353848	0.000000	0.000000
AMH	+	SRY	0.041239	0.038688	0.001930
NR0B1	+	SRY	1.167839	0.000000	0.000000
NR5A1	+	SRY	0.365425	0.000000	0.000000
WT1pKTS	+	SRY	0.031271	0.048318	0.001828
FOXL2	-	SRY	-0.326961	1.000000	-0.395543
UGR	-	SRY	-0.027255	0.076075	-0.002508
SOX9	+	SRY	0.216504	0.007912	0.002072
GATA4	+	SRY	0.324596	0.000000	0.000000
DMRT1	+	DKK1	0.210639	0.021987	0.005603
FGF9	+	DKK1	0.196945	0.034891	0.008313
RSPO1	+	DKK1	0.290861	0.000000	0.000000
DHH	+	DKK1	0.009282	0.035988	0.000404
CTNNB1	+	DKK1	0.153687	0.001961	0.000365
PGD2	+	DKK1	0.111249	0.058201	0.007833
WT1mKTS	+	DKK1	0.988598	0.000000	0.000000
SRY	+	DKK1	0.110479	0.044091	0.005893
DKK1	+	DKK1	0.153915	0.043497	0.008099
WNT4	+	DKK1	0.181155	0.000250	0.000055
CBX2	+	DKK1	0.184127	0.004085	0.000910
AMH	-	DKK1	-0.022837	0.044817	-0.001238
NR0B1	-	DKK1	-0.032397	0.140853	-0.005520
NR5A1	+	DKK1	0.101200	0.025979	0.003181
WT1pKTS	+	DKK1	0.077754	0.035829	0.003370
FOXL2	-	DKK1	-0.079742	0.206205	-0.019892
UGR	+	DKK1	0.170090	0.007992	0.001645
SOX9	+	DKK1	0.093362	0.058033	0.006555
GATA4	+	DKK1	0.497938	0.000000	0.000000
DMRT1	-	WNT4	-0.029155	0.062573	-0.002207
FGF9	+	WNT4	0.002542	0.037433	0.000115
RSPO1	+	WNT4	0.123377	0.012197	0.001820
DHH	-	WNT4	-0.009351	0.039494	-0.000447
CTNNB1	+	WNT4	0.036204	0.071353	0.003125
PGD2	+	WNT4	0.021683	0.046397	0.001217
WT1mKTS	+	WNT4	0.296781	0.000001	0.000000
SRY	+	WNT4	0.152537	0.045137	0.008329
DKK1	-	WNT4	-0.012314	0.043657	-0.000650
WNT4	+	WNT4	0.714484	1.000000	0.864352
CBX2	-	WNT4	-0.038689	0.099705	-0.004667
AMH	-	WNT4	-0.027354	0.058281	-0.001929
NR0B1	+	WNT4	0.675356	1.000000	0.817017
NR5A1	+	WNT4	0.012406	0.069391	0.001041
WT1pKTS	+	WNT4	0.006249	0.068259	0.000516
FOXL2	+	WNT4	0.062446	0.059494	0.004494
UGR	-	WNT4	-0.107357	0.411124	-0.053395
SOX9	+	WNT4	0.010961	0.040804	0.000541
GATA4	+	WNT4	0.066192	0.021134	0.001692
DMRT1	+	CBX2	0.002987	0.036020	0.000130
FGF9	+	CBX2	0.052958	0.046873	0.003003
RSPO1	-	CBX2	-0.296974	1.000000	-0.359266
DHH	+	CBX2	0.110174	0.044850	0.005978
CTNNB1	-	CBX2	-0.241178	0.999992	-0.291764
PGD2	-	CBX2	-0.006935	0.039473	-0.000331
WT1mKTS	+	CBX2	0.480424	0.000000	0.000000
SRY	+	CBX2	0.283964	0.000001	0.000000
DKK1	-	CBX2	-0.022098	0.049872	-0.001333
WNT4	-	CBX2	-0.050656	0.276825	-0.016964
CBX2	+	CBX2	0.738204	0.000000	0.000000
AMH	+	CBX2	0.048060	0.045584	0.002650
NR0B1	-	CBX2	-0.126341	0.911762	-0.139356
NR5A1	+	CBX2	0.284531	0.000000	0.000000
WT1pKTS	-	CBX2	-0.025668	0.107943	-0.003352
FOXL2	-	CBX2	-0.061571	0.203902	-0.015188
UGR	+	CBX2	0.440539	0.000000	0.000000
SOX9	+	CBX2	0.090777	0.048291	0.005303
GATA4	+	CBX2	1.409699	0.000000	0.000000
DMRT1	-	AMH	-0.009840	0.049639	-0.000591
FGF9	+	AMH	0.200439	0.000000	0.000000
