Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.292041	0.000009	0.000003
FGF9	+	DMRT1	0.042947	0.038810	0.002250
RSPO1	+	DMRT1	0.173414	0.000000	0.000000
DHH	+	DMRT1	0.050216	0.038771	0.002629
CTNNB1	+	DMRT1	0.116432	0.000292	0.000046
PGD2	-	DMRT1	-0.003480	0.038795	-0.000182
WT1mKTS	+	DMRT1	0.485127	0.000000	0.000000
SRY	+	DMRT1	0.111172	0.012298	0.001846
DKK1	+	DMRT1	0.121710	0.022576	0.003710
WNT4	+	DMRT1	0.099803	0.000914	0.000123
CBX2	-	DMRT1	-0.065304	0.205617	-0.018130
AMH	+	DMRT1	0.096570	0.034424	0.004488
NR0B1	-	DMRT1	-0.123054	0.886460	-0.147281
NR5A1	+	DMRT1	0.093590	0.005440	0.000687
WT1pKTS	+	DMRT1	0.142095	0.000031	0.000006
FOXL2	-	DMRT1	-0.088268	0.435075	-0.051851
UGR	+	DMRT1	0.124181	0.003479	0.000583
SOX9	+	DMRT1	0.177500	0.006930	0.001661
GATA4	+	DMRT1	0.128667	0.000000	0.000000
DMRT1	+	FGF9	0.176840	0.165205	0.039445
FGF9	+	FGF9	0.126958	0.111267	0.019073
RSPO1	+	FGF9	0.041430	0.089081	0.004983
DHH	+	FGF9	0.081129	0.084010	0.009202
CTNNB1	-	FGF9	-0.029063	0.084497	-0.003316
PGD2	+	FGF9	0.180254	0.154479	0.037596
WT1mKTS	-	FGF9	-0.323783	0.439010	-0.191920
SRY	+	FGF9	0.070507	0.092493	0.008805
DKK1	+	FGF9	0.102799	0.100806	0.013992
WNT4	+	FGF9	0.047781	0.092468	0.005965
CBX2	+	FGF9	0.022445	0.069430	0.002104
AMH	+	FGF9	0.158433	0.136256	0.029147
NR0B1	-	FGF9	-0.060373	0.097112	-0.007916
NR5A1	-	FGF9	-0.050998	0.086597	-0.005963
WT1pKTS	+	FGF9	0.071823	0.100402	0.009736
FOXL2	+	FGF9	0.172604	0.255943	0.059646
UGR	+	FGF9	0.190266	0.302270	0.077651
SOX9	+	FGF9	0.149368	0.129711	0.026159
GATA4	+	FGF9	0.399784	0.695092	0.375197
DMRT1	+	RSPO1	0.071171	0.043569	0.004187
FGF9	+	RSPO1	0.007936	0.037442	0.000401
RSPO1	+	RSPO1	1.008978	0.000000	0.000000
DHH	-	RSPO1	-0.038675	0.078810	-0.004115
CTNNB1	+	RSPO1	1.091399	0.000000	0.000000
PGD2	+	RSPO1	0.079118	0.044896	0.004796
WT1mKTS	+	RSPO1	0.249932	0.000000	0.000000
SRY	-	RSPO1	-0.080763	0.325145	-0.035455
DKK1	+	RSPO1	0.019699	0.039962	0.001063
WNT4	+	RSPO1	0.144825	0.000000	0.000000
CBX2	-	RSPO1	-0.271787	1.000000	-0.366961
AMH	+	RSPO1	0.019578	0.039034	0.001032
NR0B1	+	RSPO1	0.000867	0.090097	0.000105
NR5A1	-	RSPO1	-0.093548	0.643249	-0.081247
WT1pKTS	+	RSPO1	0.057273	0.021259	0.001644
FOXL2	+	RSPO1	0.104171	0.000759	0.000107
UGR	-	RSPO1	-0.088111	0.472426	-0.056202
SOX9	+	RSPO1	0.011906	0.037190	0.000598
GATA4	+	RSPO1	1.053502	0.000000	0.000000
DMRT1	+	DHH	0.091696	0.022207	0.002749
FGF9	+	DHH	0.136930	0.009024	0.001668
RSPO1	+	DHH	0.022137	0.040211	0.001202
DHH	+	DHH	0.003922	0.034973	0.000185
CTNNB1	+	DHH	0.486446	0.000000	0.000000
PGD2	+	DHH	0.006421	0.036671	0.000318
WT1mKTS	+	DHH	0.052534	0.000294	0.000021
SRY	+	DHH	0.069970	0.021935	0.002072
DKK1	+	DHH	0.101305	0.018032	0.002466
WNT4	+	DHH	0.454848	0.000000	0.000000
CBX2	+	DHH	0.001798	0.063700	0.000155
