Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	1.224538	0.000000	0.000000
FGF9	+	DMRT1	0.025140	0.045652	0.001597
RSPO1	+	DMRT1	0.086564	0.013925	0.001678
DHH	+	DMRT1	0.037682	0.035794	0.001877
CTNNB1	+	DMRT1	0.003000	0.037872	0.000158
PGD2	+	DMRT1	0.049109	0.026546	0.001814
WT1mKTS	+	DMRT1	1.290194	0.000000	0.000000
SRY	+	DMRT1	0.551616	0.000000	0.000000
DKK1	+	DMRT1	1.270616	0.000000	0.000000
WNT4	-	DMRT1	-0.116664	0.902461	-0.146537
CBX2	-	DMRT1	-0.197352	0.999999	-0.274678
AMH	+	DMRT1	0.070135	0.011823	0.001154
NR0B1	+	DMRT1	0.018237	0.045329	0.001151
NR5A1	-	DMRT1	-0.311059	1.000000	-0.432937
WT1pKTS	+	DMRT1	1.343360	0.000000	0.000000
FOXL2	-	DMRT1	-0.066250	0.137056	-0.012638
UGR	-	DMRT1	-0.039801	0.139653	-0.007736
SOX9	+	DMRT1	0.456408	0.000000	0.000000
GATA4	+	DMRT1	0.159970	0.000000	0.000000
DMRT1	+	FGF9	1.031620	0.000000	0.000000
FGF9	+	FGF9	2.178757	0.000000	0.000000
RSPO1	-	FGF9	-0.058410	0.708793	-0.057622
DHH	+	FGF9	2.045803	0.000000	0.000000
CTNNB1	-	FGF9	-0.031525	0.188169	-0.008256
PGD2	+	FGF9	2.184027	0.000000	0.000000
WT1mKTS	+	FGF9	0.128561	0.000000	0.000000
SRY	+	FGF9	1.426373	0.000000	0.000000
DKK1	-	FGF9	-0.009081	0.187558	-0.002370
WNT4	-	FGF9	-0.006213	0.086229	-0.000746
CBX2	-	FGF9	-0.020752	0.176722	-0.005104
AMH	+	FGF9	1.924337	0.000000	0.000000
NR0B1	-	FGF9	-0.097495	0.999957	-0.135690
NR5A1	+	FGF9	1.377466	0.000000	0.000000
WT1pKTS	+	FGF9	0.888843	0.000000	0.000000
FOXL2	+	FGF9	0.089031	0.000248	0.000031
UGR	+	FGF9	0.040782	0.002518	0.000143
SOX9	+	FGF9	0.812249	0.000000	0.000000
GATA4	-	FGF9	-0.047813	0.984452	-0.065513
DMRT1	+	RSPO1	0.233090	0.248419	0.080592
FGF9	-	RSPO1	-0.198051	0.170958	-0.047125
RSPO1	+	RSPO1	0.521181	0.999985	0.725377
DHH	-	RSPO1	-0.090659	0.097164	-0.012260
CTNNB1	+	RSPO1	0.513220	0.999928	0.714257
PGD2	+	RSPO1	0.036358	0.074419	0.003766
WT1mKTS	-	RSPO1	-0.055919	0.119867	-0.009329
SRY	+	RSPO1	0.059432	0.094038	0.007779
DKK1	+	RSPO1	0.164245	0.141228	0.032284
WNT4	+	RSPO1	0.295251	0.576827	0.237038
CBX2	+	RSPO1	0.137580	0.121616	0.023288
AMH	+	RSPO1	0.035236	0.072154	0.003539
NR0B1	-	RSPO1	-0.023432	0.069810	-0.002277
NR5A1	-	RSPO1	-0.564235	0.999269	-0.784738
WT1pKTS	-	RSPO1	-0.096848	0.130415	-0.017579
FOXL2	+	RSPO1	0.028939	0.041024	0.001652
UGR	-	RSPO1	-0.041884	0.063628	-0.003709
SOX9	-	RSPO1	-0.133774	0.115622	-0.021528
GATA4	+	RSPO1	0.708172	0.999989	0.985636
DMRT1	-	DHH	-0.015221	0.084962	-0.001800
FGF9	+	DHH	0.479706	0.004262	0.002846
RSPO1	-	DHH	-0.091529	0.145940	-0.018592
DHH	+	DHH	0.264804	0.012403	0.004571
CTNNB1	+	DHH	0.025876	0.046043	0.001658
PGD2	+	DHH	0.468138	0.004203	0.002739
WT1mKTS	+	DHH	0.052531	0.054501	0.003985
SRY	+	DHH	0.131773	0.027397	0.005025
DKK1	+	DHH	0.113105	0.040718	0.006410
WNT4	-	DHH	-0.040125	0.090322	-0.005044
CBX2	-	DHH	-0.018714	0.064259	-0.001674
AMH	+	DHH	0.419935	0.003095	0.001809
NR0B1	-	DHH	-0.174001	0.778697	-0.188582
NR5A1	+	DHH	0.217118	0.001298	0.000392
WT1pKTS	-	DHH	-0.271416	0.925529	-0.349630
FOXL2	-	DHH	-0.027714	0.045243	-0.001745
UGR	-	DHH	-0.024297	0.058814	-0.001989
SOX9	+	DHH	0.107070	0.051084	0.007613
GATA4	+	DHH	0.315173	0.001556	0.000682
DMRT1	+	CTNNB1	0.015473	0.072110	0.001553
FGF9	-	CTNNB1	-0.033981	0.068754	-0.003252
RSPO1	+	CTNNB1	0.488056	0.999938	0.679243
DHH	+	CTNNB1	0.008326	0.059466	0.000689
CTNNB1	+	CTNNB1	0.545364	0.999992	0.759041
PGD2	+	CTNNB1	0.007072	0.060079	0.000591
WT1mKTS	-	CTNNB1	-0.064204	0.111154	-0.009933
SRY	+	CTNNB1	0.140809	0.131238	0.025720
DKK1	-	CTNNB1	-0.039351	0.080133	-0.004389
WNT4	+	CTNNB1	0.159850	0.138469	0.030807
CBX2	+	CTNNB1	0.128875	0.118488	0.021253
AMH	+	CTNNB1	0.024061	0.064392	0.002156
NR0B1	+	CTNNB1	0.074360	0.096568	0.009994
NR5A1	+	CTNNB1	0.093367	0.105268	0.013680
WT1pKTS	+	CTNNB1	0.180253	0.137882	0.034592
FOXL2	+	CTNNB1	0.123616	0.095352	0.016406
UGR	-	CTNNB1	-0.059646	0.073934	-0.006138
SOX9	-	CTNNB1	-0.019430	0.067389	-0.001822
GATA4	-	CTNNB1	-0.173323	0.152058	-0.036681
DMRT1	+	PGD2	0.189289	0.000000	0.000000
FGF9	+	PGD2	1.407640	0.000000	0.000000
RSPO1	-	PGD2	-0.022192	0.080254	-0.002479
DHH	+	PGD2	1.218038	0.000000	0.000000
CTNNB1	-	PGD2	-0.000260	0.035594	-0.000013
PGD2	+	PGD2	1.067941	0.000000	0.000000
WT1mKTS	+	PGD2	0.387676	0.000000	0.000000
SRY	+	PGD2	0.738638	0.000000	0.000000
DKK1	-	PGD2	-0.006592	0.115978	-0.001064
WNT4	-	PGD2	-0.030605	0.156644	-0.006672
CBX2	+	PGD2	0.020331	0.035724	0.001011
AMH	+	PGD2	1.338587	0.000000	0.000000
NR0B1	-	PGD2	-0.147828	0.999996	-0.205749
NR5A1	+	PGD2	0.703259	0.000000	0.000000
WT1pKTS	+	PGD2	1.132301	0.000000	0.000000
FOXL2	-	PGD2	-0.070160	0.212485	-0.020749
UGR	-	PGD2	-0.062963	0.374398	-0.032810
SOX9	+	PGD2	0.648260	0.000000	0.000000
GATA4	-	PGD2	-0.094021	0.992467	-0.129874
DMRT1	+	WT1mKTS	0.024129	0.072478	0.002434
FGF9	+	WT1mKTS	0.023568	0.078045	0.002560
RSPO1	+	WT1mKTS	0.031168	0.079849	0.003464
DHH	+	WT1mKTS	0.021797	0.078245	0.002374
CTNNB1	+	WT1mKTS	0.022447	0.073375	0.002292
