DMRT1 FGF9 0.0280551669153227
DMRT1 RSPO1 0.071806057085605
DMRT1 DHH 0.0285423842152143
DMRT1 CTNNB1 0.0438815884358337
DMRT1 PGD2 0.0372467909295291
DMRT1 WT1mKTS 0.0756219347457485
DMRT1 SRY 0.103343328215151
DMRT1 DKK1 0.0522749578973119
DMRT1 WNT4 0.0401656331243907
DMRT1 CBX2 0.0398291121176674
DMRT1 AMH 0.00996628217226414
DMRT1 NR0B1 0.0413509595032947
DMRT1 NR5A1 0.0331042120122874
DMRT1 WT1pKTS 0.0531559162468823
DMRT1 FOXL2 0.026856384960894
DMRT1 UGR 0.0481013008478205
DMRT1 SOX9 0.0490040601584985
DMRT1 GATA4 0.0557076194609312
FGF9 DMRT1 0.0536076443636544
FGF9 RSPO1 0.0617445154737654
FGF9 DHH 0.0455098213318459
FGF9 CTNNB1 0.0328674855242982
FGF9 PGD2 0.0394572914503154
FGF9 WT1mKTS 0.0504899918570354
FGF9 SRY 0.110282268886854
FGF9 DKK1 0.0695236349836028
FGF9 WNT4 0.0351882688025045
FGF9 CBX2 0.0433195519916174
FGF9 AMH 0.0373221775728079
FGF9 NR0B1 0.0162880273811371
FGF9 NR5A1 0.0742811546927974
FGF9 WT1pKTS 0.0268574572602244
FGF9 FOXL2 0.0255635043506945
FGF9 UGR 0.0397804059222896
FGF9 SOX9 0.0267059036081346
FGF9 GATA4 0.00877458430119025
RSPO1 DMRT1 0.0631443600843783
RSPO1 FGF9 0.0460791014666099
RSPO1 DHH 0.0361359080234855
RSPO1 CTNNB1 0.0458745089405607
RSPO1 PGD2 0.0191971929752902
RSPO1 WT1mKTS 0.0686952129291568
RSPO1 SRY 0.0708038327065746
RSPO1 DKK1 0.0700551953647803
RSPO1 WNT4 0.0261664620619963
RSPO1 CBX2 0.0534416588972086
RSPO1 AMH 0.0274742785720092
RSPO1 NR0B1 0.0436109072777891
RSPO1 NR5A1 0.0796871683458821
RSPO1 WT1pKTS 0.0616540576825893
RSPO1 FOXL2 0.00973827444439255
RSPO1 UGR 0.0374158718618213
RSPO1 SOX9 0.0506991164447732
RSPO1 GATA4 0.0785125507791542
DHH DMRT1 0.0720622253585288
DHH FGF9 0.0157634014553471
DHH RSPO1 0.0500819613849968
DHH CTNNB1 0.0250908611702661
DHH PGD2 0.0362763138478593
DHH WT1mKTS 0.0173157416060245
DHH SRY 0.0893789527283129
DHH DKK1 0.0500248269248809
DHH WNT4 0.0579868104781362
DHH CBX2 0.0498103271532055
DHH AMH 0.0386261138759986
DHH NR0B1 0.0290650008158136
DHH NR5A1 0.0773885538597928
DHH WT1pKTS 0.0165493366331788
DHH FOXL2 0.0205520062411485
DHH UGR 0.0549205795133468
DHH SOX9 0.0240326112609893
DHH GATA4 0.00754706676769534
CTNNB1 DMRT1 0.0466119300741503
CTNNB1 FGF9 0.0454029612451562
CTNNB1 RSPO1 0.0501595474757096
CTNNB1 DHH 0.031949316088444
CTNNB1 PGD2 0.0340164669739421
CTNNB1 WT1mKTS 0.0347495505248581
CTNNB1 SRY 0.0642593676760791
CTNNB1 DKK1 0.0630738505392406
CTNNB1 WNT4 0.0319511442356351
CTNNB1 CBX2 0.0615036606719506
CTNNB1 AMH 0.0153033401727349
CTNNB1 NR0B1 0.0276702582846922
CTNNB1 NR5A1 0.0647939807738679
CTNNB1 WT1pKTS 0.0381544615972942
CTNNB1 FOXL2 0.0157062072916913
CTNNB1 UGR 0.0486648517484985
CTNNB1 SOX9 0.0445260615783547
CTNNB1 GATA4 0.0402853039221651
PGD2 DMRT1 0.051579496372246
PGD2 FGF9 0.0221337206726123
PGD2 RSPO1 0.0450151909084341
PGD2 DHH 0.0350938371590382
PGD2 CTNNB1 0.0430851601095936
PGD2 WT1mKTS 0.0412658643866883
PGD2 SRY 0.087205463839476
PGD2 DKK1 0.0679720955463193
PGD2 WNT4 0.0340635998735175
PGD2 CBX2 0.042861638834082
PGD2 AMH 0.0382830959912241
PGD2 NR0B1 0.0292254138639365
PGD2 NR5A1 0.0902554549145037
PGD2 WT1pKTS 0.0186693229718715
PGD2 FOXL2 0.0128712475515828
PGD2 UGR 0.0461203098238035
PGD2 SOX9 0.028863370490844
PGD2 GATA4 0.0286056946547203
WT1mKTS DMRT1 0.032211120365461
WT1mKTS FGF9 0.0148128904938157
WT1mKTS RSPO1 0.0439252895635624
WT1mKTS DHH 0.0200658310602903
WT1mKTS CTNNB1 0.0101640840383119
WT1mKTS PGD2 0.0154432933780242
WT1mKTS SRY 0.0561446647612977
WT1mKTS DKK1 0.0473395588356301
WT1mKTS WNT4 0.0258248207700377
WT1mKTS CBX2 0.0250150502764853
WT1mKTS AMH 0.0128966328362963
WT1mKTS NR0B1 0.0292654590692773
WT1mKTS NR5A1 0.0406744300572341
WT1mKTS WT1pKTS 0.064987840425758
WT1mKTS FOXL2 0.0264592438997583
WT1mKTS UGR 0.0255855883641774
WT1mKTS SOX9 0.026614517500739
WT1mKTS GATA4 0.0311288588530764
SRY DMRT1 0.0383573015675105
SRY FGF9 0.0295065719578372
SRY RSPO1 0.0493518216199553
SRY DHH 0.025498115057872
SRY CTNNB1 0.0370964348056345
SRY PGD2 0.0471280882023436
SRY WT1mKTS 0.0510947396188041
SRY DKK1 0.0426893591807029
SRY WNT4 0.0412891906404783
SRY CBX2 0.042881167846726
SRY AMH 0.0248231443902197
SRY NR0B1 0.0613258147581391
SRY NR5A1 0.0475811796639309
SRY WT1pKTS 0.050146368859581
SRY FOXL2 0.0417845316053781
SRY UGR 0.0433134626312547
SRY SOX9 0.0267405042499205
SRY GATA4 0.0820298054619329
DKK1 DMRT1 0.0614220236126343
DKK1 FGF9 0.0402724196865776
DKK1 RSPO1 0.0509815817753502
DKK1 DHH 0.0452166810729402
DKK1 CTNNB1 0.0190884207045098
DKK1 PGD2 0.0360702283876556
DKK1 WT1mKTS 0.0632703525300735
DKK1 SRY 0.0877150931197471
DKK1 WNT4 0.0620213239458506
DKK1 CBX2 0.0801032307181117
DKK1 AMH 0.0214516218010301
DKK1 NR0B1 0.0361031833769412
DKK1 NR5A1 0.0445527202548799
DKK1 WT1pKTS 0.0608410948966168
DKK1 FOXL2 0.0507113532839911
DKK1 UGR 0.0391066545938881
DKK1 SOX9 0.0303460092703416
DKK1 GATA4 0.0960902012769759
WNT4 DMRT1 0.0700686750815009
WNT4 FGF9 0.0238251501687901
WNT4 RSPO1 0.0587981339987637
WNT4 DHH 0.0308919140652001
WNT4 CTNNB1 0.0499926029865913
WNT4 PGD2 0.0300564240556782
WNT4 WT1mKTS 0.0543057923221337
WNT4 SRY 0.0705389071757631
WNT4 DKK1 0.0736718438607067
WNT4 CBX2 0.0950136392480086
WNT4 AMH 0.0104769105015898
WNT4 NR0B1 0.071302120419976
WNT4 NR5A1 0.0474015632453558
WNT4 WT1pKTS 0.0309489575598543
WNT4 FOXL2 0.0333881801693801
WNT4 UGR 0.0549168648121011
WNT4 SOX9 0.0293569176969805
WNT4 GATA4 0.0345381705543455
CBX2 DMRT1 0.0397574531046056
CBX2 FGF9 0.0429658499237681
CBX2 RSPO1 0.0332213752143683
CBX2 DHH 0.0281298425527677
CBX2 CTNNB1 0.0312768213572853
CBX2 PGD2 0.0641251519871691
CBX2 WT1mKTS 0.0730228295174179
CBX2 SRY 0.0551002459837025
CBX2 DKK1 0.0347308168391958
CBX2 WNT4 0.0396096935794524
