TF	target	importance
FOXL2	WT1pKTS	134.8005246918107
WT1pKTS	FOXL2	101.88509914413459
CBX2	UGR	96.99478127989651
SRY	DKK1	96.5662885007965
DKK1	DMRT1	94.76084297177015
NR5A1	CBX2	85.189814403455
DMRT1	DKK1	85.03933804428522
NR5A1	WT1pKTS	84.08998969738047
UGR	CBX2	81.18482152940847
CTNNB1	FOXL2	80.48612101147839
WT1pKTS	SRY	77.58383765082061
NR5A1	FOXL2	75.46282866900732
FOXL2	NR5A1	74.39841125593557
SRY	DMRT1	73.5984730518966
WT1pKTS	NR5A1	71.86196908506729
DMRT1	SRY	69.77722351324208
CTNNB1	SRY	69.66118923092985
CTNNB1	WT1pKTS	68.91378631512835
NR0B1	WNT4	68.00219481632013
RSPO1	NR5A1	67.98689703503034
FOXL2	SRY	67.41564130342621
RSPO1	WNT4	66.79438921332346
RSPO1	CTNNB1	65.38944137838581
NR5A1	UGR	64.16544768083031
UGR	NR0B1	62.28043936816666
SOX9	WNT4	62.09441142302188
DHH	WNT4	60.16445025097317
CTNNB1	RSPO1	58.62541443346473
RSPO1	FOXL2	57.76334747787615
NR5A1	RSPO1	56.41423350779749
CTNNB1	WNT4	56.08341547811394
RSPO1	SRY	55.48230202964642
RSPO1	WT1pKTS	55.34702351402843
DKK1	SRY	55.289909115837126
CTNNB1	NR5A1	53.1678524041837
DKK1	SOX9	52.989557627873744
NR0B1	UGR	52.820339900581445
SOX9	DKK1	52.367065454425315
AMH	NR0B1	51.958069194887536
FGF9	WT1mKTS	51.47741771710757
CBX2	NR5A1	51.1531379794197
FOXL2	CTNNB1	50.7758206498051
WNT4	NR0B1	50.614040677890756
SOX9	DMRT1	50.486745471084866
WNT4	CTNNB1	49.34456191958815
WNT4	RSPO1	47.267689197170895
WT1mKTS	GATA4	47.17741684877599
WT1pKTS	RSPO1	46.92813110065659
SRY	WT1pKTS	46.45676638584742
UGR	RSPO1	46.03684081132066
CTNNB1	CBX2	45.77268629000804
AMH	PGD2	44.812429620470205
UGR	WT1mKTS	44.78897763400353
NR5A1	CTNNB1	44.629999290999386
WT1pKTS	CBX2	44.629414582538764
NR0B1	CTNNB1	44.43098939202442
DKK1	WNT4	44.38101241264566
FOXL2	RSPO1	44.252942703185695
GATA4	WT1mKTS	44.235998548199895
RSPO1	CBX2	42.52854135904176
FGF9	AMH	42.5187311912374
WT1pKTS	DKK1	42.49842596757494
DHH	SOX9	42.48685512586142
DHH	PGD2	42.365621698129246
DHH	GATA4	41.88885899106381
SRY	FOXL2	41.347409383707344
WNT4	FGF9	41.27410155705565
SOX9	FGF9	41.225336924755936
PGD2	AMH	41.20358015089832
WNT4	FOXL2	40.99084531305185
PGD2	WNT4	40.81572537753227
FGF9	DHH	40.543545750094175
SOX9	RSPO1	40.300437543097566
CTNNB1	DMRT1	40.2514198404902
DKK1	WT1mKTS	39.88025902055126
NR0B1	RSPO1	39.75090923549023
GATA4	SRY	39.728549337588916
WT1pKTS	UGR	39.64277365081602
NR5A1	NR0B1	39.607962236689126
AMH	DHH	39.505303087351614
WT1pKTS	WNT4	39.332294207560444
CBX2	RSPO1	39.17492821037838
PGD2	DHH	38.73446924636576
UGR	WNT4	38.297147949818616
RSPO1	UGR	38.28280015763046
DKK1	CBX2	38.26128583068029
FGF9	WNT4	38.25988609452996
PGD2	NR0B1	37.986217173766995
RSPO1	NR0B1	37.82924078834533
GATA4	PGD2	37.76917766326437
PGD2	SOX9	37.751532017228264
WT1pKTS	WT1mKTS	37.64682077848328
AMH	WNT4	37.561100272473745
WT1mKTS	FGF9	37.48577074585052
WT1mKTS	SOX9	36.89540419198854
NR0B1	CBX2	36.81753354549638
FGF9	NR0B1	36.77824366611052
AMH	FGF9	36.358008878326885
DKK1	CTNNB1	36.30200096230957
PGD2	FGF9	36.21102177880981
NR5A1	WNT4	36.09564192099917
WT1mKTS	SRY	36.03317807986688
CBX2	CTNNB1	36.02762856002595
NR0B1	NR5A1	35.98282481325715
PGD2	GATA4	35.969879790001194
DHH	NR0B1	35.91106356180996
UGR	SRY	35.80498730539419
SOX9	AMH	35.014463477648945
WT1mKTS	DHH	34.04469785324227
GATA4	DMRT1	33.91282477926473
FOXL2	CBX2	33.87591128915175
DHH	AMH	33.61278646146074
DMRT1	CTNNB1	33.42823787073307
AMH	DKK1	33.242839483911894
CTNNB1	NR0B1	33.200152538014414
NR0B1	FGF9	32.98757614641017
WNT4	NR5A1	32.86015639764731
AMH	GATA4	32.60727202503054
PGD2	WT1mKTS	32.287865182697956
WNT4	DKK1	32.27919105098429
GATA4	DHH	32.20760774661886
WT1pKTS	NR0B1	31.989297873948868
DMRT1	WNT4	31.984916646343322
WT1mKTS	PGD2	31.947223770394626
NR5A1	SRY	31.919007177780646
UGR	NR5A1	31.876522235177028
NR0B1	AMH	31.869020653134307
GATA4	DKK1	31.709766816580125
AMH	SOX9	31.674805330396765
WNT4	SOX9	31.555941965527957
WNT4	PGD2	31.542765794144184
DMRT1	GATA4	31.47676990704829
NR5A1	DMRT1	31.47002944819325
SRY	UGR	31.277363685698813
CTNNB1	UGR	31.214925590968722
