Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
NR5A1	WT1pKTS	0.370547973685666	1.06344723920006e-52
WT1pKTS	NR5A1	0.370547973685665	1.06344723920011e-52
DMRT1	DKK1	0.278252686998891	1.54436638979415e-29
DKK1	DMRT1	0.278252686998891	1.54436638979419e-29
CTNNB1	RSPO1	0.229622453131328	2.189774538581e-20
RSPO1	CTNNB1	0.229622453131328	2.18977453858103e-20
SRY	DKK1	0.217122381929146	2.41021431181237e-18
DKK1	SRY	0.217122381929145	2.41021431181251e-18
NR0B1	WNT4	0.21176688163111	1.65650726557474e-17
WNT4	NR0B1	0.21176688163111	1.6565072655748e-17
CBX2	UGR	0.20858306155725	5.08497619868614e-17
UGR	CBX2	0.20858306155725	5.08497619868629e-17
CTNNB1	WNT4	0.191780112325759	1.4055023166998e-14
WNT4	CTNNB1	0.191780112325759	1.40550231669993e-14
NR5A1	CBX2	0.191562154284166	1.50691268511946e-14
CBX2	NR5A1	0.191562154284166	1.50691268511957e-14
SRY	DMRT1	0.171504304788808	6.45651184643314e-12
DMRT1	SRY	0.171504304788808	6.45651184643326e-12
NR0B1	SRY	0.144533418712382	7.63370290608151e-09
SRY	NR0B1	0.144533418712382	7.63370290608159e-09
WT1pKTS	UGR	0.132363085489408	1.25408477099358e-07
UGR	WT1pKTS	0.132363085489408	1.2540847709936e-07
WT1pKTS	WT1mKTS	0.131920111474625	1.38228680069957e-07
WT1mKTS	WT1pKTS	0.131920111474625	1.38228680069959e-07
WNT4	RSPO1	0.129019075309181	2.59434030324656e-07
RSPO1	WNT4	0.129019075309181	2.59434030324658e-07
AMH	PGD2	0.127618366252654	3.49893125071894e-07
PGD2	AMH	0.127618366252654	3.49893125071903e-07
WT1mKTS	GATA4	0.1258728187562	5.05715347110643e-07
GATA4	WT1mKTS	0.125872818756199	5.05715347110662e-07
FGF9	DHH	0.12145826174602	1.256033976966e-06
DHH	FGF9	0.12145826174602	1.25603397696603e-06
SOX9	DKK1	0.116025416481895	3.68701584978636e-06
DKK1	SOX9	0.116025416481895	3.68701584978636e-06
DHH	AMH	0.11300517551824	6.57440482987751e-06
AMH	DHH	0.11300517551824	6.57440482987758e-06
SRY	WT1pKTS	0.108523959671695	1.5100978043058e-05
WT1pKTS	SRY	0.108523959671694	1.51009780430583e-05
DHH	PGD2	0.106866723250455	2.03744960157129e-05
PGD2	DHH	0.106866723250455	2.03744960157129e-05
SOX9	DMRT1	0.100932453668509	5.74865506917506e-05
DMRT1	SOX9	0.100932453668509	5.74865506917541e-05
WT1pKTS	GATA4	0.0951010612169287	0.000151022677310668
GATA4	WT1pKTS	0.0951010612169286	0.00015102267731067
WT1pKTS	DMRT1	0.0833906145787943	0.000896886145543359
DMRT1	WT1pKTS	0.0833906145787943	0.000896886145543359
UGR	FOXL2	0.0814075876051104	0.00118785124738834
FOXL2	UGR	0.0814075876051103	0.00118785124738835
FGF9	PGD2	0.0754208485326835	0.00267621412481002
PGD2	FGF9	0.0754208485326835	0.00267621412481006
SOX9	DHH	0.0723965446459125	0.00395230790850986
DHH	SOX9	0.0723965446459124	0.00395230790850988
CTNNB1	NR0B1	0.0713891984096703	0.00448680936966305
NR0B1	CTNNB1	0.0713891984096702	0.00448680936966311
WT1mKTS	FOXL2	0.0651118199814463	0.009561319908333
FOXL2	WT1mKTS	0.0651118199814462	0.00956131990833307
CTNNB1	FOXL2	0.064888453494592	0.00981172288356978
FOXL2	CTNNB1	0.064888453494592	0.00981172288356981
AMH	FGF9	0.063252466670061	0.0118306951961952
FGF9	AMH	0.0632524666700608	0.0118306951961955
RSPO1	FOXL2	0.0627204852567444	0.0125623100889183
FOXL2	RSPO1	0.0627204852567443	0.0125623100889184
GATA4	CBX2	0.0538308026125365	0.0322237874243401
CBX2	GATA4	0.0538308026125365	0.0322237874243402
NR5A1	SOX9	0.0537818402404084	0.0323812199706835
SOX9	NR5A1	0.0537818402404083	0.0323812199706835
SOX9	PGD2	0.0528713377343958	0.0354310025629618
PGD2	SOX9	0.0528713377343956	0.0354310025629624
WT1pKTS	DKK1	0.0494627099383387	0.0491118517672728
DKK1	WT1pKTS	0.0494627099383387	0.0491118517672729
SOX9	FGF9	0.0382724566004866	0.127984415546392
