Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
NR5A1	WT1pKTS	0.360424889346085	9.349594544274e-50
WT1pKTS	NR5A1	0.360424889346084	9.34959454427468e-50
DMRT1	DKK1	0.295918831371582	2.32776092179184e-33
DKK1	DMRT1	0.295918831371581	2.32776092179201e-33
CTNNB1	RSPO1	0.234383892251358	3.38878150831345e-21
RSPO1	CTNNB1	0.234383892251357	3.38878150831394e-21
WNT4	NR0B1	0.225727771987283	9.76755641738168e-20
NR0B1	WNT4	0.225727771987283	9.76755641738246e-20
UGR	CBX2	0.207545398390231	7.30037441899933e-17
CBX2	UGR	0.207545398390231	7.30037441899944e-17
SRY	DKK1	0.199495544694788	1.1312516511623e-15
DKK1	SRY	0.199495544694788	1.13125165116237e-15
CTNNB1	WNT4	0.196271683037804	3.28324672443956e-15
WNT4	CTNNB1	0.196271683037804	3.28324672443959e-15
NR5A1	CBX2	0.181972814062334	2.97743729614916e-13
CBX2	NR5A1	0.181972814062334	2.97743729614926e-13
SRY	DMRT1	0.171469458336318	6.52093858640627e-12
DMRT1	SRY	0.171469458336318	6.52093858640632e-12
SRY	NR0B1	0.147680431051937	3.55854592464131e-09
NR0B1	SRY	0.147680431051937	3.55854592464135e-09
RSPO1	WNT4	0.142800926159362	1.15397038505464e-08
WNT4	RSPO1	0.142800926159362	1.15397038505467e-08
SRY	WT1pKTS	0.131397848414036	1.54973888014927e-07
WT1pKTS	SRY	0.131397848414036	1.54973888014932e-07
WT1pKTS	WT1mKTS	0.127079981609885	3.92195566407073e-07
WT1mKTS	WT1pKTS	0.127079981609885	3.92195566407084e-07
WT1mKTS	GATA4	0.126191140343756	4.73033800156431e-07
GATA4	WT1mKTS	0.126191140343755	4.73033800156439e-07
DHH	PGD2	0.123383580726481	8.47922124838468e-07
PGD2	DHH	0.123383580726481	8.47922124838484e-07
FGF9	DHH	0.121098261566826	1.35090049277155e-06
DHH	FGF9	0.121098261566826	1.35090049277157e-06
AMH	DHH	0.12000989931265	1.68142370996071e-06
DHH	AMH	0.12000989931265	1.68142370996073e-06
GATA4	WT1pKTS	0.117685123226996	2.66666193204117e-06
WT1pKTS	GATA4	0.117685123226995	2.66666193204119e-06
DMRT1	SOX9	0.113170019224869	6.37248608603634e-06
SOX9	DMRT1	0.113170019224869	6.3724860860365e-06
PGD2	AMH	0.112602820042208	7.09325124841865e-06
AMH	PGD2	0.112602820042208	7.09325124841869e-06
SOX9	DKK1	0.11170645102107	8.39341439014836e-06
DKK1	SOX9	0.111706451021069	8.39341439014868e-06
UGR	WT1pKTS	0.107593591344529	1.78757105671523e-05
WT1pKTS	UGR	0.107593591344529	1.78757105671526e-05
CTNNB1	FOXL2	0.0966343702193995	0.000117750428758958
FOXL2	CTNNB1	0.0966343702193994	0.000117750428758959
CTNNB1	NR0B1	0.0910378916388112	0.000286965932497167
NR0B1	CTNNB1	0.0910378916388112	0.000286965932497167
FGF9	AMH	0.0734163754490941	0.00347066792729837
AMH	FGF9	0.0734163754490941	0.00347066792729837
DMRT1	WT1pKTS	0.071128915247098	0.00463516028230484
WT1pKTS	DMRT1	0.0711289152470979	0.00463516028230486
SOX9	DHH	0.0697121991361167	0.00552322974733345
DHH	SOX9	0.0697121991361167	0.00552322974733346
UGR	FOXL2	0.0696967655633183	0.00553369643539154
FOXL2	UGR	0.0696967655633182	0.00553369643539163
WT1pKTS	CBX2	0.0671409960890343	0.00753467815825085
CBX2	WT1pKTS	0.0671409960890343	0.00753467815825086
NR5A1	SOX9	0.0666035438632367	0.00803010996754493
SOX9	NR5A1	0.0666035438632367	0.00803010996754494
FGF9	PGD2	0.0561978470075786	0.0253556475683025
PGD2	FGF9	0.0561978470075785	0.0253556475683026
SOX9	FGF9	0.0545234291164215	0.0300659821743421
FGF9	SOX9	0.0545234291164214	0.0300659821743423
GATA4	CBX2	0.0501715005890666	0.0459502254773094
CBX2	GATA4	0.0501715005890666	0.0459502254773095
SOX9	PGD2	0.0467400477930758	0.0630001751007501
PGD2	SOX9	0.0467400477930757	0.0630001751007503
GATA4	FOXL2	0.0442008607657315	0.0787327546728284
FOXL2	GATA4	0.0442008607657314	0.0787327546728289
RSPO1	FOXL2	0.0433841068246935	0.0844248959070262
