Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
WT1pKTS	NR5A1	0.363681178732521	1.0847087299342e-50
NR5A1	WT1pKTS	0.363681178732521	1.08470872993426e-50
DKK1	DMRT1	0.266094914638553	4.58945207732921e-27
DMRT1	DKK1	0.266094914638552	4.58945207733034e-27
RSPO1	CTNNB1	0.234758614368532	2.92077095582037e-21
CTNNB1	RSPO1	0.234758614368532	2.9207709558205e-21
SRY	DKK1	0.222896073878559	2.84692354848185e-19
DKK1	SRY	0.222896073878559	2.84692354848191e-19
WNT4	NR0B1	0.211459387603245	1.84748266266268e-17
NR0B1	WNT4	0.211459387603245	1.8474826626627e-17
NR5A1	CBX2	0.201211114342494	6.36904965284004e-16
CBX2	NR5A1	0.201211114342494	6.36904965284004e-16
CTNNB1	WNT4	0.197579352595338	2.13579542693125e-15
WNT4	CTNNB1	0.197579352595338	2.13579542693127e-15
UGR	CBX2	0.194584904321748	5.6920008220411e-15
CBX2	UGR	0.194584904321748	5.69200082204116e-15
DMRT1	SRY	0.170576424218026	8.40456930638803e-12
SRY	DMRT1	0.170576424218025	8.40456930638885e-12
RSPO1	WNT4	0.151799003988985	1.27867521833264e-09
WNT4	RSPO1	0.151799003988985	1.27867521833265e-09
NR0B1	SRY	0.143066419839435	1.0835086650196e-08
SRY	NR0B1	0.143066419839435	1.0835086650196e-08
GATA4	WT1mKTS	0.138651767438124	3.04301460147512e-08
WT1mKTS	GATA4	0.138651767438124	3.04301460147516e-08
AMH	DHH	0.138097760330293	3.45626797412127e-08
DHH	AMH	0.138097760330293	3.4562679741213e-08
WT1mKTS	WT1pKTS	0.137152788933258	4.28980102702406e-08
WT1pKTS	WT1mKTS	0.137152788933258	4.28980102702411e-08
FGF9	DHH	0.131042983273655	1.67452729662747e-07
DHH	FGF9	0.131042983273655	1.67452729662748e-07
WT1pKTS	UGR	0.121912392339981	1.14546761746467e-06
UGR	WT1pKTS	0.121912392339981	1.14546761746468e-06
SOX9	DKK1	0.121764229994529	1.1804696014402e-06
DKK1	SOX9	0.121764229994529	1.18046960144024e-06
SRY	WT1pKTS	0.12145756350606	1.25621162264063e-06
WT1pKTS	SRY	0.121457563506059	1.25621162264065e-06
DMRT1	SOX9	0.1178160008641	2.59891149774459e-06
SOX9	DMRT1	0.1178160008641	2.59891149774466e-06
FGF9	PGD2	0.104568139955715	3.06487584695844e-05
PGD2	FGF9	0.104568139955715	3.0648758469585e-05
WT1pKTS	GATA4	0.0989474373470936	8.03393713373872e-05
GATA4	WT1pKTS	0.0989474373470936	8.03393713373877e-05
PGD2	DHH	0.090131727982133	0.000329990875507856
DHH	PGD2	0.0901317279821329	0.000329990875507859
CTNNB1	NR0B1	0.0868956928896326	0.000537912052169139
NR0B1	CTNNB1	0.0868956928896325	0.000537912052169144
AMH	PGD2	0.078942743524591	0.00167045983209861
PGD2	AMH	0.0789427435245909	0.00167045983209862
SOX9	DHH	0.0772265953262312	0.0021066148853081
DHH	SOX9	0.0772265953262311	0.00210661488530812
SOX9	NR5A1	0.0762495737474805	0.00239929918888128
NR5A1	SOX9	0.0762495737474805	0.00239929918888129
WT1pKTS	DMRT1	0.0636366648757433	0.0113260532211152
DMRT1	WT1pKTS	0.0636366648757432	0.0113260532211153
SOX9	PGD2	0.0618004994082192	0.0139223401893937
PGD2	SOX9	0.061800499408219	0.0139223401893939
FGF9	AMH	0.0600607675707579	0.0168527897073913
AMH	FGF9	0.0600607675707579	0.0168527897073913
CTNNB1	FOXL2	0.05739039761395	0.0224029148235686
FOXL2	CTNNB1	0.0573903976139499	0.0224029148235687
UGR	FOXL2	0.0528361574219233	0.0355535961359999
FOXL2	UGR	0.0528361574219233	0.035553596136
GATA4	CBX2	0.0525711233985163	0.0364888389018696
CBX2	GATA4	0.0525711233985163	0.0364888389018699
DKK1	WT1pKTS	0.0521482681338503	0.0380243365455601
WT1pKTS	DKK1	0.0521482681338503	0.0380243365455601
WT1mKTS	FOXL2	0.0506019684916657	0.0441150102556109
FOXL2	WT1mKTS	0.0506019684916657	0.0441150102556111
CBX2	WT1pKTS	0.0437899375705084	0.0815563123336195
WT1pKTS	CBX2	0.0437899375705083	0.0815563123336201
