160,75,70,168,100,157,351,144,128,73,254,267,94,335,349,68,26,259,299
212,150,29,243,54,126,345,279,123,23,127,84,59,337,361,130,140,124,359
190,297,105,165,102,76,277,158,71,113,211,156,194,37,356,252,2,312,358
241,283,72,87,80,121,353,222,199,12,172,58,138,293,360,287,77,69,285
170,310,88,291,31,262,298,182,139,111,95,210,125,202,348,116,1,270,271
286,187,10,258,56,215,339,216,203,15,137,306,67,91,355,136,40,263,290
133,61,16,173,131,240,332,317,152,163,289,264,196,135,206,24,167,204,233
92,192,78,250,9,328,352,32,66,99,89,324,109,257,357,11,147,303,350
280,228,83,184,49,232,319,33,162,230,107,195,120,260,288,145,141,148,180
300,301,48,304,35,219,309,64,103,164,47,275,43,171,333,129,60,272,249
213,225,179,294,122,183,305,169,246,229,7,330,39,326,314,114,8,53,154
28,248,38,265,79,205,336,214,235,25,201,151,30,181,329,242,90,208,318
295,269,117,315,18,268,266,74,191,207,82,146,42,343,325,119,27,255,97
112,327,52,193,155,217,354,322,175,41,55,161,4,198,347,316,3,178,273
331,96,186,221,6,227,159,311,110,200,142,153,177,143,341,14,93,238,321
282,239,86,281,13,149,308,236,98,253,20,296,50,284,344,34,57,223,231
176,323,22,346,62,245,237,106,115,134,36,340,63,256,313,65,51,292,209
188,226,45,307,44,81,247,278,261,46,19,21,132,218,220,342,174,224,334
104,234,5,166,17,244,302,320,276,185,85,101,108,338,197,189,118,274,251
