Regulator	Target	SINGE_Score
WT1mKTS	UGR	6
WT1pKTS	CBX2	1.5
WT1pKTS	UGR	0.66666
WT1pKTS	SOX9	0.375
WT1mKTS	SOX9	0.24
GATA4	SRY	0.16666
WT1mKTS	SRY	0.12244
WT1mKTS	RSPO1	0.09375
WT1mKTS	NR0B1	0.07407
GATA4	NR0B1	0.06
WT1mKTS	DHH	0.04958
WT1mKTS	CBX2	0.04166
WT1pKTS	DKK1	0.0355
SRY	DMRT1	0.03061
WT1mKTS	PGD2	0.02666
GATA4	SOX9	0.02343
WT1mKTS	FGF9	0.02076
GATA4	WNT4	0.01851
GATA4	CTNNB1	0.01662
SRY	CBX2	0.015
WT1mKTS	AMH	0.0136
WT1mKTS	DKK1	0.01239
WT1pKTS	PGD2	0.01134
SRY	UGR	0.01041
SRY	SOX9	0.0096
SRY	PGD2	0.00887
SRY	WNT4	0.00823
GATA4	RSPO1	0.00765
SRY	AMH	0.00666
WT1pKTS	AMH	0.00624
SRY	FGF9	0.00585
NR0B1	UGR	0.0055
WT1pKTS	RSPO1	0.00519
SRY	DKK1	0.00489
GATA4	UGR	0.00462
GATA4	DKK1	0.00438
NR0B1	AMH	0.00415
FGF9	UGR	0.00394
FGF9	CBX2	0.00375
SRY	DHH	0.0034
GATA4	NR5A1	0.00309
DMRT1	PGD2	0.00296
SRY	CTNNB1	0.00283
GATA4	FOXL2	0.00271
DMRT1	FGF9	0.0026
WT1mKTS	DMRT1	0.00249
NR0B1	CBX2	0.0023
DMRT1	AMH	0.00213
NR0B1	PGD2	0.00198
FGF9	DMRT1	0.00191
DMRT1	WNT4	0.00184
NR0B1	DMRT1	0.00178
AMH	DHH	0.00172
DMRT1	UGR	0.00166
NR5A1	WNT4	0.00161
SRY	NR0B1	0.00156
PGD2	DKK1	0.00151
PGD2	DHH	0.00146
DHH	SRY	0.00142
NR0B1	SRY	0.00137
NR0B1	RSPO1	0.00133
WT1mKTS	CTNNB1	0.00129
FGF9	SRY	0.00122
GATA4	PGD2	0.00119
FOXL2	UGR	0.00115
DMRT1	CBX2	0.00112
PGD2	CBX2	0.00109
UGR	DHH	0.00106
SRY	RSPO1	0.00098
WT1pKTS	CTNNB1	0.00096
PGD2	SOX9	0.00093
NR5A1	DHH	0.00091
DHH	UGR	0.00089
WT1pKTS	DMRT1	0.00087
WT1pKTS	NR5A1	0.00085
PGD2	DMRT1	0.00083
DMRT1	SOX9	0.00081
UGR	CTNNB1	0.00079
FGF9	DKK1	0.00077
NR5A1	NR0B1	0.00074
FOXL2	PGD2	0.00072
FGF9	DHH	0.0007
FOXL2	SRY	0.00069
DMRT1	DHH	0.00067
WT1pKTS	DHH	0.00066
DMRT1	RSPO1	0.00063
NR0B1	WNT4	0.00062
CTNNB1	PGD2	0.00061
WT1pKTS	WNT4	0.0006
PGD2	UGR	0.00058
FOXL2	WNT4	0.00057
WT1mKTS	WNT4	0.00056
