Regulator	Target	SINGE_Score
WT1mKTS	WNT4	6
WT1mKTS	SOX9	1.5
WT1mKTS	DKK1	0.66666
GATA4	PGD2	0.375
GATA4	DHH	0.24
WT1mKTS	DMRT1	0.16666
GATA4	FGF9	0.12244
WT1pKTS	UGR	0.09375
GATA4	CTNNB1	0.07407
WT1mKTS	RSPO1	0.06
WT1pKTS	PGD2	0.04958
GATA4	NR5A1	0.04166
WT1mKTS	NR0B1	0.0355
WT1pKTS	DHH	0.03061
WT1mKTS	CBX2	0.02666
WT1pKTS	FGF9	0.02343
WT1mKTS	UGR	0.02076
WT1pKTS	FOXL2	0.01851
NR5A1	SOX9	0.01662
NR5A1	CBX2	0.015
WT1mKTS	CTNNB1	0.0136
SRY	SOX9	0.01239
NR5A1	UGR	0.01134
WT1mKTS	SRY	0.01041
GATA4	SRY	0.0096
WT1mKTS	NR5A1	0.00887
SRY	CBX2	0.00823
SRY	PGD2	0.00765
GATA4	SOX9	0.00713
SRY	DHH	0.00666
GATA4	AMH	0.00624
NR5A1	DKK1	0.00585
WNT4	CBX2	0.00519
SRY	AMH	0.00489
DHH	SOX9	0.00462
SRY	FGF9	0.00438
DHH	CBX2	0.00415
CTNNB1	CBX2	0.00394
DHH	WNT4	0.00375
WT1mKTS	AMH	0.00356
WNT4	UGR	0.0034
GATA4	CBX2	0.00324
GATA4	NR0B1	0.00309
WT1pKTS	SRY	0.00296
GATA4	WNT4	0.00283
WT1pKTS	SOX9	0.00271
WNT4	DKK1	0.0024
NR5A1	DHH	0.0023
CTNNB1	WNT4	0.00221
WNT4	DMRT1	0.00198
SOX9	UGR	0.00184
GATA4	RSPO1	0.00172
NR0B1	DHH	0.00166
FOXL2	NR0B1	0.00161
NR5A1	FGF9	0.00156
SOX9	CBX2	0.00151
NR0B1	PGD2	0.00146
CTNNB1	DKK1	0.00142
NR5A1	WNT4	0.00137
DHH	DMRT1	0.00133
WT1pKTS	DMRT1	0.00129
NR0B1	AMH	0.00126
FGF9	DHH	0.00122
FOXL2	DMRT1	0.00119
NR5A1	DMRT1	0.00115
WT1pKTS	CTNNB1	0.00112
DKK1	SOX9	0.00109
NR0B1	SRY	0.00106
NR5A1	PGD2	0.00103
FOXL2	UGR	0.00101
NR0B1	RSPO1	0.00098
FGF9	CTNNB1	0.00096
FGF9	RSPO1	0.00091
SOX9	PGD2	0.00089
DHH	UGR	0.00085
AMH	FOXL2	0.00083
FOXL2	CTNNB1	0.00081
DKK1	DHH	0.00079
SRY	FOXL2	0.00077
FGF9	PGD2	0.00075
DKK1	WNT4	0.00074
AMH	DMRT1	0.00072
NR5A1	SRY	0.0007
SRY	NR5A1	0.00069
DHH	RSPO1	0.00067
CTNNB1	DMRT1	0.00066
SOX9	DMRT1	0.00063
FOXL2	RSPO1	0.00062
GATA4	UGR	0.00061
FOXL2	CBX2	0.0006
DHH	CTNNB1	0.00058
WT1pKTS	CBX2	0.00057
SRY	DMRT1	0.00056
SOX9	RSPO1	0.00054
GATA4	DMRT1	0.00053
AMH	DKK1	0.00052
DKK1	AMH	0.00051
FGF9	SOX9	0.0005
FOXL2	DHH	0.00049
FGF9	WNT4	0.00048
WT1mKTS	PGD2	0.00047
RSPO1	FGF9	0.00046
AMH	NR0B1	0.00046
UGR	PGD2	0.00045
SOX9	WNT4	0.00044
SRY	NR0B1	0.00043
WT1pKTS	NR0B1	0.00043
AMH	NR5A1	0.00042
DKK1	UGR	0.00041
WT1mKTS	DHH	0.0004
WT1pKTS	AMH	0.0004
FGF9	DMRT1	0.00039
WNT4	SOX9	0.00038
FGF9	UGR	0.00037
DHH	SRY	0.00037
SOX9	NR0B1	0.00036
PGD2	DHH	0.00036
