SourceGENES,TargetGENES,Interaction,Edges
UGR,FOXL2,1,activation
SRY,FOXL2,0.435063249190519,repression
UGR,SRY,0.406858550956198,repression
CBX2,SRY,0.283791293539472,repression
SRY,WT1mKTS,0.277824168918981,repression
CTNNB1,CBX2,0.255352273006604,activation
CTNNB1,SRY,0.254084383363196,activation
NR5A1,CBX2,0.232472961557185,activation
UGR,UGR,0.21296321800309,activation
CBX2,FOXL2,0.199691667884968,repression
NR5A1,CTNNB1,0.198052076429353,repression
SRY,GATA4,0.193810035342051,repression
CTNNB1,CTNNB1,0.19070251282284,activation
NR5A1,DMRT1,0.19001984158862,repression
CBX2,UGR,0.185564104967744,activation
CBX2,WNT4,0.182156566471748,repression
SRY,WT1pKTS,0.171737886986006,repression
UGR,NR0B1,0.163430095408518,repression
SRY,AMH,0.159190343081237,repression
SRY,PGD2,0.152412006666498,repression
CBX2,NR0B1,0.150225334879788,repression
CTNNB1,UGR,0.147003019672458,repression
UGR,WT1mKTS,0.138094022799707,activation
SRY,NR0B1,0.130337741197432,activation
FOXL2,FOXL2,0.12622334533071,activation
SRY,SRY,0.120924673006929,activation
UGR,WNT4,0.120428691786885,repression
CBX2,WT1pKTS,0.118061489513029,repression
RSPO1,CBX2,0.117082379563944,repression
CTNNB1,WNT4,0.109430938994222,activation
CBX2,CBX2,0.0943455152563988,activation
CBX2,WT1mKTS,0.0923757161231501,activation
NR5A1,DKK1,0.0883051906384617,repression
SRY,UGR,0.0840633627516676,repression
RSPO1,SRY,0.0828685284547245,repression
RSPO1,WNT4,0.0775890236137275,activation
FOXL2,DHH,0.0715644254519794,activation
SRY,FGF9,0.0665511096497096,repression
SRY,DHH,0.0647140982168801,repression
CTNNB1,NR0B1,0.0622018823378985,repression
FOXL2,FGF9,0.0605933489085769,repression
NR5A1,WNT4,0.0605269512706862,repression
RSPO1,CTNNB1,0.0588245262628286,activation
CTNNB1,WT1pKTS,0.0582149597552674,repression
FOXL2,SRY,0.0549191433929,repression
CTNNB1,WT1mKTS,0.0535288758318461,repression
UGR,WT1pKTS,0.0530110538611077,repression
NR5A1,GATA4,0.0482747971552996,activation
CTNNB1,RSPO1,0.0477445190292018,activation
RSPO1,UGR,0.0412145178337059,repression
SRY,SOX9,0.0395891025531189,repression
FOXL2,GATA4,0.0388973565013389,repression
FOXL2,AMH,0.038407346796297,repression
CTNNB1,DMRT1,0.0381800751945551,repression
FOXL2,WT1mKTS,0.0333623600719094,repression
UGR,AMH,0.0328485460161227,repression
CBX2,CTNNB1,0.03093164872033,activation
FOXL2,PGD2,0.0302908425524271,activation
SRY,WNT4,0.0266888997164202,repression
RSPO1,DMRT1,0.0228102217880161,activation
FOXL2,NR0B1,0.0165256173056124,activation
UGR,CBX2,0.0160935528141224,activation
NR5A1,UGR,0.0157909272365894,repression
FOXL2,WT1pKTS,0.0134117586012242,activation
WNT4,FOXL2,0.0130649531588155,repression
CTNNB1,GATA4,0.0116932078586646,repression
NR0B1,FOXL2,0.0110478113890754,activation
NR0B1,SOX9,0.00675546152602624,activation
FOXL2,DKK1,0.00559867428308535,repression
DKK1,RSPO1,0.00498919569935846,repression
DHH,SOX9,0.00480991528841446,activation
PGD2,SOX9,0.00465281471289261,activation
NR0B1,AMH,0.00464103706893882,repression
DMRT1,RSPO1,0.00447898690076552,activation
NR0B1,PGD2,0.00411398060588434,repression
DHH,PGD2,0.00353286430052406,activation
DMRT1,CTNNB1,0.00349347326671686,repression
NR0B1,FGF9,0.00343473565712897,repression
DKK1,SOX9,0.00327359784066989,activation
DKK1,NR5A1,0.0032393540217979,repression
WNT4,DMRT1,0.00304558855763832,repression
DHH,FGF9,0.00289287667328106,activation
DMRT1,CBX2,0.00285398867521427,repression
DMRT1,NR5A1,0.00272355646753008,repression
DKK1,CTNNB1,0.00270024023910399,repression
NR0B1,DHH,0.00260775928661951,repression
WNT4,SRY,0.00252116556367988,repression
