Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
WT1pKTS	NR5A1	0.358484322261923	3.33526472609177e-49
NR5A1	WT1pKTS	0.358484322261923	3.33526472609206e-49
DKK1	DMRT1	0.296229515585004	1.98272019634472e-33
DMRT1	DKK1	0.296229515585004	1.98272019634481e-33
WNT4	NR0B1	0.236278555205436	1.59414760951311e-21
NR0B1	WNT4	0.236278555205436	1.59414760951324e-21
DKK1	SRY	0.229071680380647	2.70998284764688e-20
SRY	DKK1	0.229071680380647	2.70998284764688e-20
RSPO1	CTNNB1	0.218349640050884	1.53836877129927e-18
CTNNB1	RSPO1	0.218349640050883	1.53836877129945e-18
UGR	CBX2	0.202276191805173	4.44685416347898e-16
CBX2	UGR	0.202276191805173	4.44685416347924e-16
WNT4	CTNNB1	0.183016990403277	2.1681862150009e-13
CTNNB1	WNT4	0.183016990403277	2.16818621500092e-13
CBX2	NR5A1	0.172544053988899	4.7964475428698e-12
NR5A1	CBX2	0.172544053988899	4.79644754286992e-12
SRY	DMRT1	0.149560090537229	2.23827691955518e-09
DMRT1	SRY	0.149560090537229	2.23827691955539e-09
WNT4	RSPO1	0.147347648825534	3.86062945135599e-09
RSPO1	WNT4	0.147347648825533	3.86062945135625e-09
SRY	NR0B1	0.143715060586532	9.28476850648517e-09
NR0B1	SRY	0.143715060586532	9.28476850648529e-09
WT1mKTS	GATA4	0.141799915313054	1.46187259135494e-08
GATA4	WT1mKTS	0.141799915313054	1.46187259135497e-08
WT1pKTS	WT1mKTS	0.14013509104334	2.15854641556539e-08
WT1mKTS	WT1pKTS	0.14013509104334	2.15854641556539e-08
AMH	PGD2	0.122115195509917	1.09917106856804e-06
PGD2	AMH	0.122115195509917	1.09917106856807e-06
DHH	AMH	0.118841095451326	2.1224753652087e-06
AMH	DHH	0.118841095451326	2.1224753652087e-06
SOX9	DKK1	0.115475916572011	4.10054908040266e-06
DKK1	SOX9	0.115475916572011	4.10054908040277e-06
WT1pKTS	SRY	0.110937986226025	9.68642591638395e-06
SRY	WT1pKTS	0.110937986226025	9.68642591638399e-06
DHH	FGF9	0.104601089911358	3.04716745384188e-05
FGF9	DHH	0.104601089911358	3.0471674538419e-05
DHH	PGD2	0.0991259653206084	7.79764953797436e-05
PGD2	DHH	0.0991259653206083	7.79764953797439e-05
DMRT1	SOX9	0.0987827606051982	8.25787327918501e-05
SOX9	DMRT1	0.0987827606051979	8.25787327918531e-05
UGR	WT1pKTS	0.097087584673636	0.000109323613452899
WT1pKTS	UGR	0.097087584673636	0.0001093236134529
AMH	FGF9	0.0939621089192059	0.000181260714926139
FGF9	AMH	0.0939621089192057	0.000181260714926144
GATA4	WT1pKTS	0.0897343317343252	0.000350700861433355
WT1pKTS	GATA4	0.0897343317343252	0.000350700861433355
FGF9	PGD2	0.0883907779030853	0.000430063424980398
PGD2	FGF9	0.0883907779030851	0.00043006342498041
NR0B1	CTNNB1	0.0836257606402371	0.000867153582954842
CTNNB1	NR0B1	0.083625760640237	0.000867153582954849
DHH	SOX9	0.0791418055539934	0.00162564318915501
SOX9	DHH	0.0791418055539934	0.00162564318915502
WT1pKTS	CBX2	0.0664406701801698	0.00818589878390792
CBX2	WT1pKTS	0.0664406701801697	0.00818589878390801
SOX9	NR5A1	0.0625086045763096	0.0128646685255806
NR5A1	SOX9	0.0625086045763095	0.0128646685255808
SOX9	PGD2	0.0609089025736358	0.0153626738212747
PGD2	SOX9	0.0609089025736357	0.0153626738212747
FOXL2	CTNNB1	0.0566084680544028	0.0243030462897578
CTNNB1	FOXL2	0.0566084680544028	0.024303046289758
WT1pKTS	DMRT1	0.0560737207938303	0.0256814980294182
DMRT1	WT1pKTS	0.0560737207938303	0.0256814980294182
NR0B1	FOXL2	0.047613100812503	0.0582307204253287
FOXL2	NR0B1	0.047613100812503	0.0582307204253289
CBX2	GATA4	0.045878374661452	0.0680193210850522
GATA4	CBX2	0.0458783746614519	0.0680193210850524
FOXL2	UGR	0.0455630255818355	0.0699364193245723
UGR	FOXL2	0.0455630255818355	0.0699364193245723
FGF9	SOX9	0.0444627830499025	0.0769748550032362
SOX9	FGF9	0.0444627830499025	0.0769748550032365
FOXL2	WT1mKTS	0.0389305155518542	0.121552686209598
