Gene1	Gene2	Score
CTNNB1	RSPO1	0.890347124705303
RSPO1	CTNNB1	0.890347124705303
NR0B1	FOXL2	0.87806223819157
WNT4	FOXL2	0.874347947714829
UGR	FOXL2	-0.871197820059402
WNT4	RSPO1	0.863704110730726
CTNNB1	FOXL2	0.860717045422468
UGR	RSPO1	-0.85842982893875
RSPO1	FOXL2	0.85803223670705
NR0B1	RSPO1	0.857684361922281
WNT4	CTNNB1	0.856917185431063
UGR	CTNNB1	-0.856617280959194
NR0B1	WNT4	0.85220055885411
WNT4	NR0B1	0.85220055885411
CTNNB1	CBX2	-0.850777680606348
CBX2	FOXL2	-0.847002670088737
NR0B1	CTNNB1	0.846443439270375
UGR	CBX2	0.840114477060664
CTNNB1	NR5A1	-0.837432620512708
RSPO1	CBX2	-0.836765832382974
CBX2	NR5A1	0.835244524903709
CBX2	CTNNB1	-0.835172076199957
CBX2	RSPO1	-0.833815268623795
NR5A1	WT1pKTS	0.83157118130514
UGR	NR5A1	0.830124115917973
RSPO1	NR5A1	-0.82972546822543
GATA4	WT1mKTS	0.823557511521429
WT1mKTS	GATA4	0.823557511521429
NR5A1	FOXL2	-0.822482977321838
WNT4	UGR	-0.819085112010088
UGR	WT1pKTS	0.816684723996499
CBX2	WT1pKTS	0.815414848534815
NR0B1	UGR	-0.81221681326253
CTNNB1	WT1pKTS	-0.811326288529241
RSPO1	WT1pKTS	-0.809653408198042
WNT4	CBX2	-0.804626941278521
NR0B1	CBX2	-0.802897231293744
FOXL2	NR5A1	-0.79975188660706
FOXL2	WT1pKTS	-0.796806498026725
WNT4	NR5A1	-0.786547745530822
NR0B1	NR5A1	-0.781089095506145
NR0B1	WT1pKTS	-0.77699760809663
WNT4	WT1pKTS	-0.770991877966997
UGR	WNT4	-0.760726568112688
CBX2	UGR	0.760047367478296
CTNNB1	UGR	-0.756999061117732
WT1pKTS	FOXL2	-0.744718218982576
UGR	NR0B1	-0.744623334292053
RSPO1	UGR	-0.74303154328723
WT1pKTS	NR5A1	0.741548736514051
NR0B1	SRY	-0.735851704226479
WNT4	SRY	-0.730982175563047
NR5A1	CTNNB1	-0.715780829466014
NR5A1	RSPO1	-0.714548430106827
NR5A1	CBX2	0.700698417822256
UGR	SRY	0.695214961920049
CTNNB1	SRY	-0.648346783348207
CBX2	SRY	0.645027300327058
RSPO1	SRY	-0.634777780608373
CBX2	WNT4	-0.631897434949394
CTNNB1	WNT4	0.608182803357929
CBX2	NR0B1	-0.604644428348329
FOXL2	CBX2	-0.604644424353111
WT1mKTS	NR0B1	0.603098074483779
GATA4	NR0B1	0.593125684715382
FOXL2	CTNNB1	0.590807375063475
FOXL2	RSPO1	0.586386118888001
RSPO1	WNT4	0.581633887500268
CTNNB1	NR0B1	0.575657743061167
RSPO1	NR0B1	0.568372500604604
NR5A1	UGR	0.548248056253249
WT1mKTS	WNT4	0.546120331742882
WT1pKTS	CTNNB1	-0.532941979988585
WT1pKTS	RSPO1	-0.530128770392422
GATA4	WNT4	0.524475423622622
WT1mKTS	RSPO1	0.511680359121559
WT1pKTS	CBX2	0.509251508995489
FOXL2	SRY	-0.506438800749792
GATA4	RSPO1	0.502062379302942
NR5A1	SRY	0.50140106892211
SRY	FOXL2	-0.492519884584647
WT1mKTS	CTNNB1	0.483523603556935
NR5A1	WNT4	-0.457108631246858
GATA4	CTNNB1	0.454326750403099
SRY	WT1pKTS	0.440961333019532
FOXL2	UGR	-0.436765157945579
SRY	NR5A1	0.436043344651528
NR5A1	NR0B1	-0.435736546812283
WT1pKTS	UGR	0.399757840874336
NR0B1	GATA4	-0.396231365743178
WT1pKTS	SRY	0.391747791744857
UGR	GATA4	0.377971580441282
WNT4	GATA4	-0.375464623550565
NR0B1	WT1mKTS	-0.361604763936111
FGF9	WNT4	-0.360858801795774
WNT4	WT1mKTS	-0.359345570047832
FGF9	RSPO1	-0.349654782258791
AMH	CTNNB1	-0.349226217349269
DKK1	DMRT1	0.347442708626478
DMRT1	DKK1	0.347442708626478
FGF9	CTNNB1	-0.344550979384671
AMH	NR0B1	-0.343559161475839
SRY	WNT4	0.340338023290852
AMH	RSPO1	-0.340018047372694
CBX2	GATA4	0.337743438488001
AMH	WNT4	-0.336370779443827
FOXL2	WNT4	0.336195681689414
WT1pKTS	WNT4	-0.336131635228389
FGF9	NR0B1	-0.333840523535295
WNT4	DKK1	-0.330551399015469
FGF9	UGR	0.329917221064655
FGF9	CBX2	0.326567882495483
WT1pKTS	NR0B1	-0.321533784513354
WT1mKTS	CBX2	-0.320457399201505
AMH	CBX2	0.320011439843498
NR0B1	DKK1	-0.313248909532304
CTNNB1	GATA4	-0.310919237838242
AMH	UGR	0.310627433744587
FOXL2	NR0B1	0.309596010348936
RSPO1	GATA4	-0.308861773016379
DHH	WNT4	-0.308072079754444
FGF9	NR5A1	0.307277103877029
FGF9	FOXL2	-0.306424105594042
DHH	NR0B1	-0.302017522111019
PGD2	RSPO1	-0.298150600479738
DHH	CTNNB1	-0.297456504762211
PGD2	NR0B1	-0.297333321536023
WNT4	DMRT1	-0.297280299603781
WT1mKTS	UGR	-0.297095757108631
AMH	SRY	0.29643699968872
GATA4	CBX2	-0.295805122078815
DHH	RSPO1	-0.293690146996281
AMH	FOXL2	-0.291475108548098
AMH	NR5A1	0.291260990438298
WT1pKTS	WT1mKTS	-0.290972533911438
NR0B1	DMRT1	-0.290773885376176
PGD2	WNT4	-0.289688923490896
UGR	WT1mKTS	0.28833817286435
PGD2	CTNNB1	-0.28819693419418
GATA4	UGR	-0.287435849596285
FGF9	SRY	0.282742521399119
DHH	CBX2	0.280927277355888
UGR	DKK1	0.278876472932675
FOXL2	GATA4	0.278773593327978
PGD2	CBX2	0.277963694512221
DHH	UGR	0.273284538518929
WT1pKTS	GATA4	-0.271924883337335
UGR	DMRT1	0.270322236435962
PGD2	UGR	0.269874296373687
NR5A1	GATA4	-0.268453546905002
DHH	NR5A1	0.266014431559373
PGD2	NR5A1	0.261539820569238
PGD2	FOXL2	-0.261515261274434
DHH	SRY	0.260848003139336
RSPO1	DKK1	-0.255688371320333
FGF9	WT1pKTS	0.254462675502676
SOX9	NR0B1	-0.250648070295473
FOXL2	WT1mKTS	0.249438286040839
AMH	WT1pKTS	0.249304739299753
CTNNB1	DKK1	-0.248984907995437
PGD2	WT1pKTS	0.248959289721162
CBX2	DKK1	0.248721283998964
NR5A1	WT1mKTS	-0.248325776035741
SOX9	DKK1	0.247808892902428
DKK1	SOX9	0.247808892902428
PGD2	SRY	0.246751632243856
NR0B1	FGF9	-0.242725825838989
CBX2	DMRT1	0.242307961695168
SOX9	WNT4	-0.240266510647511
SRY	CBX2	0.240124113523439
WNT4	FGF9	-0.239365443099293
DHH	FOXL2	-0.23907322324994
RSPO1	DMRT1	-0.238827228547625
UGR	FGF9	0.238038179930846
SRY	DKK1	0.237759866230657
CTNNB1	DMRT1	-0.237560094021746
DKK1	WT1mKTS	-0.234990270785444
WT1mKTS	DKK1	-0.234990270785444
SOX9	CTNNB1	-0.233661455570729
SOX9	RSPO1	-0.233291175812713
SRY	RSPO1	0.232601677793942
GATA4	SOX9	-0.231874000180907
SOX9	GATA4	-0.231874000180907
NR0B1	AMH	-0.231235417895063
WNT4	PGD2	-0.230467362838831
WNT4	AMH	-0.230191339652537
SRY	DMRT1	0.229107354797718
SOX9	WT1mKTS	-0.221101714899036
WT1mKTS	SOX9	-0.221101714899036
SOX9	CBX2	0.221065407721346
NR0B1	PGD2	-0.218817694018057
GATA4	DMRT1	-0.218678978948466
DMRT1	GATA4	-0.218678978948466
GATA4	DKK1	-0.217908171317607
DKK1	GATA4	-0.217908171317607
SRY	WT1mKTS	-0.216461081352442
SRY	CTNNB1	-0.215581735072856
NR5A1	DKK1	0.215284031153791
SRY	UGR	-0.213448181579866
DMRT1	NR0B1	-0.212548196749557
DKK1	SRY	0.212503170112915
WT1mKTS	PGD2	-0.211666603111671
PGD2	WT1mKTS	-0.211666603111671
SRY	NR0B1	0.211656736639338
SOX9	DMRT1	0.211032848471605
DMRT1	SOX9	0.211032848471605
DMRT1	CBX2	0.210006201922862
GATA4	DHH	-0.209372830756052
DHH	GATA4	-0.209372830756052
WT1pKTS	DKK1	0.208268795408836
AMH	WT1mKTS	-0.208087531839549
WT1mKTS	AMH	-0.208087531839549
WT1mKTS	SRY	-0.207602463771927
DKK1	RSPO1	-0.207548612840368
DKK1	CBX2	0.206117443212287
DHH	WT1pKTS	0.206074053869031
NR0B1	SOX9	-0.205650756757018
NR5A1	DMRT1	0.205115699249803
DKK1	CTNNB1	-0.205099864162424
CTNNB1	WT1mKTS	0.204361770196285
GATA4	SRY	0.203110836572141
DKK1	NR0B1	-0.202891798268992
GATA4	WT1pKTS	0.202876303824391
DMRT1	SRY	0.202360732997632
DKK1	WNT4	-0.202203236484948
FGF9	GATA4	0.200911005787499
SOX9	UGR	0.200637750819315
DMRT1	RSPO1	-0.200182565819896
WNT4	SOX9	-0.199983680569864
UGR	AMH	0.199926648953615
GATA4	PGD2	-0.198181134347921
PGD2	GATA4	-0.198181134347921
GATA4	AMH	-0.195965120653621
AMH	GATA4	-0.195965120653621
NR0B1	DHH	-0.195855464873248
DKK1	WT1pKTS	0.195441687225614
UGR	DHH	0.194946907767004
CBX2	WT1mKTS	-0.194883232229965
WT1mKTS	FGF9	-0.194830257668638
FGF9	WT1mKTS	-0.194830257668638
UGR	PGD2	0.194587668943269
SOX9	WT1pKTS	0.193396546870225
DMRT1	WT1pKTS	0.192934300416712
WT1mKTS	DHH	-0.192880868973465
DHH	WT1mKTS	-0.192880868973465
DMRT1	CTNNB1	-0.192601961371246
WNT4	DHH	-0.192431408941286
DMRT1	WNT4	-0.191432165345378
DMRT1	UGR	0.189078408481602
FOXL2	DKK1	-0.188955283462163
WT1mKTS	DMRT1	-0.188919803143673
DMRT1	WT1mKTS	-0.188919803143673
GATA4	FGF9	-0.18800674627486
WT1pKTS	DMRT1	0.187915519380246
AMH	FGF9	0.187776186203139
RSPO1	WT1mKTS	0.186095596896817
DKK1	FOXL2	-0.185780591009404
FOXL2	DMRT1	-0.185256870028498
DMRT1	FOXL2	-0.182731784705659
AMH	DKK1	0.181558221020542
SOX9	FOXL2	-0.181330738753378
SOX9	SRY	0.178982633163053
SOX9	NR5A1	0.177595344600482
UGR	SOX9	0.176633633835404
WT1mKTS	WT1pKTS	0.175750360280563
AMH	DHH	0.173328758878157
DKK1	UGR	0.172501432433633
WT1mKTS	NR5A1	-0.171068975269159
CTNNB1	SOX9	-0.170085520544048
DHH	FGF9	0.169602090823857
PGD2	FGF9	0.169587608876012
GATA4	NR5A1	0.166861221652364
RSPO1	SOX9	-0.16684146545186
DMRT1	NR5A1	0.166468183816479
SRY	GATA4	-0.16158460377652
AMH	SOX9	0.159623843196547
DKK1	DHH	0.159514256979248
RSPO1	FGF9	-0.158224522310291
FGF9	DHH	0.157988813166756
DHH	AMH	0.157805712199065
FGF9	AMH	0.157411299172409
AMH	PGD2	0.156914135429918
PGD2	AMH	0.156914135429918
DKK1	NR5A1	0.156661795018542
CBX2	SOX9	0.155168476934298
PGD2	DKK1	0.152186458250457
CTNNB1	FGF9	-0.15094805399428
SOX9	AMH	0.15059509724763
CBX2	FGF9	0.149853279312316
SOX9	FGF9	0.149284628471741
FGF9	DMRT1	0.148285971901151
SOX9	DHH	0.147562776219971
FOXL2	SOX9	-0.146556033180662
FGF9	DKK1	0.145090284789426
NR5A1	SOX9	0.143658224218623
SRY	SOX9	0.143627412113469
FGF9	PGD2	0.141803171113994
FGF9	SOX9	0.141552084098836
DMRT1	FGF9	0.141541289659136
AMH	DMRT1	0.139838823801367
DMRT1	AMH	0.137973203067751
DHH	PGD2	0.137753768953967
DHH	SOX9	0.137352035294357
WT1mKTS	FOXL2	0.135939544936922
DHH	DKK1	0.13547425063877
DMRT1	PGD2	0.134787631476528
DKK1	AMH	0.133244224559437
DKK1	PGD2	0.133238231749502
CTNNB1	DHH	-0.13292633621231
RSPO1	DHH	-0.132650978131366
WT1pKTS	SOX9	0.130847975517651
RSPO1	AMH	-0.129620661187208
CTNNB1	AMH	-0.128504634533648
PGD2	DHH	0.127527601800452
SOX9	PGD2	0.126162286705959
PGD2	SOX9	0.124514114840214
CBX2	AMH	0.124509126069012
GATA4	FOXL2	0.123072278387182
SRY	DHH	-0.122738471266698
RSPO1	PGD2	-0.122489282353991
FOXL2	AMH	0.121926116047754
CBX2	DHH	0.119843776955661
CBX2	PGD2	0.119547969002075
DKK1	FGF9	0.119519633911984
WT1pKTS	DHH	-0.114220949018246
DMRT1	DHH	0.114024372706138
CTNNB1	PGD2	-0.113280363364796
DHH	DMRT1	0.113259289021962
SRY	FGF9	-0.113038509335516
PGD2	DMRT1	0.111693209235872
SRY	AMH	-0.111155112965567
NR5A1	AMH	-0.108534441468051
FOXL2	DHH	0.107785556815919
WT1pKTS	AMH	-0.107272047658905
NR5A1	DHH	-0.104643028529854
NR5A1	FGF9	0.0977144353710003
FOXL2	FGF9	0.0974354677380548
SRY	PGD2	-0.0960479824401984
WT1pKTS	FGF9	-0.0949965327929494
WT1pKTS	PGD2	0.0903898885121914
FOXL2	PGD2	-0.0892397232950351
NR5A1	PGD2	0.0892205341020443
