Gene1	Gene2	Score
UGR	WNT4	0.868900048646346
WT1pKTS	WT1mKTS	0.857790056211925
WT1mKTS	WT1pKTS	0.857790056211925
UGR	FGF9	-0.853945643211959
UGR	DKK1	-0.85182540209688
NR0B1	DMRT1	0.848787753052117
NR0B1	DKK1	0.8474543872252
UGR	DHH	-0.845576652695288
UGR	DMRT1	-0.844956176829069
DKK1	DMRT1	0.843079926988647
DMRT1	DKK1	0.843079926988647
UGR	PGD2	-0.840226892047454
DKK1	FGF9	0.835841683279708
GATA4	WT1pKTS	0.832034099464313
WT1pKTS	GATA4	0.832034099464313
GATA4	WT1mKTS	0.829835463398701
WT1mKTS	GATA4	0.829835463398701
DMRT1	FGF9	0.825248038477589
UGR	AMH	-0.822621142353017
DKK1	NR0B1	-0.819796749212665
DMRT1	DHH	0.81866343968897
UGR	SOX9	-0.818433319853515
DMRT1	PGD2	0.8173496543464
DKK1	DHH	0.816259356681156
DMRT1	NR0B1	-0.815877587361173
UGR	CBX2	0.815379476212409
DKK1	AMH	0.815277844717805
NR0B1	UGR	-0.813437289678517
NR0B1	WNT4	-0.813034941516998
SRY	UGR	-0.811382413672137
DKK1	PGD2	0.81121905969756
SRY	WNT4	-0.810752537631027
DMRT1	AMH	0.805646782429412
NR0B1	SRY	0.801209461976475
SRY	DKK1	0.800148604650359
SRY	DMRT1	0.792704740362877
DKK1	WNT4	-0.791565881530278
UGR	SRY	-0.787982902884097
DMRT1	WNT4	-0.78745240380902
CBX2	WNT4	0.780174064035238
CBX2	FGF9	-0.778280509973284
CBX2	DHH	-0.775911501404006
UGR	NR0B1	0.775804995700543
SRY	FGF9	0.773895566482427
CBX2	NR0B1	0.771466952562225
CBX2	PGD2	-0.769722099379734
DMRT1	SOX9	0.769645065095983
SRY	CBX2	-0.764775006583767
DKK1	SOX9	0.764104115801399
CBX2	DKK1	-0.762871492256589
SRY	DHH	0.760137281235681
NR0B1	SOX9	0.759673075926005
CBX2	DMRT1	-0.759550487764615
SRY	SOX9	0.758096660095842
CBX2	AMH	-0.754789708803671
SRY	NR0B1	0.753924356911229
CBX2	UGR	0.751339220034327
SRY	PGD2	0.747888114818884
SRY	RSPO1	-0.745783016809898
NR0B1	CBX2	-0.744540073611207
CBX2	SOX9	-0.743182980725864
DMRT1	CBX2	-0.736833184097548
DKK1	CBX2	-0.733640321672099
SRY	AMH	0.730590336231902
UGR	RSPO1	0.721068930720722
NR0B1	RSPO1	-0.707365573740668
UGR	WT1pKTS	0.695765365484214
UGR	GATA4	0.694985942280432
RSPO1	NR5A1	-0.685803156549134
NR0B1	CTNNB1	-0.684763520745051
NR0B1	FGF9	0.683762474336453
CBX2	SRY	-0.667617219555006
NR0B1	DHH	0.665904867630732
SRY	CTNNB1	-0.658129023194403
