SourceGENES,TargetGENES,Interaction,Edges
SRY,WT1mKTS,1.46370216167986,repression
SRY,GATA4,1.37819247426598,repression
SRY,FOXL2,1.35018003575896,repression
SRY,WT1pKTS,1.33735972046751,repression
CTNNB1,CBX2,1.01793803687196,repression
RSPO1,WNT4,1,activation
SRY,PGD2,0.994501911049855,repression
RSPO1,CBX2,0.943812530867354,repression
FOXL2,WT1mKTS,0.915580511711963,repression
CBX2,WNT4,0.829029475002791,repression
RSPO1,CTNNB1,0.777370502622555,activation
SRY,AMH,0.764140865562345,repression
CTNNB1,CTNNB1,0.750576824911681,activation
CTNNB1,WNT4,0.722644086167597,activation
CBX2,UGR,0.706475253183313,activation
SRY,NR0B1,0.676626278921519,activation
SRY,FGF9,0.66695465529571,repression
CBX2,WT1mKTS,0.66144242605457,repression
CTNNB1,UGR,0.589259209585542,repression
CBX2,CBX2,0.567283347799739,activation
RSPO1,UGR,0.561290662032573,repression
FOXL2,GATA4,0.557294532413348,repression
SRY,DHH,0.554425759452707,repression
CBX2,NR0B1,0.526333871131258,repression
DHH,SOX9,0.508470556947597,activation
FOXL2,WT1pKTS,0.48499105486557,activation
CBX2,SRY,0.479533972987538,repression
UGR,FOXL2,0.479320954809317,activation
CBX2,FOXL2,0.464526780830445,repression
CTNNB1,RSPO1,0.437295095573833,activation
FOXL2,FOXL2,0.430481873340828,activation
CTNNB1,WT1mKTS,0.42831980472549,repression
FOXL2,DHH,0.361321092489424,activation
FOXL2,FGF9,0.336985366428492,repression
RSPO1,SRY,0.329387723949842,repression
NR0B1,SOX9,0.324019548199325,activation
CTNNB1,SRY,0.316095815676402,activation
SRY,SOX9,0.314077345524621,repression
FOXL2,PGD2,0.283407843201064,repression
DHH,PGD2,0.267778266477467,activation
DMRT1,RSPO1,0.260319267876405,activation
NR0B1,FOXL2,0.254834643498419,activation
UGR,WT1mKTS,0.240763311593731,activation
WT1mKTS,PGD2,0.235288417963662,repression
WT1mKTS,SOX9,0.22795921018386,repression
DMRT1,CTNNB1,0.220642456997611,repression
DHH,AMH,0.2162384281365,activation
WT1mKTS,NR0B1,0.209244052173925,activation
DHH,FGF9,0.200776663467356,activation
DMRT1,CBX2,0.200077246830391,repression
FOXL2,SOX9,0.198201851370175,repression
WT1mKTS,AMH,0.194004003537272,repression
FOXL2,AMH,0.191253103540756,repression
WT1mKTS,WNT4,0.191216014735258,repression
DMRT1,WT1mKTS,0.188729296075057,activation
SRY,SRY,0.180899708729392,activation
NR0B1,PGD2,0.158721742833563,repression
UGR,SRY,0.149320330157527,repression
NR0B1,FGF9,0.147481485027817,repression
FOXL2,SRY,0.146903069787835,repression
UGR,UGR,0.145742129212379,activation
WT1pKTS,SOX9,0.143390553324145,repression
WT1pKTS,WT1mKTS,0.142423822961002,activation
CTNNB1,NR0B1,0.139887044416044,repression
DHH,DHH,0.131299649841247,activation
WT1mKTS,FGF9,0.128180723920667,repression
RSPO1,NR0B1,0.124218673728844,repression
NR0B1,WT1pKTS,0.12248773403277,repression
NR0B1,AMH,0.12083706629878,repression
WT1pKTS,FGF9,0.113418791745078,repression
WT1pKTS,DHH,0.112855833833122,repression
RSPO1,RSPO1,0.104189537199528,activation
DMRT1,NR5A1,0.103780139311656,repression
UGR,NR0B1,0.101846794165767,repression
DMRT1,GATA4,0.100851859938007,repression
DHH,GATA4,0.0978708097082648,repression
FOXL2,NR0B1,0.0947079605762931,activation
UGR,WNT4,0.0900450505294287,repression
NR0B1,DHH,0.0882820893977899,repression
WT1mKTS,GATA4,0.0820801458997361,activation
WT1pKTS,PGD2,0.0763998541192882,repression
NR0B1,GATA4,0.0763397015975695,activation
WT1pKTS,GATA4,0.0761190309580964,activation
WT1mKTS,UGR,0.0718254934670654,activation
SRY,UGR,0.0677246273691091,repression
FOXL2,NR5A1,0.065981635896173,repression
WT1pKTS,AMH,0.0526142663454188,repression
WT1mKTS,DHH,0.0523043010081764,repression
DMRT1,WNT4,0.052013876672418,repression
UGR,CBX2,0.0409098810476232,activation
UGR,WT1pKTS,0.037761396718632,repression
DHH,NR0B1,0.0366017802391289,repression
DHH,NR5A1,0.0286866618519168,repression
AMH,SOX9,0.0279275240631196,repression
WT1pKTS,SRY,0.027833173745146,repression
FGF9,SOX9,0.0200343418125695,activation
AMH,NR5A1,0.0199424956336548,repression
DHH,WNT4,0.0188652287262256,repression
PGD2,SOX9,0.0181302433216591,activation
WT1pKTS,NR5A1,0.017687036637651,activation
NR0B1,NR0B1,0.0157394720094718,activation
DMRT1,DMRT1,0.0148865616407039,activation
DKK1,RSPO1,0.0147792349628339,repression
DMRT1,UGR,0.0133035255017337,repression
DKK1,WT1mKTS,0.0125802687520436,repression
DKK1,CTNNB1,0.0102859190539175,repression
DKK1,CBX2,0.00988782132791721,repression
DKK1,NR5A1,0.0086735352469622,repression
FGF9,PGD2,0.00840186674968236,activation
AMH,FGF9,0.00800457918551295,activation
DKK1,GATA4,0.00793742689716386,repression
AMH,DHH,0.00779971195836508,activation
WT1pKTS,NR0B1,0.00770103331659326,repression
FGF9,FGF9,0.00714765899739513,activation
FGF9,AMH,0.00638974814122776,activation
FOXL2,DKK1,0.00638757103013344,repression
PGD2,NR5A1,0.00559099854345616,repression
PGD2,FGF9,0.00483658820972679,activation
FGF9,DHH,0.00479358576744009,activation
PGD2,PGD2,0.00370505608120354,activation
DMRT1,DKK1,0.00329710916718181,activation
DKK1,SOX9,0.00313650183129898,activation
PGD2,DHH,0.0028797851281686,activation
FGF9,NR5A1,0.00266899651197143,activation
PGD2,AMH,0.00232970849432929,activation
WT1pKTS,WT1pKTS,0.00220282323314674,activation
AMH,WT1pKTS,0.00177477369757434,repression
DKK1,WNT4,0.0010950251673096,repression
AMH,PGD2,0.000474666228525506,activation
DKK1,UGR,0.00034976306124686,repression
WT1mKTS,SRY,0.000218528364864814,repression
DKK1,DMRT1,1.09212778330412e-05,activation
WNT4,FOXL2,1.59932566034651e-35,repression
NR5A1,CTNNB1,5.69598714593181e-36,repression
WNT4,UGR,5.04056123983692e-36,repression
NR5A1,CBX2,4.52059034552879e-36,activation
GATA4,SOX9,4.51624977019566e-36,repression
SOX9,DMRT1,4.35591250009082e-36,activation
WNT4,CBX2,3.69550083626202e-36,repression
SOX9,DKK1,3.55257309503723e-36,activation
NR5A1,WNT4,3.25554134741393e-36,repression
WNT4,WNT4,2.70347123135281e-36,activation
NR5A1,AMH,2.50168412318795e-36,repression
NR5A1,DKK1,2.19954328015611e-36,repression
GATA4,PGD2,1.81574116634416e-36,repression
