SourceGENES,TargetGENES,Interaction,Edges
WT1mKTS,DKK1,1.03524073959605,repression
WT1mKTS,WT1mKTS,1,activation
CBX2,UGR,0.922059850334107,activation
WT1mKTS,DHH,0.906036018516528,repression
NR5A1,CBX2,0.896302605270878,repression
WT1mKTS,DMRT1,0.815992320897857,repression
CBX2,PGD2,0.730815008901483,repression
CTNNB1,CBX2,0.704324150157881,repression
WT1mKTS,FGF9,0.674159855167054,repression
FOXL2,NR5A1,0.650232382554127,repression
CTNNB1,UGR,0.624116136362873,repression
WT1mKTS,AMH,0.610842681517106,repression
NR5A1,RSPO1,0.604941169153932,repression
WT1mKTS,PGD2,0.589126033608103,repression
FOXL2,CTNNB1,0.582673153888921,repression
FOXL2,SOX9,0.535322073857949,repression
WT1mKTS,GATA4,0.524490972955253,repression
FOXL2,RSPO1,0.516921257669718,repression
NR5A1,CTNNB1,0.500924704336581,repression
NR5A1,UGR,0.495140719573836,repression
AMH,WT1mKTS,0.485595041982981,repression
WT1mKTS,WT1pKTS,0.417182640824793,repression
AMH,DHH,0.409624319063859,activation
AMH,DKK1,0.395258628310397,activation
CBX2,CBX2,0.368322280007827,activation
AMH,DMRT1,0.358449238961707,repression
WT1mKTS,WNT4,0.342464606791836,repression
CTNNB1,WNT4,0.327237013389802,repression
WT1mKTS,SOX9,0.316516528902229,repression
CBX2,SRY,0.313898906230749,repression
DMRT1,WT1mKTS,0.30381403134812,repression
NR5A1,SRY,0.279024526542284,repression
WT1mKTS,NR0B1,0.277044027322465,repression
AMH,GATA4,0.273663857767072,repression
NR5A1,NR5A1,0.270627688504028,activation
DMRT1,PGD2,0.268938127990276,activation
WT1mKTS,FOXL2,0.253866794747366,repression
CTNNB1,RSPO1,0.248157443124766,activation
GATA4,PGD2,0.246512168592652,repression
FOXL2,FOXL2,0.19597120526098,activation
GATA4,SOX9,0.191571787507834,repression
AMH,FGF9,0.179632685858539,repression
DMRT1,WNT4,0.175281854199822,repression
CBX2,WNT4,0.169470151990279,repression
GATA4,AMH,0.162552351490518,repression
NR0B1,PGD2,0.161406903457156,repression
CTNNB1,SRY,0.158614473258297,repression
NR0B1,AMH,0.140488570949661,repression
NR0B1,SOX9,0.135841270581877,repression
GATA4,FGF9,0.13533769992746,activation
GATA4,DKK1,0.134505224341217,repression
DMRT1,GATA4,0.133832766393603,repression
CBX2,NR0B1,0.131800775411084,repression
FOXL2,CBX2,0.117812348641566,repression
AMH,WT1pKTS,0.109761645230649,repression
AMH,NR0B1,0.1039448137835,repression
DMRT1,DKK1,0.102869320026675,activation
GATA4,WT1mKTS,0.100855270149137,repression
DMRT1,NR0B1,0.100256528423768,repression
AMH,AMH,0.0980633893482674,activation
GATA4,DHH,0.0971768790682044,repression
GATA4,DMRT1,0.0958698153513935,repression
NR0B1,FGF9,0.0940749735327941,repression
CTNNB1,CTNNB1,0.0925225649347915,activation
CTNNB1,NR0B1,0.0905163023400942,repression
