142,123,121,199,37,74,321,228,56,205,170,200,14,324,317,86,143,291,339
224,99,58,215,32,152,345,204,131,25,155,125,26,326,355,162,194,164,360
231,242,78,71,166,80,311,158,87,82,277,190,145,34,359,188,8,316,352
206,85,120,221,39,116,337,209,280,6,149,238,49,248,361,97,189,111,333
102,261,20,177,286,57,338,27,128,55,282,245,219,72,332,325,1,239,350
211,133,84,134,67,89,315,139,157,103,259,249,13,284,356,11,154,307,358
165,93,100,210,44,181,318,292,59,236,294,287,169,147,187,19,159,253,260
52,258,2,110,65,127,322,64,185,94,246,306,161,270,335,151,92,288,347
186,130,136,197,69,167,312,96,88,241,91,289,60,269,233,43,216,250,331
276,220,16,222,192,135,336,40,104,63,202,184,79,21,309,256,218,243,343
251,68,230,296,180,61,346,114,268,217,18,299,212,297,328,33,4,15,301
10,137,36,234,73,109,334,265,163,62,214,227,51,305,330,108,98,283,351
207,172,77,264,9,244,348,42,156,176,124,254,45,342,298,132,252,141,153
266,354,22,112,323,179,353,262,117,41,101,66,7,107,357,168,12,191,341
281,81,48,182,17,237,320,232,247,83,223,115,308,126,329,54,31,293,235
118,129,122,193,70,195,344,29,150,213,76,203,119,75,349,148,255,279,295
24,173,3,304,240,201,275,5,229,53,183,313,263,198,303,35,178,314,327
273,171,50,208,175,47,300,310,174,30,196,46,105,290,319,95,226,106,302
160,90,38,267,28,278,274,285,113,225,271,140,257,272,144,23,146,138,340
