Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
WT1pKTS	NR5A1	0.363738102721514	1.04439062582459e-50
NR5A1	WT1pKTS	0.363738102721514	1.04439062582471e-50
DMRT1	DKK1	0.268640639917703	1.42682415671858e-27
DKK1	DMRT1	0.268640639917703	1.42682415671878e-27
RSPO1	CTNNB1	0.239773638209655	3.89730829463808e-22
CTNNB1	RSPO1	0.239773638209655	3.8973082946382e-22
NR0B1	WNT4	0.214754463075218	5.68793122555177e-18
WNT4	NR0B1	0.214754463075218	5.68793122555177e-18
UGR	CBX2	0.200264380686749	8.75045630979514e-16
CBX2	UGR	0.200264380686749	8.75045630979559e-16
NR5A1	CBX2	0.199048718279059	1.31271038580856e-15
CBX2	NR5A1	0.199048718279059	1.31271038580857e-15
DKK1	SRY	0.198109984100188	1.79229810907317e-15
SRY	DKK1	0.198109984100188	1.79229810907325e-15
DMRT1	SRY	0.172134533044104	5.39329673087472e-12
SRY	DMRT1	0.172134533044104	5.39329673087477e-12
CTNNB1	WNT4	0.170248191641379	9.22302880687489e-12
WNT4	CTNNB1	0.170248191641379	9.22302880687503e-12
SRY	NR0B1	0.140465473632478	1.99861947385943e-08
NR0B1	SRY	0.140465473632478	1.99861947385944e-08
WT1mKTS	GATA4	0.13463010526073	7.58285072284088e-08
GATA4	WT1mKTS	0.13463010526073	7.58285072284102e-08
WT1mKTS	WT1pKTS	0.128154142352794	3.1218145547453e-07
WT1pKTS	WT1mKTS	0.128154142352794	3.12181455474537e-07
WNT4	RSPO1	0.126592777659156	4.34693694650286e-07
RSPO1	WNT4	0.126592777659156	4.34693694650302e-07
DKK1	SOX9	0.125204874090203	5.81510137431764e-07
SOX9	DKK1	0.125204874090203	5.8151013743177e-07
AMH	DHH	0.123450366685909	8.36354378758782e-07
DHH	AMH	0.123450366685909	8.36354378758794e-07
GATA4	WT1pKTS	0.117513075337187	2.75830457308806e-06
WT1pKTS	GATA4	0.117513075337187	2.75830457308809e-06
FGF9	DHH	0.115751581358725	3.88783351634618e-06
DHH	FGF9	0.115751581358725	3.88783351634625e-06
SRY	WT1pKTS	0.113303111878375	6.21379847536711e-06
WT1pKTS	SRY	0.113303111878375	6.21379847536727e-06
PGD2	DHH	0.112094778675923	7.8044199681534e-06
DHH	PGD2	0.112094778675922	7.80441996815356e-06
AMH	PGD2	0.111026934837434	9.52756311813807e-06
PGD2	AMH	0.111026934837434	9.5275631181381e-06
SOX9	DMRT1	0.105091618853894	2.7947613991113e-05
DMRT1	SOX9	0.105091618853894	2.79476139911132e-05
NR0B1	CTNNB1	0.097166195065903	0.000107921107100153
CTNNB1	NR0B1	0.0971661950659027	0.000107921107100159
WT1pKTS	UGR	0.0949508241147068	0.000154720260002636
UGR	WT1pKTS	0.0949508241147067	0.000154720260002637
PGD2	FGF9	0.0937501835717224	0.000187480467915134
FGF9	PGD2	0.0937501835717223	0.000187480467915137
DHH	SOX9	0.0921759290100076	0.000240357783271528
SOX9	DHH	0.0921759290100074	0.000240357783271533
DMRT1	WT1pKTS	0.0782017096609599	0.00184746208862279
WT1pKTS	DMRT1	0.0782017096609599	0.0018474620886228
SOX9	NR5A1	0.0745920016369184	0.00298206955585877
NR5A1	SOX9	0.0745920016369184	0.00298206955585877
WT1pKTS	CBX2	0.0716387118882402	0.00434864530376644
CBX2	WT1pKTS	0.0716387118882402	0.00434864530376647
RSPO1	FOXL2	0.0571835627013911	0.0228925444648059
FOXL2	RSPO1	0.0571835627013907	0.022892544464807
FGF9	AMH	0.0542723380655341	0.0308334461214574
AMH	FGF9	0.054272338065534	0.0308334461214577
CTNNB1	FOXL2	0.0537766008733518	0.0323981054448895
FOXL2	CTNNB1	0.0537766008733517	0.0323981054448898
SOX9	FGF9	0.047136985150912	0.0607931592613956
FGF9	SOX9	0.0471369851509119	0.0607931592613959
PGD2	SOX9	0.0461453804600227	0.0664300643711705
SOX9	PGD2	0.0461453804600227	0.0664300643711707
WT1pKTS	DKK1	0.045126957038809	0.0726601792373205
DKK1	WT1pKTS	0.0451269570388089	0.0726601792373214
FOXL2	UGR	0.0420980375353147	0.0940577161892594
UGR	FOXL2	0.0420980375353147	0.09405771618926
