SourceGENES,TargetGENES,Interaction,Edges
UGR,FOXL2,1,activation
DKK1,GATA4,0.401938006337142,repression
UGR,SRY,0.376266015328118,repression
DMRT1,GATA4,0.367981531935055,repression
RSPO1,CBX2,0.352008238857575,repression
CTNNB1,CBX2,0.34445893301556,repression
SRY,PGD2,0.321380513123719,repression
SRY,GATA4,0.304514058915903,repression
SRY,WT1mKTS,0.302953316626371,repression
RSPO1,WNT4,0.294237715563436,activation
SRY,FOXL2,0.289477833964324,repression
CTNNB1,WT1mKTS,0.275834546489723,repression
DKK1,RSPO1,0.270869945521633,repression
SRY,WT1pKTS,0.265771902232079,repression
DKK1,CBX2,0.254904694004865,repression
SRY,FGF9,0.252869935483178,repression
UGR,UGR,0.250608269345957,activation
CBX2,WNT4,0.249485071800777,repression
SRY,AMH,0.240091094572563,repression
CBX2,WT1mKTS,0.23584276340869,repression
CBX2,NR0B1,0.220781438021737,repression
DMRT1,RSPO1,0.216649899483322,activation
CTNNB1,CTNNB1,0.206348988168704,activation
DKK1,CTNNB1,0.203005224894539,repression
UGR,NR0B1,0.197042391722045,repression
CBX2,UGR,0.19228881267807,activation
CTNNB1,UGR,0.191264377153532,repression
DMRT1,WT1mKTS,0.190243142064608,activation
CTNNB1,WNT4,0.189675080038225,activation
SRY,NR0B1,0.186389527938513,activation
SRY,DHH,0.184220853563851,repression
CTNNB1,SRY,0.179939004601838,repression
UGR,WNT4,0.179661935020634,repression
RSPO1,CTNNB1,0.177325108548142,activation
DMRT1,CBX2,0.177068973661807,repression
FOXL2,GATA4,0.173172828126273,repression
UGR,WT1mKTS,0.152135594464417,activation
DMRT1,CTNNB1,0.149500124140531,repression
RSPO1,UGR,0.144539828479196,repression
CBX2,SRY,0.127956244535524,repression
DKK1,NR5A1,0.127815533263789,repression
FOXL2,FGF9,0.123896209079323,repression
FOXL2,DHH,0.122653600374085,activation
UGR,WT1pKTS,0.122465838460534,repression
FOXL2,FOXL2,0.120528956242896,activation
CTNNB1,RSPO1,0.119257856591634,activation
CTNNB1,NR0B1,0.110644379812999,repression
RSPO1,SRY,0.102474014949264,repression
FOXL2,WT1pKTS,0.09521211480239,repression
UGR,PGD2,0.0898243995343904,repression
FOXL2,PGD2,0.0885822379450304,activation
FOXL2,WT1mKTS,0.0878572289408542,repression
DMRT1,NR5A1,0.0866332177555397,repression
FOXL2,AMH,0.0838836108462249,activation
CBX2,PGD2,0.0788354565403634,repression
DMRT1,WT1pKTS,0.0775357535899509,repression
CBX2,FOXL2,0.0749555122385638,repression
CBX2,CBX2,0.071601162574911,activation
SRY,SRY,0.0699002627518563,activation
FOXL2,SRY,0.0554353493368093,repression
RSPO1,NR0B1,0.0483811965533062,repression
DKK1,SOX9,0.0472190945280483,activation
CTNNB1,GATA4,0.0455490661293114,repression
DMRT1,SOX9,0.0442617064423584,activation
FOXL2,NR0B1,0.0425550507567332,activation
DMRT1,UGR,0.0374329633320121,repression
UGR,AMH,0.0347877237088076,repression
SRY,SOX9,0.0328622301653348,repression
UGR,CBX2,0.0324832962743557,activation
DKK1,SRY,0.0278266270563703,activation
DKK1,WT1mKTS,0.0257091359930229,repression
CTNNB1,DMRT1,0.0212489773783556,repression
SRY,UGR,0.0177639181558804,repression
DKK1,UGR,0.0119392337181278,repression
NR0B1,SOX9,0.00736642861560376,activation
NR0B1,FOXL2,0.00610612239162631,activation
AMH,SOX9,0.0056315437374717,activation
NR0B1,PGD2,0.00536947945658114,repression
FGF9,SOX9,0.0051413013964482,activation
PGD2,SOX9,0.00504412697953655,activation
DHH,SOX9,0.0048719966751238,activation
NR0B1,AMH,0.00468350910293438,repression
AMH,NR5A1,0.00433788014235643,repression
NR0B1,FGF9,0.0041486948738698,repression
RSPO1,DMRT1,0.00392719641018848,activation
DHH,FGF9,0.00366706125999817,activation
