Regulator	Target	SINGE_Score
GATA4	RSPO1	6
GATA4	NR0B1	1.5
WT1mKTS	NR5A1	0.66666
GATA4	WT1pKTS	0.375
GATA4	CTNNB1	0.24
GATA4	WNT4	0.16666
WT1mKTS	FOXL2	0.12244
GATA4	CBX2	0.09375
GATA4	SOX9	0.07407
WT1mKTS	CBX2	0.06
WT1mKTS	RSPO1	0.04958
WT1mKTS	UGR	0.04166
WT1mKTS	WT1pKTS	0.0355
WT1mKTS	AMH	0.03061
GATA4	AMH	0.02666
GATA4	NR5A1	0.02343
GATA4	DHH	0.02076
WT1mKTS	PGD2	0.01851
GATA4	PGD2	0.01662
WT1mKTS	WNT4	0.015
AMH	RSPO1	0.0136
WNT4	RSPO1	0.01239
WT1mKTS	CTNNB1	0.01134
GATA4	DMRT1	0.01041
GATA4	FOXL2	0.0096
GATA4	SRY	0.00887
AMH	CTNNB1	0.00823
WT1mKTS	FGF9	0.00765
WNT4	CBX2	0.00713
WT1mKTS	DKK1	0.00666
WT1mKTS	DHH	0.00624
AMH	WT1pKTS	0.00585
WNT4	UGR	0.0055
DMRT1	FOXL2	0.00519
WT1mKTS	NR0B1	0.00489
AMH	DMRT1	0.00462
GATA4	UGR	0.00438
PGD2	SOX9	0.00415
DMRT1	WT1pKTS	0.00394
NR0B1	RSPO1	0.00375
CBX2	CTNNB1	0.00356
WT1mKTS	DMRT1	0.0034
AMH	UGR	0.00324
CTNNB1	CBX2	0.00283
DMRT1	UGR	0.0026
DKK1	RSPO1	0.00249
AMH	CBX2	0.0024
DHH	FOXL2	0.0023
FGF9	WT1pKTS	0.00221
DMRT1	NR5A1	0.00213
RSPO1	SRY	0.00205
FGF9	FOXL2	0.00191
NR0B1	WNT4	0.00184
NR0B1	WT1pKTS	0.00172
DKK1	SRY	0.00166
AMH	NR5A1	0.00161
GATA4	FGF9	0.00156
SRY	FOXL2	0.00151
WT1mKTS	SOX9	0.00142
WT1mKTS	GATA4	0.00137
UGR	RSPO1	0.00133
DKK1	CBX2	0.00129
SOX9	FOXL2	0.00126
CTNNB1	SRY	0.00122
CBX2	RSPO1	0.00119
NR0B1	FOXL2	0.00115
WNT4	CTNNB1	0.00112
DMRT1	CBX2	0.00109
NR0B1	UGR	0.00106
DHH	WT1pKTS	0.00103
PGD2	WNT4	0.00101
CBX2	UGR	0.00098
SOX9	CTNNB1	0.00096
UGR	CBX2	0.00093
PGD2	UGR	0.00091
DMRT1	RSPO1	0.00089
UGR	WT1pKTS	0.00087
AMH	NR0B1	0.00085
CTNNB1	RSPO1	0.00083
SOX9	NR5A1	0.00081
AMH	SOX9	0.00079
NR0B1	CTNNB1	0.00077
WT1pKTS	CBX2	0.00075
DKK1	FOXL2	0.00074
NR5A1	UGR	0.00072
FGF9	AMH	0.0007
DKK1	AMH	0.00069
UGR	FOXL2	0.00067
DKK1	WT1pKTS	0.00066
NR5A1	WT1pKTS	0.00065
NR0B1	NR5A1	0.00063
FOXL2	NR5A1	0.00062
NR5A1	WNT4	0.00061
DKK1	CTNNB1	0.0006
WNT4	WT1pKTS	0.00058
CTNNB1	WT1pKTS	0.00056
DKK1	DMRT1	0.00055
WNT4	FOXL2	0.00054
CTNNB1	FOXL2	0.00052
SRY	WT1pKTS	0.00051
SRY	NR0B1	0.0005
DHH	DKK1	0.00049
FOXL2	RSPO1	0.00048
DKK1	UGR	0.00047
CBX2	WT1pKTS	0.00046
DMRT1	SRY	0.00046
DKK1	NR5A1	0.00045
WT1pKTS	UGR	0.00044
WNT4	NR5A1	0.00043
AMH	WNT4	0.00043
SOX9	WT1pKTS	0.00042
NR5A1	CTNNB1	0.00041
SOX9	SRY	0.0004
FGF9	SRY	0.0004
NR5A1	NR0B1	0.00039
AMH	FOXL2	0.00038
DKK1	SOX9	0.00037
SOX9	CBX2	0.00036
NR0B1	PGD2	0.00036
CTNNB1	WNT4	0.00035
FOXL2	CBX2	0.00034
PGD2	DHH	0.00034
DMRT1	FGF9	0.00033
DKK1	DHH	0.00032
DHH	AMH	0.00032
NR5A1	CBX2	0.00031
SOX9	RSPO1	0.00031
PGD2	FGF9	0.00031
FOXL2	SRY	0.0003
DMRT1	CTNNB1	0.0003
FGF9	DMRT1	0.00029
RSPO1	UGR	0.00029
PGD2	DKK1	0.00028
DHH	WNT4	0.00028
FGF9	PGD2	0.00027
RSPO1	CBX2	0.00027
DKK1	PGD2	0.00027
NR0B1	CBX2	0.00026
SRY	WNT4	0.00026
SOX9	AMH	0.00025
RSPO1	SOX9	0.00025
CBX2	NR5A1	0.00025
CTNNB1	DMRT1	0.00024
FGF9	NR5A1	0.00024
