Regulator	Target	SINGE_Score
GATA4	CBX2	5
GATA4	RSPO1	1.25
GATA4	FOXL2	0.55555
GATA4	WT1pKTS	0.3125
GATA4	NR5A1	0.2
GATA4	UGR	0.13888
GATA4	CTNNB1	0.10204
GATA4	SRY	0.07812
WT1mKTS	RSPO1	0.06172
WT1mKTS	CBX2	0.05
GATA4	DKK1	0.04132
WT1mKTS	CTNNB1	0.03472
WT1mKTS	NR5A1	0.02958
GATA4	NR0B1	0.02551
GATA4	WNT4	0.02222
WT1mKTS	FOXL2	0.01953
WT1mKTS	WT1pKTS	0.0173
GATA4	DMRT1	0.01543
GATA4	SOX9	0.01385
WT1mKTS	NR0B1	0.0125
WT1mKTS	DHH	0.01133
WT1mKTS	WNT4	0.01033
GATA4	DHH	0.00945
WT1mKTS	SOX9	0.00868
WT1mKTS	AMH	0.008
FGF9	NR5A1	0.00739
FGF9	WT1pKTS	0.00685
FGF9	FOXL2	0.00637
FGF9	RSPO1	0.00594
DKK1	CBX2	0.00555
FGF9	SRY	0.0052
AMH	WT1pKTS	0.00488
DKK1	CTNNB1	0.00459
FGF9	CTNNB1	0.00432
NR0B1	WT1pKTS	0.00408
FGF9	CBX2	0.00385
GATA4	PGD2	0.00365
DKK1	NR5A1	0.00346
WT1mKTS	SRY	0.00328
DKK1	FOXL2	0.00312
DKK1	RSPO1	0.00297
WT1mKTS	UGR	0.00283
NR0B1	CBX2	0.0027
NR0B1	SRY	0.00258
AMH	CBX2	0.00246
UGR	SRY	0.00236
DKK1	UGR	0.00226
WT1mKTS	DKK1	0.00217
PGD2	FOXL2	0.00208
AMH	FOXL2	0.002
WNT4	NR5A1	0.00192
PGD2	NR5A1	0.00184
AMH	NR5A1	0.00177
WNT4	WT1pKTS	0.00171
FGF9	UGR	0.00165
CTNNB1	UGR	0.00159
DKK1	WT1pKTS	0.00153
SRY	CBX2	0.00148
DKK1	SRY	0.00143
FOXL2	UGR	0.00134
SOX9	PGD2	0.0013
WT1mKTS	DMRT1	0.00125
NR0B1	FOXL2	0.00122
FOXL2	CTNNB1	0.00118
PGD2	UGR	0.00114
RSPO1	UGR	0.00111
PGD2	NR0B1	0.00108
FOXL2	RSPO1	0.00105
PGD2	WNT4	0.00102
WT1mKTS	FGF9	0.00099
NR0B1	NR5A1	0.00096
NR5A1	SRY	0.00091
SOX9	WT1pKTS	0.00086
CBX2	CTNNB1	0.00084
DHH	WT1pKTS	0.0008
DHH	SOX9	0.00076
PGD2	CTNNB1	0.00074
FGF9	SOX9	0.00072
UGR	CTNNB1	0.0007
NR0B1	CTNNB1	0.00069
SOX9	DKK1	0.00067
FOXL2	CBX2	0.00066
DHH	UGR	0.00064
DMRT1	SRY	0.00063
PGD2	RSPO1	0.00061
WT1mKTS	PGD2	0.0006
UGR	WT1pKTS	0.00059
FGF9	DMRT1	0.00057
GATA4	AMH	0.00056
PGD2	AMH	0.00055
CTNNB1	WT1pKTS	0.00054
SOX9	FOXL2	0.00051
GATA4	FGF9	0.0005
DHH	SRY	0.00049
AMH	SRY	0.00048
FOXL2	FGF9	0.00047
AMH	RSPO1	0.00045
SRY	WT1pKTS	0.00044
DHH	CBX2	0.00043
UGR	CBX2	0.00042
CBX2	SRY	0.00042
AMH	CTNNB1	0.00041
DMRT1	WT1pKTS	0.0004
NR0B1	RSPO1	0.00039
DMRT1	CBX2	0.00039
UGR	RSPO1	0.00038
SOX9	FGF9	0.00037
CBX2	RSPO1	0.00037
DMRT1	FGF9	0.00036
DMRT1	NR5A1	0.00035
DMRT1	UGR	0.00035
WT1mKTS	GATA4	0.00034
CTNNB1	SRY	0.00034
PGD2	DHH	0.00033
CBX2	FOXL2	0.00033
DHH	WNT4	0.00032
CTNNB1	FOXL2	0.00031
NR0B1	UGR	0.00031
WNT4	SOX9	0.0003
FGF9	NR0B1	0.0003
SRY	NR5A1	0.00029
SRY	DMRT1	0.00029
NR0B1	SOX9	0.00028
WNT4	CBX2	0.00028
RSPO1	FOXL2	0.00027
PGD2	CBX2	0.00027
RSPO1	NR5A1	0.00027
DKK1	NR0B1	0.00025
RSPO1	WNT4	0.00025
PGD2	FGF9	0.00025
SOX9	NR5A1	0.00024
SRY	UGR	0.00024
UGR	PGD2	0.00024
SOX9	CBX2	0.00023
SRY	FOXL2	0.00023
UGR	SOX9	0.00023
DKK1	PGD2	0.00022
NR5A1	FOXL2	0.00022
DMRT1	FOXL2	0.00022
AMH	DHH	0.00021
