Gene1	Gene2	Score
CTNNB1	RSPO1	0.877446747836204
RSPO1	CTNNB1	0.877446747836204
WNT4	FOXL2	0.865067988648268
NR0B1	FOXL2	0.863451654653332
UGR	FOXL2	-0.860595297502017
NR0B1	WNT4	0.856593674070452
WNT4	NR0B1	0.856593674070452
UGR	CTNNB1	-0.854135558397648
GATA4	WT1mKTS	0.852434686982527
WT1mKTS	GATA4	0.852434686982527
CTNNB1	FOXL2	0.851689882276373
WNT4	RSPO1	0.851268416976251
RSPO1	FOXL2	0.84871787500257
UGR	RSPO1	-0.847300670592927
NR0B1	RSPO1	0.846243415643187
WNT4	CTNNB1	0.844600842511986
NR0B1	CTNNB1	0.84244745772741
CBX2	FOXL2	-0.840830668631009
CBX2	NR5A1	0.831685706377433
UGR	CBX2	0.827817501767955
CTNNB1	CBX2	-0.827365139129228
CBX2	CTNNB1	-0.824796429375062
CTNNB1	NR5A1	-0.824006300668121
UGR	NR5A1	0.820005936377588
RSPO1	NR5A1	-0.819153327446444
RSPO1	CBX2	-0.818973878910083
NR5A1	FOXL2	-0.816963701344575
CBX2	RSPO1	-0.816526569525469
NR5A1	WT1pKTS	0.815881437640575
CTNNB1	WT1pKTS	-0.810136661820158
UGR	WT1pKTS	0.807808684553119
CBX2	WT1pKTS	0.807675364638448
WNT4	UGR	-0.806441827855394
FOXL2	WT1pKTS	-0.803502305953987
RSPO1	WT1pKTS	-0.801632881515911
NR0B1	UGR	-0.799769878003904
FOXL2	NR5A1	-0.799667267055545
NR0B1	CBX2	-0.792595178696993
WNT4	CBX2	-0.791282137989275
WNT4	NR5A1	-0.775089224275493
NR0B1	NR5A1	-0.767258892657736
WNT4	WT1pKTS	-0.765233856497193
NR0B1	WT1pKTS	-0.765060468362816
WT1pKTS	NR5A1	0.759286779413353
WT1pKTS	FOXL2	-0.756564197866193
UGR	WNT4	-0.753861175501296
UGR	NR0B1	-0.742993400893158
NR0B1	SRY	-0.741296169476712
CTNNB1	UGR	-0.739407853862871
WNT4	SRY	-0.736097886694112
CBX2	UGR	0.730357714995504
UGR	SRY	0.729266931184426
NR5A1	CTNNB1	-0.717884787058724
NR5A1	RSPO1	-0.710970772893704
RSPO1	UGR	-0.706697126612048
NR5A1	CBX2	0.701161857069005
CTNNB1	SRY	-0.669169826745902
CBX2	SRY	0.662743600364903
RSPO1	SRY	-0.646923008546831
FOXL2	CBX2	-0.613962353934959
FOXL2	CTNNB1	0.605559888725354
CBX2	WNT4	-0.603369360608156
FOXL2	RSPO1	0.597698746779165
WT1mKTS	NR0B1	0.588260261481386
CTNNB1	WNT4	0.582322473404948
GATA4	NR0B1	0.579440723577278
CBX2	NR0B1	-0.577824551193797
WT1mKTS	CTNNB1	0.576971834397475
CTNNB1	NR0B1	0.560995547423882
WT1mKTS	WNT4	0.553128130907589
WT1mKTS	RSPO1	0.553023579128132
WT1pKTS	CTNNB1	-0.546518164509656
GATA4	CTNNB1	0.541087181043439
RSPO1	WNT4	0.539586672550884
WT1pKTS	RSPO1	-0.536368102936726
GATA4	RSPO1	0.53526714041878
RSPO1	NR0B1	0.530773382408303
GATA4	WNT4	0.527578992450821
NR5A1	UGR	0.525275556015796
WT1pKTS	CBX2	0.518706549967116
NR5A1	SRY	0.513702213492566
SRY	FOXL2	-0.501358654924221
FOXL2	SRY	-0.499244217607803
SRY	WT1pKTS	0.465051224757148
SRY	NR5A1	0.443505131633526
FOXL2	UGR	-0.435880814930892
NR5A1	WNT4	-0.427531467698951
NR5A1	NR0B1	-0.419549990007778
WT1pKTS	SRY	0.409938621610908
WNT4	GATA4	-0.392811145234683
NR0B1	GATA4	-0.383688296262289
WT1pKTS	UGR	0.371821308259899
WT1mKTS	CBX2	-0.366364680725991
DKK1	DMRT1	0.365411251493821
DMRT1	DKK1	0.365411251493821
AMH	WNT4	-0.357188598580984
AMH	RSPO1	-0.356366516936633
AMH	CTNNB1	-0.356187646892752
UGR	GATA4	0.352088002146143
FGF9	WNT4	-0.347971546970254
GATA4	CBX2	-0.345622023833616
FGF9	NR0B1	-0.344282383129497
NR0B1	WT1mKTS	-0.344216855031976
FGF9	RSPO1	-0.342945065032075
WNT4	WT1mKTS	-0.340129192306063
FGF9	CTNNB1	-0.337956374813602
AMH	NR0B1	-0.337606253305215
WNT4	DKK1	-0.328941677096723
DHH	WNT4	-0.328569627667793
WT1mKTS	UGR	-0.326607045121657
FOXL2	WNT4	0.323835402938105
GATA4	UGR	-0.322604733132678
SRY	WNT4	0.320329914069744
AMH	UGR	0.318749879032043
WT1pKTS	WNT4	-0.3186685413143
NR0B1	DKK1	-0.317742042003066
DHH	NR0B1	-0.314248457540316
FGF9	CBX2	0.314208223525844
WT1pKTS	NR0B1	-0.310767301776071
FGF9	UGR	0.310666421258269
FOXL2	NR0B1	0.308630181542656
DHH	UGR	0.306509647544603
AMH	CBX2	0.30633630349599
WNT4	DMRT1	-0.305289998351591
PGD2	RSPO1	-0.304873117532686
DHH	RSPO1	-0.302474217597914
PGD2	CBX2	0.298537190563531
NR0B1	DMRT1	-0.297472423576816
DHH	CTNNB1	-0.297240612180568
PGD2	CTNNB1	-0.295320000308759
WT1pKTS	WT1mKTS	-0.294045321581099
PGD2	NR0B1	-0.293868339069908
PGD2	WNT4	-0.291060504885719
AMH	FOXL2	-0.29013886259536
FOXL2	GATA4	0.28996356500955
SRY	RSPO1	-0.289411163854336
CBX2	GATA4	0.288201677267265
WT1pKTS	GATA4	-0.284413293148773
SOX9	DKK1	0.283689912747037
DKK1	SOX9	0.283689912747037
PGD2	UGR	0.282354714511341
AMH	NR5A1	0.281683735097909
FGF9	FOXL2	-0.281577797089231
SOX9	NR0B1	-0.279932932732528
AMH	SRY	0.277734957410533
FGF9	NR5A1	0.277273948763736
SRY	CBX2	0.27560070804185
UGR	DKK1	0.275287902209649
FGF9	SRY	0.27524603057686
RSPO1	DKK1	-0.272239078478943
CTNNB1	GATA4	-0.271863728805658
CTNNB1	DKK1	-0.271264840074194
DHH	CBX2	0.271064067303607
PGD2	NR5A1	0.269411688219312
DHH	SRY	0.268965663101277
UGR	WT1mKTS	0.265804051336442
NR5A1	GATA4	-0.265563793850769
SOX9	DMRT1	0.264053643887439
DMRT1	SOX9	0.264053643887439
UGR	DMRT1	0.262929680619129
RSPO1	GATA4	-0.261885825972427
DKK1	WT1mKTS	-0.260802302957015
WT1mKTS	DKK1	-0.260802302957015
CBX2	DKK1	0.259703460764418
PGD2	SRY	0.259046849240605
DHH	NR5A1	0.257871640809825
SOX9	WNT4	-0.255540785436526
SOX9	CTNNB1	-0.25503850168646
DHH	FOXL2	-0.254856107994725
DKK1	SRY	0.254436889499912
SRY	DKK1	0.254436889499912
WT1mKTS	PGD2	-0.25420429310453
PGD2	WT1mKTS	-0.25420429310453
SOX9	CBX2	0.252702462464093
SRY	CTNNB1	-0.252294476849626
GATA4	SOX9	-0.252263669319726
SOX9	GATA4	-0.252263669319726
PGD2	FOXL2	-0.252180204802814
AMH	WT1pKTS	0.252066061979907
FOXL2	WT1mKTS	0.251113424407148
CTNNB1	DMRT1	-0.248096540278022
SOX9	WT1mKTS	-0.246705166315637
WT1mKTS	SOX9	-0.246705166315637
GATA4	DMRT1	-0.245429487775511
DMRT1	GATA4	-0.245429487775511
SOX9	RSPO1	-0.245219207038026
RSPO1	DMRT1	-0.24514986104285
GATA4	DKK1	-0.244877290519689
DKK1	GATA4	-0.244877290519689
CBX2	DMRT1	0.241751624161983
DKK1	WNT4	-0.241125638919338
SRY	DMRT1	0.24084867822301
NR5A1	WT1mKTS	-0.239583611955629
AMH	WT1mKTS	-0.238154543273447
WT1mKTS	AMH	-0.238154543273447
WNT4	AMH	-0.238049564190163
UGR	FGF9	0.237499208269166
FGF9	WT1pKTS	0.23668528123191
WT1mKTS	NR5A1	-0.235631488665393
NR0B1	AMH	-0.234470995267674
GATA4	SRY	-0.233687288343598
GATA4	PGD2	-0.231599928012031
PGD2	GATA4	-0.231599928012031
DHH	WT1pKTS	0.230038395432763
AMH	GATA4	-0.22950315752013
GATA4	DHH	-0.229075914741991
DHH	GATA4	-0.229075914741991
DKK1	NR0B1	-0.228271158598723
WT1mKTS	SRY	-0.227445972859277
WT1mKTS	FGF9	-0.227273581528698
FGF9	WT1mKTS	-0.227273581528698
UGR	DHH	0.226555720931255
WNT4	SOX9	-0.225213172909555
DKK1	WT1pKTS	0.224059504658905
DKK1	UGR	0.223554724346327
GATA4	FGF9	-0.222901481261883
FGF9	GATA4	-0.222901481261883
GATA4	AMH	-0.222673317727271
DKK1	RSPO1	-0.22188869702362
