SourceGENES,TargetGENES,Interaction,Edges
UGR,FOXL2,1,activation
SRY,WT1mKTS,0.656300950155446,repression
UGR,WT1mKTS,0.633809617373473,activation
CTNNB1,WT1mKTS,0.492830296016655,repression
CBX2,WT1mKTS,0.468086297919754,activation
SRY,GATA4,0.447600157265764,repression
SRY,PGD2,0.404576508377339,repression
SRY,WT1pKTS,0.377258985420965,repression
RSPO1,CBX2,0.350240277885807,repression
UGR,WT1pKTS,0.331305613706378,repression
SRY,AMH,0.319125913301924,repression
CTNNB1,CBX2,0.317736830611021,activation
DKK1,RSPO1,0.316391290809973,repression
SRY,FOXL2,0.30760964368862,repression
DMRT1,RSPO1,0.266994486102911,activation
RSPO1,WNT4,0.263956936491139,activation
CBX2,FOXL2,0.258282195563994,repression
UGR,NR0B1,0.252979009183011,repression
SRY,NR0B1,0.250218113247421,activation
UGR,UGR,0.24542294613888,activation
SRY,FGF9,0.231714314897804,repression
DMRT1,GATA4,0.230427647903396,repression
CTNNB1,WNT4,0.218702972920093,activation
SRY,DHH,0.217210144549378,repression
DKK1,CTNNB1,0.214054459519292,repression
DKK1,CBX2,0.21313302702436,repression
CBX2,NR0B1,0.211851781900572,repression
UGR,SRY,0.208512220619917,repression
FOXL2,WT1mKTS,0.196106694109353,repression
DKK1,NR5A1,0.185991784418399,repression
CBX2,WNT4,0.16728786814029,repression
CBX2,UGR,0.165416673042299,activation
DMRT1,WT1mKTS,0.163761073099223,activation
CTNNB1,UGR,0.162990848074081,repression
DKK1,GATA4,0.162822237523856,repression
DMRT1,CTNNB1,0.162506250329436,repression
DMRT1,CBX2,0.162149530623017,repression
WT1pKTS,FGF9,0.15808176431393,repression
CTNNB1,CTNNB1,0.155536192183518,activation
WT1pKTS,PGD2,0.15320372972365,repression
CTNNB1,RSPO1,0.149747042098596,activation
RSPO1,CTNNB1,0.148769746005667,activation
WT1pKTS,DHH,0.143774993825679,repression
WT1pKTS,AMH,0.143691904859438,repression
WT1pKTS,WT1mKTS,0.142087357608006,activation
RSPO1,UGR,0.141427618921588,repression
DMRT1,NR5A1,0.139528667400828,repression
CBX2,WT1pKTS,0.137243085621392,repression
DKK1,WT1mKTS,0.127509383463441,activation
