Regulator	Target	SINGE_Score
GATA4	FOXL2	6
GATA4	NR0B1	1.5
GATA4	NR5A1	0.66666
WT1mKTS	NR5A1	0.375
GATA4	CBX2	0.24
GATA4	DKK1	0.16666
WT1mKTS	SRY	0.12244
GATA4	WT1pKTS	0.09375
GATA4	DMRT1	0.07407
WT1mKTS	FOXL2	0.06
WT1mKTS	WT1pKTS	0.04958
WT1mKTS	CTNNB1	0.04166
GATA4	CTNNB1	0.0355
GATA4	RSPO1	0.03061
GATA4	UGR	0.02666
GATA4	WNT4	0.02343
WT1mKTS	NR0B1	0.02076
WT1mKTS	SOX9	0.01851
GATA4	AMH	0.01662
WT1mKTS	RSPO1	0.015
WT1mKTS	UGR	0.0136
GATA4	PGD2	0.01239
GATA4	SOX9	0.01134
RSPO1	CBX2	0.01041
PGD2	UGR	0.0096
AMH	CTNNB1	0.00887
PGD2	CBX2	0.00823
WT1mKTS	DMRT1	0.00666
FGF9	CBX2	0.00624
AMH	RSPO1	0.00585
AMH	CBX2	0.0055
RSPO1	CTNNB1	0.00519
FGF9	UGR	0.00489
AMH	UGR	0.00462
PGD2	RSPO1	0.00438
RSPO1	WT1pKTS	0.00415
CTNNB1	CBX2	0.00394
CTNNB1	WT1pKTS	0.00375
PGD2	NR5A1	0.00356
CTNNB1	NR5A1	0.0034
RSPO1	UGR	0.00324
FGF9	WNT4	0.00309
DMRT1	WT1pKTS	0.00296
PGD2	FOXL2	0.00283
PGD2	WT1pKTS	0.00271
NR5A1	CTNNB1	0.0026
DMRT1	FOXL2	0.00249
NR0B1	FOXL2	0.0024
CBX2	RSPO1	0.0023
NR0B1	SRY	0.00221
PGD2	CTNNB1	0.00213
NR5A1	RSPO1	0.00205
NR0B1	WT1pKTS	0.00198
DKK1	CBX2	0.00191
DHH	NR5A1	0.00184
AMH	WNT4	0.00178
PGD2	WNT4	0.00172
FGF9	RSPO1	0.00166
RSPO1	NR0B1	0.00161
FGF9	NR0B1	0.00156
WT1mKTS	DHH	0.00151
DKK1	UGR	0.00146
SRY	WT1pKTS	0.00142
FGF9	DHH	0.00137
DHH	WT1pKTS	0.00129
UGR	FOXL2	0.00126
AMH	NR0B1	0.00122
AMH	NR5A1	0.00119
DMRT1	NR5A1	0.00115
FGF9	CTNNB1	0.00112
PGD2	NR0B1	0.00109
RSPO1	NR5A1	0.00106
AMH	WT1pKTS	0.00103
FGF9	WT1pKTS	0.00101
DHH	FOXL2	0.00096
DKK1	NR5A1	0.00093
SOX9	DMRT1	0.00091
WNT4	DMRT1	0.00089
SRY	RSPO1	0.00087
SOX9	SRY	0.00085
DKK1	DMRT1	0.00081
CTNNB1	RSPO1	0.00079
DKK1	FOXL2	0.00077
PGD2	SRY	0.00075
SRY	CBX2	0.00074
SRY	FOXL2	0.00072
UGR	SRY	0.0007
RSPO1	WNT4	0.00069
DKK1	SOX9	0.00067
FGF9	DKK1	0.00066
DMRT1	SRY	0.00065
DHH	NR0B1	0.00063
DMRT1	CBX2	0.00062
WT1mKTS	WNT4	0.00061
NR0B1	RSPO1	0.0006
AMH	DHH	0.00058
DMRT1	AMH	0.00057
SRY	DMRT1	0.00056
NR0B1	NR5A1	0.00055
SOX9	DHH	0.00054
CTNNB1	FOXL2	0.00053
UGR	CBX2	0.00052
NR5A1	WNT4	0.00051
DMRT1	RSPO1	0.0005
NR5A1	UGR	0.00049
DKK1	WNT4	0.00048
UGR	NR0B1	0.00047
