SourceGENES,TargetGENES,Interaction,Edges
SRY,FOXL2,1.52101176400819,repression
RSPO1,CBX2,1.10061312639804,repression
CTNNB1,CBX2,1,activation
SRY,WT1pKTS,0.951318837084307,repression
CBX2,SRY,0.873103435447329,repression
RSPO1,CTNNB1,0.861758037283794,activation
SRY,WT1mKTS,0.831574974385715,repression
RSPO1,WNT4,0.787097029167557,activation
SRY,GATA4,0.699020997281484,repression
CTNNB1,CTNNB1,0.671031632026635,activation
CBX2,UGR,0.617528700462884,activation
CTNNB1,WNT4,0.589840396151656,activation
CTNNB1,SRY,0.56527443910963,activation
SRY,PGD2,0.563651033017224,repression
CBX2,WNT4,0.561299021376728,repression
DMRT1,RSPO1,0.558287202439,activation
SRY,AMH,0.551721371223583,repression
CBX2,CBX2,0.532300924081715,activation
DMRT1,CTNNB1,0.508201595039535,repression
CBX2,FOXL2,0.493932926438386,repression
DMRT1,CBX2,0.491390062334866,repression
CTNNB1,UGR,0.489602890363184,repression
RSPO1,SRY,0.47669627526964,repression
RSPO1,UGR,0.453703002562196,repression
CTNNB1,RSPO1,0.448860758530004,activation
CBX2,NR0B1,0.423033033880887,repression
SRY,SRY,0.41527711304853,activation
SRY,FGF9,0.414355367864921,repression
SRY,DHH,0.408744589244391,repression
SRY,NR0B1,0.397699902598257,activation
CBX2,WT1mKTS,0.37627021708972,activation
DMRT1,NR5A1,0.292888597091337,repression
DKK1,RSPO1,0.259413458952239,repression
SRY,UGR,0.246097116988183,repression
FOXL2,SRY,0.194613702598409,repression
DKK1,CBX2,0.187682109489681,repression
FOXL2,DHH,0.185557047932098,activation
FOXL2,FGF9,0.181176575177851,repression
DKK1,CTNNB1,0.179039562561469,repression
FOXL2,FOXL2,0.157586652943373,activation
FOXL2,AMH,0.143364678816605,activation
DKK1,NR5A1,0.134639686574239,repression
FOXL2,PGD2,0.104758908013912,activation
RSPO1,WT1mKTS,0.100104372455763,repression
FOXL2,NR0B1,0.0892180738955585,activation
DKK1,SOX9,0.0783785709294771,activation
DMRT1,WNT4,0.0752770396374599,repression
CTNNB1,NR0B1,0.0737343136318731,repression
SRY,SOX9,0.0692108912175203,repression
RSPO1,RSPO1,0.0432448228553012,activation
NR0B1,FOXL2,0.0391522325262839,activation
RSPO1,NR0B1,0.0355193376701727,repression
DKK1,WNT4,0.0346971188861411,repression
DMRT1,UGR,0.0232839787718356,repression
NR0B1,SOX9,0.0216836672735947,activation
NR0B1,WT1pKTS,0.019002156391218,activation
NR5A1,CTNNB1,0.0177543661873956,repression
DHH,SOX9,0.0158289352232031,activation
NR0B1,AMH,0.0156384152897081,repression
PGD2,SOX9,0.0153250898456656,activation
FGF9,SOX9,0.0150344820190841,activation
NR0B1,PGD2,0.014965499079592,repression
NR0B1,GATA4,0.0146953908578234,activation
NR0B1,FGF9,0.0142473074162641,repression
AMH,SOX9,0.013949303738939,repression
NR5A1,CBX2,0.0128924703126269,activation
AMH,NR5A1,0.0126361954365521,repression
DKK1,UGR,0.0123280605589611,repression
PGD2,NR5A1,0.0115765529286042,repression
NR0B1,DHH,0.010290204687125,repression
NR0B1,WT1mKTS,0.010034376425641,activation
DHH,GATA4,0.00987977442971766,repression
DHH,FGF9,0.00984707438260972,activation
NR5A1,DMRT1,0.00982930365980321,repression
AMH,FGF9,0.00961021313320324,activation
FGF9,NR5A1,0.00958764658518124,repression
DHH,PGD2,0.0088050004184353,activation
CTNNB1,DMRT1,0.00854197311105212,repression
DHH,NR5A1,0.00847032507491543,activation
NR5A1,DKK1,0.00800631940690871,repression
AMH,DHH,0.00760607174371438,activation
CTNNB1,WT1mKTS,0.00746803922396028,repression
FGF9,FGF9,0.006961222430296,activation
FGF9,PGD2,0.00611818953355665,activation
DHH,AMH,0.00582346684823056,activation
NR5A1,WNT4,0.00547941093097585,repression
DHH,DHH,0.00510367929474497,activation
NR5A1,RSPO1,0.00496561472228718,repression
DMRT1,SOX9,0.00455381425667645,activation
PGD2,FGF9,0.00435361801810684,activation
NR0B1,NR5A1,0.00399928739858973,repression
FGF9,AMH,0.00346645202377364,activation
DHH,RSPO1,0.00311771222645164,repression
FGF9,GATA4,0.00296746418836978,repression
FGF9,DHH,0.00288343900462614,activation
PGD2,RSPO1,0.00271027197424801,repression
NR5A1,WT1mKTS,0.00267629871085346,activation
AMH,AMH,0.00263399305047655,activation
FGF9,WNT4,0.00239012792783373,repression
NR0B1,NR0B1,0.00192999378061518,activation
FGF9,DMRT1,0.00182387206437711,repression
AMH,PGD2,0.0017859966099773,activation
DHH,DMRT1,0.00158042876462893,repression
PGD2,DHH,0.00157867940498961,activation
DHH,WNT4,0.00156674905729092,repression
PGD2,PGD2,0.00132125429178767,activation
PGD2,AMH,0.00127700806490009,activation
FGF9,RSPO1,0.00111978422835815,repression
NR0B1,UGR,0.000741715123518241,repression
DHH,WT1pKTS,0.000674007310916089,repression
PGD2,WNT4,0.000429777123497402,repression
DHH,NR0B1,0.00020359864426825,repression
PGD2,DMRT1,3.0613514027957e-05,repression
UGR,FOXL2,2.72612346528158e-35,activation
WNT4,FOXL2,2.01368048864285e-35,repression
UGR,SRY,1.4454179025351e-35,repression
UGR,UGR,9.46712703420394e-36,activation
WNT4,CTNNB1,6.71468640500321e-36,activation
WNT4,CBX2,6.32583338408633e-36,repression
UGR,WT1mKTS,5.94058927529734e-36,activation
UGR,NR0B1,5.67152498891692e-36,repression
WNT4,UGR,5.55071844390739e-36,repression
SOX9,CTNNB1,4.93555142104388e-36,activation
WNT4,DMRT1,4.83690704556e-36,repression
WT1mKTS,SOX9,4.5675709032672e-36,repression
UGR,WNT4,4.40385987859136e-36,repression
UGR,CBX2,4.32447093611048e-36,activation
GATA4,SOX9,4.08015082679412e-36,repression
WNT4,WT1mKTS,4.00407126391859e-36,repression
WT1mKTS,WNT4,3.85179483582577e-36,repression
WT1pKTS,SOX9,3.41878014645239e-36,repression
WNT4,WNT4,3.07294946933334e-36,activation
WNT4,DKK1,2.82245338549331e-36,repression
WNT4,SRY,2.7176417465562e-36,repression
SOX9,DMRT1,2.6775782573928e-36,activation
WNT4,WT1pKTS,2.49018862597419e-36,repression
WT1mKTS,RSPO1,2.35121926310117e-36,repression
WT1mKTS,NR5A1,2.12459389702634e-36,activation
WT1pKTS,FGF9,2.03733132066579e-36,repression
GATA4,WNT4,1.97562536466551e-36,repression
SOX9,DKK1,1.880345033686e-36,activation
GATA4,NR5A1,1.85010054842577e-36,activation
WT1mKTS,UGR,1.81953161758375e-36,activation
SOX9,WNT4,1.8006307293657e-36,repression
WT1pKTS,NR5A1,1.66827721758096e-36,activation
WT1mKTS,CBX2,1.39640668871711e-36,activation
UGR,WT1pKTS,1.25513026562099e-36,repression
GATA4,RSPO1,1.16323206507678e-36,repression
GATA4,CTNNB1,1.11310497841797e-36,repression
GATA4,FGF9,9.11936792768218e-37,repression
WT1mKTS,CTNNB1,8.41629291742322e-37,repression
WT1pKTS,DHH,7.29599454835411e-37,repression
UGR,AMH,6.35531048933929e-37,repression
WT1pKTS,RSPO1,6.29573776213809e-37,repression
WT1pKTS,CTNNB1,6.20454943610438e-37,repression
WT1pKTS,CBX2,6.10322622900238e-37,repression
WT1mKTS,FOXL2,2.95979705991209e-37,activation
GATA4,CBX2,1.39916813929036e-37,repression
WT1mKTS,NR0B1,8.26402127091942e-38,activation
DMRT1,DMRT1,0,no regulation
DMRT1,FGF9,0,no regulation
