SourceGENES,TargetGENES,Interaction,Edges
WT1mKTS,PGD2,3.82314082929429,repression
WT1mKTS,DMRT1,2.54735900483599,repression
WT1mKTS,DHH,2.00447030119621,repression
WT1mKTS,DKK1,1.77445882732228,repression
WT1mKTS,SOX9,1.51474167915469,repression
WT1mKTS,WNT4,1.25783714849222,repression
WT1mKTS,NR0B1,1.08182327254172,repression
WT1pKTS,NR5A1,1,activation
WT1mKTS,GATA4,0.927300518288434,repression
NR5A1,CBX2,0.8818568283667,activation
NR5A1,RSPO1,0.64918662916162,repression
NR5A1,SOX9,0.642559549464655,activation
WT1mKTS,WT1mKTS,0.588887851431155,activation
NR5A1,CTNNB1,0.567514429504492,repression
WT1pKTS,CTNNB1,0.541204976539736,repression
WT1pKTS,RSPO1,0.521456072888514,repression
WT1mKTS,WT1pKTS,0.488291046312119,repression
WT1mKTS,AMH,0.462162686471534,repression
NR5A1,UGR,0.43090627876506,repression
FGF9,PGD2,0.391840908774059,activation
WT1pKTS,WT1pKTS,0.351259833945021,activation
NR5A1,SRY,0.31734430519203,repression
DMRT1,PGD2,0.308831235880778,activation
WT1pKTS,FOXL2,0.243089295968283,repression
DMRT1,SOX9,0.222197928302692,activation
FGF9,DMRT1,0.194574496047305,activation
WT1mKTS,FGF9,0.192098379547518,repression
WT1mKTS,FOXL2,0.185556550413301,repression
NR5A1,NR5A1,0.175168475145756,activation
FGF9,WNT4,0.157268132869255,repression
DMRT1,DHH,0.144892754589033,activation
FGF9,NR0B1,0.144521741096649,repression
FGF9,GATA4,0.114284390549911,repression
WT1pKTS,CBX2,0.0928020852731326,repression
NR0B1,SOX9,0.0926331307507031,repression
DMRT1,WNT4,0.0912950767290304,repression
FGF9,WT1mKTS,0.0854600589354582,repression
UGR,SOX9,0.085157819340775,repression
FGF9,DHH,0.0808818329949886,activation
FGF9,DKK1,0.0790161536653592,repression
DMRT1,NR0B1,0.0773788198170959,repression
SRY,SOX9,0.0762401532676817,activation
NR0B1,PGD2,0.0700409613769065,repression
NR0B1,DHH,0.0667474225409092,repression
NR0B1,AMH,0.0647982943290453,repression
WT1pKTS,SRY,0.062175441625926,repression
UGR,PGD2,0.0568415344032136,activation
UGR,FGF9,0.0543705219297777,activation
SRY,FGF9,0.0518387360686524,repression
NR0B1,FGF9,0.051213466675204,repression
DMRT1,GATA4,0.0506171884585317,repression
DMRT1,DMRT1,0.0481660265162628,activation
DMRT1,AMH,0.0479247547913262,repression
WT1mKTS,CTNNB1,0.0479175647776198,repression
UGR,AMH,0.0468934011656604,activation
UGR,DHH,0.0356435555290124,activation
SRY,AMH,0.0338729505226879,repression
WNT4,PGD2,0.0337736018783662,repression
SRY,DHH,0.0326903229417332,repression
RSPO1,DMRT1,0.0304166778524584,activation
CBX2,SOX9,0.0278036752365373,repression
WNT4,AMH,0.0261612389618493,repression
CTNNB1,CBX2,0.0253751509781516,repression
WNT4,DHH,0.0239600707329639,repression
CTNNB1,UGR,0.0232282239106434,repression
DMRT1,WT1mKTS,0.0230341482640909,repression
WNT4,SOX9,0.0228655822457317,repression
RSPO1,UGR,0.0217961162014507,repression
SRY,PGD2,0.0213447236504664,repression
CBX2,UGR,0.0192582877863071,activation
DMRT1,DKK1,0.0189015891072062,activation
UGR,UGR,0.0180298530266478,activation
SRY,UGR,0.0164216218481736,repression
CTNNB1,SOX9,0.0162994745992318,repression
CTNNB1,SRY,0.0155531422401294,repression
NR0B1,DKK1,0.015504036021438,repression
CBX2,SRY,0.0151851280057255,repression
RSPO1,NR0B1,0.0150498526792287,repression
RSPO1,CBX2,0.0143410500577292,repression
CBX2,PGD2,0.0143118189613246,repression
UGR,SRY,0.0137023801994787,repression
