Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	1.380105	0.000000	0.000000
FGF9	-	DMRT1	-0.002276	0.070203	-0.000145
RSPO1	+	DMRT1	0.092528	0.009676	0.000811
DHH	-	DMRT1	-0.005939	0.073409	-0.000395
CTNNB1	-	DMRT1	-0.021361	0.061731	-0.001195
PGD2	+	DMRT1	0.117289	0.000304	0.000032
WT1mKTS	+	DMRT1	0.161322	0.000000	0.000000
SRY	+	DMRT1	0.039539	0.017092	0.000612
DKK1	+	DMRT1	1.159719	0.000000	0.000000
WNT4	-	DMRT1	-0.085670	0.636534	-0.049419
CBX2	-	DMRT1	-0.148106	0.997968	-0.133947
AMH	+	DMRT1	0.017942	0.048972	0.000796
NR0B1	-	DMRT1	-0.014693	0.092300	-0.001229
NR5A1	-	DMRT1	-0.307193	1.000000	-0.278391
WT1pKTS	+	DMRT1	0.813636	0.000000	0.000000
FOXL2	-	DMRT1	-0.045451	0.092273	-0.003801
UGR	-	DMRT1	-0.111812	0.942131	-0.095465
SOX9	+	DMRT1	0.710919	0.000000	0.000000
GATA4	+	DMRT1	1.677392	0.000000	0.000000
DMRT1	+	FGF9	0.730880	0.000000	0.000000
FGF9	+	FGF9	1.876719	0.000000	0.000000
RSPO1	-	FGF9	-0.086324	0.936288	-0.073246
DHH	+	FGF9	1.343532	0.000000	0.000000
CTNNB1	-	FGF9	-0.064315	0.509162	-0.029676
PGD2	+	FGF9	1.888378	0.000000	0.000000
WT1mKTS	-	FGF9	-0.013895	0.410114	-0.005164
SRY	+	FGF9	1.375444	0.000000	0.000000
DKK1	+	FGF9	0.026191	0.005414	0.000128
WNT4	-	FGF9	-0.021399	0.169014	-0.003278
CBX2	-	FGF9	-0.012769	0.097808	-0.001132
AMH	+	FGF9	1.911260	0.000000	0.000000
NR0B1	-	FGF9	-0.114787	0.999979	-0.104023
NR5A1	+	FGF9	1.155509	0.000000	0.000000
WT1pKTS	+	FGF9	1.061015	0.000000	0.000000
FOXL2	-	FGF9	-0.026368	0.082878	-0.001980
UGR	-	FGF9	-0.001978	0.042920	-0.000077
SOX9	+	FGF9	0.559059	0.000000	0.000000
GATA4	+	FGF9	0.196459	0.000000	0.000000
DMRT1	+	RSPO1	0.289426	0.469998	0.123276
FGF9	-	RSPO1	-0.186106	0.151650	-0.025577
RSPO1	+	RSPO1	0.569001	1.000000	0.515653
DHH	-	RSPO1	-0.180745	0.146186	-0.023945
CTNNB1	+	RSPO1	0.487859	0.999613	0.441947
PGD2	+	RSPO1	0.029065	0.073558	0.001938
WT1mKTS	+	RSPO1	0.316476	0.475745	0.136445
SRY	+	RSPO1	0.087023	0.102914	0.008116
DKK1	+	RSPO1	0.037879	0.088732	0.003046
WNT4	+	RSPO1	0.262260	0.384139	0.091298
CBX2	+	RSPO1	0.164403	0.132726	0.019775
AMH	+	RSPO1	0.168214	0.127952	0.019505
NR0B1	-	RSPO1	-0.000456	0.064964	-0.000027
NR5A1	-	RSPO1	-0.521022	0.996582	-0.470558
WT1pKTS	-	RSPO1	-0.201170	0.206326	-0.037615
FOXL2	+	RSPO1	0.001712	0.033745	0.000052
UGR	-	RSPO1	-0.100438	0.097531	-0.008877
SOX9	-	RSPO1	-0.181284	0.148763	-0.024440
GATA4	+	RSPO1	0.491646	0.978215	0.435844
DMRT1	+	DHH	0.018878	0.080252	0.001373
FGF9	+	DHH	0.424156	0.999034	0.384017
RSPO1	-	DHH	-0.093868	0.108695	-0.009246
DHH	+	DHH	0.301467	0.693359	0.189427
CTNNB1	-	DHH	-0.007679	0.040942	-0.000285
PGD2	+	DHH	0.426098	0.999207	0.385842
WT1mKTS	-	DHH	-0.565832	0.988048	-0.506652
SRY	+	DHH	0.108846	0.117396	0.011580
DKK1	+	DHH	0.034943	0.086716	0.002746
WNT4	-	DHH	-0.054155	0.088073	-0.004322
CBX2	+	DHH	0.077214	0.097655	0.006833
AMH	+	DHH	0.366556	0.970536	0.322401
NR0B1	-	DHH	-0.195571	0.303162	-0.053731
NR5A1	+	DHH	0.093793	0.113740	0.009668
WT1pKTS	+	DHH	0.017016	0.111786	0.001724
FOXL2	-	DHH	-0.126387	0.112895	-0.012931
UGR	-	DHH	-0.062475	0.084190	-0.004767
SOX9	+	DHH	0.152580	0.155312	0.021476
GATA4	+	DHH	0.665943	0.999391	0.603138
DMRT1	-	CTNNB1	-0.079418	0.093839	-0.006754
FGF9	-	CTNNB1	-0.092661	0.093085	-0.007817
RSPO1	+	CTNNB1	0.499035	0.999975	0.452235
DHH	-	CTNNB1	-0.074968	0.085326	-0.005797
CTNNB1	+	CTNNB1	0.447260	0.990850	0.401617
PGD2	-	CTNNB1	-0.011749	0.065130	-0.000693
WT1mKTS	-	CTNNB1	-0.561600	0.870069	-0.442818
SRY	+	CTNNB1	0.162965	0.140827	0.020798
DKK1	+	CTNNB1	0.003139	0.074225	0.000211
WNT4	+	CTNNB1	0.118275	0.113197	0.012133
CBX2	+	CTNNB1	0.166556	0.137311	0.020726
AMH	+	CTNNB1	0.133882	0.108745	0.013194
NR0B1	+	CTNNB1	0.060851	0.089835	0.004954
NR5A1	+	CTNNB1	0.077951	0.101762	0.007189
WT1pKTS	+	CTNNB1	0.846804	0.998850	0.766526
FOXL2	+	CTNNB1	0.006314	0.033667	0.000193
UGR	-	CTNNB1	-0.107943	0.098209	-0.009607
SOX9	+	CTNNB1	0.021114	0.069075	0.001322
GATA4	-	CTNNB1	-0.302919	0.290640	-0.079786
DMRT1	+	PGD2	0.158173	0.034966	0.005012
FGF9	+	PGD2	0.343127	0.057913	0.018008
RSPO1	-	PGD2	-0.048565	0.080863	-0.003559
DHH	+	PGD2	0.482505	0.683600	0.298916
CTNNB1	-	PGD2	-0.026959	0.053202	-0.001300
PGD2	+	PGD2	0.326921	0.051765	0.015336
WT1mKTS	-	PGD2	-0.037952	0.155508	-0.005349
SRY	+	PGD2	0.059424	0.073003	0.003931
DKK1	+	PGD2	0.006818	0.081385	0.000503
WNT4	+	PGD2	0.033147	0.067113	0.002016
CBX2	+	PGD2	0.071934	0.079281	0.005168
AMH	+	PGD2	0.419241	0.181639	0.069011
NR0B1	-	PGD2	-0.199323	0.845312	-0.152693
NR5A1	+	PGD2	0.126123	0.036161	0.004133
WT1pKTS	+	PGD2	0.152476	0.027497	0.003800
FOXL2	-	PGD2	-0.095142	0.106738	-0.009203
UGR	-	PGD2	-0.097871	0.143471	-0.012725
SOX9	+	PGD2	0.144422	0.053331	0.006980
GATA4	-	PGD2	-0.014871	0.124221	-0.001674
DMRT1	+	WT1mKTS	0.003995	0.080325	0.000291
FGF9	+	WT1mKTS	0.042763	0.063769	0.002471
RSPO1	+	WT1mKTS	0.030556	0.077081	0.002134
DHH	+	WT1mKTS	0.028715	0.073588	0.001915
CTNNB1	+	WT1mKTS	0.025057	0.075538	0.001715
PGD2	+	WT1mKTS	0.052440	0.055327	0.002629
WT1mKTS	+	WT1mKTS	0.598102	1.000000	0.542025
SRY	+	WT1mKTS	0.043817	0.033608	0.001335
DKK1	+	WT1mKTS	0.065486	0.012981	0.000770
WNT4	+	WT1mKTS	0.027320	0.070356	0.001742
CBX2	+	WT1mKTS	0.018418	0.073770	0.001231
AMH	-	WT1mKTS	-0.031622	0.144315	-0.004136
NR0B1	+	WT1mKTS	0.073766	0.006436	0.000430
NR5A1	+	WT1mKTS	0.055440	0.011419	0.000574
WT1pKTS	+	WT1mKTS	0.280026	0.456909	0.115950
FOXL2	+	WT1mKTS	0.031517	0.077130	0.002203
UGR	+	WT1mKTS	0.105410	0.009712	0.000928
SOX9	+	WT1mKTS	0.002843	0.072199	0.000186
GATA4	+	WT1mKTS	0.466847	1.000000	0.423076
DMRT1	+	SRY	0.034552	0.011555	0.000362
FGF9	+	SRY	0.170154	0.000000	0.000000
RSPO1	-	SRY	-0.035397	0.134743	-0.004322
DHH	+	SRY	0.077842	0.001043	0.000074
CTNNB1	+	SRY	0.112120	0.000742	0.000075
PGD2	+	SRY	0.033145	0.023227	0.000698
WT1mKTS	+	SRY	0.248992	0.000000	0.000000
SRY	+	SRY	1.823525	0.000000	0.000000
DKK1	+	SRY	1.069368	0.000000	0.000000
WNT4	+	SRY	1.037248	0.000000	0.000000
CBX2	-	SRY	-0.150307	0.999975	-0.136211
AMH	+	SRY	0.274803	0.000000	0.000000
NR0B1	+	SRY	0.915053	0.000000	0.000000
NR5A1	+	SRY	0.080541	0.000000	0.000000
WT1pKTS	+	SRY	1.668493	0.000000	0.000000
FOXL2	+	SRY	0.013590	0.029853	0.000368
UGR	-	SRY	-0.210846	1.000000	-0.191078
SOX9	+	SRY	0.434685	0.000000	0.000000
GATA4	+	SRY	0.019341	0.002331	0.000041
DMRT1	+	DKK1	0.490148	1.000000	0.444192
FGF9	+	DKK1	0.071810	0.101902	0.006631
RSPO1	+	DKK1	0.136140	0.148905	0.018371
DHH	-	DKK1	-0.008558	0.068232	-0.000529
CTNNB1	-	DKK1	-0.048350	0.071646	-0.003139
PGD2	+	DKK1	0.073916	0.103328	0.006921
WT1mKTS	-	DKK1	-0.090134	0.149087	-0.012178
SRY	+	DKK1	0.239189	0.599379	0.129923
DKK1	+	DKK1	0.490700	1.000000	0.444693
WNT4	-	DKK1	-0.181385	0.259694	-0.042688
