Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.388755	0.000000	0.000000
FGF9	+	DMRT1	0.009055	0.034749	0.000352
RSPO1	+	DMRT1	0.286580	0.000000	0.000000
DHH	+	DMRT1	0.069530	0.031112	0.002419
CTNNB1	+	DMRT1	0.604289	0.000000	0.000000
PGD2	+	DMRT1	0.069407	0.031824	0.002470
WT1mKTS	+	DMRT1	0.030635	0.005642	0.000193
SRY	+	DMRT1	0.086552	0.013624	0.001319
DKK1	+	DMRT1	0.235992	0.000025	0.000006
WNT4	+	DMRT1	0.069036	0.001548	0.000119
CBX2	+	DMRT1	0.047095	0.030499	0.001606
AMH	+	DMRT1	0.091687	0.024466	0.002509
NR0B1	+	DMRT1	0.434772	0.000000	0.000000
NR5A1	+	DMRT1	0.110865	0.000184	0.000023
WT1pKTS	+	DMRT1	0.097323	0.000353	0.000038
FOXL2	-	DMRT1	-0.045643	0.236553	-0.012075
UGR	+	DMRT1	0.060886	0.024594	0.001675
SOX9	+	DMRT1	0.102798	0.020338	0.002338
GATA4	+	DMRT1	0.828718	0.000000	0.000000
DMRT1	+	FGF9	0.091583	0.093210	0.009547
FGF9	+	FGF9	0.083581	0.084402	0.007889
RSPO1	+	FGF9	0.124664	0.131221	0.018295
DHH	+	FGF9	0.014648	0.038753	0.000635
CTNNB1	-	FGF9	-0.051806	0.092410	-0.005354
PGD2	+	FGF9	0.086874	0.084947	0.008253
WT1mKTS	-	FGF9	-0.345148	0.565097	-0.218128
SRY	+	FGF9	0.076570	0.096144	0.008233
DKK1	+	FGF9	0.014692	0.042015	0.000690
WNT4	+	FGF9	0.050740	0.094579	0.005367
CBX2	+	FGF9	0.029483	0.074997	0.002473
AMH	+	FGF9	0.095420	0.092339	0.009854
NR0B1	-	FGF9	-0.086757	0.106215	-0.010306
NR5A1	-	FGF9	-0.024523	0.075016	-0.002057
WT1pKTS	+	FGF9	0.001472	0.069858	0.000115
FOXL2	+	FGF9	0.114117	0.131985	0.016845
UGR	+	FGF9	0.226281	0.539891	0.136627
SOX9	+	FGF9	0.162579	0.138765	0.025231
GATA4	+	FGF9	0.541718	0.997579	0.604370
DMRT1	+	RSPO1	0.082617	0.046620	0.004307
FGF9	-	RSPO1	-0.001088	0.038119	-0.000046
RSPO1	+	RSPO1	0.980305	0.000000	0.000000
DHH	-	RSPO1	-0.053441	0.100095	-0.005982
CTNNB1	+	RSPO1	0.900518	0.000000	0.000000
PGD2	+	RSPO1	0.037390	0.046385	0.001940
WT1mKTS	+	RSPO1	0.858684	0.000000	0.000000
SRY	-	RSPO1	-0.045024	0.115513	-0.005816
DKK1	-	RSPO1	-0.005808	0.039972	-0.000260
WNT4	+	RSPO1	0.159803	0.000000	0.000000
CBX2	-	RSPO1	-0.276275	1.000000	-0.308975
AMH	+	RSPO1	0.112828	0.035759	0.004512
NR0B1	-	RSPO1	-0.020531	0.148394	-0.003407
NR5A1	-	RSPO1	-0.078668	0.379783	-0.033413
WT1pKTS	+	RSPO1	0.055790	0.029192	0.001821
FOXL2	+	RSPO1	0.134800	0.000114	0.000017
UGR	-	RSPO1	-0.109807	0.644499	-0.079147
SOX9	-	RSPO1	-0.005680	0.039634	-0.000252
GATA4	+	RSPO1	0.275168	0.000000	0.000000
DMRT1	+	DHH	0.145466	0.125569	0.020428
FGF9	+	DHH	0.117541	0.102453	0.013468
RSPO1	+	DHH	0.048216	0.096448	0.005201
DHH	+	DHH	0.054740	0.064308	0.003937
CTNNB1	+	DHH	0.083046	0.109792	0.010197
PGD2	+	DHH	0.024795	0.045258	0.001255
WT1mKTS	-	DHH	-0.171897	0.178740	-0.034361
SRY	-	DHH	-0.011128	0.044991	-0.000560
DKK1	+	DHH	0.026306	0.047713	0.001404
WNT4	-	DHH	-0.131721	0.134313	-0.019786
CBX2	+	DHH	0.036499	0.080297	0.003278
AMH	+	DHH	0.223007	0.217091	0.054143
NR0B1	-	DHH	-0.041757	0.095330	-0.004452
NR5A1	+	DHH	0.110237	0.125235	0.015440
WT1pKTS	+	DHH	0.021321	0.079046	0.001885
FOXL2	+	DHH	0.111452	0.127536	0.015897
UGR	+	DHH	0.097732	0.112446	0.012290
SOX9	+	DHH	0.158362	0.131026	0.023205
GATA4	+	DHH	0.403450	0.932343	0.420676
DMRT1	+	CTNNB1	0.044220	0.059788	0.002957
FGF9	-	CTNNB1	-0.013051	0.042385	-0.000619
RSPO1	+	CTNNB1	0.725227	0.000097	0.000078
DHH	-	CTNNB1	-0.032800	0.057386	-0.002105
CTNNB1	+	CTNNB1	0.418714	0.000000	0.000000
PGD2	-	CTNNB1	-0.034043	0.058711	-0.002235
WT1mKTS	+	CTNNB1	0.468932	0.000000	0.000000
SRY	-	CTNNB1	-0.059074	0.108127	-0.007144
DKK1	+	CTNNB1	0.139519	0.072617	0.011331
WNT4	+	CTNNB1	0.162691	0.002148	0.000391
CBX2	-	CTNNB1	-0.295135	0.999999	-0.330068
AMH	+	CTNNB1	0.086606	0.075001	0.007264
NR0B1	+	CTNNB1	0.119713	0.012033	0.001611
NR5A1	-	CTNNB1	-0.095613	0.244237	-0.026116
WT1pKTS	+	CTNNB1	0.024528	0.069638	0.001910
FOXL2	+	CTNNB1	0.174531	0.004631	0.000904
UGR	-	CTNNB1	-0.153984	0.642521	-0.110649
SOX9	+	CTNNB1	0.046596	0.060054	0.003129
GATA4	+	CTNNB1	0.227345	0.000017	0.000004
DMRT1	+	PGD2	0.059713	0.044434	0.002967
FGF9	+	PGD2	0.038039	0.041635	0.001771
RSPO1	+	PGD2	0.066607	0.008182	0.000609
DHH	+	PGD2	0.147538	0.016238	0.002679
CTNNB1	+	PGD2	0.041046	0.030250	0.001389
PGD2	+	PGD2	0.094460	0.039681	0.004192
WT1mKTS	+	PGD2	0.216493	0.000000	0.000000
SRY	-	PGD2	-0.036023	0.089137	-0.003591
DKK1	+	PGD2	0.101567	0.031838	0.003616
WNT4	+	PGD2	0.350868	0.000000	0.000000
CBX2	-	PGD2	-0.001118	0.064228	-0.000080
AMH	+	PGD2	0.083444	0.040997	0.003826
NR0B1	+	PGD2	0.345652	0.000000	0.000000
NR5A1	+	PGD2	0.020786	0.053728	0.001249
WT1pKTS	+	PGD2	0.034838	0.040232	0.001567
FOXL2	+	PGD2	0.018203	0.054208	0.001104
UGR	+	PGD2	0.186554	0.000001	0.000000
SOX9	+	PGD2	0.075722	0.042771	0.003622
GATA4	+	PGD2	0.610630	0.000000	0.000000
DMRT1	+	WT1mKTS	0.016028	0.062706	0.001124
FGF9	+	WT1mKTS	0.035175	0.083898	0.003300
RSPO1	+	WT1mKTS	0.053908	0.020543	0.001239
DHH	+	WT1mKTS	0.049247	0.091971	0.005065
CTNNB1	+	WT1mKTS	0.033921	0.050250	0.001906
PGD2	+	WT1mKTS	0.037495	0.085589	0.003589
WT1mKTS	+	WT1mKTS	0.615525	1.000000	0.688380
SRY	+	WT1mKTS	0.000319	0.045396	0.000016
DKK1	+	WT1mKTS	0.027607	0.079384	0.002451
WNT4	+	WT1mKTS	0.068033	0.005210	0.000396
CBX2	+	WT1mKTS	0.032037	0.070599	0.002529
AMH	+	WT1mKTS	0.017318	0.063192	0.001224
NR0B1	+	WT1mKTS	0.072091	0.003569	0.000288
NR5A1	+	WT1mKTS	0.042123	0.044894	0.002115
WT1pKTS	+	WT1mKTS	0.001534	0.074001	0.000127
FOXL2	+	WT1mKTS	0.035151	0.053888	0.002118
UGR	+	WT1mKTS	0.091086	0.031067	0.003165
SOX9	-	WT1mKTS	-0.000718	0.038301	-0.000031
GATA4	+	WT1mKTS	0.546708	1.000000	0.611418
DMRT1	+	SRY	0.032044	0.038130	0.001366
FGF9	+	SRY	0.030878	0.037761	0.001304
RSPO1	-	SRY	-0.070834	0.332553	-0.026344
DHH	+	SRY	0.072269	0.044571	0.003602
CTNNB1	-	SRY	-0.190970	0.996133	-0.212748
PGD2	+	SRY	0.173198	0.026348	0.005103
WT1mKTS	+	SRY	0.922788	0.000000	0.000000
SRY	+	SRY	0.714785	0.000000	0.000000
DKK1	+	SRY	0.199189	0.010685	0.002380
WNT4	+	SRY	1.458844	0.000000	0.000000
CBX2	+	SRY	0.215418	0.000174	0.000042
AMH	+	SRY	0.083452	0.044624	0.004165
NR0B1	+	SRY	0.588072	0.000000	0.000000
NR5A1	+	SRY	0.534360	0.000000	0.000000
WT1pKTS	+	SRY	0.096667	0.010601	0.001146
FOXL2	-	SRY	-0.183255	0.987359	-0.202355
UGR	-	SRY	-0.092258	0.220530	-0.022754
SOX9	+	SRY	0.066751	0.044453	0.003318
GATA4	+	SRY	0.354771	0.000000	0.000000
DMRT1	+	DKK1	0.168678	0.123637	0.023323
FGF9	+	DKK1	0.040329	0.052129	0.002351
RSPO1	+	DKK1	0.164166	0.123081	0.022597
DHH	+	DKK1	0.077342	0.074095	0.006409
CTNNB1	+	DKK1	0.185597	0.137852	0.028613
PGD2	+	DKK1	0.036239	0.049249	0.001996
WT1mKTS	-	DKK1	-0.349820	0.528323	-0.206694
SRY	+	DKK1	0.090421	0.094794	0.009586
DKK1	+	DKK1	0.085973	0.082033	0.007887
WNT4	+	DKK1	0.048462	0.089209	0.004835
CBX2	+	DKK1	0.089021	0.097741	0.009731
AMH	+	DKK1	0.150140	0.110766	0.018599
NR0B1	-	DKK1	-0.049317	0.095665	-0.005276
