Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
WT1pKTS	NR5A1	0.345708776972134	1.16032514593662e-45
NR5A1	WT1pKTS	0.345708776972134	1.16032514593663e-45
DMRT1	DKK1	0.273645526013763	1.38283461965512e-28
DKK1	DMRT1	0.273645526013763	1.38283461965515e-28
CTNNB1	RSPO1	0.239542273512212	4.28121606554736e-22
RSPO1	CTNNB1	0.239542273512211	4.28121606554851e-22
WNT4	CTNNB1	0.215698637230351	4.04382009122511e-18
CTNNB1	WNT4	0.215698637230351	4.04382009122526e-18
WNT4	NR0B1	0.211734362043836	1.67574650029058e-17
NR0B1	WNT4	0.211734362043836	1.67574650029063e-17
UGR	CBX2	0.207324017553622	7.88396403250596e-17
CBX2	UGR	0.207324017553622	7.88396403250619e-17
DKK1	SRY	0.193761709003413	7.43190325700734e-15
SRY	DKK1	0.193761709003413	7.43190325700734e-15
SRY	DMRT1	0.176982211112471	1.32119045422298e-12
DMRT1	SRY	0.176982211112471	1.32119045422307e-12
CBX2	NR5A1	0.172177670271086	5.32714976307058e-12
NR5A1	CBX2	0.172177670271086	5.32714976307066e-12
NR0B1	SRY	0.148351934124483	3.01736961091537e-09
SRY	NR0B1	0.148351934124483	3.01736961091541e-09
FGF9	DHH	0.138265629652645	3.32562229596518e-08
DHH	FGF9	0.138265629652644	3.32562229596543e-08
RSPO1	WNT4	0.126421863175804	4.50628175523734e-07
WNT4	RSPO1	0.126421863175804	4.50628175523748e-07
WT1pKTS	WT1mKTS	0.124262848652739	7.07240457652846e-07
WT1mKTS	WT1pKTS	0.124262848652739	7.0724045765286e-07
WT1pKTS	SRY	0.119462958964901	1.87557816448433e-06
SRY	WT1pKTS	0.1194629589649	1.8755781644844e-06
WT1mKTS	GATA4	0.108065989964802	1.64111851826336e-05
GATA4	WT1mKTS	0.108065989964802	1.64111851826337e-05
SOX9	DKK1	0.10576036000848	2.48248641357385e-05
DKK1	SOX9	0.10576036000848	2.48248641357392e-05
AMH	PGD2	0.103268203913359	3.84687224059726e-05
PGD2	AMH	0.103268203913359	3.84687224059731e-05
AMH	DHH	0.100825455140894	5.85422738486478e-05
DHH	AMH	0.100825455140894	5.85422738486483e-05
WT1pKTS	UGR	0.0945941327037177	0.000163842847923111
UGR	WT1pKTS	0.0945941327037177	0.000163842847923112
DHH	PGD2	0.0932733832822566	0.000202214227805865
PGD2	DHH	0.0932733832822566	0.000202214227805865
DMRT1	SOX9	0.0885336102378105	0.000420892269240462
SOX9	DMRT1	0.0885336102378103	0.000420892269240473
GATA4	WT1pKTS	0.0837422854694517	0.000852760622445904
WT1pKTS	GATA4	0.0837422854694517	0.000852760622445909
NR0B1	CTNNB1	0.0834713978603144	0.000886566832392183
CTNNB1	NR0B1	0.0834713978603141	0.00088656683239221
WT1pKTS	CBX2	0.0821912296096273	0.00106377574775367
CBX2	WT1pKTS	0.0821912296096272	0.00106377574775369
DMRT1	WT1pKTS	0.0741475874021545	0.00315887965683747
WT1pKTS	DMRT1	0.0741475874021544	0.00315887965683754
SOX9	NR5A1	0.0710988584530348	0.0046525741809216
NR5A1	SOX9	0.0710988584530347	0.00465257418092167
PGD2	FGF9	0.0674788903010579	0.00723739715803355
FGF9	PGD2	0.0674788903010579	0.00723739715803355
SOX9	PGD2	0.0674306373762832	0.00727919635045356
PGD2	SOX9	0.0674306373762832	0.00727919635045356
CTNNB1	FOXL2	0.0621308394906777	0.0134197358861768
FOXL2	CTNNB1	0.0621308394906777	0.0134197358861768
FGF9	AMH	0.0578962206291882	0.0212436564930778
AMH	FGF9	0.0578962206291882	0.0212436564930778
SOX9	FGF9	0.0571654697617102	0.0229358133947733
FGF9	SOX9	0.0571654697617101	0.0229358133947734
DHH	SOX9	0.049383635018182	0.0494756220534673
SOX9	DHH	0.049383635018182	0.0494756220534674
FOXL2	RSPO1	0.0462043110184284	0.0660834494878675
RSPO1	FOXL2	0.0462043110184284	0.0660834494878681
UGR	FOXL2	0.0456547773307176	0.0693741176204923
FOXL2	UGR	0.0456547773307176	0.0693741176204924
CBX2	GATA4	0.045588894509122	0.069777504277318
GATA4	CBX2	0.045588894509122	0.0697775042773181
UGR	NR5A1	0.0368246046785238	0.14306355117914
