Gene1,Gene2,EdgeWeight,Confidence,Stability,MeanPercentile,MeanZ,ZCILower,ZCIUpper,SelectedRuns,ObservedRuns,RunCount,BestRank
CBX2,UGR,0.253563495931385,1.0,1.0,1.0,3.680926472596518,3.589204823592171,3.780048348917794,30,30,30,1
CTNNB1,RSPO1,0.24357320825456236,1.0,1.0,1.0,2.8893176439546355,2.6195130882545303,3.1491989865619927,30,30,30,1
DKK1,DMRT1,0.30379708840088626,1.0,1.0,1.0,3.520347969788091,3.382696236232851,3.623069374393999,30,30,30,1
DMRT1,DKK1,0.30096553161884043,1.0,1.0,1.0,3.4699425268700086,3.341241325999452,3.572813512349092,30,30,30,1
FOXL2,WT1pKTS,0.33796369389135045,1.0,1.0,1.0,3.5408697591621108,3.45028556014243,3.6209145972184853,30,30,30,1
PGD2,FGF9,0.20352347887196726,1.0,1.0,1.0,2.5357081116818105,2.3376869217096257,2.7925496387962783,30,30,30,1
RSPO1,CTNNB1,0.2532630063244779,1.0,1.0,1.0,3.115900330350738,2.9254431130107212,3.281379395536639,30,30,30,1
UGR,CBX2,0.22062303294222413,1.0,1.0,1.0,2.955131107177558,2.8011101226302766,3.1851645269180873,30,30,30,1
WNT4,NR0B1,0.18990308893607366,1.0,1.0,1.0,3.0226776714808365,2.8056737627854167,3.212605424369319,30,30,30,1
WT1pKTS,FOXL2,0.26368114635525575,1.0,1.0,1.0,2.968038678630204,2.799882665936814,3.11495415034487,30,30,30,1
DHH,PGD2,0.2080029815680784,0.9980392156862745,1.0,0.9980392156862745,2.5832494036966787,2.3657426846178273,2.76319583028431,30,30,30,1
DKK1,SOX9,0.16205264569400307,0.9980392156862745,1.0,0.9980392156862745,2.40053082084676,2.026627224845026,2.689092490802804,30,30,30,1
FOXL2,NR5A1,0.1989029869413117,0.9901960784313726,1.0,0.9901960784313726,2.4128786655342167,2.238864694103306,2.6195259626227463,30,30,30,1
PGD2,DHH,0.19878882925023922,0.9901960784313726,1.0,0.9901960784313726,2.4930945805602813,2.2039912306435374,2.7957512468764065,30,30,30,1
DKK1,SRY,0.16273470318413244,0.9823529411764705,1.0,0.9823529411764705,2.3495122244666944,2.0686358534713234,2.663957043240375,30,30,30,1
NR0B1,WNT4,0.17028193477031586,0.9823529411764705,1.0,0.9823529411764705,2.3183476688690545,1.9178610394794302,2.631604073484815,30,30,30,1
UGR,GATA4,0.15433848656416502,0.9764705882352941,1.0,0.9764705882352941,2.2629296544662716,1.8404419116635542,2.6092869283962012,30,30,30,1
PGD2,AMH,0.18611185280685535,0.9745098039215686,1.0,0.9745098039215686,2.3031666133992426,2.0410894385113965,2.6218771444252402,30,30,30,1
UGR,WT1mKTS,0.1609424378900173,0.9745098039215686,1.0,0.9745098039215686,2.358482995262797,2.009454011810954,2.7028017114651925,30,30,30,1
DHH,AMH,0.18222951844823984,0.9666666666666667,1.0,0.9666666666666667,2.2343690998357504,1.870331778430922,2.4620197503421286,30,30,30,1
GATA4,WT1mKTS,0.15912711959299208,0.9666666666666667,1.0,0.9666666666666667,2.3222748343086024,2.0207736879687173,2.6164590672688943,30,30,30,1
WT1mKTS,GATA4,0.14820946327790172,0.9647058823529412,1.0,0.9647058823529412,2.126804826594008,1.7980049287396267,2.4067993313251184,30,30,30,1
DMRT1,SRY,0.15569446186899977,0.9588235294117647,1.0,0.9588235294117647,2.192126154764805,1.8014480001084046,2.4863153101390836,30,30,30,1
FGF9,DHH,0.17720691097950061,0.9509803921568627,1.0,0.9509803921568627,2.1185742319856784,1.800875714002213,2.4763199264816955,30,30,30,1
RSPO1,NR5A1,0.1813492057973559,0.9509803921568627,1.0,0.9509803921568627,2.118254833021187,1.7739282057577925,2.4094691919264397,30,30,30,1
DMRT1,SOX9,0.14067197232391573,0.9431372549019608,1.0,0.9431372549019608,1.9199781643039782,1.5997437554551683,2.285676086627118,30,30,30,1
FGF9,PGD2,0.17751152695895123,0.9431372549019608,1.0,0.9431372549019608,2.0674941863820706,1.8839841853122627,2.3517327378326094,30,30,30,1
CTNNB1,FOXL2,0.17731403346527458,0.9411764705882353,1.0,0.9411764705882353,1.7366668597343162,1.510941652455485,2.0141943317914697,30,30,30,2
DHH,FGF9,0.1801908274492833,0.9411764705882353,1.0,0.9411764705882353,2.1354955387618175,1.9284961918383725,2.3312486997535813,30,30,30,2
NR5A1,CBX2,0.18298358566285977,0.9411764705882353,1.0,0.9411764705882353,2.2837319017478226,2.0303725769930034,2.489348490670011,30,30,30,2
NR5A1,UGR,0.11031479854397087,0.9411764705882353,1.0,0.9411764705882353,1.019820661295223,0.7874588271036778,1.202422609370182,30,30,30,2
SRY,DKK1,0.1687591204456314,0.9411764705882353,1.0,0.9411764705882353,1.6025408701845147,1.4166381971378552,1.8326829661338773,30,30,30,2
SRY,DMRT1,0.16370593464289732,0.9411764705882353,1.0,0.9411764705882353,1.535913816516031,1.339840389138917,1.6918632776993812,30,30,30,2
WNT4,CTNNB1,0.1619548794753837,0.9411764705882353,1.0,0.9411764705882353,1.6786383186636311,1.4457296697664195,1.9653587592184998,30,30,30,2
CTNNB1,WT1pKTS,0.14484304112426016,0.9372549019607843,1.0,0.9372549019607843,1.1201054645008839,0.9247448629776533,1.2851864341247905,30,30,30,2
NR5A1,RSPO1,0.17706230097777353,0.9372549019607843,1.0,0.9372549019607843,1.8696721408460357,1.558770732081567,2.183987613636719,30,30,30,2
AMH,NR0B1,0.1142547884555233,0.9352941176470588,1.0,0.9352941176470588,1.3217611411224062,0.9976756544863232,1.5886548883223177,30,30,30,2
SOX9,WNT4,0.14946525223507318,0.9254901960784314,1.0,0.9254901960784314,1.8998521697531883,1.5059886636063,2.2647345105637613,30,30,30,1
RSPO1,WNT4,0.14699764211473085,0.9156862745098039,1.0,0.9156862745098039,1.8485791395217461,1.5386084528413284,2.0987311585365376,30,30,30,1
NR5A1,WT1pKTS,0.12617839642858197,0.8862745098039215,1.0,0.8862745098039215,0.8861084886200662,0.7293311809405767,1.0220795300883103,30,30,30,2
UGR,NR0B1,0.09924315523271428,0.8862745098039215,1.0,0.8862745098039215,0.9846305440834633,0.841740498847824,1.1725194328083806,30,30,30,2
WNT4,RSPO1,0.14760693970055688,0.8862745098039215,1.0,0.8862745098039215,1.417179124707712,1.1142717366644335,1.6721457559162083,30,30,30,2
AMH,DHH,0.1441873956290009,0.8823529411764706,1.0,0.8823529411764706,1.5439174204221084,1.227562266962563,1.8585787767128719,30,30,30,3
AMH,FGF9,0.13861592701821918,0.8823529411764706,1.0,0.8823529411764706,1.4250910649290667,1.240078189073317,1.7134378401187416,30,30,30,3
AMH,PGD2,0.1396668758659983,0.8823529411764706,1.0,0.8823529411764706,1.4257753828347617,1.2123547232661884,1.6974675856730363,30,30,30,3
FGF9,AMH,0.1508103294929336,0.8823529411764706,1.0,0.8823529411764706,1.679807709027853,1.4067297869716824,1.9007327029304597,30,30,30,3
SOX9,DKK1,0.11355823541041471,0.8823529411764706,1.0,0.8823529411764706,0.8209610015007478,0.6467211379844269,0.9641385938365609,30,30,30,3
SOX9,DMRT1,0.10964037255247616,0.8823529411764706,1.0,0.8823529411764706,0.7689428500725377,0.5733868115590811,0.9988512993957157,30,30,30,3
RSPO1,FOXL2,0.1305920813283217,0.8784313725490196,1.0,0.8784313725490196,1.0706262638061719,0.9419222139975609,1.2561300143991974,30,30,30,3
WT1pKTS,NR5A1,0.14210990638642537,0.8764705882352941,1.0,0.8764705882352941,1.4571079809208674,1.1646642351485754,1.7431224299020733,30,30,30,3
FOXL2,CTNNB1,0.11345501953534173,0.8725490196078431,1.0,0.8725490196078431,0.9138694257442307,0.6654319119763186,1.1237195072951702,30,30,30,3
NR0B1,UGR,0.07262866221658433,0.8725490196078431,1.0,0.8725490196078431,0.31859674127984444,0.1875796226714228,0.525085415861191,30,30,30,3
PGD2,WT1mKTS,0.09651296376621872,0.8647058823529412,1.0,0.8647058823529412,0.9271785715057399,0.6105156538981444,1.2695345125755624,30,30,30,3
WT1pKTS,CBX2,0.07477369464017375,0.8647058823529412,1.0,0.8647058823529412,0.34519802226817414,0.19612969535503166,0.5275563398899499,30,30,30,3
DHH,GATA4,0.10437364558988521,0.8607843137254902,1.0,0.8607843137254902,1.1317181551541522,0.8025094620318739,1.510083718243228,30,30,30,3
PGD2,SOX9,0.10445809992255248,0.8568627450980392,1.0,0.8568627450980392,1.1065830270718953,0.7141386402090107,1.4111915768153538,30,30,30,3
CTNNB1,SRY,0.10253984040270847,0.8549019607843137,1.0,0.8549019607843137,1.0307280171342696,0.7411384524467647,1.269161502736162,30,30,30,3
FOXL2,SRY,0.10358235075368892,0.8509803921568627,1.0,0.8509803921568627,1.0539634769862798,0.847640963033373,1.2886959374562703,30,30,30,3
DHH,SOX9,0.10324974677920859,0.8470588235294118,1.0,0.8470588235294118,1.080863268259841,0.7126679624279735,1.4652319996985608,30,30,30,3
PGD2,GATA4,0.09813107654038504,0.8392156862745098,1.0,0.8392156862745098,0.988485498048453,0.5552540274745406,1.3279778682309642,30,30,30,3
NR5A1,CTNNB1,0.09865779294011402,0.8333333333333334,1.0,0.8333333333333334,0.6804380133529063,0.4504654568770822,0.8796507782878836,30,30,30,3
CTNNB1,NR5A1,0.11924722963445697,0.8294117647058824,1.0,0.8294117647058824,1.0726285383370404,0.869965653197286,1.338016773392463,30,30,30,3
NR5A1,FOXL2,0.1181780842641169,0.8274509803921568,1.0,0.8274509803921568,0.8944002094708867,0.7177500883464945,1.0658817554334545,30,30,30,3
RSPO1,CBX2,0.07180705965282635,0.8254901960784313,1.0,0.8254901960784313,0.29170533777838953,0.18251287045170012,0.4119211498184509,30,30,30,3
RSPO1,WT1pKTS,0.10247481017298513,0.8235294117647058,1.0,0.8235294117647058,0.5890333480235239,0.45057044163639914,0.7506553106487993,30,30,30,4
SOX9,AMH,0.08706312750835049,0.8235294117647058,1.0,0.8235294117647058,0.5563237434536344,0.37318196523214553,0.7256890646519093,30,30,30,4
SOX9,DHH,0.0945971324016833,0.8235294117647058,1.0,0.8235294117647058,0.6804859307847885,0.4889613679580051,0.8812072633741275,30,30,30,4
SOX9,FGF9,0.09671508287097946,0.8235294117647058,1.0,0.8235294117647058,0.7067482267150546,0.5328967506283439,0.9133592266842895,30,30,30,4
SOX9,PGD2,0.09864322533737703,0.8235294117647058,1.0,0.8235294117647058,0.7311638811261818,0.5419731759108961,0.915152230831983,30,30,30,4
NR0B1,RSPO1,0.08137653153286167,0.8215686274509804,1.0,0.8215686274509804,0.39815869768951023,0.22098454847910412,0.5637135567629818,30,30,30,4
CTNNB1,WNT4,0.08460544708911175,0.8156862745098039,1.0,0.8156862745098039,0.5881828405470139,0.2909222218969264,0.9138807191372018,30,30,30,4
PGD2,DMRT1,0.04884605987372581,0.8,1.0,0.8,-0.0949501273281346,-0.20890357598328257,0.018067155261482316,30,30,30,4
SRY,UGR,0.06534894303023343,0.8,1.0,0.8,0.18278746785775288,0.010830045375737962,0.3490083667714245,30,30,30,3
