Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	1.348570	0.000000	0.000000
FGF9	+	DMRT1	0.087792	0.003877	0.000352
RSPO1	+	DMRT1	0.126524	0.001203	0.000157
DHH	+	DMRT1	0.001550	0.067423	0.000108
CTNNB1	+	DMRT1	0.008904	0.037672	0.000347
PGD2	+	DMRT1	0.122388	0.000211	0.000027
WT1mKTS	+	DMRT1	0.155800	0.000000	0.000000
SRY	+	DMRT1	0.228787	0.000000	0.000000
DKK1	+	DMRT1	1.209372	0.000000	0.000000
WNT4	-	DMRT1	-0.126260	0.965670	-0.125966
CBX2	-	DMRT1	-0.176305	0.999929	-0.182136
AMH	+	DMRT1	0.020146	0.048249	0.001004
NR0B1	+	DMRT1	0.024120	0.038629	0.000963
NR5A1	-	DMRT1	-0.304415	1.000000	-0.314504
WT1pKTS	+	DMRT1	1.486259	0.000000	0.000000
FOXL2	-	DMRT1	-0.032226	0.066545	-0.002216
UGR	-	DMRT1	-0.086020	0.564148	-0.050136
SOX9	+	DMRT1	0.448987	0.000000	0.000000
GATA4	+	DMRT1	1.220774	0.000000	0.000000
DMRT1	+	FGF9	0.063174	0.000308	0.000020
FGF9	+	FGF9	1.392299	0.000000	0.000000
RSPO1	-	FGF9	-0.113140	0.976107	-0.114097
DHH	+	FGF9	0.915017	0.000000	0.000000
CTNNB1	-	FGF9	-0.043156	0.156018	-0.006956
PGD2	+	FGF9	1.375505	0.000000	0.000000
WT1mKTS	+	FGF9	0.416908	0.000000	0.000000
SRY	+	FGF9	0.690705	0.000000	0.000000
DKK1	+	FGF9	0.017182	0.032496	0.000577
WNT4	-	FGF9	-0.012728	0.088780	-0.001167
CBX2	+	FGF9	0.014235	0.042383	0.000623
AMH	+	FGF9	1.418131	0.000000	0.000000
NR0B1	-	FGF9	-0.096950	0.978721	-0.098032
NR5A1	+	FGF9	0.248084	0.000000	0.000000
WT1pKTS	+	FGF9	0.997270	0.000000	0.000000
FOXL2	+	FGF9	0.019271	0.028183	0.000561
UGR	+	FGF9	0.010862	0.037237	0.000418
SOX9	+	FGF9	0.442936	0.000000	0.000000
GATA4	-	FGF9	-0.073547	0.985316	-0.074869
DMRT1	+	RSPO1	0.345473	0.791019	0.282333
FGF9	-	RSPO1	-0.137936	0.121203	-0.017272
RSPO1	+	RSPO1	0.555847	1.000000	0.574269
DHH	-	RSPO1	-0.121106	0.112203	-0.014039
CTNNB1	+	RSPO1	0.488549	0.999624	0.504551
PGD2	-	RSPO1	-0.009602	0.069440	-0.000689
WT1mKTS	+	RSPO1	0.451659	0.882943	0.412006
SRY	-	RSPO1	-0.007806	0.081822	-0.000660
DKK1	+	RSPO1	0.140319	0.124328	0.018024
WNT4	+	RSPO1	0.309863	0.713279	0.228344
CBX2	+	RSPO1	0.137415	0.117561	0.016690
AMH	+	RSPO1	0.074997	0.086051	0.006667
NR0B1	-	RSPO1	-0.001199	0.065757	-0.000081
NR5A1	-	RSPO1	-0.436290	0.940748	-0.424042
WT1pKTS	-	RSPO1	-0.238654	0.241221	-0.059476
FOXL2	+	RSPO1	0.148183	0.108090	0.016548
UGR	-	RSPO1	-0.073415	0.083161	-0.006308
SOX9	-	RSPO1	-0.230407	0.212798	-0.050655
GATA4	+	RSPO1	0.240065	0.243546	0.060405
DMRT1	-	DHH	-0.074681	0.098485	-0.007599
FGF9	+	DHH	0.405750	0.994245	0.416785
RSPO1	-	DHH	-0.137734	0.147008	-0.020919
DHH	+	DHH	0.279574	0.514477	0.148601
CTNNB1	+	DHH	0.033695	0.055161	0.001920
PGD2	+	DHH	0.448014	0.999782	0.462762
WT1mKTS	-	DHH	-0.008218	0.110880	-0.000941
SRY	+	DHH	0.078926	0.101722	0.008295
DKK1	+	DHH	0.137102	0.129597	0.018357
WNT4	-	DHH	-0.009322	0.061737	-0.000595
CBX2	+	DHH	0.042554	0.081588	0.003587
AMH	+	DHH	0.359015	0.946741	0.351159
NR0B1	-	DHH	-0.159777	0.191773	-0.031656
NR5A1	+	DHH	0.144164	0.145945	0.021737
WT1pKTS	-	DHH	-0.375438	0.684588	-0.265538
FOXL2	-	DHH	-0.138662	0.120984	-0.017332
UGR	-	DHH	-0.017488	0.048989	-0.000885
SOX9	+	DHH	0.194604	0.215666	0.043360
GATA4	+	DHH	0.446388	0.850036	0.392022
DMRT1	-	CTNNB1	-0.007233	0.075382	-0.000563
FGF9	-	CTNNB1	-0.011871	0.067092	-0.000823
RSPO1	+	CTNNB1	0.520326	0.999996	0.537570
DHH	-	CTNNB1	-0.050134	0.076943	-0.003985
CTNNB1	+	CTNNB1	0.508804	0.999777	0.525550
PGD2	-	CTNNB1	-0.137568	0.116038	-0.016492
WT1mKTS	-	CTNNB1	-0.516564	0.784551	-0.418703
SRY	+	CTNNB1	0.233376	0.223954	0.053998
DKK1	-	CTNNB1	-0.043382	0.084447	-0.003785
WNT4	+	CTNNB1	0.103351	0.104448	0.011153
CBX2	+	CTNNB1	0.102348	0.108040	0.011424
AMH	+	CTNNB1	0.137927	0.107188	0.015274
NR0B1	+	CTNNB1	0.041292	0.080191	0.003421
NR5A1	+	CTNNB1	0.155648	0.126446	0.020333
WT1pKTS	+	CTNNB1	0.515932	0.669283	0.356749
FOXL2	+	CTNNB1	0.105250	0.084855	0.009227
UGR	-	CTNNB1	-0.018527	0.051120	-0.000978
SOX9	-	CTNNB1	-0.050026	0.081112	-0.004192
GATA4	-	CTNNB1	-0.057474	0.114909	-0.006823
DMRT1	+	PGD2	0.095062	0.001208	0.000119
FGF9	+	PGD2	0.680770	0.000000	0.000000
RSPO1	-	PGD2	-0.042262	0.103379	-0.004514
DHH	+	PGD2	0.640731	0.000000	0.000000
CTNNB1	+	PGD2	0.011687	0.035079	0.000424
PGD2	+	PGD2	0.586317	0.000000	0.000000
WT1mKTS	-	PGD2	-0.112230	0.971628	-0.112660
SRY	+	PGD2	0.009147	0.065811	0.000622
DKK1	+	PGD2	0.057749	0.014453	0.000862
WNT4	+	PGD2	0.015636	0.050618	0.000818
CBX2	+	PGD2	0.101402	0.008007	0.000839
AMH	+	PGD2	0.798952	0.000000	0.000000
NR0B1	-	PGD2	-0.168308	0.999927	-0.173873
NR5A1	+	PGD2	0.098254	0.000119	0.000012
WT1pKTS	+	PGD2	0.341484	0.000000	0.000000
FOXL2	-	PGD2	-0.134162	0.429190	-0.059489
UGR	-	PGD2	-0.102880	0.516197	-0.054867
SOX9	+	PGD2	0.343385	0.000000	0.000000
GATA4	+	PGD2	0.174967	0.000000	0.000000
DMRT1	+	WT1mKTS	0.032647	0.065694	0.002216
FGF9	+	WT1mKTS	0.009392	0.074819	0.000726
RSPO1	+	WT1mKTS	0.045091	0.078376	0.003651
DHH	+	WT1mKTS	0.028816	0.079120	0.002356
CTNNB1	+	WT1mKTS	0.018087	0.068920	0.001288
PGD2	+	WT1mKTS	0.024076	0.079516	0.001978
WT1mKTS	+	WT1mKTS	0.534172	1.000000	0.551876
SRY	+	WT1mKTS	0.066296	0.019673	0.001347
DKK1	+	WT1mKTS	0.045582	0.049588	0.002335
WNT4	+	WT1mKTS	0.011973	0.071592	0.000886
CBX2	+	WT1mKTS	0.036826	0.070770	0.002693
AMH	+	WT1mKTS	0.020765	0.078910	0.001693
NR0B1	+	WT1mKTS	0.073895	0.014621	0.001116
NR5A1	+	WT1mKTS	0.061960	0.015315	0.000980
WT1pKTS	+	WT1mKTS	0.350063	1.000000	0.361665
FOXL2	+	WT1mKTS	0.013760	0.051660	0.000734
UGR	+	WT1mKTS	0.106862	0.066852	0.007381
SOX9	+	WT1mKTS	0.015808	0.077091	0.001259
GATA4	+	WT1mKTS	0.433944	1.000000	0.448326
DMRT1	-	SRY	-0.011818	0.084141	-0.001027
FGF9	+	SRY	0.033201	0.083167	0.002853
RSPO1	-	SRY	-0.003745	0.046068	-0.000178
DHH	+	SRY	0.064420	0.098991	0.006588
CTNNB1	+	SRY	0.057950	0.082892	0.004963
PGD2	+	SRY	0.069846	0.101428	0.007319
WT1mKTS	+	SRY	0.218948	0.480626	0.108720
SRY	+	SRY	0.558017	1.000000	0.576511
DKK1	+	SRY	0.207611	0.401300	0.086075
WNT4	+	SRY	0.319068	0.998835	0.329258
CBX2	-	SRY	-0.175297	0.252775	-0.045779
AMH	+	SRY	0.105089	0.125534	0.013629
NR0B1	+	SRY	0.227465	0.652157	0.153259
NR5A1	-	SRY	-0.025686	0.094908	-0.002519
WT1pKTS	+	SRY	0.554530	1.000000	0.572909
FOXL2	-	SRY	-0.017682	0.040501	-0.000740
UGR	-	SRY	-0.312529	0.999399	-0.322693
SOX9	+	SRY	0.240145	0.644190	0.159826
GATA4	-	SRY	-0.240984	0.494146	-0.123028
DMRT1	+	DKK1	1.522854	0.000000	0.000000
FGF9	+	DKK1	0.140717	0.000000	0.000000
RSPO1	+	DKK1	0.146376	0.000001	0.000000
DHH	+	DKK1	0.039864	0.016100	0.000663
CTNNB1	-	DKK1	-0.027470	0.091513	-0.002597
PGD2	+	DKK1	0.130637	0.000000	0.000000
WT1mKTS	+	DKK1	1.320693	0.000000	0.000000
SRY	+	DKK1	1.342818	0.000000	0.000000
DKK1	+	DKK1	1.842359	0.000000	0.000000
WNT4	-	DKK1	-0.132332	0.999533	-0.136654
CBX2	-	DKK1	-0.100306	0.972946	-0.100827
AMH	-	DKK1	-0.032653	0.188238	-0.006350
NR0B1	+	DKK1	0.005825	0.053718	0.000323
NR5A1	-	DKK1	-0.242235	1.000000	-0.250264
WT1pKTS	+	DKK1	0.079049	0.000000	0.000000
FOXL2	-	DKK1	-0.041906	0.108141	-0.004682
UGR	-	DKK1	-0.061802	0.479203	-0.030597
SOX9	+	DKK1	0.591044	0.000000	0.000000
GATA4	+	DKK1	1.759911	0.000000	0.000000
DMRT1	-	WNT4	-0.115902	0.961544	-0.115138
FGF9	-	WNT4	-0.003113	0.073998	-0.000238
RSPO1	+	WNT4	0.434020	0.000000	0.000000
DHH	-	WNT4	-0.003729	0.073402	-0.000283
CTNNB1	+	WNT4	0.155370	0.000576	0.000093
PGD2	-	WNT4	-0.077343	0.385347	-0.030792
WT1mKTS	+	WNT4	0.692548	0.000000	0.000000
SRY	+	WNT4	1.526794	0.000000	0.000000
DKK1	-	WNT4	-0.178160	0.999952	-0.184056
WNT4	+	WNT4	2.003187	0.000000	0.000000
CBX2	+	WNT4	0.091077	0.003794	0.000357
AMH	-	WNT4	-0.116323	0.826080	-0.099276
NR0B1	+	WNT4	0.262482	0.000000	0.000000
NR5A1	-	WNT4	-0.034170	0.326721	-0.011534
WT1pKTS	+	WNT4	0.032546	0.001684	0.000057
FOXL2	+	WNT4	0.148488	0.007467	0.001145
UGR	-	WNT4	-0.059784	0.193500	-0.011952
SOX9	-	WNT4	-0.177649	0.999679	-0.183478
GATA4	+	WNT4	1.149235	0.000000	0.000000
DMRT1	-	CBX2	-0.314889	0.602598	-0.196041
FGF9	-	CBX2	-0.021096	0.070826	-0.001544
