Gene1	Gene2	Score
CTNNB1	RSPO1	0.882145364416084
RSPO1	CTNNB1	0.882145364416084
NR0B1	FOXL2	0.868163355576389
UGR	FOXL2	-0.860639704359191
GATA4	WT1mKTS	0.859740134622519
WT1mKTS	GATA4	0.859740134622519
UGR	CTNNB1	-0.859084328404956
CTNNB1	FOXL2	0.857179071530042
WNT4	FOXL2	0.856279569361742
RSPO1	FOXL2	0.855807627254662
UGR	RSPO1	-0.85451611911806
WNT4	RSPO1	0.852324982545127
WNT4	CTNNB1	0.850580506592991
NR0B1	CTNNB1	0.850481533205874
NR0B1	RSPO1	0.847376522038
NR0B1	WNT4	0.846011068540603
WNT4	NR0B1	0.846011068540603
UGR	CBX2	0.844462553560446
CTNNB1	CBX2	-0.844038055668976
CBX2	FOXL2	-0.843812584170176
RSPO1	CBX2	-0.838970831516544
CBX2	NR5A1	0.835602535841228
CBX2	CTNNB1	-0.835477193824298
UGR	NR5A1	0.829398788240176
CBX2	RSPO1	-0.827735035499135
RSPO1	NR5A1	-0.82714883963898
CTNNB1	NR5A1	-0.826934619251101
NR5A1	WT1pKTS	0.81588390966265
CTNNB1	WT1pKTS	-0.809833272320036
UGR	WT1pKTS	0.80682898847373
NR5A1	FOXL2	-0.80625419916774
RSPO1	WT1pKTS	-0.806097346248956
CBX2	WT1pKTS	0.805899534292814
WNT4	UGR	-0.799794995652237
WNT4	CBX2	-0.799770796417527
NR0B1	UGR	-0.797003859051249
NR0B1	CBX2	-0.795840338261153
FOXL2	NR5A1	-0.78402225513625
FOXL2	WT1pKTS	-0.783844575149574
WNT4	NR5A1	-0.77116919924494
NR0B1	NR5A1	-0.770437883097589
WNT4	WT1pKTS	-0.766225654855076
NR0B1	WT1pKTS	-0.763205021483127
UGR	WNT4	-0.753933093394934
CTNNB1	UGR	-0.752137740427633
UGR	NR0B1	-0.745307561088158
WT1pKTS	NR5A1	0.736190733215735
WNT4	SRY	-0.733097440205416
CBX2	UGR	0.731663943957176
WT1pKTS	FOXL2	-0.726707297597783
RSPO1	UGR	-0.720864413193328
NR0B1	SRY	-0.720669896760876
UGR	SRY	0.714213600937718
NR5A1	CBX2	0.710577477670834
NR5A1	RSPO1	-0.70724901515592
NR5A1	CTNNB1	-0.707037155238137
CTNNB1	SRY	-0.665052681333727
CBX2	SRY	0.645521490291604
RSPO1	SRY	-0.640963371381274
CTNNB1	WNT4	0.611528360676135
CBX2	WNT4	-0.603282980204063
FOXL2	CBX2	-0.59687051016712
WT1mKTS	WNT4	0.591388908709476
CTNNB1	NR0B1	0.587221399297796
WT1mKTS	NR0B1	0.585553640018229
CBX2	NR0B1	-0.578573143875886
GATA4	NR0B1	0.573265341265061
FOXL2	RSPO1	0.569871305485882
FOXL2	CTNNB1	0.564163590331418
RSPO1	WNT4	0.560356245564331
GATA4	WNT4	0.552757916321739
RSPO1	NR0B1	0.552479548628102
WT1mKTS	CTNNB1	0.532792287249447
NR5A1	UGR	0.530665108276032
NR5A1	SRY	0.513013784598728
WT1pKTS	CTNNB1	-0.511654681183558
WT1pKTS	RSPO1	-0.506476684294523
FOXL2	SRY	-0.505670869053871
WT1pKTS	CBX2	0.501991942867707
WT1mKTS	RSPO1	0.497786938619859
GATA4	CTNNB1	0.490772281134947
SRY	FOXL2	-0.48140244328834
GATA4	RSPO1	0.466975848970067
NR5A1	WNT4	-0.432159772260148
SRY	WT1pKTS	0.426845826368807
SRY	NR5A1	0.423443935045511
NR5A1	NR0B1	-0.422442828850554
FOXL2	UGR	-0.404628012236033
NR0B1	GATA4	-0.390675917750227
WT1pKTS	SRY	0.382533863440446
WNT4	GATA4	-0.379797739384521
AMH	CTNNB1	-0.373643304658735
UGR	GATA4	0.373247408701858
AMH	RSPO1	-0.371109632232628
WT1mKTS	CBX2	-0.367796685186661
FGF9	RSPO1	-0.36761264548644
WT1pKTS	UGR	0.364018840866501
FGF9	NR0B1	-0.357792185813756
WNT4	WT1mKTS	-0.357291721195923
AMH	WNT4	-0.356227958298432
FGF9	CTNNB1	-0.35497654489015
WT1mKTS	UGR	-0.354200061930003
FGF9	WNT4	-0.354139606985119
NR0B1	WT1mKTS	-0.353881709324736
DKK1	DMRT1	0.348557501685267
DMRT1	DKK1	0.348557501685267
FGF9	CBX2	0.340600314298039
GATA4	CBX2	-0.338178886281248
AMH	NR0B1	-0.336093431042168
PGD2	CTNNB1	-0.332731046555946
DHH	CTNNB1	-0.331538330322212
GATA4	UGR	-0.33036721281477
PGD2	WNT4	-0.329707671860476
PGD2	RSPO1	-0.328993243689149
DHH	RSPO1	-0.327876957622851
AMH	CBX2	0.327602013849302
DHH	WNT4	-0.323050939707923
PGD2	NR0B1	-0.320868415292512
WNT4	DKK1	-0.32015457869436
AMH	UGR	0.319035767405887
DHH	NR0B1	-0.318951457249339
SRY	WNT4	0.311618279380426
FGF9	UGR	0.310723305463313
FOXL2	GATA4	0.309137285004313
DHH	UGR	0.308301856550683
AMH	NR5A1	0.308212027269168
PGD2	CBX2	0.307227265653024
PGD2	UGR	0.305241507186812
NR0B1	DKK1	-0.304689764065479
FGF9	FOXL2	-0.303109380939604
FGF9	NR5A1	0.302894001554932
DHH	CBX2	0.302235692675421
WT1pKTS	WNT4	-0.302209948395186
DHH	NR5A1	0.301800616936307
FGF9	SRY	0.301354300916151
WT1pKTS	GATA4	-0.30008883940963
WT1pKTS	WT1mKTS	-0.298429170781938
DHH	SRY	0.298038039587191
AMH	FOXL2	-0.297178063694601
FOXL2	WNT4	0.296203029674632
CBX2	GATA4	0.295567020094296
WT1pKTS	NR0B1	-0.292819429091435
