Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	1.000452	0.000000	0.000000
FGF9	-	DMRT1	-0.001508	0.069727	-0.000115
RSPO1	+	DMRT1	0.051207	0.045256	0.002527
DHH	-	DMRT1	-0.001740	0.068422	-0.000130
CTNNB1	+	DMRT1	0.034098	0.044007	0.001636
PGD2	+	DMRT1	0.095081	0.010382	0.001076
WT1mKTS	+	DMRT1	0.245306	0.000000	0.000000
SRY	+	DMRT1	0.079271	0.005125	0.000443
DKK1	+	DMRT1	0.873959	0.000000	0.000000
WNT4	-	DMRT1	-0.098173	0.560864	-0.060040
CBX2	-	DMRT1	-0.181327	0.999360	-0.197594
AMH	+	DMRT1	0.053951	0.036262	0.002133
NR0B1	-	DMRT1	-0.001942	0.065235	-0.000138
NR5A1	-	DMRT1	-0.363912	1.000000	-0.396813
WT1pKTS	+	DMRT1	1.213652	0.000000	0.000000
FOXL2	-	DMRT1	-0.037993	0.068953	-0.002857
UGR	-	DMRT1	-0.081073	0.360317	-0.031853
SOX9	+	DMRT1	0.444161	0.000000	0.000000
GATA4	+	DMRT1	0.625689	0.000000	0.000000
DMRT1	+	FGF9	0.058338	0.096560	0.006142
FGF9	+	FGF9	0.401836	0.999504	0.437949
RSPO1	-	FGF9	-0.035080	0.067995	-0.002601
DHH	+	FGF9	0.255620	0.508236	0.141661
CTNNB1	-	FGF9	-0.056924	0.082619	-0.005128
PGD2	+	FGF9	0.393142	0.999218	0.428350
WT1mKTS	+	FGF9	0.023586	0.109889	0.002826
SRY	+	FGF9	0.196117	0.255177	0.054569
DKK1	-	FGF9	-0.000518	0.079669	-0.000045
WNT4	-	FGF9	-0.103764	0.132719	-0.015016
CBX2	-	FGF9	-0.001555	0.058354	-0.000099
AMH	+	FGF9	0.451479	0.999998	0.492296
NR0B1	-	FGF9	-0.154404	0.217862	-0.036680
NR5A1	+	FGF9	0.184824	0.216053	0.043542
WT1pKTS	+	FGF9	0.533647	0.985786	0.573622
FOXL2	+	FGF9	0.008348	0.034871	0.000317
UGR	+	FGF9	0.012020	0.049797	0.000653
SOX9	+	FGF9	0.071089	0.099405	0.007705
GATA4	-	FGF9	-0.529167	0.991952	-0.572364
DMRT1	+	RSPO1	0.332382	0.733788	0.265949
FGF9	-	RSPO1	-0.205739	0.175855	-0.039451
RSPO1	+	RSPO1	0.548529	0.999997	0.598119
DHH	-	RSPO1	-0.105699	0.102931	-0.011863
CTNNB1	+	RSPO1	0.463041	0.994832	0.502295
PGD2	+	RSPO1	0.060029	0.081208	0.005316
WT1mKTS	+	RSPO1	0.238133	0.236832	0.061496
SRY	+	RSPO1	0.050408	0.090697	0.004985
DKK1	+	RSPO1	0.074542	0.098157	0.007978
WNT4	+	RSPO1	0.296920	0.551867	0.178675
CBX2	+	RSPO1	0.176870	0.146006	0.028159
AMH	+	RSPO1	0.018925	0.068399	0.001411
NR0B1	-	RSPO1	-0.001958	0.064784	-0.000138
NR5A1	-	RSPO1	-0.570897	0.999368	-0.622118
WT1pKTS	-	RSPO1	-0.323611	0.389322	-0.137379
FOXL2	+	RSPO1	0.045302	0.049992	0.002469
UGR	-	RSPO1	-0.049261	0.068620	-0.003686
SOX9	-	RSPO1	-0.105390	0.103355	-0.011877
GATA4	+	RSPO1	0.639040	0.998972	0.696099
DMRT1	+	DHH	0.020078	0.075287	0.001648
FGF9	+	DHH	0.446744	0.905389	0.441045
RSPO1	-	DHH	-0.112709	0.155178	-0.019071
DHH	+	DHH	0.278932	0.130751	0.039768
CTNNB1	-	DHH	-0.014235	0.044336	-0.000688
PGD2	+	DHH	0.445025	0.912248	0.442677
WT1mKTS	-	DHH	-0.401253	0.968600	-0.423791
SRY	+	DHH	0.217518	0.048112	0.011411
DKK1	-	DHH	-0.025622	0.085660	-0.002393
WNT4	-	DHH	-0.062875	0.103824	-0.007118
CBX2	+	DHH	0.073849	0.086624	0.006975
AMH	+	DHH	0.387344	0.527105	0.222630
NR0B1	-	DHH	-0.195694	0.608558	-0.129858
NR5A1	-	DHH	-0.007355	0.094386	-0.000757
WT1pKTS	+	DHH	0.273055	0.040664	0.012107
FOXL2	-	DHH	-0.133340	0.134508	-0.019557
UGR	-	DHH	-0.007325	0.050192	-0.000401
SOX9	+	DHH	0.181030	0.074758	0.014757
GATA4	+	DHH	0.392828	0.062101	0.026600
DMRT1	-	CTNNB1	-0.085433	0.117091	-0.010908
FGF9	-	CTNNB1	-0.087676	0.111886	-0.010697
RSPO1	+	CTNNB1	0.523827	0.999594	0.570954
DHH	-	CTNNB1	-0.010767	0.064587	-0.000758
CTNNB1	+	CTNNB1	0.550371	0.999582	0.599879
PGD2	-	CTNNB1	-0.002038	0.062123	-0.000138
WT1mKTS	-	CTNNB1	-0.453474	0.891135	-0.440642
SRY	+	CTNNB1	0.359858	0.083947	0.032940
DKK1	-	CTNNB1	-0.048605	0.094480	-0.005007
WNT4	+	CTNNB1	0.014613	0.061834	0.000985
CBX2	+	CTNNB1	0.216218	0.085937	0.020261
AMH	+	CTNNB1	0.014831	0.060884	0.000985
NR0B1	+	CTNNB1	0.012824	0.064576	0.000903
NR5A1	-	CTNNB1	-0.042981	0.102623	-0.004810
WT1pKTS	+	CTNNB1	0.426456	0.093048	0.043268
FOXL2	+	CTNNB1	0.083933	0.069888	0.006396
UGR	-	CTNNB1	-0.013874	0.056217	-0.000850
SOX9	+	CTNNB1	0.048548	0.073632	0.003898
GATA4	+	CTNNB1	0.110115	0.073712	0.008851
DMRT1	+	PGD2	0.117267	0.069754	0.008919
FGF9	+	PGD2	0.383318	0.363055	0.151747
RSPO1	-	PGD2	-0.012293	0.044091	-0.000591
DHH	+	PGD2	0.366634	0.282081	0.112771
CTNNB1	-	PGD2	-0.011884	0.039596	-0.000513
PGD2	+	PGD2	0.344076	0.201558	0.075621
WT1mKTS	-	PGD2	-0.125825	0.302014	-0.041436
SRY	+	PGD2	0.112002	0.068307	0.008342
DKK1	-	PGD2	-0.009947	0.083676	-0.000908
WNT4	-	PGD2	-0.057361	0.100342	-0.006276
CBX2	+	PGD2	0.101370	0.086022	0.009508
AMH	+	PGD2	0.414875	0.623202	0.281926
NR0B1	-	PGD2	-0.205699	0.799562	-0.179339
NR5A1	+	PGD2	0.122913	0.053895	0.007223
WT1pKTS	+	PGD2	0.181240	0.040642	0.008032
FOXL2	-	PGD2	-0.142399	0.152668	-0.023705
UGR	-	PGD2	-0.103687	0.137604	-0.015558
SOX9	+	PGD2	0.204402	0.061336	0.013671
GATA4	+	PGD2	0.061760	0.073895	0.004976
DMRT1	+	WT1mKTS	0.055510	0.027936	0.001691
FGF9	+	WT1mKTS	0.006509	0.072112	0.000512
RSPO1	+	WT1mKTS	0.020803	0.072924	0.001654
DHH	+	WT1mKTS	0.025327	0.075282	0.002079
CTNNB1	+	WT1mKTS	0.030613	0.077517	0.002588
PGD2	+	WT1mKTS	0.026454	0.074853	0.002159
WT1mKTS	+	WT1mKTS	0.649850	1.000000	0.708602
SRY	+	WT1mKTS	0.048559	0.030829	0.001632
DKK1	+	WT1mKTS	0.030979	0.062105	0.002098
WNT4	+	WT1mKTS	0.039396	0.059781	0.002568
CBX2	+	WT1mKTS	0.018556	0.073548	0.001488
AMH	+	WT1mKTS	0.028159	0.073949	0.002271
NR0B1	+	WT1mKTS	0.081520	0.004992	0.000444
NR5A1	+	WT1mKTS	0.067327	0.006235	0.000458
WT1pKTS	+	WT1mKTS	0.332606	0.997075	0.361615
FOXL2	+	WT1mKTS	0.028056	0.070846	0.002167
UGR	+	WT1mKTS	0.121402	0.008645	0.001144
SOX9	+	WT1mKTS	0.021289	0.073630	0.001709
GATA4	+	WT1mKTS	0.365576	1.000000	0.398628
DMRT1	-	SRY	-0.010903	0.083143	-0.000988
FGF9	+	SRY	0.133969	0.160631	0.023465
RSPO1	+	SRY	0.046949	0.080628	0.004128
DHH	+	SRY	0.069372	0.102212	0.007732
CTNNB1	+	SRY	0.100648	0.116169	0.012749
PGD2	+	SRY	0.094955	0.118176	0.012236
WT1mKTS	-	SRY	-0.345143	0.932686	-0.351013
SRY	+	SRY	0.599126	1.000000	0.653293
DKK1	+	SRY	0.174003	0.266251	0.050517
WNT4	+	SRY	0.248651	0.858324	0.232719
CBX2	-	SRY	-0.198496	0.373534	-0.080849
AMH	+	SRY	0.035793	0.083457	0.003257
NR0B1	+	SRY	0.225508	0.690349	0.169754
NR5A1	+	SRY	0.020204	0.096209	0.002120
WT1pKTS	+	SRY	0.823878	1.000000	0.898364
FOXL2	-	SRY	-0.032308	0.051296	-0.001807
UGR	-	SRY	-0.318629	0.999714	-0.347337
SOX9	+	SRY	0.120412	0.142824	0.018752
GATA4	-	SRY	-0.086231	0.146549	-0.013780
DMRT1	+	DKK1	1.176814	0.000000	0.000000
FGF9	+	DKK1	0.175990	0.000001	0.000000
RSPO1	+	DKK1	0.250331	0.000000	0.000000
DHH	-	DKK1	-0.051973	0.220393	-0.012490
CTNNB1	-	DKK1	-0.024682	0.069602	-0.001873
PGD2	+	DKK1	0.149273	0.000022	0.000004
WT1mKTS	+	DKK1	0.541027	0.000000	0.000000
SRY	+	DKK1	0.692007	0.000000	0.000000
DKK1	+	DKK1	1.040623	0.000000	0.000000
WNT4	-	DKK1	-0.171389	0.999788	-0.186845
CBX2	-	DKK1	-0.161414	0.999850	-0.175981
AMH	-	DKK1	-0.002690	0.071664	-0.000210
NR0B1	+	DKK1	0.086623	0.001318	0.000124
NR5A1	-	DKK1	-0.312953	1.000000	-0.341247
WT1pKTS	+	DKK1	0.135885	0.000000	0.000000
FOXL2	-	DKK1	-0.061965	0.132950	-0.008983
UGR	-	DKK1	-0.039154	0.146320	-0.006247
SOX9	+	DKK1	0.574626	0.000000	0.000000
GATA4	+	DKK1	1.561637	0.000000	0.000000
DMRT1	-	WNT4	-0.232357	0.295591	-0.074892
FGF9	+	WNT4	0.041046	0.076944	0.003444
RSPO1	+	WNT4	0.276361	0.441595	0.133073
DHH	-	WNT4	-0.178250	0.176363	-0.034279
CTNNB1	+	WNT4	0.034701	0.055863	0.002114
PGD2	-	WNT4	-0.014638	0.070752	-0.001129
WT1mKTS	+	WNT4	0.118884	0.136110	0.017644
