Regulator	Target	SINGE_Score
WT1pKTS	DHH	6
WT1pKTS	RSPO1	1.5
WT1pKTS	CTNNB1	0.66666
WT1mKTS	AMH	0.375
WT1mKTS	SOX9	0.24
GATA4	AMH	0.16666
WT1mKTS	NR0B1	0.12244
GATA4	SOX9	0.09375
WT1pKTS	AMH	0.07407
GATA4	RSPO1	0.06
GATA4	CTNNB1	0.04958
WT1pKTS	PGD2	0.04166
WT1pKTS	NR0B1	0.0355
WT1pKTS	CBX2	0.03061
GATA4	WNT4	0.02666
GATA4	DKK1	0.02343
WT1pKTS	UGR	0.02076
WT1pKTS	FGF9	0.01851
GATA4	UGR	0.01662
GATA4	PGD2	0.015
WT1mKTS	DHH	0.0136
WT1pKTS	WNT4	0.01239
WT1mKTS	SRY	0.01041
WT1mKTS	FOXL2	0.0096
GATA4	FGF9	0.00887
WT1pKTS	NR5A1	0.00823
WT1mKTS	FGF9	0.00765
WT1mKTS	PGD2	0.00713
WT1pKTS	SOX9	0.00666
GATA4	FOXL2	0.00624
WT1pKTS	FOXL2	0.00585
SRY	DKK1	0.0055
SRY	DMRT1	0.00519
NR5A1	AMH	0.00489
RSPO1	UGR	0.00462
FGF9	UGR	0.00415
WT1mKTS	RSPO1	0.00394
NR5A1	NR0B1	0.00375
SRY	FGF9	0.00356
DKK1	PGD2	0.0034
SRY	DHH	0.00324
WT1mKTS	DKK1	0.00309
NR5A1	PGD2	0.00296
NR5A1	DHH	0.00283
WT1mKTS	DMRT1	0.00271
SRY	FOXL2	0.0026
FOXL2	DHH	0.00249
NR5A1	WNT4	0.0024
SRY	NR0B1	0.0023
WT1pKTS	DKK1	0.00221
WT1mKTS	CTNNB1	0.00213
FOXL2	NR0B1	0.00205
CTNNB1	WNT4	0.00198
RSPO1	DMRT1	0.00178
CBX2	UGR	0.00172
SRY	AMH	0.00166
UGR	FGF9	0.00161
DKK1	CBX2	0.00156
FGF9	RSPO1	0.00151
DKK1	SOX9	0.00146
RSPO1	CBX2	0.00142
AMH	SOX9	0.00137
SRY	CBX2	0.00133
CTNNB1	NR0B1	0.00129
AMH	RSPO1	0.00126
DKK1	UGR	0.00122
FGF9	DHH	0.00119
NR0B1	WNT4	0.00115
FOXL2	SOX9	0.00112
PGD2	WNT4	0.00109
GATA4	SRY	0.00106
DHH	RSPO1	0.00103
FGF9	AMH	0.00101
AMH	CBX2	0.00098
AMH	PGD2	0.00096
FGF9	CTNNB1	0.00093
SRY	UGR	0.00091
AMH	NR0B1	0.00089
RSPO1	DKK1	0.00087
SRY	RSPO1	0.00085
GATA4	NR0B1	0.00083
CBX2	DKK1	0.00081
DKK1	SRY	0.00079
RSPO1	FGF9	0.00077
FOXL2	RSPO1	0.00075
RSPO1	SOX9	0.00074
NR5A1	CBX2	0.00072
UGR	AMH	0.0007
CTNNB1	AMH	0.00069
FOXL2	CBX2	0.00067
UGR	DHH	0.00063
DMRT1	AMH	0.00062
WT1mKTS	CBX2	0.00061
WT1mKTS	NR5A1	0.0006
AMH	WNT4	0.00058
UGR	CBX2	0.00057
FGF9	PGD2	0.00056
NR0B1	CBX2	0.00055
SOX9	PGD2	0.00054
FGF9	WNT4	0.00053
NR5A1	CTNNB1	0.00051
RSPO1	NR0B1	0.0005
FGF9	CBX2	0.00049
