Regulator	Target	SINGE_Score
WT1mKTS	CBX2	6
WT1mKTS	DHH	1.5
GATA4	DMRT1	0.66666
WT1mKTS	DMRT1	0.375
GATA4	AMH	0.24
GATA4	WT1pKTS	0.16666
WT1mKTS	SOX9	0.12244
GATA4	DKK1	0.09375
GATA4	SOX9	0.07407
WT1mKTS	WNT4	0.06
NR0B1	NR5A1	0.04958
WT1mKTS	FGF9	0.04166
WNT4	NR5A1	0.0355
GATA4	UGR	0.03061
GATA4	CTNNB1	0.02666
WNT4	FOXL2	0.02343
GATA4	CBX2	0.02076
NR0B1	CTNNB1	0.01851
WNT4	CTNNB1	0.01662
NR0B1	RSPO1	0.015
NR0B1	CBX2	0.0136
NR0B1	FOXL2	0.01239
WT1mKTS	NR0B1	0.01134
GATA4	DHH	0.01041
WNT4	CBX2	0.0096
WNT4	UGR	0.00887
GATA4	WNT4	0.00823
NR0B1	UGR	0.00765
WT1mKTS	FOXL2	0.00713
WNT4	RSPO1	0.00666
GATA4	FOXL2	0.00624
NR0B1	SRY	0.00585
WT1mKTS	NR5A1	0.0055
WT1mKTS	PGD2	0.00519
SOX9	NR5A1	0.00489
WNT4	SRY	0.00462
DKK1	NR5A1	0.00438
GATA4	NR0B1	0.00394
AMH	WT1pKTS	0.00375
WT1mKTS	SRY	0.00356
GATA4	NR5A1	0.0034
SOX9	CBX2	0.00309
AMH	NR5A1	0.00296
WT1mKTS	CTNNB1	0.00271
DMRT1	DKK1	0.0026
NR5A1	RSPO1	0.00249
PGD2	FOXL2	0.0024
AMH	WNT4	0.0023
WT1mKTS	WT1pKTS	0.00221
FGF9	SRY	0.00205
GATA4	SRY	0.00198
DMRT1	WT1pKTS	0.00191
NR0B1	WT1pKTS	0.00178
SOX9	FOXL2	0.00172
NR5A1	CBX2	0.00166
NR5A1	CTNNB1	0.00161
DHH	DKK1	0.00156
CTNNB1	CBX2	0.00151
FGF9	DMRT1	0.00146
FGF9	NR0B1	0.00142
WNT4	WT1pKTS	0.00137
CTNNB1	UGR	0.00129
SRY	FOXL2	0.00126
DMRT1	SRY	0.00122
NR5A1	DKK1	0.00119
SOX9	CTNNB1	0.00115
PGD2	CTNNB1	0.00112
RSPO1	CBX2	0.00109
SOX9	RSPO1	0.00106
WNT4	NR0B1	0.00103
FOXL2	NR5A1	0.00101
SOX9	NR0B1	0.00098
FOXL2	CBX2	0.00096
GATA4	WT1mKTS	0.00093
SOX9	WT1pKTS	0.00089
DKK1	CBX2	0.00087
