Regulator	Target	SINGE_Score
WT1mKTS	DKK1	6
WT1mKTS	UGR	1.5
WT1mKTS	CBX2	0.66666
WT1mKTS	DHH	0.375
WT1mKTS	AMH	0.24
WT1mKTS	DMRT1	0.16666
WT1mKTS	PGD2	0.12244
WT1mKTS	FGF9	0.09375
WT1pKTS	FGF9	0.07407
WT1mKTS	CTNNB1	0.06
WT1pKTS	NR0B1	0.04958
WT1pKTS	DHH	0.04166
WT1mKTS	RSPO1	0.0355
WT1mKTS	SRY	0.03061
WT1pKTS	WNT4	0.02666
WT1mKTS	WNT4	0.02343
WT1pKTS	PGD2	0.02076
WT1mKTS	SOX9	0.01851
SRY	UGR	0.01662
GATA4	NR0B1	0.015
WT1pKTS	RSPO1	0.0136
WT1pKTS	CTNNB1	0.01239
SRY	CBX2	0.01134
WT1pKTS	AMH	0.01041
SRY	DMRT1	0.0096
SRY	DKK1	0.00887
WT1mKTS	NR0B1	0.00823
GATA4	DMRT1	0.00765
GATA4	WNT4	0.00713
GATA4	DKK1	0.00666
WT1pKTS	NR5A1	0.00624
SRY	DHH	0.00585
WT1mKTS	NR5A1	0.0055
SRY	AMH	0.00519
WT1mKTS	FOXL2	0.00489
NR0B1	AMH	0.00462
GATA4	CTNNB1	0.00438
FOXL2	UGR	0.00394
WT1pKTS	SOX9	0.00375
SRY	RSPO1	0.00356
FOXL2	PGD2	0.0034
GATA4	RSPO1	0.00309
NR0B1	UGR	0.00296
PGD2	WNT4	0.00283
WT1pKTS	DKK1	0.00271
WT1pKTS	SRY	0.00249
UGR	CBX2	0.0023
PGD2	DKK1	0.00221
WNT4	CBX2	0.00213
PGD2	FGF9	0.00205
WT1pKTS	CBX2	0.00198
FOXL2	DMRT1	0.00191
GATA4	FOXL2	0.00184
AMH	DHH	0.00178
GATA4	UGR	0.00172
NR5A1	WNT4	0.00166
NR0B1	CBX2	0.00161
PGD2	CBX2	0.00156
NR5A1	AMH	0.00146
NR0B1	DHH	0.00142
FOXL2	CBX2	0.00137
NR5A1	DMRT1	0.00133
CTNNB1	DMRT1	0.00129
NR0B1	CTNNB1	0.00126
GATA4	SOX9	0.00122
CTNNB1	CBX2	0.00119
WT1pKTS	UGR	0.00115
NR5A1	CBX2	0.00112
FOXL2	DKK1	0.00109
FOXL2	FGF9	0.00106
WNT4	UGR	0.00101
SRY	PGD2	0.00098
PGD2	NR0B1	0.00096
GATA4	CBX2	0.00093
DHH	AMH	0.00091
DMRT1	RSPO1	0.00089
DKK1	CBX2	0.00087
DHH	PGD2	0.00085
FOXL2	RSPO1	0.00083
NR0B1	DMRT1	0.00081
GATA4	PGD2	0.00079
GATA4	NR5A1	0.00077
DHH	FGF9	0.00074
PGD2	SOX9	0.00072
AMH	DMRT1	0.0007
GATA4	SRY	0.00069
CTNNB1	PGD2	0.00067
SOX9	UGR	0.00066
AMH	NR0B1	0.00065
UGR	DMRT1	0.00063
NR5A1	UGR	0.00062
SOX9	RSPO1	0.00061
CTNNB1	DKK1	0.0006
FOXL2	AMH	0.00058
PGD2	UGR	0.00057
WNT4	DKK1	0.00056
AMH	RSPO1	0.00055
AMH	UGR	0.00054
WNT4	DMRT1	0.00053
DKK1	WNT4	0.00052
AMH	CBX2	0.00051
PGD2	SRY	0.0005
DKK1	AMH	0.00049
UGR	FGF9	0.00048
NR0B1	DKK1	0.00046
WNT4	FGF9	0.00046
FGF9	DMRT1	0.00044
FGF9	RSPO1	0.00043
FOXL2	NR0B1	0.00043
DHH	SRY	0.00042
DHH	WNT4	0.00041
FGF9	SRY	0.0004
