Regulator	Target	SINGE_Score
WT1mKTS	UGR	6
GATA4	NR0B1	1.5
WT1pKTS	UGR	0.66666
GATA4	FGF9	0.375
GATA4	PGD2	0.24
GATA4	SOX9	0.16666
GATA4	AMH	0.12244
WT1mKTS	CBX2	0.09375
WT1pKTS	RSPO1	0.07407
GATA4	WNT4	0.06
WT1mKTS	SRY	0.04958
GATA4	RSPO1	0.04166
WT1pKTS	SOX9	0.0355
GATA4	DHH	0.03061
WT1pKTS	NR0B1	0.02666
WT1mKTS	RSPO1	0.02343
WT1pKTS	CBX2	0.02076
SRY	CBX2	0.01851
WT1mKTS	PGD2	0.01662
WT1mKTS	DKK1	0.015
WT1mKTS	DHH	0.0136
WT1pKTS	WNT4	0.01239
WT1pKTS	DMRT1	0.01134
WT1mKTS	AMH	0.01041
GATA4	UGR	0.0096
WT1mKTS	NR0B1	0.00823
SRY	DKK1	0.00765
WT1pKTS	AMH	0.00713
WT1mKTS	DMRT1	0.00666
WT1pKTS	DKK1	0.00624
SRY	DMRT1	0.00585
GATA4	NR5A1	0.00519
SRY	DHH	0.00489
GATA4	SRY	0.00462
PGD2	CBX2	0.00438
SRY	UGR	0.00415
GATA4	CBX2	0.00375
GATA4	CTNNB1	0.00356
SRY	WNT4	0.0034
DMRT1	DKK1	0.00324
SRY	RSPO1	0.00309
UGR	CBX2	0.00296
FGF9	CBX2	0.00283
GATA4	DMRT1	0.00271
WT1pKTS	FGF9	0.0026
FOXL2	CBX2	0.00249
SRY	PGD2	0.0024
UGR	DMRT1	0.0023
WT1mKTS	WNT4	0.00221
AMH	DMRT1	0.00213
UGR	DKK1	0.00205
SRY	NR0B1	0.00198
SRY	NR5A1	0.00191
NR0B1	CBX2	0.00184
WT1pKTS	PGD2	0.00178
WT1mKTS	FGF9	0.00172
DKK1	CBX2	0.00166
AMH	NR0B1	0.00161
WT1mKTS	SOX9	0.00156
AMH	DKK1	0.00151
SRY	SOX9	0.00146
FGF9	DKK1	0.00137
PGD2	AMH	0.00133
GATA4	FOXL2	0.00129
NR0B1	WNT4	0.00126
DHH	AMH	0.00122
WT1pKTS	NR5A1	0.00119
DKK1	UGR	0.00115
PGD2	DHH	0.00112
UGR	SRY	0.00109
SRY	AMH	0.00106
WT1pKTS	SRY	0.00103
WT1mKTS	NR5A1	0.00101
NR0B1	SRY	0.00098
DKK1	FGF9	0.00091
CBX2	AMH	0.00089
UGR	SOX9	0.00087
WT1pKTS	CTNNB1	0.00085
DKK1	AMH	0.00083
FGF9	UGR	0.00081
FOXL2	NR0B1	0.00079
WNT4	CBX2	0.00077
PGD2	SOX9	0.00075
CBX2	PGD2	0.00074
SRY	FGF9	0.00072
SOX9	UGR	0.0007
NR5A1	CTNNB1	0.00069
CBX2	NR0B1	0.00067
DHH	DMRT1	0.00066
FGF9	PGD2	0.00065
CBX2	SOX9	0.00063
CBX2	FGF9	0.00062
AMH	CBX2	0.00061
CBX2	DKK1	0.0006
AMH	WNT4	0.00058
CBX2	DHH	0.00057
CTNNB1	CBX2	0.00056
DHH	FGF9	0.00055
RSPO1	PGD2	0.00054
FOXL2	DMRT1	0.00053
RSPO1	UGR	0.00052
AMH	UGR	0.00051
PGD2	DKK1	0.0005
UGR	PGD2	0.00049
DHH	SRY	0.00048
FGF9	DMRT1	0.00047
FOXL2	WNT4	0.00046
AMH	RSPO1	0.00046
PGD2	NR0B1	0.00045
CTNNB1	NR0B1	0.00043
PGD2	CTNNB1	0.00043
RSPO1	CBX2	0.00042
AMH	NR5A1	0.00041
AMH	PGD2	0.0004
PGD2	DMRT1	0.0004
FOXL2	DHH	0.00039
UGR	DHH	0.00039
DKK1	DHH	0.00038
FOXL2	FGF9	0.00036
SOX9	CBX2	0.00036
NR5A1	DMRT1	0.00035
WT1mKTS	FOXL2	0.00034
FGF9	RSPO1	0.00034
DHH	FOXL2	0.00033
DKK1	PGD2	0.00032
FGF9	NR5A1	0.00031
SOX9	DHH	0.00031
UGR	AMH	0.00031
NR0B1	DHH	0.0003
RSPO1	DMRT1	0.0003
DKK1	SOX9	0.00029
NR5A1	DHH	0.00029
CBX2	DMRT1	0.00028
NR0B1	AMH	0.00028
DKK1	RSPO1	0.00028
CBX2	WNT4	0.00027
