Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
WT1pKTS	NR5A1	0.351488568027228	3.03839528452705e-47
NR5A1	WT1pKTS	0.351488568027228	3.03839528452752e-47
DKK1	DMRT1	0.263889270595847	1.25007751098923e-26
DMRT1	DKK1	0.263889270595847	1.25007751098939e-26
CTNNB1	RSPO1	0.240986202927661	2.37800560553162e-22
RSPO1	CTNNB1	0.240986202927661	2.37800560553175e-22
NR0B1	WNT4	0.220405931605772	7.20596971680635e-19
WNT4	NR0B1	0.220405931605772	7.20596971680688e-19
DMRT1	SRY	0.20824621786121	5.71957058301789e-17
SRY	DMRT1	0.20824621786121	5.71957058301852e-17
DKK1	SRY	0.201274489833205	6.23469447898545e-16
SRY	DKK1	0.201274489833205	6.23469447898559e-16
WNT4	CTNNB1	0.192242494118724	1.21206411249776e-14
CTNNB1	WNT4	0.192242494118724	1.21206411249782e-14
UGR	CBX2	0.188062331903763	4.56050994330448e-14
CBX2	UGR	0.188062331903763	4.56050994330461e-14
CBX2	NR5A1	0.179486719352033	6.28822827897772e-13
NR5A1	CBX2	0.179486719352033	6.28822827897777e-13
SRY	NR0B1	0.140449401399497	2.0061262026031e-08
NR0B1	SRY	0.140449401399497	2.00612620260312e-08
RSPO1	WNT4	0.135987277351119	5.58850224827097e-08
WNT4	RSPO1	0.135987277351119	5.58850224827109e-08
WT1mKTS	GATA4	0.130401790314139	1.9250392087811e-07
GATA4	WT1mKTS	0.130401790314139	1.92503920878111e-07
DHH	AMH	0.123128086458955	8.93612563998613e-07
AMH	DHH	0.123128086458955	8.9361256399862e-07
DKK1	SOX9	0.12277896601714	9.59890743010898e-07
SOX9	DKK1	0.12277896601714	9.59890743010915e-07
AMH	PGD2	0.120717851478849	1.4586141451277e-06
PGD2	AMH	0.120717851478849	1.45861414512772e-06
WT1pKTS	WT1mKTS	0.116239432266477	3.53702272560952e-06
WT1mKTS	WT1pKTS	0.116239432266477	3.53702272560959e-06
PGD2	DHH	0.111185912573582	9.24980213007246e-06
DHH	PGD2	0.111185912573582	9.24980213007255e-06
DMRT1	SOX9	0.107077710025385	1.96168781918032e-05
SOX9	DMRT1	0.107077710025385	1.96168781918032e-05
WT1pKTS	GATA4	0.106908204077986	2.02233810070338e-05
GATA4	WT1pKTS	0.106908204077985	2.02233810070339e-05
UGR	WT1pKTS	0.103431909977432	3.73888274833643e-05
WT1pKTS	UGR	0.103431909977432	3.73888274833652e-05
FGF9	DHH	0.103344900129865	3.79591605558921e-05
DHH	FGF9	0.103344900129865	3.79591605558936e-05
WT1pKTS	SRY	0.102294848152438	4.55257670739724e-05
SRY	WT1pKTS	0.102294848152438	4.55257670739728e-05
SOX9	NR5A1	0.0832280575818179	0.000917989204500097
NR5A1	SOX9	0.0832280575818178	0.000917989204500107
PGD2	FGF9	0.0830979776672187	0.000935206195351604
FGF9	PGD2	0.0830979776672186	0.000935206195351616
WT1pKTS	DMRT1	0.0823211602907273	0.00104440054658478
DMRT1	WT1pKTS	0.0823211602907271	0.00104440054658481
SOX9	DHH	0.079414747397089	0.00156598938965896
DHH	SOX9	0.079414747397089	0.00156598938965896
UGR	FOXL2	0.0747204075329009	0.00293268999905024
FOXL2	UGR	0.0747204075329009	0.00293268999905026
CTNNB1	NR0B1	0.0703692571208362	0.00509385144021993
NR0B1	CTNNB1	0.0703692571208361	0.00509385144021997
AMH	FGF9	0.0692757410829451	0.00582621245171691
FGF9	AMH	0.0692757410829451	0.00582621245171695
WT1pKTS	CBX2	0.0670249933982948	0.00763923243875939
CBX2	WT1pKTS	0.0670249933982947	0.0076392324387594
FOXL2	RSPO1	0.0603821425366487	0.0162738641166717
RSPO1	FOXL2	0.0603821425366487	0.0162738641166717
SOX9	PGD2	0.0559637500459857	0.0259732050805808
PGD2	SOX9	0.0559637500459856	0.0259732050805811
FOXL2	CTNNB1	0.0522343278273033	0.0377074570896793
CTNNB1	FOXL2	0.0522343278273032	0.0377074570896794
DKK1	WT1pKTS	0.0500958132830065	0.0462794547355166
WT1pKTS	DKK1	0.0500958132830065	0.0462794547355168
NR5A1	UGR	0.0493485776786858	0.0496376182051359
UGR	NR5A1	0.0493485776786856	0.0496376182051368
