Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
WT1pKTS	NR5A1	0.349532350863152	1.05144025679932e-46
NR5A1	WT1pKTS	0.349532350863151	1.05144025679955e-46
DMRT1	DKK1	0.272436883742287	2.44065092146529e-28
DKK1	DMRT1	0.272436883742287	2.44065092146533e-28
CTNNB1	RSPO1	0.230230595893207	1.7294541528969e-20
RSPO1	CTNNB1	0.230230595893207	1.72945415289704e-20
NR5A1	CBX2	0.215928152123128	3.72109222005055e-18
CBX2	NR5A1	0.215928152123128	3.72109222005055e-18
NR0B1	WNT4	0.200737574176954	7.46730187185596e-16
WNT4	NR0B1	0.200737574176954	7.46730187185678e-16
DKK1	SRY	0.199207449935283	1.24518618630133e-15
SRY	DKK1	0.199207449935283	1.24518618630133e-15
UGR	CBX2	0.196853911024847	2.71217913883203e-15
CBX2	UGR	0.196853911024847	2.71217913883207e-15
DMRT1	SRY	0.184234085415404	1.49454858368937e-13
SRY	DMRT1	0.184234085415404	1.49454858368951e-13
WNT4	CTNNB1	0.180620638167514	4.4772303067822e-13
CTNNB1	WNT4	0.180620638167514	4.47723030678223e-13
DHH	FGF9	0.132061753191613	1.33997547979731e-07
FGF9	DHH	0.132061753191613	1.33997547979736e-07
GATA4	WT1mKTS	0.120510892208073	1.52063216360219e-06
WT1mKTS	GATA4	0.120510892208073	1.52063216360226e-06
UGR	WT1pKTS	0.120448211146066	1.53990978674997e-06
WT1pKTS	UGR	0.120448211146065	1.53990978674999e-06
RSPO1	WNT4	0.119189883013975	1.98039781831983e-06
WNT4	RSPO1	0.119189883013975	1.98039781831984e-06
AMH	DHH	0.116618918594404	3.28531678901627e-06
DHH	AMH	0.116618918594404	3.28531678901631e-06
WT1mKTS	WT1pKTS	0.113035018419694	6.53740230416523e-06
WT1pKTS	WT1mKTS	0.113035018419694	6.53740230416526e-06
NR0B1	SRY	0.111260469074065	9.12221787081412e-06
SRY	NR0B1	0.111260469074065	9.12221787081428e-06
PGD2	AMH	0.106400054122435	2.21502868953588e-05
AMH	PGD2	0.106400054122435	2.21502868953589e-05
SRY	WT1pKTS	0.105053994365613	2.81339560143301e-05
WT1pKTS	SRY	0.105053994365613	2.81339560143307e-05
PGD2	FGF9	0.102231106551474	4.60283255140584e-05
FGF9	PGD2	0.102231106551474	4.60283255140586e-05
SOX9	DKK1	0.0999891645161897	6.74488868709605e-05
DKK1	SOX9	0.0999891645161894	6.74488868709631e-05
CTNNB1	NR0B1	0.085600852629119	0.000651144674529664
NR0B1	CTNNB1	0.0856008526291189	0.00065114467452968
PGD2	DHH	0.0844175911258152	0.000773614976927896
DHH	PGD2	0.0844175911258152	0.000773614976927898
GATA4	WT1pKTS	0.084124020055665	0.000807145093205585
WT1pKTS	GATA4	0.0841240200556649	0.000807145093205589
SOX9	DHH	0.0754362583238915	0.00267080925976528
DHH	SOX9	0.0754362583238915	0.00267080925976529
DMRT1	WT1pKTS	0.0715866746037949	0.00437713796989814
WT1pKTS	DMRT1	0.0715866746037949	0.00437713796989815
AMH	FGF9	0.0688696909338524	0.00612144243137986
FGF9	AMH	0.0688696909338524	0.00612144243137991
UGR	FOXL2	0.0656946469082278	0.00893454881262596
FOXL2	UGR	0.0656946469082277	0.00893454881262602
SOX9	NR5A1	0.0584604183263123	0.0200125278587705
NR5A1	SOX9	0.0584604183263122	0.0200125278587707
DMRT1	SOX9	0.0584312352719078	0.020074647617842
SOX9	DMRT1	0.0584312352719076	0.0200746476178425
SOX9	PGD2	0.0515209725282463	0.0404031419743595
PGD2	SOX9	0.0515209725282463	0.0404031419743596
RSPO1	FOXL2	0.0493607841038538	0.0495811632804643
FOXL2	RSPO1	0.0493607841038537	0.0495811632804647
CBX2	GATA4	0.0486574078391826	0.0529233007329553
GATA4	CBX2	0.0486574078391826	0.0529233007329554
CBX2	WT1pKTS	0.0470710595296948	0.0611552173685011
WT1pKTS	CBX2	0.0470710595296948	0.0611552173685013
SOX9	FGF9	0.0410102447301802	0.102875737587975
FGF9	SOX9	0.0410102447301802	0.102875737587976
CTNNB1	FOXL2	0.0404566242321053	0.107609297146875
FOXL2	CTNNB1	0.0404566242321052	0.107609297146876
UGR	WT1mKTS	0.0367783378336275	0.143566958693523
