Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	1.264245	0.000000	0.000000
FGF9	-	DMRT1	-0.025772	0.109137	-0.003459
RSPO1	+	DMRT1	0.111691	0.005761	0.000791
DHH	+	DMRT1	0.148723	0.000060	0.000011
CTNNB1	+	DMRT1	0.023866	0.037925	0.001113
PGD2	+	DMRT1	0.081863	0.010326	0.001039
WT1mKTS	+	DMRT1	0.267898	0.000000	0.000000
SRY	+	DMRT1	0.221636	0.000000	0.000000
DKK1	+	DMRT1	1.039422	0.000000	0.000000
WNT4	-	DMRT1	-0.111485	0.825071	-0.113115
CBX2	-	DMRT1	-0.187082	0.999978	-0.230056
AMH	+	DMRT1	0.034392	0.040966	0.001733
NR0B1	+	DMRT1	0.005367	0.058536	0.000386
NR5A1	-	DMRT1	-0.327894	1.000000	-0.403224
WT1pKTS	+	DMRT1	1.711021	0.000000	0.000000
FOXL2	-	DMRT1	-0.051629	0.098958	-0.006283
UGR	-	DMRT1	-0.054382	0.204382	-0.013668
SOX9	+	DMRT1	0.394356	0.000000	0.000000
GATA4	+	DMRT1	0.158741	0.000000	0.000000
DMRT1	+	FGF9	0.099471	0.068019	0.008320
FGF9	+	FGF9	0.362209	0.278937	0.124245
RSPO1	-	FGF9	-0.074948	0.115038	-0.010603
DHH	+	FGF9	0.325564	0.153556	0.061477
CTNNB1	-	FGF9	-0.092115	0.127068	-0.014394
PGD2	+	FGF9	0.459035	0.953310	0.538136
WT1mKTS	+	FGF9	0.081131	0.054248	0.005412
SRY	+	FGF9	0.210380	0.025376	0.006565
DKK1	+	FGF9	0.073518	0.075569	0.006832
WNT4	-	FGF9	-0.010031	0.064424	-0.000795
CBX2	+	FGF9	0.023625	0.070225	0.002040
AMH	+	FGF9	0.409229	0.634394	0.319255
NR0B1	-	FGF9	-0.180512	0.707455	-0.157042
NR5A1	+	FGF9	0.257326	0.008464	0.002679
WT1pKTS	+	FGF9	0.420092	0.033421	0.017265
FOXL2	-	FGF9	-0.004533	0.036119	-0.000201
UGR	+	FGF9	0.037022	0.071840	0.003271
SOX9	+	FGF9	0.047785	0.077894	0.004577
GATA4	-	FGF9	-0.484611	0.999340	-0.595551
DMRT1	+	RSPO1	0.975011	0.000000	0.000000
FGF9	-	RSPO1	-0.053582	0.189436	-0.012482
RSPO1	+	RSPO1	1.204279	0.000000	0.000000
DHH	-	RSPO1	-0.090831	0.447890	-0.050028
CTNNB1	+	RSPO1	0.890250	0.000000	0.000000
PGD2	+	RSPO1	0.002808	0.063262	0.000218
WT1mKTS	+	RSPO1	0.467589	0.000000	0.000000
SRY	-	RSPO1	-0.015392	0.124918	-0.002364
DKK1	+	RSPO1	0.137133	0.000057	0.000010
WNT4	+	RSPO1	0.667397	0.000000	0.000000
CBX2	+	RSPO1	0.223554	0.000000	0.000000
AMH	+	RSPO1	0.004724	0.059670	0.000347
NR0B1	+	RSPO1	0.035466	0.030201	0.001317
NR5A1	-	RSPO1	-0.320794	1.000000	-0.394493
WT1pKTS	+	RSPO1	0.138047	0.000000	0.000000
FOXL2	+	RSPO1	0.099551	0.025972	0.003180
UGR	-	RSPO1	-0.081790	0.304506	-0.030627
SOX9	-	RSPO1	-0.170999	0.984988	-0.207127
GATA4	+	RSPO1	1.539651	0.000000	0.000000
DMRT1	+	DHH	0.052880	0.016217	0.001055
FGF9	+	DHH	0.896239	0.000000	0.000000
RSPO1	-	DHH	-0.086277	0.366428	-0.038877
DHH	+	DHH	0.627034	0.000000	0.000000
CTNNB1	+	DHH	0.007317	0.035872	0.000323
PGD2	+	DHH	0.907039	0.000000	0.000000
WT1mKTS	+	DHH	0.099457	0.000002	0.000000
SRY	+	DHH	0.179341	0.000000	0.000000
DKK1	-	DHH	-0.009973	0.096855	-0.001188
WNT4	-	DHH	-0.054486	0.222274	-0.014893
CBX2	+	DHH	0.061263	0.021800	0.001642
AMH	+	DHH	0.707467	0.000000	0.000000
NR0B1	-	DHH	-0.137801	0.994531	-0.168533
NR5A1	+	DHH	0.202226	0.000000	0.000000
WT1pKTS	-	DHH	-0.103561	0.970586	-0.123606
FOXL2	-	DHH	-0.080612	0.168197	-0.016674
UGR	-	DHH	-0.040870	0.117131	-0.005887
SOX9	+	DHH	0.193158	0.000000	0.000000
GATA4	+	DHH	0.541100	0.000000	0.000000
DMRT1	-	CTNNB1	-0.066351	0.094300	-0.007694
FGF9	-	CTNNB1	-0.009925	0.060598	-0.000740
RSPO1	+	CTNNB1	0.553524	1.000000	0.680689
DHH	-	CTNNB1	-0.053230	0.077015	-0.005041
CTNNB1	+	CTNNB1	0.537028	0.999985	0.660393
PGD2	+	CTNNB1	0.032930	0.067115	0.002718
WT1mKTS	-	CTNNB1	-0.458766	0.617152	-0.348174
SRY	+	CTNNB1	0.128821	0.117666	0.018640
DKK1	-	CTNNB1	-0.061836	0.092336	-0.007021
WNT4	+	CTNNB1	0.072921	0.092913	0.008332
CBX2	+	CTNNB1	0.056230	0.079985	0.005531
AMH	+	CTNNB1	0.018025	0.061114	0.001355
NR0B1	+	CTNNB1	0.090822	0.104881	0.011714
NR5A1	+	CTNNB1	0.193674	0.169888	0.040462
WT1pKTS	+	CTNNB1	0.552548	0.820273	0.557366
FOXL2	+	CTNNB1	0.160827	0.112772	0.022303
UGR	-	CTNNB1	-0.081409	0.087791	-0.008789
SOX9	-	CTNNB1	-0.010657	0.067217	-0.000881
GATA4	-	CTNNB1	-0.145319	0.137364	-0.024547
DMRT1	+	PGD2	0.162227	0.035445	0.007071
FGF9	+	PGD2	0.423632	0.117187	0.061050
RSPO1	-	PGD2	-0.026077	0.057231	-0.001835
DHH	+	PGD2	0.397586	0.073486	0.035929
CTNNB1	-	PGD2	-0.008187	0.036533	-0.000368
PGD2	+	PGD2	0.354861	0.046531	0.020305
WT1mKTS	-	PGD2	-0.291319	0.924610	-0.331238
SRY	+	PGD2	0.113977	0.048737	0.006831
DKK1	-	PGD2	-0.055018	0.113897	-0.007706
WNT4	-	PGD2	-0.002566	0.059117	-0.000187
CBX2	+	PGD2	0.063984	0.074051	0.005827
AMH	+	PGD2	0.395714	0.068913	0.033535
NR0B1	-	PGD2	-0.204803	0.943355	-0.237587
NR5A1	+	PGD2	0.210162	0.006349	0.001641
WT1pKTS	+	PGD2	0.296806	0.009159	0.003343
FOXL2	-	PGD2	-0.049147	0.065611	-0.003965
UGR	-	PGD2	-0.105604	0.174022	-0.022599
SOX9	+	PGD2	0.162871	0.041863	0.008385
GATA4	+	PGD2	0.057654	0.060380	0.004281
DMRT1	+	WT1mKTS	0.047861	0.032554	0.001916
FGF9	-	WT1mKTS	-0.002413	0.069345	-0.000206
RSPO1	+	WT1mKTS	0.003409	0.049046	0.000206
DHH	+	WT1mKTS	0.016966	0.077000	0.001606
CTNNB1	+	WT1mKTS	0.028716	0.082330	0.002907
PGD2	+	WT1mKTS	0.029557	0.074733	0.002716
WT1mKTS	+	WT1mKTS	0.588225	1.000000	0.723363
SRY	+	WT1mKTS	0.031835	0.049872	0.001952
DKK1	+	WT1mKTS	0.030013	0.060683	0.002240
WNT4	+	WT1mKTS	0.028549	0.068413	0.002402
CBX2	+	WT1mKTS	0.023269	0.073238	0.002096
AMH	-	WT1mKTS	-0.004588	0.071026	-0.000401
NR0B1	+	WT1mKTS	0.039072	0.040534	0.001948
NR5A1	+	WT1mKTS	0.052487	0.011216	0.000724
WT1pKTS	+	WT1mKTS	0.350722	1.000000	0.431296
FOXL2	+	WT1mKTS	0.009483	0.047839	0.000558
UGR	+	WT1mKTS	0.074947	0.024505	0.002258
SOX9	+	WT1mKTS	0.010329	0.074640	0.000948
GATA4	+	WT1mKTS	0.369235	1.000000	0.454062
DMRT1	+	SRY	0.066529	0.103640	0.008479
FGF9	+	SRY	0.207621	0.357407	0.091253
RSPO1	+	SRY	0.073900	0.098888	0.008987
DHH	+	SRY	0.056172	0.091212	0.006301
CTNNB1	+	SRY	0.005304	0.040096	0.000262
PGD2	-	SRY	-0.075868	0.097222	-0.009071
WT1mKTS	-	SRY	-0.078294	0.138214	-0.013307
SRY	+	SRY	0.646859	1.000000	0.795467
DKK1	+	SRY	0.158146	0.201622	0.039211
WNT4	+	SRY	0.269348	0.912405	0.302214
CBX2	-	SRY	-0.144230	0.165062	-0.029276
AMH	+	SRY	0.087538	0.107677	0.011591
