SourceGENES,TargetGENES,Interaction,Edges
SRY,FOXL2,1.06748674251619,repression
UGR,FOXL2,1,activation
RSPO1,CBX2,0.611170897203506,repression
DKK1,RSPO1,0.605189140797048,repression
CTNNB1,CBX2,0.593226673552794,activation
CBX2,SRY,0.517579575172684,repression
DKK1,GATA4,0.494790046988702,repression
CTNNB1,CTNNB1,0.457615689299348,activation
CTNNB1,SRY,0.456568958641958,activation
NR5A1,CTNNB1,0.456057075338714,repression
SRY,WT1pKTS,0.437118791684001,repression
DMRT1,RSPO1,0.415865824461008,activation
DMRT1,GATA4,0.413030221533146,repression
NR5A1,CBX2,0.411602700481108,activation
RSPO1,WNT4,0.409931128338016,activation
UGR,SRY,0.39097542741198,repression
CBX2,UGR,0.386722400811043,activation
RSPO1,CTNNB1,0.380294648955202,activation
CBX2,WNT4,0.356526570851154,repression
SRY,WT1mKTS,0.338808872042985,repression
CTNNB1,UGR,0.319886848666233,repression
SRY,AMH,0.319554108779782,repression
SRY,PGD2,0.317120323918842,repression
CBX2,FOXL2,0.310168451653759,repression
DKK1,CTNNB1,0.308149648332885,repression
SRY,SRY,0.306072864632712,activation
DKK1,SOX9,0.303494203298003,activation
SRY,GATA4,0.280642186782975,repression
CTNNB1,WNT4,0.279769933025158,activation
RSPO1,SRY,0.276874352922842,repression
DKK1,CBX2,0.271885960828443,repression
CBX2,NR0B1,0.271763345541639,repression
DKK1,NR5A1,0.269387595710321,repression
CTNNB1,RSPO1,0.263334609319063,activation
SRY,NR0B1,0.261897490101723,activation
SRY,FGF9,0.257313917411467,repression
DMRT1,CTNNB1,0.254469790990926,repression
NR5A1,DKK1,0.254250256489102,repression
CBX2,WT1mKTS,0.25093612457433,activation
CTNNB1,WT1mKTS,0.242918658084288,repression
UGR,UGR,0.233451334699499,activation
CBX2,CBX2,0.227293089860778,activation
RSPO1,UGR,0.219798676658348,repression
NR5A1,DMRT1,0.21784566384131,repression
DMRT1,NR5A1,0.217203244035104,repression
SRY,DHH,0.211440013744368,repression
DMRT1,CBX2,0.205378283053195,repression
FOXL2,FOXL2,0.198018502559076,activation
FOXL2,GATA4,0.181757837697605,repression
SRY,UGR,0.170298784919984,repression
DMRT1,SOX9,0.147886396954611,activation
FOXL2,DHH,0.145420277925556,activation
UGR,NR0B1,0.133713540484651,repression
CBX2,WT1pKTS,0.132046094585274,repression
NR5A1,RSPO1,0.108250516925816,repression
FOXL2,FGF9,0.10263393756361,repression
FOXL2,SRY,0.0964277275786707,repression
DKK1,WNT4,0.0914451882404413,repression
UGR,WNT4,0.0913154291591964,repression
NR5A1,WNT4,0.0830499381475488,repression
CBX2,CTNNB1,0.0651403265884734,activation
FOXL2,AMH,0.065015892672726,repression
UGR,CBX2,0.0598078448284295,activation
UGR,WT1pKTS,0.0562624474608113,repression
FOXL2,PGD2,0.0544237574427658,repression
CTNNB1,NR0B1,0.0509913104543006,repression
UGR,AMH,0.0501428109233256,repression
RSPO1,NR0B1,0.0400081103951027,repression
UGR,WT1mKTS,0.0347381877112653,activation
DKK1,UGR,0.0320036517721249,repression
NR0B1,FOXL2,0.0313250952216561,activation
SRY,SOX9,0.0275482129070348,repression
FOXL2,NR0B1,0.0243339926184827,activation
FOXL2,WT1pKTS,0.0203279245459674,repression
NR0B1,SOX9,0.0120117755466896,activation
NR0B1,FGF9,0.00862426246532476,repression
PGD2,SOX9,0.00852526229732244,activation
NR0B1,AMH,0.00843756227376951,repression
DHH,SOX9,0.00818003909676259,activation
NR0B1,PGD2,0.00776070590978119,repression
DHH,PGD2,0.00705454917391715,activation
PGD2,NR5A1,0.00610850810030743,repression
DHH,FGF9,0.00569179207430988,activation
NR0B1,DHH,0.00556893773031207,repression
DHH,NR5A1,0.00410619220127148,activation
GATA4,WNT4,0.0030974867392128,repression
DHH,DHH,0.00308705152321448,activation
DHH,AMH,0.00300864454052864,activation
PGD2,FGF9,0.00281844257407893,activation
GATA4,PGD2,0.00260683984006407,repression
GATA4,NR0B1,0.00252315380552044,activation
NR0B1,WT1pKTS,0.00187663148258651,activation
GATA4,SOX9,0.00178272077983169,repression
NR0B1,UGR,0.0017698316011382,repression
GATA4,FGF9,0.00175628163786444,repression
PGD2,DHH,0.00168273420693728,activation
NR0B1,NR5A1,0.00167827818748049,repression
CBX2,RSPO1,0.00126051142150505,repression
NR0B1,NR0B1,0.00121286351501653,activation
DHH,RSPO1,0.00120832507602506,repression
PGD2,PGD2,0.00118789774433372,activation
PGD2,RSPO1,0.0010902844999614,repression
DHH,WNT4,0.00102780845299717,repression
NR0B1,GATA4,0.000960102359056413,activation
GATA4,AMH,0.000475289160595004,repression
GATA4,DHH,0.000243472794613597,repression
DHH,GATA4,0.000200934560915775,repression
DHH,NR0B1,0.000185755435842761,repression
PGD2,AMH,0.000131256780290739,activation
GATA4,UGR,7.58172190965115e-05,repression
WNT4,FOXL2,1.37770293626889e-35,repression
WT1pKTS,GATA4,5.05340731632862e-36,activation
FGF9,SOX9,4.40418604583575e-36,activation
AMH,SOX9,4.32293546561973e-36,repression
WNT4,UGR,4.21307143313505e-36,repression
WNT4,DMRT1,4.04223225159629e-36,repression
WNT4,CBX2,3.5858367321854e-36,repression
FGF9,NR5A1,3.58424534120089e-36,activation
AMH,NR5A1,3.54965020349602e-36,repression
WT1mKTS,SOX9,3.47470185884971e-36,repression
WT1pKTS,SOX9,3.36917187681502e-36,repression
WNT4,SRY,3.34175183000482e-36,repression
WNT4,CTNNB1,3.27953925750878e-36,activation
AMH,DHH,2.98465020889066e-36,activation
WNT4,WT1mKTS,2.93587776889594e-36,repression
WNT4,WNT4,2.59721579943572e-36,activation
WT1mKTS,WNT4,2.54533159155669e-36,repression
AMH,FGF9,2.49505608819999e-36,activation
FGF9,FGF9,2.23293080868165e-36,activation
WNT4,DKK1,2.20840137499938e-36,repression
SOX9,CTNNB1,2.15062407023363e-36,repression
WT1pKTS,FGF9,2.04820389673574e-36,repression
FGF9,PGD2,2.00193817121535e-36,activation
WT1mKTS,UGR,1.82507910966029e-36,activation
WT1pKTS,DHH,1.78424816537138e-36,repression
SOX9,DMRT1,1.62194894960855e-36,activation
WT1mKTS,CBX2,1.47746448108034e-36,activation
FGF9,DHH,1.43392373752879e-36,activation
AMH,GATA4,1.36260261206786e-36,repression
WNT4,WT1pKTS,1.35704740480594e-36,repression
WT1mKTS,RSPO1,1.24747420915224e-36,repression
SOX9,DKK1,1.18130168304725e-36,activation
WT1mKTS,FOXL2,1.1281466217159e-36,activation
WT1pKTS,FOXL2,9.50450963878591e-37,repression
WT1pKTS,AMH,7.08573830011469e-37,repression
SOX9,WNT4,7.07517908358365e-37,repression
SOX9,CBX2,6.89769387922273e-37,repression
AMH,PGD2,6.77583665107306e-37,activation
WT1pKTS,PGD2,6.04107519648842e-37,repression
WT1pKTS,RSPO1,5.14501167974476e-37,repression
WT1mKTS,NR0B1,3.84877877886927e-37,activation
FGF9,AMH,3.30669352469813e-37,activation
WT1pKTS,CBX2,2.45024874529465e-37,repression
WT1mKTS,SRY,2.35394738316569e-37,repression
WT1pKTS,WNT4,9.94283659728478e-38,repression
WT1pKTS,NR5A1,6.24297448821371e-38,activation
WT1mKTS,NR5A1,6.00010112452216e-38,activation
SOX9,NR5A1,5.10161423695094e-39,activation
DMRT1,DMRT1,0,no regulation
DMRT1,FGF9,0,no regulation
DMRT1,DHH,0,no regulation
DMRT1,PGD2,0,no regulation
DMRT1,WT1mKTS,0,no regulation
DMRT1,SRY,0,no regulation
DMRT1,DKK1,0,no regulation
DMRT1,WNT4,0,no regulation
DMRT1,AMH,0,no regulation
DMRT1,NR0B1,0,no regulation
DMRT1,WT1pKTS,0,no regulation
DMRT1,FOXL2,0,no regulation
DMRT1,UGR,0,no regulation
FGF9,DMRT1,0,no regulation
FGF9,RSPO1,0,no regulation
FGF9,CTNNB1,0,no regulation
FGF9,WT1mKTS,0,no regulation
FGF9,SRY,0,no regulation
FGF9,DKK1,0,no regulation
FGF9,WNT4,0,no regulation
FGF9,CBX2,0,no regulation
FGF9,NR0B1,0,no regulation
FGF9,WT1pKTS,0,no regulation
FGF9,FOXL2,0,no regulation
FGF9,UGR,0,no regulation
FGF9,GATA4,0,no regulation
RSPO1,DMRT1,0,no regulation
RSPO1,FGF9,0,no regulation
RSPO1,RSPO1,0,no regulation
RSPO1,DHH,0,no regulation
RSPO1,PGD2,0,no regulation
RSPO1,WT1mKTS,0,no regulation
RSPO1,DKK1,0,no regulation
RSPO1,AMH,0,no regulation
RSPO1,NR5A1,0,no regulation
RSPO1,WT1pKTS,0,no regulation
RSPO1,FOXL2,0,no regulation
RSPO1,SOX9,0,no regulation
RSPO1,GATA4,0,no regulation
DHH,DMRT1,0,no regulation
DHH,CTNNB1,0,no regulation
DHH,WT1mKTS,0,no regulation
DHH,SRY,0,no regulation
DHH,DKK1,0,no regulation
DHH,CBX2,0,no regulation
DHH,WT1pKTS,0,no regulation
DHH,FOXL2,0,no regulation
DHH,UGR,0,no regulation
CTNNB1,DMRT1,0,no regulation
CTNNB1,FGF9,0,no regulation
CTNNB1,DHH,0,no regulation
CTNNB1,PGD2,0,no regulation
CTNNB1,DKK1,0,no regulation
CTNNB1,AMH,0,no regulation
CTNNB1,NR5A1,0,no regulation
CTNNB1,WT1pKTS,0,no regulation
CTNNB1,FOXL2,0,no regulation
CTNNB1,SOX9,0,no regulation
CTNNB1,GATA4,0,no regulation
PGD2,DMRT1,0,no regulation
PGD2,CTNNB1,0,no regulation
PGD2,WT1mKTS,0,no regulation
PGD2,SRY,0,no regulation
PGD2,DKK1,0,no regulation
PGD2,WNT4,0,no regulation
PGD2,CBX2,0,no regulation
PGD2,NR0B1,0,no regulation
PGD2,WT1pKTS,0,no regulation
PGD2,FOXL2,0,no regulation
PGD2,UGR,0,no regulation
PGD2,GATA4,0,no regulation
WT1mKTS,DMRT1,0,no regulation
WT1mKTS,FGF9,0,no regulation
WT1mKTS,DHH,0,no regulation
WT1mKTS,CTNNB1,0,no regulation
WT1mKTS,PGD2,0,no regulation
WT1mKTS,WT1mKTS,0,no regulation
