SourceGENES,TargetGENES,Interaction,Edges
UGR,FOXL2,1,activation
SRY,FOXL2,0.439083012327386,repression
UGR,SRY,0.432060116303473,repression
CTNNB1,CBX2,0.401339069472379,activation
RSPO1,CBX2,0.354506938435246,repression
DKK1,RSPO1,0.339449847777361,repression
CBX2,WT1mKTS,0.320994108192986,activation
SRY,WT1pKTS,0.320916536810401,repression
CTNNB1,WT1mKTS,0.294554069873382,repression
SRY,PGD2,0.275951444185157,repression
SRY,GATA4,0.271877462661545,repression
DKK1,CBX2,0.259312584675149,repression
CTNNB1,CTNNB1,0.257406176894657,activation
RSPO1,CTNNB1,0.246635360311905,activation
RSPO1,WNT4,0.241753467196595,activation
CBX2,FOXL2,0.239968234102514,repression
CTNNB1,WNT4,0.239121083554594,activation
UGR,UGR,0.236181146844988,activation
SRY,AMH,0.231960200725097,repression
CBX2,WNT4,0.231116547967494,repression
DKK1,GATA4,0.218015408975447,repression
CBX2,UGR,0.217583749246253,activation
CTNNB1,UGR,0.213856197062947,repression
UGR,WT1mKTS,0.212824021553009,activation
SRY,WT1mKTS,0.208148508456253,repression
SRY,FGF9,0.206436447909758,repression
DKK1,SOX9,0.205422210522188,activation
CBX2,CBX2,0.203161682971247,activation
SRY,DHH,0.20099592735743,repression
DKK1,CTNNB1,0.198439334443226,repression
CBX2,SRY,0.192818109675036,repression
DKK1,NR5A1,0.174388617129448,repression
UGR,NR0B1,0.17083794433166,repression
CTNNB1,RSPO1,0.169059322122678,activation
CBX2,NR0B1,0.166214247123634,repression
SRY,SRY,0.165056044503169,activation
FOXL2,FOXL2,0.161616169658225,activation
SRY,NR0B1,0.147883229587572,activation
FOXL2,GATA4,0.145178164946663,repression
CTNNB1,SRY,0.140136184342386,activation
RSPO1,UGR,0.133014209870171,repression
RSPO1,SRY,0.114991302347864,repression
UGR,AMH,0.106934669271755,repression
FOXL2,DHH,0.101346561785823,activation
NR5A1,CTNNB1,0.0995448176192099,repression
UGR,WNT4,0.0991292501412236,repression
NR5A1,CBX2,0.0903445496892909,activation
FOXL2,WT1pKTS,0.0888829166204661,activation
FOXL2,FGF9,0.0844912963557457,repression
FOXL2,SRY,0.0840521596778198,repression
RSPO1,WT1mKTS,0.0791469005440556,repression
NR5A1,DMRT1,0.0776871460859586,repression
FOXL2,AMH,0.0712067110423093,activation
CTNNB1,NR0B1,0.0663461467503418,repression
FOXL2,PGD2,0.0638888812571536,activation
NR5A1,WT1mKTS,0.0545065488591593,activation
RSPO1,NR0B1,0.0529069744031506,repression
DKK1,WNT4,0.0480205266338839,repression
NR5A1,DKK1,0.0473828325040082,repression
SRY,UGR,0.0473274197651749,repression
UGR,PGD2,0.0442903377409468,repression
DKK1,UGR,0.0422116848834773,repression
NR5A1,RSPO1,0.0295794534433561,repression
CBX2,CTNNB1,0.0295630776629114,activation
UGR,CBX2,0.0291289286837779,activation
DKK1,WT1mKTS,0.0286934240185343,repression
SRY,SOX9,0.0227992954254472,repression
NR5A1,WNT4,0.0222052577938399,repression
CTNNB1,DMRT1,0.0210596928167875,repression
FOXL2,NR0B1,0.020543076306285,activation
NR0B1,FOXL2,0.0115552775238927,activation
UGR,DHH,0.0113833608534518,repression
FOXL2,WT1mKTS,0.0098123612988871,repression
NR0B1,SOX9,0.00704283545419716,activation
DHH,SOX9,0.00561847700301178,activation
PGD2,SOX9,0.00538861855452186,activation
DHH,PGD2,0.00522425749682621,activation
NR0B1,AMH,0.00431513043830012,repression
NR0B1,PGD2,0.0042575532317887,repression
DHH,FGF9,0.0041058216680787,activation
NR0B1,FGF9,0.00392947721388965,repression
UGR,FGF9,0.00371760936713499,repression
FGF9,SOX9,0.00350731750224739,activation
PGD2,NR5A1,0.00317186096352846,repression
DHH,AMH,0.00278812486269612,activation
NR0B1,DHH,0.00263797633972038,repression
WT1mKTS,WNT4,0.00243056672547833,repression
FGF9,PGD2,0.00241973488438548,activation
WT1mKTS,SOX9,0.00227936573398629,repression
DHH,DHH,0.00223913492212829,activation
FGF9,FGF9,0.00200424075634292,activation
FGF9,NR5A1,0.00178541479559578,repression
PGD2,FGF9,0.00164825183162296,activation
WT1mKTS,UGR,0.00146703222277274,activation
FGF9,DHH,0.00120319789029257,activation
PGD2,PGD2,0.00111530519563102,activation
FGF9,AMH,0.00102682454233649,activation
WT1mKTS,CBX2,0.0009630261723429,activation
DHH,NR5A1,0.000910742424456137,repression
WT1mKTS,FOXL2,0.000867849968751581,repression
PGD2,DHH,0.000821728202928622,activation
WT1mKTS,NR0B1,0.00070519971056382,activation
PGD2,AMH,0.000696544819815909,activation
DHH,NR0B1,0.000646005389272078,repression
