CBX2	UGR	1.9951250370449856
UGR	CBX2	1.9951250370449856
DMRT1	DKK1	1.9705046459206326
DKK1	DMRT1	1.9705046459206326
WT1pKTS	FOXL2	1.9499112936616143
FOXL2	WT1pKTS	1.9499112936616143
RSPO1	CTNNB1	1.9167029683027232
CTNNB1	RSPO1	1.9167029683027232
SRY	DKK1	1.8759271059621916
DKK1	SRY	1.8759271059621916
WNT4	NR0B1	1.8664016313281504
NR0B1	WNT4	1.8664016313281504
DMRT1	SRY	1.863271131390079
SRY	DMRT1	1.863271131390079
DHH	PGD2	1.8631491560227815
PGD2	DHH	1.8631491560227815
RSPO1	NR5A1	1.8554294901369488
NR5A1	RSPO1	1.8554294901369488
DHH	AMH	1.8537425903488214
AMH	DHH	1.8537425903488214
FGF9	DHH	1.8462176224854172
DHH	FGF9	1.8462176224854172
CTNNB1	WNT4	1.844802136220543
WNT4	CTNNB1	1.844802136220543
RSPO1	WNT4	1.8445283286309815
WNT4	RSPO1	1.8445283286309815
FGF9	PGD2	1.8391268581240117
PGD2	FGF9	1.8391268581240117
PGD2	AMH	1.8378097276147556
AMH	PGD2	1.8378097276147556
CTNNB1	FOXL2	1.8339761643291355
FOXL2	CTNNB1	1.8339761643291355
NR5A1	FOXL2	1.8311494597804796
FOXL2	NR5A1	1.8311494597804796
FGF9	AMH	1.8285658887560765
AMH	FGF9	1.8285658887560765
NR5A1	WT1pKTS	1.8240088790067521
WT1pKTS	NR5A1	1.8240088790067521
RSPO1	FOXL2	1.8038866915406633
FOXL2	RSPO1	1.8038866915406633
CTNNB1	WT1pKTS	1.7965922707400566
WT1pKTS	CTNNB1	1.7965922707400566
DKK1	SOX9	1.7659258969433531
SOX9	DKK1	1.7659258969433531
DMRT1	SOX9	1.7655636420493601
SOX9	DMRT1	1.7655636420493601
CTNNB1	NR5A1	1.7596588263462762
NR5A1	CTNNB1	1.7596588263462762
RSPO1	WT1pKTS	1.7572142608922743
WT1pKTS	RSPO1	1.7572142608922743
NR0B1	NR5A1	1.6966759240981104
NR5A1	NR0B1	1.6966759240981104
RSPO1	NR0B1	1.6885491922896274
NR0B1	RSPO1	1.6885491922896274
PGD2	SOX9	1.6757726681751977
SOX9	PGD2	1.6757726681751977
DHH	GATA4	1.6747682131669372
GATA4	DHH	1.6747682131669372
PGD2	GATA4	1.6671173448010173
GATA4	PGD2	1.6671173448010173
FGF9	GATA4	1.6664869455451203
GATA4	FGF9	1.6664869455451203
AMH	GATA4	1.6606726832970593
GATA4	AMH	1.6606726832970593
FGF9	SOX9	1.6591932623686936
SOX9	FGF9	1.6591932623686936
DHH	SOX9	1.650518069772777
SOX9	DHH	1.650518069772777
CTNNB1	NR0B1	1.6425089413961913
NR0B1	CTNNB1	1.6425089413961913
SRY	FOXL2	1.6388963913046004
FOXL2	SRY	1.6388963913046004
AMH	SOX9	1.6319919699641048
SOX9	AMH	1.6319919699641048
PGD2	WT1mKTS	1.6221682160738902
WT1mKTS	PGD2	1.6221682160738902
DHH	WT1mKTS	1.600951437685343
WT1mKTS	DHH	1.600951437685343
WT1mKTS	AMH	1.5959125974591262
AMH	WT1mKTS	1.5959125974591262
SRY	WT1pKTS	1.566203170833599
WT1pKTS	SRY	1.566203170833599
WNT4	FOXL2	1.5631996218189772
FOXL2	WNT4	1.5631996218189772
FGF9	WT1mKTS	1.5600396174301554
WT1mKTS	FGF9	1.5600396174301554
CBX2	NR5A1	1.5384469676307038
NR5A1	CBX2	1.5384469676307038
WT1mKTS	DKK1	1.5321237015580778
DKK1	WT1mKTS	1.5321237015580778
SOX9	GATA4	1.5129615177878568
GATA4	SOX9	1.5129615177878568
DMRT1	WT1mKTS	1.5001186309617478
WT1mKTS	DMRT1	1.5001186309617478
WT1mKTS	SRY	1.477618022527637
SRY	WT1mKTS	1.477618022527637
RSPO1	CBX2	1.444413218841642
CBX2	RSPO1	1.444413218841642
DMRT1	GATA4	1.4249838139503404
GATA4	DMRT1	1.4249838139503404
WT1mKTS	SOX9	1.4116122423226942
SOX9	WT1mKTS	1.4116122423226942
CBX2	WT1pKTS	1.4112127036625217
WT1pKTS	CBX2	1.4112127036625217
DKK1	GATA4	1.4030970200617139
GATA4	DKK1	1.4030970200617139
NR5A1	UGR	1.3873390275362818
UGR	NR5A1	1.3873390275362818
DMRT1	DHH	1.3769170140209692
DHH	DMRT1	1.3769170140209692
DMRT1	AMH	1.369927248443982
AMH	DMRT1	1.369927248443982
CTNNB1	SRY	1.3639536295389596
SRY	CTNNB1	1.3639536295389596
CTNNB1	CBX2	1.3573193878344156
CBX2	CTNNB1	1.3573193878344156
WNT4	UGR	1.35453823458294
UGR	WNT4	1.35453823458294
DMRT1	PGD2	1.3533557656506716
PGD2	DMRT1	1.3533557656506716
DHH	DKK1	1.3520086837947962
DKK1	DHH	1.3520086837947962
AMH	NR0B1	1.3438638772990879
NR0B1	AMH	1.3438638772990879
PGD2	DKK1	1.3429461652797414
DKK1	PGD2	1.3429461652797414
WNT4	NR5A1	1.3392964471223714
NR5A1	WNT4	1.3392964471223714
DMRT1	FGF9	1.3333822545093397
FGF9	DMRT1	1.3333822545093397
FGF9	NR0B1	1.321559548799219
NR0B1	FGF9	1.321559548799219
SRY	SOX9	1.3193648840838492
SOX9	SRY	1.3193648840838492
FGF9	DKK1	1.3024899055090229
DKK1	FGF9	1.3024899055090229
WT1mKTS	GATA4	1.298181715459362
GATA4	WT1mKTS	1.298181715459362
NR0B1	FOXL2	1.2866843409948883
FOXL2	NR0B1	1.2866843409948883
DKK1	AMH	1.2812785651819245
AMH	DKK1	1.2812785651819245
WNT4	WT1pKTS	1.275785662300011
WT1pKTS	WNT4	1.275785662300011
NR0B1	UGR	1.274885364778334
UGR	NR0B1	1.274885364778334
PGD2	NR0B1	1.2581064874853254
NR0B1	PGD2	1.2581064874853254
DHH	NR0B1	1.2518639525208912
NR0B1	DHH	1.2518639525208912
SRY	GATA4	1.2476386175619856
GATA4	SRY	1.2476386175619856
WT1pKTS	UGR	1.2356901306535446
UGR	WT1pKTS	1.2356901306535446
WNT4	SOX9	1.1878420667368146
SOX9	WNT4	1.1878420667368146
RSPO1	SRY	1.1427475033850887
SRY	RSPO1	1.1427475033850887
CTNNB1	DKK1	1.1058775433543313
DKK1	CTNNB1	1.1058775433543313
DMRT1	CTNNB1	1.0969665650726823
CTNNB1	DMRT1	1.0969665650726823
NR0B1	WT1pKTS	1.0534520810499037
WT1pKTS	NR0B1	1.0534520810499037
UGR	GATA4	1.0251165246688199
GATA4	UGR	1.0251165246688199
SRY	UGR	1.0028616133647787
UGR	SRY	1.0028616133647787
RSPO1	UGR	0.9956235116504577
UGR	RSPO1	0.9956235116504577
DKK1	FOXL2	0.9458082860909768
FOXL2	DKK1	0.9458082860909768
DMRT1	FOXL2	0.9058421580430724
FOXL2	DMRT1	0.9058421580430724
RSPO1	SOX9	0.8806347705530218
SOX9	RSPO1	0.8806347705530218
DKK1	WT1pKTS	0.8777391809939146
WT1pKTS	DKK1	0.8777391809939146
DMRT1	WT1pKTS	0.8759350632160535
WT1pKTS	DMRT1	0.8759350632160535
FGF9	WNT4	0.8622526274936683
WNT4	FGF9	0.8622526274936683
CBX2	FOXL2	0.856367786870503
FOXL2	CBX2	0.856367786870503
PGD2	WNT4	0.8555557306802748
WNT4	PGD2	0.8555557306802748
WNT4	CBX2	0.8505098828396968
CBX2	WNT4	0.8505098828396968
DHH	WNT4	0.8235523258863037
WNT4	DHH	0.8235523258863037
WT1mKTS	UGR	0.8228616452034659
UGR	WT1mKTS	0.8228616452034659
DKK1	WNT4	0.8181044349615011
WNT4	DKK1	0.8181044349615011
DKK1	CBX2	0.8141866050628142
CBX2	DKK1	0.8141866050628142
DMRT1	WNT4	0.8125687046279981
WNT4	DMRT1	0.8125687046279981
WNT4	AMH	0.8035859461485675
AMH	WNT4	0.8035859461485675
SRY	AMH	0.7534661551111548
AMH	SRY	0.7534661551111548
PGD2	SRY	0.7372742945209669
SRY	PGD2	0.7372742945209669
CBX2	NR0B1	0.7364942419259795
NR0B1	CBX2	0.7364942419259795
DHH	SRY	0.7355993198474471
SRY	DHH	0.7355993198474471
FOXL2	UGR	0.7122266855355511
UGR	FOXL2	0.7122266855355511
SRY	NR5A1	0.6987110511414767
NR5A1	SRY	0.6987110511414767
CTNNB1	SOX9	0.6954998729132671
SOX9	CTNNB1	0.6954998729132671
FGF9	SRY	0.6851162641726959
SRY	FGF9	0.6851162641726959
NR5A1	SOX9	0.6713863775199779
SOX9	NR5A1	0.6713863775199779
CTNNB1	UGR	0.6465265287516874
UGR	CTNNB1	0.6465265287516874
NR0B1	GATA4	0.639372003721757
GATA4	NR0B1	0.639372003721757
FGF9	RSPO1	0.6056554252313407
RSPO1	FGF9	0.6056554252313407
DMRT1	RSPO1	0.591249283120623
RSPO1	DMRT1	0.591249283120623
RSPO1	AMH	0.5248506268406679
AMH	RSPO1	0.5248506268406679
DMRT1	UGR	0.5117617750608814
UGR	DMRT1	0.5117617750608814
WT1pKTS	SOX9	0.5096228353015619
SOX9	WT1pKTS	0.5096228353015619
DMRT1	CBX2	0.5051795855266064
CBX2	DMRT1	0.5051795855266064
AMH	WT1pKTS	0.5050346169578631
WT1pKTS	AMH	0.5050346169578631
CBX2	GATA4	0.5041312157512499
GATA4	CBX2	0.5041312157512499
FOXL2	SOX9	0.4972595536506992
