Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.475452	0.999734	0.736838
FGF9	-	DMRT1	-0.050198	0.089468	-0.006962
RSPO1	+	DMRT1	0.095834	0.096730	0.014370
DHH	+	DMRT1	0.117511	0.100626	0.018330
CTNNB1	+	DMRT1	0.033073	0.057513	0.002949
PGD2	+	DMRT1	0.036536	0.078043	0.004420
WT1mKTS	+	DMRT1	0.421880	0.849864	0.555799
SRY	+	DMRT1	0.087896	0.087540	0.011928
DKK1	+	DMRT1	0.584903	1.000000	0.906701
WNT4	-	DMRT1	-0.172932	0.332027	-0.089008
CBX2	-	DMRT1	-0.214446	0.719019	-0.239023
AMH	+	DMRT1	0.074749	0.089991	0.010428
NR0B1	+	DMRT1	0.046294	0.081213	0.005828
NR5A1	-	DMRT1	-0.489077	1.000000	-0.758153
WT1pKTS	+	DMRT1	0.308200	0.197885	0.094542
FOXL2	-	DMRT1	-0.072993	0.083875	-0.009491
UGR	-	DMRT1	-0.048477	0.089082	-0.006694
SOX9	+	DMRT1	0.256648	0.215350	0.085677
GATA4	+	DMRT1	0.299892	0.171934	0.079930
DMRT1	+	FGF9	0.067367	0.103324	0.010790
FGF9	+	FGF9	0.378007	0.996624	0.583998
RSPO1	-	FGF9	-0.062297	0.088940	-0.008589
DHH	+	FGF9	0.317827	0.911513	0.449090
CTNNB1	-	FGF9	-0.071315	0.091742	-0.010142
PGD2	+	FGF9	0.376723	0.996447	0.581911
WT1mKTS	-	FGF9	-0.090406	0.133771	-0.018747
SRY	+	FGF9	0.173595	0.220498	0.059336
DKK1	+	FGF9	0.004630	0.080824	0.000580
WNT4	-	FGF9	-0.117381	0.136990	-0.024927
CBX2	-	FGF9	-0.032262	0.069811	-0.003491
AMH	+	FGF9	0.406008	0.999692	0.629189
NR0B1	-	FGF9	-0.158059	0.191549	-0.046933
NR5A1	+	FGF9	0.148667	0.172589	0.039775
WT1pKTS	+	FGF9	0.587165	0.998709	0.909033
FOXL2	-	FGF9	-0.024878	0.042691	-0.001646
UGR	+	FGF9	0.017790	0.050802	0.001401
SOX9	+	FGF9	0.047916	0.090063	0.006690
GATA4	-	FGF9	-0.420183	0.882815	-0.575027
DMRT1	+	RSPO1	0.509602	0.000000	0.000000
FGF9	-	RSPO1	-0.147017	0.846275	-0.192867
RSPO1	+	RSPO1	0.905748	0.000000	0.000000
DHH	-	RSPO1	-0.108906	0.493896	-0.083381
CTNNB1	+	RSPO1	0.759951	0.000000	0.000000
PGD2	+	RSPO1	0.017223	0.057060	0.001523
WT1mKTS	+	RSPO1	0.161401	0.000000	0.000000
SRY	+	RSPO1	0.048422	0.023218	0.001743
DKK1	+	RSPO1	0.159737	0.000055	0.000014
WNT4	+	RSPO1	0.571523	0.000000	0.000000
CBX2	+	RSPO1	0.039233	0.039210	0.002385
AMH	+	RSPO1	0.024502	0.051258	0.001947
NR0B1	-	RSPO1	-0.032040	0.124837	-0.006200
NR5A1	-	RSPO1	-0.324382	1.000000	-0.502849
WT1pKTS	+	RSPO1	0.326182	0.000000	0.000000
FOXL2	+	RSPO1	0.134277	0.025669	0.005343
UGR	-	RSPO1	-0.035360	0.084171	-0.004614
SOX9	-	RSPO1	-0.151788	0.868803	-0.204428
GATA4	+	RSPO1	1.167760	0.000000	0.000000
DMRT1	-	DHH	-0.051792	0.444026	-0.035649
FGF9	+	DHH	1.247761	0.000000	0.000000
RSPO1	-	DHH	-0.066616	0.306743	-0.031676
DHH	+	DHH	1.070443	0.000000	0.000000
CTNNB1	-	DHH	-0.002470	0.040668	-0.000156
PGD2	+	DHH	1.203420	0.000000	0.000000
