Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.229146	0.195767	0.052792
FGF9	+	DMRT1	0.082136	0.077102	0.007453
RSPO1	+	DMRT1	0.194566	0.190805	0.043689
DHH	+	DMRT1	0.016229	0.039133	0.000747
CTNNB1	+	DMRT1	0.102769	0.111354	0.013467
PGD2	-	DMRT1	-0.037970	0.048512	-0.002168
WT1mKTS	-	DMRT1	-0.180150	0.166088	-0.035212
SRY	+	DMRT1	0.056615	0.074617	0.004972
DKK1	+	DMRT1	0.116657	0.098583	0.013534
WNT4	+	DMRT1	0.008420	0.087899	0.000871
CBX2	+	DMRT1	0.093572	0.105864	0.011658
AMH	+	DMRT1	0.094469	0.084542	0.009399
NR0B1	+	DMRT1	0.789319	0.000000	0.000000
NR5A1	+	DMRT1	0.074528	0.099683	0.008743
WT1pKTS	+	DMRT1	0.100048	0.110862	0.013053
FOXL2	-	DMRT1	-0.082913	0.095861	-0.009354
UGR	+	DMRT1	0.046892	0.078047	0.004307
SOX9	+	DMRT1	0.216371	0.168397	0.042880
GATA4	+	DMRT1	0.380677	0.612587	0.274436
DMRT1	+	FGF9	0.099644	0.098639	0.011567
FGF9	+	FGF9	0.090857	0.088911	0.009507
RSPO1	+	FGF9	0.031623	0.088657	0.003299
DHH	+	FGF9	0.015224	0.040546	0.000726
CTNNB1	+	FGF9	0.008981	0.082738	0.000874
PGD2	+	FGF9	0.089826	0.087028	0.009200
WT1mKTS	-	FGF9	-0.453729	0.877972	-0.468807
SRY	+	FGF9	0.025951	0.056199	0.001716
DKK1	+	FGF9	0.097628	0.097073	0.011153
WNT4	-	FGF9	-0.086123	0.107110	-0.010856
CBX2	+	FGF9	0.023261	0.070439	0.001928
AMH	+	FGF9	0.168502	0.143411	0.028438
NR0B1	+	FGF9	0.039083	0.090766	0.004175
NR5A1	-	FGF9	-0.023626	0.074468	-0.002070
WT1pKTS	+	FGF9	0.013478	0.072334	0.001147
FOXL2	+	FGF9	0.100270	0.125397	0.014797
UGR	+	FGF9	0.186703	0.288082	0.063297
SOX9	+	FGF9	0.194645	0.178596	0.040910
GATA4	+	FGF9	0.649528	0.999881	0.764298
DMRT1	+	RSPO1	0.066302	0.077406	0.006040
FGF9	+	RSPO1	0.025146	0.047468	0.001405
RSPO1	+	RSPO1	0.656787	1.000000	0.772933
DHH	-	RSPO1	-0.061468	0.089253	-0.006456
CTNNB1	+	RSPO1	0.532368	0.847111	0.530724
PGD2	-	RSPO1	-0.014665	0.041800	-0.000721
WT1mKTS	+	RSPO1	0.219395	0.001153	0.000298
SRY	-	RSPO1	-0.084214	0.144839	-0.014354
DKK1	+	RSPO1	0.021102	0.047050	0.001168
WNT4	+	RSPO1	0.146100	0.018953	0.003259
