Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
WT1pKTS	NR5A1	0.376559588273141	1.68964259211933e-54
NR5A1	WT1pKTS	0.376559588273141	1.6896425921194e-54
DKK1	DMRT1	0.268984738155353	1.21721188474276e-27
DMRT1	DKK1	0.268984738155353	1.21721188474276e-27
CTNNB1	RSPO1	0.24631336722087	2.62693856591833e-23
RSPO1	CTNNB1	0.246313367220869	2.62693856591856e-23
NR0B1	WNT4	0.222972191345748	2.76675278753582e-19
WNT4	NR0B1	0.222972191345748	2.76675278753598e-19
CBX2	UGR	0.216887078061965	2.62607726210165e-18
UGR	CBX2	0.216887078061965	2.6260772621017e-18
SRY	DKK1	0.215231427311163	4.78844814958976e-18
DKK1	SRY	0.215231427311163	4.78844814958986e-18
CBX2	NR5A1	0.205348933248937	1.5597287724865e-16
NR5A1	CBX2	0.205348933248937	1.5597287724865e-16
CTNNB1	WNT4	0.193331715385131	8.53889665716701e-15
WNT4	CTNNB1	0.193331715385131	8.53889665716719e-15
DMRT1	SRY	0.186515378156259	7.39001770674885e-14
SRY	DMRT1	0.186515378156259	7.3900177067492e-14
SRY	NR0B1	0.169565442812918	1.11832367963861e-11
NR0B1	SRY	0.169565442812918	1.11832367963861e-11
DHH	FGF9	0.14142328845593	1.59724339150991e-08
FGF9	DHH	0.14142328845593	1.59724339150991e-08
WT1pKTS	WT1mKTS	0.13765664536511	3.82371925224656e-08
WT1mKTS	WT1pKTS	0.13765664536511	3.82371925224656e-08
SRY	WT1pKTS	0.130033330682853	2.08498256554421e-07
WT1pKTS	SRY	0.130033330682853	2.08498256554424e-07
WT1pKTS	UGR	0.124652573583486	6.52338052351078e-07
UGR	WT1pKTS	0.124652573583486	6.52338052351093e-07
RSPO1	WNT4	0.118507310235635	2.26756531315866e-06
WNT4	RSPO1	0.118507310235635	2.26756531315875e-06
GATA4	WT1mKTS	0.117058684255385	3.01508614578854e-06
WT1mKTS	GATA4	0.117058684255385	3.01508614578859e-06
PGD2	AMH	0.109506954094976	1.26171362056703e-05
AMH	PGD2	0.109506954094976	1.26171362056704e-05
AMH	DHH	0.104316726306433	3.20324692698058e-05
DHH	AMH	0.104316726306433	3.20324692698058e-05
DKK1	SOX9	0.101532318163851	5.18936845046792e-05
SOX9	DKK1	0.101532318163851	5.18936845046801e-05
PGD2	DHH	0.0937856031420823	0.000186427185076879
DHH	PGD2	0.0937856031420822	0.000186427185076881
SOX9	DMRT1	0.0898051565645393	0.000346923120334199
DMRT1	SOX9	0.0898051565645392	0.000346923120334205
CTNNB1	FOXL2	0.0885592334046983	0.000419266452715573
FOXL2	CTNNB1	0.0885592334046982	0.000419266452715577
SOX9	NR5A1	0.0851683104193487	0.000693657804682367
NR5A1	SOX9	0.0851683104193487	0.000693657804682367
SOX9	DHH	0.0805672002123652	0.00133565804353981
DHH	SOX9	0.0805672002123652	0.00133565804353981
GATA4	WT1pKTS	0.0796258833122088	0.0015212324598213
WT1pKTS	GATA4	0.0796258833122087	0.00152123245982131
CTNNB1	NR0B1	0.0784815168616243	0.00177869751876061
NR0B1	CTNNB1	0.0784815168616243	0.00177869751876061
WT1pKTS	DMRT1	0.0743808435866858	0.00306492229929934
DMRT1	WT1pKTS	0.0743808435866856	0.00306492229929941
AMH	FGF9	0.070646645109327	0.00492181211485421
FGF9	AMH	0.070646645109327	0.00492181211485421
FGF9	PGD2	0.0642588374626214	0.0105492546187287
PGD2	FGF9	0.0642588374626213	0.0105492546187289
FOXL2	UGR	0.0625384472309515	0.0128216968494588
UGR	FOXL2	0.0625384472309515	0.0128216968494588
WT1mKTS	FOXL2	0.0609664715972515	0.0152658633525482
FOXL2	WT1mKTS	0.0609664715972514	0.0152658633525483
NR0B1	FOXL2	0.0476954486707977	0.0577967516754682
FOXL2	NR0B1	0.0476954486707977	0.0577967516754685
NR0B1	RSPO1	0.0476498857906302	0.0580365324931036
RSPO1	NR0B1	0.0476498857906301	0.058036532493104
SOX9	PGD2	0.0453458638485203	0.0712821976728378
PGD2	SOX9	0.0453458638485203	0.071282197672838
SOX9	SRY	0.0417395776327015	0.0968940562733435
SRY	SOX9	0.0417395776327015	0.0968940562733438
CBX2	WT1pKTS	0.0399174882352733	0.112383019729141
