Regulator	Target	SINGE_Score
WT1mKTS	SOX9	6
GATA4	CBX2	1.5
WT1mKTS	DHH	0.66666
WT1mKTS	PGD2	0.375
WT1pKTS	UGR	0.24
GATA4	UGR	0.16666
WT1mKTS	FGF9	0.12244
WT1mKTS	WNT4	0.09375
WT1mKTS	DKK1	0.07407
WT1pKTS	SRY	0.06
GATA4	PGD2	0.04958
WT1mKTS	CBX2	0.04166
GATA4	FGF9	0.0355
GATA4	RSPO1	0.03061
WT1mKTS	NR0B1	0.02666
WT1mKTS	RSPO1	0.02343
WT1mKTS	UGR	0.02076
WT1pKTS	NR0B1	0.01851
WT1pKTS	CBX2	0.01662
WT1pKTS	FGF9	0.015
WT1mKTS	AMH	0.0136
NR0B1	RSPO1	0.01239
GATA4	DKK1	0.01134
WT1mKTS	CTNNB1	0.01041
WT1pKTS	DMRT1	0.0096
GATA4	NR0B1	0.00887
WT1pKTS	NR5A1	0.00823
GATA4	SOX9	0.00765
WT1pKTS	DHH	0.00666
WT1pKTS	SOX9	0.00624
WT1pKTS	WNT4	0.00585
DHH	CBX2	0.0055
FGF9	UGR	0.00519
SRY	NR0B1	0.00489
DHH	FGF9	0.00462
PGD2	DKK1	0.00438
DHH	SOX9	0.00415
NR0B1	WNT4	0.00356
WT1mKTS	NR5A1	0.0034
NR0B1	SOX9	0.00324
NR0B1	DHH	0.00296
WT1pKTS	CTNNB1	0.00283
SRY	DKK1	0.00271
WT1mKTS	SRY	0.0026
DHH	UGR	0.00249
GATA4	DHH	0.0023
FOXL2	DKK1	0.00221
SRY	FOXL2	0.00213
NR0B1	DKK1	0.00205
FOXL2	SOX9	0.00198
GATA4	FOXL2	0.00191
GATA4	NR5A1	0.00178
FOXL2	FGF9	0.00172
NR0B1	CBX2	0.00166
RSPO1	FGF9	0.00161
DHH	WNT4	0.00156
WNT4	AMH	0.00151
NR0B1	AMH	0.00146
WT1mKTS	FOXL2	0.00142
FOXL2	DMRT1	0.00137
PGD2	SOX9	0.00133
NR0B1	DMRT1	0.00129
SOX9	CBX2	0.00126
GATA4	AMH	0.00122
FGF9	CBX2	0.00119
FOXL2	AMH	0.00115
NR0B1	FGF9	0.00112
UGR	NR0B1	0.00109
WT1pKTS	PGD2	0.00106
SOX9	UGR	0.00103
WNT4	RSPO1	0.00101
WT1pKTS	RSPO1	0.00098
SRY	DMRT1	0.00096
FOXL2	SRY	0.00093
FGF9	SRY	0.00091
PGD2	DHH	0.00089
FOXL2	CTNNB1	0.00087
PGD2	DMRT1	0.00085
FOXL2	UGR	0.00081
SOX9	PGD2	0.00079
FGF9	NR0B1	0.00077
FGF9	PGD2	0.00075
FOXL2	WNT4	0.00074
PGD2	CBX2	0.00072
WT1pKTS	FOXL2	0.0007
NR5A1	CBX2	0.00069
RSPO1	CBX2	0.00067
WNT4	FGF9	0.00066
UGR	CBX2	0.00065
FOXL2	DHH	0.00063
PGD2	SRY	0.00062
NR5A1	FGF9	0.0006
DHH	RSPO1	0.00058
DHH	AMH	0.00057
CTNNB1	UGR	0.00056
GATA4	CTNNB1	0.00054
DHH	PGD2	0.00053
RSPO1	DKK1	0.00052
CBX2	DHH	0.00051
UGR	AMH	0.0005
DKK1	SRY	0.00048
DHH	NR5A1	0.00047
NR5A1	DMRT1	0.00046
SRY	UGR	0.00046
SRY	WNT4	0.00045
DHH	SRY	0.00044
CBX2	FGF9	0.00043
PGD2	AMH	0.00043
RSPO1	NR0B1	0.00042
AMH	NR0B1	0.00041
SRY	SOX9	0.0004
DHH	DMRT1	0.0004
FGF9	DMRT1	0.00039
RSPO1	UGR	0.00039
AMH	DHH	0.00038
WNT4	NR0B1	0.00037
PGD2	UGR	0.00037
GATA4	DMRT1	0.00036
DKK1	AMH	0.00035
NR5A1	DHH	0.00034
AMH	FGF9	0.00034
AMH	WNT4	0.00033
DMRT1	NR0B1	0.00033
WNT4	UGR	0.00032
WNT4	DHH	0.00032
UGR	DMRT1	0.00031
FGF9	FOXL2	0.00031
NR5A1	AMH	0.0003
UGR	FOXL2	0.0003
WNT4	PGD2	0.00029
UGR	SRY	0.00029
FGF9	DKK1	0.00028
RSPO1	WNT4	0.00028
SOX9	WNT4	0.00028
FOXL2	PGD2	0.00027
NR5A1	SOX9	0.00027
NR5A1	SRY	0.00027
FOXL2	CBX2	0.00026
CBX2	DMRT1	0.00026
WT1pKTS	DKK1	0.00025
SRY	PGD2	0.00025
FGF9	DHH	0.00025
RSPO1	SOX9	0.00024
UGR	RSPO1	0.00024
NR0B1	FOXL2	0.00024
CBX2	AMH	0.00024
NR5A1	RSPO1	0.00023
DKK1	DMRT1	0.00023
UGR	DHH	0.00023
DKK1	WNT4	0.00022
DKK1	FOXL2	0.00022
AMH	CTNNB1	0.00022
GATA4	WNT4	0.00022
DKK1	CTNNB1	0.00021
RSPO1	CTNNB1	0.00021
WNT4	SOX9	0.00021
WT1pKTS	GATA4	0.00021
WNT4	SRY	0.0002
UGR	WNT4	0.0002
SOX9	FOXL2	0.0002
PGD2	FGF9	0.0002
SOX9	RSPO1	0.00019
SRY	RSPO1	0.00019
