Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
NR5A1	WT1pKTS	0.363791890728495	1.00766455141993e-50
WT1pKTS	NR5A1	0.363791890728495	1.00766455142002e-50
DKK1	DMRT1	0.284327181336294	8.0440086632921e-31
DMRT1	DKK1	0.284327181336294	8.0440086632921e-31
RSPO1	CTNNB1	0.226203032502652	8.15057901785464e-20
CTNNB1	RSPO1	0.226203032502652	8.15057901785512e-20
NR0B1	WNT4	0.218965085117317	1.22695735469369e-18
WNT4	NR0B1	0.218965085117317	1.22695735469374e-18
DKK1	SRY	0.206924678955308	9.05517174548792e-17
SRY	DKK1	0.206924678955308	9.05517174548812e-17
CBX2	UGR	0.1954752093181	4.25997805826472e-15
UGR	CBX2	0.1954752093181	4.2599780582648e-15
CBX2	NR5A1	0.194387671310848	6.06827495955856e-15
NR5A1	CBX2	0.194387671310848	6.06827495955878e-15
SRY	DMRT1	0.179625360711332	6.03313362730019e-13
DMRT1	SRY	0.179625360711331	6.03313362730027e-13
WNT4	CTNNB1	0.179331402649718	6.58657858294056e-13
CTNNB1	WNT4	0.179331402649717	6.58657858294075e-13
SRY	NR0B1	0.144753205095067	7.2412878779999e-09
NR0B1	SRY	0.144753205095067	7.24128787800013e-09
AMH	DHH	0.137670706195899	3.81144330126946e-08
DHH	AMH	0.137670706195899	3.81144330126953e-08
GATA4	WT1mKTS	0.131336075713602	1.57079543434461e-07
WT1mKTS	GATA4	0.131336075713602	1.57079543434464e-07
AMH	PGD2	0.1216023644278	1.21988356583977e-06
PGD2	AMH	0.1216023644278	1.21988356583977e-06
WNT4	RSPO1	0.118893151367989	2.10066640933872e-06
RSPO1	WNT4	0.118893151367989	2.10066640933877e-06
WT1mKTS	WT1pKTS	0.116275816512897	3.51211122614039e-06
WT1pKTS	WT1mKTS	0.116275816512897	3.51211122614044e-06
SRY	WT1pKTS	0.103890448763125	3.45150309128807e-05
WT1pKTS	SRY	0.103890448763124	3.45150309128811e-05
DKK1	SOX9	0.1020679420619	4.73388196110123e-05
SOX9	DKK1	0.1020679420619	4.73388196110127e-05
GATA4	WT1pKTS	0.0987139975383236	8.35311435562479e-05
WT1pKTS	GATA4	0.0987139975383235	8.35311435562482e-05
FGF9	DHH	0.0958327672700787	0.000134172238304797
DHH	FGF9	0.0958327672700786	0.0001341722383048
UGR	WT1pKTS	0.0921524014956378	0.000241244957756757
WT1pKTS	UGR	0.0921524014956377	0.000241244957756758
SOX9	DMRT1	0.0908011887993176	0.000297667500038948
DMRT1	SOX9	0.0908011887993175	0.000297667500038951
FGF9	AMH	0.0831112024740168	0.000933442248017662
AMH	FGF9	0.0831112024740167	0.000933442248017674
PGD2	DHH	0.0799138189492016	0.00146209156662567
DHH	PGD2	0.0799138189492016	0.00146209156662567
FGF9	PGD2	0.0777679490009945	0.00195889782129848
PGD2	FGF9	0.0777679490009945	0.00195889782129849
SOX9	NR5A1	0.0770518436447154	0.00215643503355338
NR5A1	SOX9	0.0770518436447153	0.0021564350335534
WT1pKTS	DMRT1	0.0743794146547097	0.00306549004852094
DMRT1	WT1pKTS	0.0743794146547097	0.00306549004852096
SOX9	PGD2	0.0728673498478102	0.00372288740521507
PGD2	SOX9	0.0728673498478102	0.00372288740521508
DHH	SOX9	0.0709638387646905	0.00473153235929018
SOX9	DHH	0.0709638387646904	0.00473153235929023
NR0B1	CTNNB1	0.0690888896938379	0.00596043708845095
CTNNB1	NR0B1	0.0690888896938378	0.00596043708845099
FOXL2	CTNNB1	0.0652476296752913	0.00941186953018655
CTNNB1	FOXL2	0.0652476296752913	0.0094118695301866
WT1mKTS	FOXL2	0.0596600639752433	0.0175998580106903
FOXL2	WT1mKTS	0.0596600639752432	0.0175998580106903
SOX9	FGF9	0.0560217889528272	0.0258188971078332
FGF9	SOX9	0.0560217889528272	0.0258188971078332
CBX2	GATA4	0.0545302941118958	0.0300452316533226
GATA4	CBX2	0.0545302941118958	0.0300452316533226
RSPO1	FOXL2	0.0519130300023732	0.0389020706128463
FOXL2	RSPO1	0.051913030002373	0.0389020706128469
UGR	FOXL2	0.0500338276977461	0.0465505592741859
FOXL2	UGR	0.050033827697746	0.0465505592741862
GATA4	FOXL2	0.0488268482829317	0.0521014639595466
