Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
NR5A1	WT1pKTS	0.358115337669009	4.24345303021161e-49
WT1pKTS	NR5A1	0.358115337669009	4.24345303021167e-49
DKK1	DMRT1	0.274620962945019	8.72427595874315e-29
DMRT1	DKK1	0.274620962945019	8.72427595874315e-29
CTNNB1	RSPO1	0.25217727767913	2.18482910308064e-24
RSPO1	CTNNB1	0.25217727767913	2.18482910308078e-24
WNT4	NR0B1	0.214882411336512	5.43146663713635e-18
NR0B1	WNT4	0.214882411336512	5.43146663713671e-18
DKK1	SRY	0.214522452998568	6.18380041430954e-18
SRY	DKK1	0.214522452998567	6.18380041430994e-18
UGR	CBX2	0.195893385111357	3.71607238117782e-15
CBX2	UGR	0.195893385111357	3.71607238117782e-15
WNT4	CTNNB1	0.187112915355169	6.13599289351365e-14
CTNNB1	WNT4	0.187112915355169	6.13599289351403e-14
NR5A1	CBX2	0.180511722186201	4.626159730019e-13
CBX2	NR5A1	0.180511722186201	4.62615973001910e-13
SRY	DMRT1	0.174039190425783	3.11823619518475e-12
DMRT1	SRY	0.174039190425783	3.11823619518475e-12
NR0B1	SRY	0.162898819889385	7.04395102392541e-11
SRY	NR0B1	0.162898819889385	7.04395102392541e-11
GATA4	WT1mKTS	0.158156597588955	2.49232944822695e-10
WT1mKTS	GATA4	0.158156597588955	2.49232944822709e-10
AMH	PGD2	0.146336475575763	4.93960651482871e-09
PGD2	AMH	0.146336475575763	4.93960651482873e-09
WNT4	RSPO1	0.131928640131073	1.37970299538811e-07
RSPO1	WNT4	0.131928640131073	1.37970299538811e-07
DMRT1	SOX9	0.116388494484142	3.43602483132049e-06
SOX9	DMRT1	0.116388494484142	3.43602483132058e-06
UGR	WT1pKTS	0.112862715032768	6.7538188767761e-06
WT1pKTS	UGR	0.112862715032768	6.7538188767762e-06
FGF9	DHH	0.112461651538563	7.28439239162499e-06
DHH	FGF9	0.112461651538563	7.2843923916252e-06
DHH	PGD2	0.106279420109004	2.26327245208334e-05
PGD2	DHH	0.106279420109004	2.26327245208336e-05
DHH	AMH	0.103491707894227	3.70015859088838e-05
AMH	DHH	0.103491707894227	3.70015859088841e-05
WT1mKTS	WT1pKTS	0.09997509302977	6.76091749800863e-05
WT1pKTS	WT1mKTS	0.0999750930297699	6.76091749800869e-05
WT1pKTS	GATA4	0.0977745313186234	9.76271967375031e-05
GATA4	WT1pKTS	0.0977745313186233	9.76271967375045e-05
WT1pKTS	SRY	0.0971850591793056	0.000107587080519993
SRY	WT1pKTS	0.0971850591793054	0.000107587080519995
FGF9	AMH	0.0956164873461404	0.000138959095502908
AMH	FGF9	0.0956164873461404	0.000138959095502909
SOX9	DHH	0.0945115663347455	0.000166025419822064
DHH	SOX9	0.0945115663347454	0.000166025419822066
DKK1	SOX9	0.0938700323901058	0.00018393885393716
SOX9	DKK1	0.0938700323901057	0.000183938853937162
DMRT1	WT1pKTS	0.0831268845288588	0.000931354539908505
WT1pKTS	DMRT1	0.0831268845288586	0.000931354539908528
FGF9	PGD2	0.0811638610291768	0.00122908319767258
PGD2	FGF9	0.0811638610291767	0.00122908319767259
CBX2	WT1pKTS	0.078354684968363	0.00180957075447117
WT1pKTS	CBX2	0.0783546849683628	0.0018095707544712
CTNNB1	NR0B1	0.0760870073279497	0.00245146094936865
NR0B1	CTNNB1	0.0760870073279497	0.00245146094936866
SOX9	PGD2	0.0756490170003332	0.0025971976250456
PGD2	SOX9	0.0756490170003331	0.00259719762504563
NR5A1	SOX9	0.0640100688457868	0.0108539803460954
SOX9	NR5A1	0.0640100688457868	0.0108539803460955
UGR	FOXL2	0.0574732733005277	0.022209294876547
FOXL2	UGR	0.0574732733005276	0.0222092948765473
CTNNB1	FOXL2	0.0550633694373755	0.0284710390772921
FOXL2	CTNNB1	0.0550633694373753	0.028471039077293
FOXL2	RSPO1	0.053007273632167	0.0349606845238414
RSPO1	FOXL2	0.0530072736321668	0.0349606845238419
RSPO1	NR0B1	0.0498761316774486	0.047246296033298
NR0B1	RSPO1	0.0498761316774485	0.0472462960332983
FOXL2	NR0B1	0.0429286448337931	0.0877408560596159
NR0B1	FOXL2	0.042928644833793	0.0877408560596167
SOX9	FGF9	0.0412331979442751	0.101016813789423
