Regulator	Target	SINGE_Score
WT1mKTS	FOXL2	6
WT1mKTS	CBX2	1.5
WT1mKTS	WT1pKTS	0.66666
GATA4	CTNNB1	0.375
GATA4	WNT4	0.24
GATA4	CBX2	0.16666
WT1mKTS	CTNNB1	0.12244
GATA4	NR5A1	0.09375
GATA4	PGD2	0.07407
GATA4	DHH	0.06
GATA4	NR0B1	0.04958
GATA4	WT1pKTS	0.04166
GATA4	SRY	0.0355
WT1mKTS	WNT4	0.03061
GATA4	UGR	0.02666
FGF9	CBX2	0.02343
WT1mKTS	DMRT1	0.02076
GATA4	FGF9	0.01851
WNT4	CTNNB1	0.01662
WT1mKTS	SOX9	0.015
AMH	CTNNB1	0.0136
UGR	CTNNB1	0.01239
GATA4	DKK1	0.01134
FGF9	UGR	0.01041
DMRT1	RSPO1	0.0096
DMRT1	NR5A1	0.00887
WT1mKTS	DKK1	0.00823
AMH	CBX2	0.00765
WT1mKTS	SRY	0.00713
DMRT1	CTNNB1	0.00666
PGD2	CTNNB1	0.00624
DMRT1	WT1pKTS	0.00585
AMH	SRY	0.00519
UGR	RSPO1	0.00462
SRY	UGR	0.00415
GATA4	FOXL2	0.00394
DMRT1	FOXL2	0.00375
CBX2	FOXL2	0.00356
FOXL2	UGR	0.00324
NR5A1	UGR	0.00309
PGD2	SRY	0.00296
PGD2	CBX2	0.00283
GATA4	RSPO1	0.00271
DMRT1	CBX2	0.0026
WT1mKTS	NR0B1	0.00249
DHH	DMRT1	0.0023
CBX2	WT1pKTS	0.00221
AMH	NR5A1	0.00213
GATA4	AMH	0.00205
WNT4	UGR	0.00198
WT1mKTS	AMH	0.00191
DMRT1	WNT4	0.00184
AMH	FOXL2	0.00178
DMRT1	SRY	0.00172
RSPO1	FOXL2	0.00166
PGD2	DKK1	0.00161
FGF9	NR0B1	0.00151
WNT4	CBX2	0.00146
SOX9	CTNNB1	0.00142
UGR	CBX2	0.00137
WNT4	RSPO1	0.00133
NR0B1	SRY	0.00129
RSPO1	SRY	0.00126
FGF9	RSPO1	0.00122
GATA4	DMRT1	0.00119
FGF9	WT1pKTS	0.00115
CTNNB1	WT1pKTS	0.00112
SRY	CBX2	0.00109
RSPO1	CBX2	0.00106
WNT4	NR5A1	0.00103
AMH	RSPO1	0.00101
DMRT1	NR0B1	0.00098
FGF9	WNT4	0.00096
NR5A1	DKK1	0.00093
SOX9	WT1pKTS	0.00091
FGF9	FOXL2	0.00089
FGF9	CTNNB1	0.00087
SOX9	CBX2	0.00085
CTNNB1	UGR	0.00083
RSPO1	UGR	0.00081
UGR	WNT4	0.00079
CTNNB1	WNT4	0.00077
UGR	FOXL2	0.00075
SRY	FOXL2	0.00072
DKK1	FOXL2	0.0007
CTNNB1	DMRT1	0.00069
PGD2	RSPO1	0.00067
DHH	NR0B1	0.00066
FGF9	NR5A1	0.00065
DHH	NR5A1	0.00063
WT1mKTS	DHH	0.00062
SOX9	FOXL2	0.00061
PGD2	WNT4	0.0006
DHH	CBX2	0.00058
CTNNB1	FOXL2	0.00057
CTNNB1	CBX2	0.00056
PGD2	WT1pKTS	0.00055
AMH	FGF9	0.00054
SOX9	NR5A1	0.00053
DHH	UGR	0.00052
DHH	CTNNB1	0.00051
PGD2	AMH	0.0005
SOX9	NR0B1	0.00049
NR0B1	UGR	0.00048
NR0B1	WNT4	0.00046
CBX2	SRY	0.00046
SOX9	UGR	0.00045
PGD2	UGR	0.00044
DKK1	WNT4	0.00043
SRY	RSPO1	0.00043
DMRT1	FGF9	0.00042
SOX9	DKK1	0.00041
WNT4	AMH	0.0004
PGD2	NR5A1	0.0004
DHH	WNT4	0.00039
NR0B1	CBX2	0.00039
AMH	DHH	0.00038
DKK1	WT1pKTS	0.00037
SRY	WNT4	0.00037
WNT4	NR0B1	0.00036
DHH	DKK1	0.00036
NR0B1	CTNNB1	0.00035
SRY	AMH	0.00034
FOXL2	CTNNB1	0.00034
WNT4	FOXL2	0.00033
UGR	NR0B1	0.00032
CTNNB1	RSPO1	0.00032
DKK1	NR0B1	0.00031
RSPO1	CTNNB1	0.00031
RSPO1	DKK1	0.00031
FGF9	AMH	0.0003
DKK1	SOX9	0.0003
WT1mKTS	PGD2	0.00029
AMH	SOX9	0.00029
WT1pKTS	NR5A1	0.00028
SOX9	SRY	0.00028
DHH	SOX9	0.00028
SRY	CTNNB1	0.00027
PGD2	FOXL2	0.00027
FGF9	SRY	0.00026
CBX2	NR5A1	0.00026
FOXL2	CBX2	0.00025
SOX9	DHH	0.00025
DKK1	PGD2	0.00025
UGR	SRY	0.00024
