Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
NR5A1	WT1pKTS	0.363882828495877	9.48471720001285e-51
WT1pKTS	NR5A1	0.363882828495877	9.48471720001543e-51
DKK1	DMRT1	0.267066717456876	2.94251164247635e-27
DMRT1	DKK1	0.267066717456876	2.94251164247635e-27
DKK1	SRY	0.236062111443947	1.73815949852145e-21
SRY	DKK1	0.236062111443947	1.73815949852145e-21
CTNNB1	RSPO1	0.227820538923424	4.38878995921398e-20
RSPO1	CTNNB1	0.227820538923424	4.3887899592143e-20
WNT4	CTNNB1	0.218089437180544	1.69239579071032e-18
CTNNB1	WNT4	0.218089437180543	1.69239579071048e-18
NR0B1	WNT4	0.212455705929533	1.29650378192578e-17
WNT4	NR0B1	0.212455705929533	1.29650378192585e-17
CBX2	UGR	0.197405877494128	2.26155939327004e-15
UGR	CBX2	0.197405877494128	2.26155939327013e-15
DMRT1	SRY	0.175759400039279	1.89104122403528e-12
SRY	DMRT1	0.175759400039279	1.89104122403528e-12
NR5A1	CBX2	0.170025612657632	9.82190716205876e-12
CBX2	NR5A1	0.170025612657632	9.8219071620588e-12
SRY	NR0B1	0.162275467241935	8.33465328084464e-11
NR0B1	SRY	0.162275467241934	8.33465328084471e-11
WNT4	RSPO1	0.139908128129281	2.27553114506642e-08
RSPO1	WNT4	0.13990812812928	2.27553114506646e-08
DKK1	SOX9	0.134063680101337	8.60525072044179e-08
SOX9	DKK1	0.134063680101337	8.60525072044187e-08
GATA4	WT1mKTS	0.12897172609547	2.62084153350007e-07
WT1mKTS	GATA4	0.12897172609547	2.62084153350007e-07
DHH	AMH	0.125448299777746	5.527002030371e-07
AMH	DHH	0.125448299777746	5.52700203037105e-07
WT1pKTS	WT1mKTS	0.125062093198817	5.99075855444762e-07
WT1mKTS	WT1pKTS	0.125062093198817	5.99075855444774e-07
WT1pKTS	SRY	0.123097258099142	8.99283186792159e-07
SRY	WT1pKTS	0.123097258099142	8.99283186792164e-07
DHH	FGF9	0.119115958852842	2.00972656705363e-06
FGF9	DHH	0.119115958852842	2.00972656705365e-06
PGD2	AMH	0.117220082035209	2.92135993280844e-06
AMH	PGD2	0.117220082035209	2.92135993280848e-06
WT1pKTS	UGR	0.11457162163109	4.87938236758619e-06
UGR	WT1pKTS	0.11457162163109	4.87938236758621e-06
DHH	PGD2	0.105706312015824	2.50643836461396e-05
PGD2	DHH	0.105706312015824	2.50643836461398e-05
WT1pKTS	GATA4	0.0994994940250814	7.32433976183508e-05
GATA4	WT1pKTS	0.0994994940250814	7.32433976183514e-05
PGD2	FGF9	0.0987871617814082	8.25181242620765e-05
FGF9	PGD2	0.098787161781408	8.25181242620788e-05
SOX9	DHH	0.0899524648394933	0.000339187294899922
DHH	SOX9	0.0899524648394933	0.000339187294899922
NR5A1	SOX9	0.0877999537706749	0.000470015943527706
SOX9	NR5A1	0.0877999537706749	0.000470015943527709
CTNNB1	NR0B1	0.0857812954798957	0.000634135758359343
NR0B1	CTNNB1	0.0857812954798953	0.00063413575835938
SOX9	DMRT1	0.0804528991313384	0.00135702207748151
DMRT1	SOX9	0.0804528991313384	0.00135702207748151
PGD2	SOX9	0.080349422608234	0.0013766340339648
SOX9	PGD2	0.080349422608234	0.0013766340339648
DMRT1	WT1pKTS	0.0744311664808993	0.00304498879015091
WT1pKTS	DMRT1	0.0744311664808993	0.00304498879015091
FGF9	AMH	0.0727888880677289	0.00376026122856039
AMH	FGF9	0.0727888880677289	0.00376026122856041
WT1pKTS	CBX2	0.0687390772484962	0.00621923086258183
CBX2	WT1pKTS	0.0687390772484961	0.0062192308625819
CTNNB1	FOXL2	0.0682822480039089	0.00657239984374839
FOXL2	CTNNB1	0.0682822480039089	0.00657239984374842
UGR	FOXL2	0.0587813435665685	0.0193403794398603
FOXL2	UGR	0.0587813435665685	0.0193403794398603
DKK1	WT1pKTS	0.04986409342782	0.0472997644749297
WT1pKTS	DKK1	0.0498640934278199	0.0472997644749298
FOXL2	RSPO1	0.0459887823526672	0.0673584109860218
RSPO1	FOXL2	0.0459887823526671	0.0673584109860227
NR0B1	FOXL2	0.0441409583192608	0.079139342907193
FOXL2	NR0B1	0.0441409583192606	0.0791393429071939
